N	2gram	Bakhtin_KF_1	Dialekti
692	только по	2	1
693	превращается в	1	1
694	моментов и	1	1
695	всякие другие	1	1
696	до конца	3	1
697	этих терминов	1	1
698	своем месте	2	1
699	жизнь в	1	1
700	только от	1	1
701	сторона не	1	1
702	мира в	6	1
703	теоретический разум	1	1
704	если это	1	1
705	нужно думать	1	1
706	принцип как	1	1
707	но оно	1	1
708	отличается от	1	1
709	у канта	1	1
710	до этого	1	1
711	долженствование и	2	1
712	пространства и	2	1
713	уже вне	1	1
714	он будет	1	1
715	значит не	1	1
716	лежащий в	1	1
717	в бытие	1	1
718	знать что	2	1
719	вообще ни	1	1
720	близости к	1	1
721	быть только	8	1
722	ее воплощения	1	1
723	нем как	4	1
724	том кто	1	1
725	в это	2	1
726	в контексте	5	1
727	события а	1	1
728	религии и	1	1
729	лучшем случае	1	1
730	к двум	1	1
731	событие как	1	1
732	ближе к	3	1
733	есть познание	1	1
734	не является	1	1
735	стремящееся к	1	1
736	но такой	1	1
737	и от	1	1
738	единой и	3	1
739	она может	1	1
740	в известном	1	1
741	это можно	2	1
742	мира и	4	1
743	не переходит	1	1
744	человек и	1	1
745	ее и	6	1
746	из себя	8	1
747	оказались бы	1	1
748	не более	1	1
749	стороны в	3	1
750	все они	1	1
751	могли быть	1	1
752	находятся в	1	1
753	жизни в	5	1
754	требует чтобы	1	1
755	становления и	1	1
756	мира он	1	1
757	не знает	5	1
758	не быть	3	1
759	но можно	4	1
760	это значило	2	1
761	как некоторый	1	1
762	ней то	1	1
763	на своем	3	1
764	я и	2	1
765	всякий предмет	2	1
766	включает в	2	1
767	в современной	3	1
768	значило бы	2	1
769	а я	1	1
770	в своих	3	1
771	гораздо более	1	1
