N	2gram	Tiupa_Disk_2	RusskieA
162	в быт	1	2
163	должно было	1	2
164	в его	3	2
165	к ней	1	2
166	не случайно	1	2
167	в какой	1	2
168	так что	1	2
169	в большинстве	2	2
170	тут же	2	2
171	не было	3	2
172	в особенности	1	2
173	не были	1	2
174	себя и	1	2
175	но есть	1	2
176	с ней	2	2
177	равной степени	1	2
178	по нескольку	1	2
179	до конца	1	2
180	не на	2	2
181	а не	14	2
182	его как	1	2
183	сближает его	1	2
184	большинстве случаев	1	2
185	должна была	1	2
186	в частности	12	2
187	в равной	1	2
188	там где	1	2
189	быть и	1	2
190	и для	2	2
191	когда он	1	2
192	интерес к	2	2
193	в своих	6	2
194	нас не	1	2
195	и развитие	1	1
196	также и	3	1
197	же как	2	1
198	чтобы не	1	1
199	переходит к	1	1
200	полагается в	1	1
201	самом деле	1	1
202	значении этого	2	1
203	тех же	1	1
204	в первом	1	1
205	характерное для	1	1
206	по преимуществу	2	1
207	на две	1	1
208	и ее	3	1
209	должна быть	2	1
210	с таким	2	1
211	и могут	1	1
212	приходит к	1	1
213	поэзии и	1	1
214	собой как	1	1
215	вопрос о	1	1
216	мальчики и	1	1
217	время от	1	1
218	этом не	1	1
219	говорить о	2	1
220	не вполне	1	1
221	с детства	1	1
222	ему в	1	1
223	не знают	3	1
224	жизни это	1	1
225	того же	2	1
226	в отличие	12	1
227	не был	1	1
228	в чем	1	1
229	истории в	1	1
230	с его	6	1
231	одном и	1	1
232	ответ на	1	1
233	по отношению	4	1
234	с совершенно	1	1
235	отличие от	12	1
236	в истории	1	1
237	культа предков	1	1
238	мышления здесь	1	1
239	из цикла	1	1
240	некоторое время	1	1
241	на какое-нибудь	1	1
242	что касается	1	1
243	однако не	1	1
244	перед нами	3	1
245	и наконец	3	1
246	в меру	1	1
247	поэтому и	1	1
248	рассказов и	1	1
249	в которой	1	1
250	говорят о	1	1
251	но который	1	1
252	ни одна	1	1
253	значение так	1	1
254	в себе	19	1
255	в случае	1	1
256	с малым	1	1
257	не имеют	1	1
258	он не	3	1
259	гораздо менее	2	1
260	он должен	1	1
261	не к	2	1
262	не как	1	1
263	жизни здесь	1	1
264	подобно тому	2	1
265	не бывает	1	1
266	также от	1	1
267	существования не	1	1
268	его в	3	1
269	нескольку раз	1	1
270	на почве	2	1
271	но их	1	1
272	не соответствует	1	1
273	с которого	1	1
274	ни в	7	1
275	к своим	2	1
276	в этой	4	1
277	жизни то	1	1
278	ряде других	1	1
279	и того	3	1
280	одного и	3	1
281	но если	1	1
282	никак не	1	1
283	место в	2	1
284	не столько	3	1
285	от времени	1	1
286	дальнейшее развитие	1	1
287	устных рассказов	1	1
288	одном из	3	1
289	теми же	1	1
290	и наоборот	1	1
291	о русском	1	1
292	необходимо чтобы	1	1
293	превратилось в	1	1
294	любви и	1	1
295	при всех	1	1
296	виду что	1	1
297	в то	5	1
298	не о	2	1
299	дело не	1	1
300	дело в	2	1
301	в основе	4	1
302	в самых	1	1
303	с некоторой	1	1
304	каждый из	1	1
305	и всегда	1	1
306	и проклятия	1	1
307	этом так	1	1
308	xix-xx вв	1	1
309	в тексте	3	1
310	и его	3	1
311	к этим	1	1
312	этом отношении	4	1
313	смысла по	1	1
314	ему не	1	1
315	ни о	1	1
316	в городе	1	1
317	необходимо также	1	1
318	она имела	1	1
319	в своего	1	1
320	прошлого в	1	1
321	поэзии как	1	1
322	обращение к	2	1
323	для себя	2	1
324	и это	2	1
325	данном случае	6	1
326	в собственном	1	1
327	почему и	1	1
328	всей своей	3	1
329	на свой	1	1
330	однако эта	1	1
331	слова а	1	1
332	и сам	1	1
333	было в	3	1
334	и каждый	1	1
335	вопрос этот	1	1
336	не имели	1	1
337	во второй	1	1
338	и определяется	1	1
339	но здесь	2	1
340	внимание на	1	1
341	при котором	2	1
342	можно сказать	3	1
343	нас в	1	1
344	и во	1	1
345	во втором	1	1
346	в третьем	1	1
347	в форме	1	1
348	является по	1	1
349	и следовательно	1	1
350	в слово	1	1
351	в позднейших	1	1
352	для современного	1	1
353	что он	2	1
354	к их	2	1
355	из значений	1	1
356	даже если	1	1
357	и так	1	1
358	до нас	1	1
359	жизни как	2	1
360	точка зрения	1	1
361	с которыми	1	1
362	есть в	2	1
363	или не	1	1
364	же в	1	1
365	у греков	1	1
366	не дает	1	1
367	который по	2	1
368	всяком случае	1	1
369	может служить	1	1
370	случае не	1	1
371	не могут	1	1
372	следует признать	3	1
373	своем значении	1	1
374	как у	1	1
375	с той	2	1
376	еще и	1	1
377	тому как	2	1
378	исторического развития	1	1
379	света и	1	1
380	в любой	1	1
381	сколько в	1	1
382	книга о	1	1
383	точек зрения	1	1
384	на смерть	1	1
385	возвращаясь к	1	1
386	подобного рода	1	1
387	которые по	1	1
388	первые два	1	1
389	в одно	1	1
390	и служит	1	1
391	подтверждает его	1	1
392	в иных	1	1
393	или по	2	1
394	из которых	1	1
395	центр этого	1	1
396	может так	1	1
397	в пределах	4	1
398	по своему	1	1
399	в данном	7	1
400	в той	2	1
401	и смерти	1	1
402	представление будто	1	1
403	исходя из	1	1
404	и было	1	1
405	и мотивы	1	1
406	значений слова	1	1
407	и том	1	1
408	и носит	1	1
409	но для	1	1
410	рассматривать как	1	1
411	ближе к	1	1
412	под названием	1	1
413	не является	4	1
414	он видел	1	1
415	не оставляют	1	1
416	его нет	1	1
417	а к	2	1
418	и все	3	1
419	не более	2	1
420	его жизнь	1	1
421	утверждение будто	1	1
422	в период	4	1
423	слово в	1	1
424	между ними	1	1
425	не знает	3	1
426	сказать что	1	1
427	другой в	1	1
428	отношению к	4	1
429	оно не	1	1
430	только о	1	1
431	и две	1	1
432	к числу	1	1
433	от слова	1	1
434	и состоит	2	1
435	а преимущественно	1	1
436	жизни и	3	1
437	также не	1	1
438	по свидетельству	2	1
439	можно назвать	4	1
440	как на	3	1
441	во всяком	1	1
