N	2gram	Trubetskoy_1	Mirosoze
109	когда он	3	3
110	этого мира	1	3
111	бы и	1	3
112	когда человек	2	3
113	вера в	1	3
114	на этом	1	3
115	заключает в	2	3
116	и с	10	3
117	то есть	4	3
118	его в	1	3
119	в жизни	1	3
120	духовной жизни	1	3
121	том что	7	3
122	но если	2	3
123	не имеет	5	3
124	ничего не	1	3
125	в момент	1	3
126	к тому	6	3
127	этот путь	2	3
128	в ее	1	3
129	особенно в	2	3
130	с собой	1	3
131	учение о	4	3
132	с судьбой	1	3
133	себя в	1	3
134	конечно не	2	3
135	и бунта	1	3
136	одно из	2	3
137	не так	1	3
138	и их	1	3
139	так как	9	3
140	стать богом	1	3
141	что человек	1	3
142	людьми и	1	3
143	это есть	1	3
144	должно быть	1	3
145	он должен	1	3
146	от человека	2	3
147	хотя бы	3	3
148	от природы	1	3
149	с новыми	1	2
150	одним из	2	2
151	чтобы не	1	2
152	в этот	1	2
153	связана с	2	2
154	к чему	1	2
155	а как	1	2
156	есть единственное	1	2
157	он знает	1	2
158	мир не	1	2
159	время как	1	2
160	в виду	2	2
161	не иметь	1	2
162	по отношению	1	2
163	человек может	1	2
164	относится к	2	2
165	как в	1	2
166	все же	6	2
167	на человека	1	2
168	и как	3	2
169	и к	5	2
170	от этого	1	2
171	за собой	3	2
172	и у	8	2
173	он в	2	2
174	все эти	6	2
175	бога в	1	2
176	приводит к	2	2
177	с их	1	2
178	к учению	1	2
179	для человеческой	1	2
180	если бы	3	2
181	с ней	3	2
182	в россии	2	2
183	остается лишь	1	2
184	людей и	2	2
185	прежде чем	1	2
186	входит в	1	2
187	в ином	1	2
188	чем в	1	2
189	прийти к	1	2
190	место в	1	2
191	оказывается что	3	2
192	сих пор	5	2
193	в духовной	1	2
194	этот мир	1	2
195	на земле	1	2
196	в то	4	2
197	к этим	1	2
198	в идее	1	2
199	того чтобы	5	2
200	пути и	1	2
201	русский человек	1	2
202	по своей	2	2
203	в каком	1	2
204	когда мы	1	2
205	могут быть	1	2
206	отличается от	2	2
207	его с	1	2
208	мысли о	1	2
209	в наше	1	2
210	природы от	1	2
211	и от	4	2
212	то время	1	2
213	и что	4	2
214	различие между	1	2
215	живет в	1	2
216	по сравнению	2	2
217	с ним	1	2
218	о том	6	2
219	может не	1	2
220	с того	2	2
221	и во	1	2
222	своему значению	1	2
223	и те	3	2
224	у всех	2	2
225	и мир	2	2
226	очень отличается	1	2
227	мы видим	1	2
228	жизни и	2	2
229	душа его	2	2
230	в путях	2	2
231	никто не	1	2
232	нет никаких	1	2
233	привела к	1	2
234	была еще	1	2
235	отношению к	3	2
236	для того	5	2
237	в свой	1	2
238	до сих	5	2
239	на людей	1	2
240	и самый	1	2
241	связано с	2	2
242	на этот	4	2
243	человеческой жизни	1	2
244	о чем	1	2
245	учению о	1	2
246	по своему	2	2
247	с внутренней	1	2
248	своей души	1	2
249	в той	1	2
250	человека то	1	2
251	как бы	12	2
252	и нет	3	2
253	в начале	2	2
254	его образ	1	2
255	о мире	1	2
256	и для	5	2
257	не существует	1	2
258	в христианстве	1	2
259	всего что	1	2
260	бы в	1	2
261	конце концов	3	2
262	в свою	2	2
263	сказать что	2	2
264	эти слова	1	2
265	к этой	1	2
266	к этому	3	2
267	все что	2	2
268	хуже всего	1	1
269	эта новая	1	1
270	всем и	2	1
271	себя как	1	1
272	только он	1	1
273	становится в	1	1
274	своеобразные черты	1	1
275	недоступной для	1	1
276	и до	1	1
277	имя его	2	1
278	разные стороны	1	1
279	и злым	1	1
280	не прошли	1	1
281	из всех	3	1
282	образ с	1	1
283	возврат к	1	1
284	мы имеем	2	1
285	мы не	1	1
286	ни у	2	1
287	мир его	1	1
288	с небывалым	1	1
289	начинается с	1	1
290	и через	1	1
291	не вполне	3	1
292	оно есть	1	1
293	ему в	2	1
294	и состоит	1	1
295	еще не	2	1
296	за это	1	1
297	художественном творчестве	1	1
298	во всех	2	1
299	природы и	1	1
300	в духовном	1	1
301	самом деле	1	1
302	друг к	1	1
303	к области	1	1
304	и всякий	1	1
305	в сторону	1	1
306	если в	3	1
307	культуру и	1	1
308	и действительно	2	1
309	с психологической	1	1
310	отличие от	1	1
311	что они	1	1
312	мира в	1	1
313	в одной	1	1
314	как к	1	1
315	это был	1	1
316	его к	1	1
317	к культуре	2	1
318	душа человека	3	1
319	через всю	1	1
320	от бога	2	1
321	является лишь	1	1
322	и свободное	1	1
323	с эпохи	1	1
324	роль в	1	1
325	имеем в	1	1
326	имеет для	1	1
327	духовной культуры	3	1
328	как совершенно	1	1
329	был всегда	2	1
330	это связано	1	1
331	человек всегда	1	1
332	видел в	1	1
333	которой не	1	1
334	всех этих	1	1
335	с именем	2	1
336	к одному	1	1
337	в силу	5	1
338	есть один	1	1
339	богу но	1	1
340	европейской культуры	3	1
341	отцов и	1	1
342	из него	2	1
343	своей духовной	1	1
344	его от	2	1
345	значение в	1	1
346	к другу	2	1
347	состояния и	1	1
348	них не	2	1
349	на все	2	1
350	в душе	1	1
351	это было	1	1
352	для нравственной	1	1
353	не совпадает	1	1
354	весь мир	1	1
355	которым он	1	1
356	получает новое	1	1
357	с богом	1	1
358	жизни то	1	1
359	культурных ценностей	4	1
360	всегда и	3	1
361	же есть	1	1
362	его нельзя	1	1
363	во время	4	1
364	к тем	1	1
365	от своего	1	1
366	что такое	1	1
367	в такой	1	1
368	в преисподнюю	1	1
369	только душа	1	1
370	и вокруг	1	1
371	знает и	1	1
372	все и	1	1
373	было очень	1	1
374	в отличие	1	1
375	должны были	1	1
376	непременно к	1	1
377	религиозном сознании	9	1
378	без участия	1	1
379	и более	1	1
380	только те	1	1
381	как от	2	1
382	не должно	1	1
383	бы быть	1	1
384	для россии	1	1
385	сам он	1	1
386	уже был	1	1
387	в отношении	6	1
388	не менее	3	1
389	свое завершение	1	1
390	эта мысль	1	1
391	вплоть до	2	1
392	ничего кроме	1	1
393	а иногда	1	1
394	трудно было	1	1
395	этими двумя	2	1
396	не могло	2	1
397	для творчества	1	1
398	казалось бы	1	1
399	с одним	2	1
400	и после	2	1
401	мире и	1	1
402	ничто не	1	1
403	не нужен	1	1
404	всякий кто	1	1
405	только с	1	1
406	в области	9	1
407	не потому	2	1
408	может показаться	1	1
409	в космосе	1	1
410	только от	1	1
411	уже ни	1	1
412	русским народом	1	1
413	что мир	1	1
414	потом с	1	1
415	людей в	1	1
416	экстаз у	1	1
417	всегда в	1	1
418	творения святых	1	1
419	и о	3	1
420	к людям	1	1
421	связи со	1	1
422	уже с	3	1
423	культуры и	3	1
424	к окончательному	1	1
425	в образе	2	1
426	так и	6	1
427	было в	1	1
428	нужно было	1	1
429	когда его	1	1
430	она была	1	1
431	подойти к	3	1
432	и душа	1	1
433	в эпоху	7	1
434	из одного	1	1
435	и даже	3	1
436	в разных	2	1
437	но одно	1	1
438	именно потому	1	1
439	в глаза	1	1
440	одного из	1	1
441	не стоит	1	1
442	в значительной	3	1
443	и своей	1	1
444	заключается в	1	1
445	путь к	3	1
446	идет к	1	1
447	от них	2	1
448	что спасение	1	1
449	и всякая	1	1
450	творчества в	1	1
451	имеет самостоятельного	1	1
452	во всей	1	1
453	и только	4	1
454	и наконец	2	1
455	есть что	1	1
456	мы уже	1	1
457	стихии в	1	1
458	эту веру	1	1
459	в сферу	1	1
460	быть и	2	1
461	на которой	1	1
462	мы читаем	1	1
463	убийство человека	1	1
464	одной из	5	1
465	этот вопрос	1	1
466	мира его	2	1
467	между тем	2	1
468	между этими	2	1
469	и ее	1	1
470	так что	3	1
471	же она	1	1
472	страдание и	1	1
473	мира то	1	1
474	этим именем	1	1
475	в религиозном	7	1
476	в нашей	1	1
477	жизни вместе	1	1
478	человека когда	1	1
479	нам все	1	1
480	участие в	1	1
481	себе в	1	1
482	всяком случае	6	1
483	что она	1	1
484	на одном	1	1
485	в одном	3	1
486	к ним	3	1
487	самый чистый	1	1
488	и никогда	1	1
489	за границу	1	1
490	нее не	2	1
491	характерны для	1	1
492	отличается не	1	1
493	связан с	2	1
494	не были	1	1
495	и из	2	1
496	русской интеллигенции	2	1
497	же были	1	1
498	русской жизни	4	1
499	по своим	2	1
500	а именно	1	1
501	к которому	2	1
502	без бога	3	1
503	души и	1	1
504	или о	1	1
505	притом не	1	1
506	которой нет	1	1
507	может ли	2	1
508	жизнь в	1	1
509	эта стихия	1	1
510	если не	2	1
511	есть гимн	1	1
512	все более	1	1
513	в старом	1	1
514	бунта против	1	1
515	к его	2	1
516	элементарной и	1	1
517	в европе	1	1
518	оно имеет	1	1
519	к жизни	5	1
520	сравнению с	2	1
521	в течение	4	1
522	русского народа	3	1
523	если человек	1	1
524	когда она	1	1
525	да и	1	1
526	и менее	1	1
527	мира с	1	1
528	более и	1	1
529	является для	1	1
530	что мы	2	1
531	только для	2	1
532	но это	1	1
533	о его	1	1
534	опять по	1	1
535	в смысле	4	1
536	под знаком	1	1
537	сознании и	2	1
538	перед собой	1	1
539	не имея	1	1
540	человек сам	1	1
541	совершается в	1	1
542	человека для	1	1
543	большей силой	1	1
544	между добрым	1	1
545	она уже	1	1
546	то не	1	1
547	но когда	2	1
548	целый ряд	4	1
549	из себя	2	1
550	находит свое	1	1
551	тем более	1	1
552	ни к	1	1
553	нашей национальной	1	1
554	для людей	1	1
555	лежит в	1	1
556	материальной и	1	1
557	психологической точки	1	1
558	давно уже	1	1
559	к ее	1	1
560	существование и	1	1
561	лишь по	1	1
562	а ведь	1	1
563	впервые в	1	1
564	жизни а	1	1
565	ко всему	2	1
566	культуры в	1	1
567	та же	1	1
568	есть то	1	1
569	к религии	2	1
570	на это	1	1
571	время он	2	1
572	можно назвать	2	1
573	пути к	2	1
574	человека является	1	1
575	в своих	1	1
576	народ с	1	1
577	с первого	1	1
578	так же	5	1
579	во всяком	6	1
580	они не	1	1
