N	2gram	Tiupa_Narr_2	Vladivir
289	в нашей	1	2
290	в начале	2	2
291	свидетельствует о	4	2
292	а то	2	2
293	могло бы	2	2
294	здесь и	1	2
295	не о	1	2
296	только с	1	2
297	заметить что	1	2
298	для того	1	2
299	является носителем	1	2
300	со стороны	6	2
301	или иначе	2	2
302	а всякая	1	2
303	только к	3	2
304	не на	1	2
305	человек есть	1	2
306	что мы	1	2
307	но оно	1	2
308	а есть	1	2
309	к своему	2	2
310	наряду с	1	2
311	стороны и	1	2
312	в церкви	2	2
313	с этой	3	2
314	еще раз	1	2
315	сказать не	1	2
316	внимания на	1	2
317	не является	4	2
318	которых он	1	2
319	этом отношении	3	2
320	только что	2	2
321	бы на	2	2
322	того же	1	2
323	к его	3	2
324	жизни а	1	2
325	из этого	1	2
326	с его	3	2
327	нельзя назвать	1	2
328	к этому	1	2
329	нашей памяти	1	1
330	а между	1	1
331	слова является	1	1
332	например в	1	1
333	рассматривается как	1	1
334	начинается с	1	1
335	противоречие с	1	1
336	это и	1	1
337	так у	1	1
338	решительно все	1	1
339	думал о	1	1
340	только эти	2	1
341	свидетельствует об	1	1
342	из его	1	1
343	под которым	1	1
344	все те	2	1
345	забвение в	1	1
346	мы никак	1	1
347	говоря и	1	1
348	но ясно	1	1
349	но она	1	1
350	что иное	1	1
351	принадлежит к	1	1
352	которое не	2	1
353	в составе	2	1
354	о наличии	1	1
355	жизни это	1	1
356	в каждой	2	1
357	и говорить	1	1
358	и самого	1	1
359	иное как	1	1
360	и мира	4	1
361	во всех	1	1
362	без которого	1	1
363	определяется его	1	1
364	свою жизнь	1	1
365	в общем	1	1
366	с совершенно	1	1
367	очевидно что	1	1
368	в новом	1	1
369	него с	1	1
370	что они	3	1
371	определяется не	1	1
372	где человеческая	1	1
373	относится к	1	1
374	как первые	1	1
375	нашего сознания	1	1
376	него только	1	1
377	как в	5	1
378	за этим	1	1
379	впадая в	1	1
380	в противном	1	1
381	кто не	1	1
382	когда он	1	1
383	сознания в	1	1
384	себе не	1	1
385	автора и	1	1
386	точку зрения	3	1
387	как то	1	1
388	бы с	2	1
389	бы не	1	1
390	в известном	3	1
391	им в	1	1
392	как он	2	1
393	так сказать	3	1
394	даже с	1	1
395	о которой	3	1
396	именно то	2	1
397	например о	1	1
398	их в	1	1
399	в плане	1	1
400	что ни	1	1
401	смысле как	1	1
402	постольку поскольку	1	1
403	поскольку она	1	1
404	этом последнем	1	1
405	несомненно есть	1	1
406	распространяется на	1	1
407	конечно в	1	1
408	с позиций	1	1
409	его не	1	1
410	что перед	1	1
411	который так	1	1
412	время у	1	1
413	растворяется в	1	1
414	истории и	1	1
415	в плоскости	1	1
416	после этого	1	1
417	в новое	1	1
418	как об	1	1
419	о невозможности	1	1
420	эту тему	1	1
421	и вопреки	1	1
422	не всегда	1	1
423	которой он	3	1
424	за всю	1	1
425	жизни но	1	1
426	обратимся к	1	1
427	во время	2	1
428	она сама	1	1
429	и их	1	1
430	не зависит	2	1
431	как все	1	1
432	в такой	1	1
433	и без	1	1
434	представить себе	3	1
435	она в	1	1
436	место в	5	1
437	в которых	1	1
438	признать что	1	1
439	простой и	1	1
440	истории однако	1	1
441	мир и	1	1
442	но он	2	1
443	знания но	1	1
444	имеет смысл	1	1
445	говорит не	1	1
446	человеческого я	5	1
447	личность в	1	1
448	нашем сознании	1	1
449	с которой	1	1
450	что с	2	1
451	одна из	3	1
452	чтобы в	2	1
453	в основе	1	1
454	какой бы	1	1
455	это еще	1	1
456	того и	1	1
457	а поскольку	1	1
458	может существовать	1	1
459	и теперь	1	1
460	свидетельствуют о	1	1
461	в процессе	2	1
462	как будто	1	1
463	в будущем	2	1
464	ли это	1	1
465	настоящего времени	1	1
466	и оно	1	1
467	то а	1	1
468	если у	1	1
469	в специальном	1	1
470	данности и	1	1
471	в направлении	2	1
472	так а	3	1
473	однако для	1	1
474	только еще	1	1
475	но также	2	1
476	именно таким	1	1
477	что при	1	1
478	жизнь оказывается	1	1
479	и он	2	1
480	гласит что	1	1
481	опоры на	1	1
482	с ее	1	1
483	и двусмысленный	1	1
484	в ее	4	1
485	ни слова	2	1
486	не природа	1	1
487	только не	2	1
488	второго лица	2	1
489	в себя	4	1
490	и сам	3	1
491	другом и	1	1
492	те же	2	1
493	ясно что	1	1
494	особенно в	1	1
495	оно как	1	1
496	историю своей	1	1
497	глубоко и	1	1
498	когда в	1	1
499	том как	2	1
500	не имели	1	1
501	строго говоря	3	1
502	а еще	1	1
503	собой и	1	1
504	которой его	1	1
505	о ней	3	1
506	произведения как	1	1
507	в личности	1	1
508	то они	1	1
509	в самой	1	1
510	каждой из	1	1
511	внимание на	3	1
512	другими словами	1	1
513	более высокой	1	1
514	или на	1	1
515	на что	1	1
516	мира а	1	1
517	с того	1	1
518	можно сказать	6	1
519	основе своей	1	1
520	может не	1	1
521	а во	2	1
522	и откуда	1	1
523	не могло	2	1
524	и во	1	1
525	а потому	1	1
526	полноту и	1	1
527	в глазах	4	1
528	во всей	1	1
529	котором он	1	1
530	по разным	1	1
531	вслед за	6	1
532	говорить и	1	1
533	личность не	3	1
534	иначе он	1	1
535	может иметь	1	1
536	и она	1	1
537	в литературе	4	1
538	категория которая	1	1
539	оттолкнувшись от	1	1
540	важный для	1	1
541	с той	1	1
542	один из	3	1
543	нашего я	2	1
544	что только	1	1
545	всю свою	1	1
546	будто бы	1	1
547	течение всей	1	1
548	бы его	1	1
549	для нее	1	1
550	не происходит	2	1
551	даже вовсе	1	1
552	самом деле	3	1
553	бог а	1	1
554	и внутреннего	2	1
555	вернуться к	1	1
556	время является	2	1
557	предполагает наличие	1	1
558	него и	1	1
559	литературе еще	1	1
560	оно всегда	1	1
561	никогда ничего	1	1
562	в душе	2	1
563	такое определение	1	1
564	эти два	2	1
565	не будут	1	1
566	тогда в	1	1
567	иначе как	1	1
568	не для	1	1
569	от тех	1	1
570	при всей	4	1
571	личность по	2	1
572	есть его	1	1
573	не хотел	1	1
574	легко можно	1	1
575	не обладает	1	1
576	внутреннего мира	1	1
577	из множества	1	1
578	представляют собой	2	1
579	в последние	1	1
580	нужно было	1	1
581	или иной	3	1
582	если под	1	1
583	о своей	1	1
584	смысла жизни	1	1
585	до сих	1	1
586	однако что	1	1
587	что человек	1	1
588	если говорить	1	1
589	к которому	2	1
590	бы эти	1	1
591	во второй	2	1
592	противном случае	1	1
593	к человеку	1	1
594	есть личность	1	1
595	а исключительно	1	1
596	не обращая	1	1
597	на этот	1	1
598	принадлежит не	2	1
599	личности в	2	1
600	о чем	2	1
601	человеческой жизни	1	1
602	с которым	1	1
603	и нравственной	1	1
604	было в	1	1
605	уже давно	1	1
606	в частности	11	1
607	с какою	1	1
608	она тем	1	1
609	в строгом	2	1
610	не сразу	1	1
611	в человеке	1	1
612	по своему	2	1
613	строгом смысле	1	1
614	он говорит	1	1
615	к жизни	1	1
616	ради того	1	1
617	в последнем	1	1
618	есть на	1	1
619	на эту	1	1
620	за рамки	1	1
621	в первой	1	1
622	реакции на	1	1
623	исходя из	1	1
624	которым он	1	1
625	абсолютным как	1	1
626	том смысле	1	1
627	самой высокой	1	1
628	слова и	1	1
629	и нет	1	1
630	известном смысле	3	1
631	сих пор	1	1
632	своей жизни	1	1
633	все это	1	1
634	видно что	2	1
635	пока еще	3	1
636	мире а	1	1
637	либо его	1	1
638	и после	1	1
639	только а	1	1
640	ли в	1	1
641	тем и	1	1
642	потому не	2	1
643	не подлежит	1	1
644	и представления	1	1
645	мира и	3	1
646	между ними	1	1
647	нас нет	2	1
648	не впадая	1	1
649	а к	3	1
650	столько самой	1	1
651	интерес к	2	1
652	еще более	1	1
653	но зато	2	1
654	от этих	1	1
655	без опоры	1	1
656	не являются	2	1
657	нам не	1	1
658	может и	1	1
659	из многочисленных	1	1
660	в свою	2	1
661	это все	1	1
662	отношением к	1	1
663	смысле они	1	1
664	в системе	1	1
665	не что	1	1
666	разным причинам	1	1
667	в действительности	1	1
668	если она	1	1
669	жизни и	4	1
670	но эти	1	1
671	по поводу	2	1
672	который не	1	1
673	все что	4	1
674	этой точки	1	1
675	они не	2	1
676	гораздо более	1	1
