N	2gram	Bakhtin_sl_2	Narrotol
248	без другого	1	1
249	но она	2	1
250	она не	6	1
251	то его	1	1
252	он остается	1	1
253	и с	9	1
254	человека как	1	1
255	и нет	2	1
256	к внешнему	1	1
257	гораздо более	1	1
258	одним из	2	1
259	если они	1	1
260	в связи	2	1
261	входит в	4	1
262	если же	1	1
263	и смертью	1	1
264	было показано	1	1
265	рассказ о	1	1
266	именно к	2	1
267	в новое	4	1
268	его как	2	1
269	они неразрывно	1	1
270	или в	2	1
271	чужом для	1	1
272	о предмете	1	1
273	в двух	1	1
274	в плане	5	1
275	на первый	1	1
276	людей и	2	1
277	именно на	2	1
278	для которого	1	1
279	становится лишь	1	1
280	не была	3	1
281	лишь к	1	1
282	всей жизни	1	1
283	прежде чем	1	1
284	здесь например	1	1
285	мира у	1	1
286	его собственной	1	1
287	связи с	3	1
288	высказывания в	1	1
289	в чужом	4	1
290	за собой	1	1
291	и их	5	1
292	большинстве случаев	5	1
293	этом направлении	1	1
294	в движение	1	1
295	просто не	2	1
296	на границе	2	1
297	это так	1	1
298	одновременно и	3	1
299	к нему	3	1
300	слове и	2	1
301	дело здесь	1	1
302	него и	1	1
303	сих пор	2	1
304	наконец в	4	1
305	в большинстве	6	1
306	проявляется в	1	1
307	быть только	1	1
308	но мы	2	1
309	о способах	1	1
310	с помощью	4	1
311	нашего сознания	2	1
312	на материале	2	1
313	сознания и	1	1
314	п все	3	1
315	оно существенно	1	1
316	через посредство	1	1
317	затем к	1	1
318	до сих	2	1
319	к чужому	3	1
320	и без	1	1
321	на котором	2	1
322	в системе	1	1
323	слова эта	1	1
324	во всех	12	1
325	если она	3	1
326	с социальным	1	1
327	нем не	1	1
328	частности в	1	1
329	остается вне	4	1
330	не на	1	1
331	более того	2	1
332	речи как	2	1
333	в одном	2	1
334	не литературное	1	1
335	стороны и	3	1
336	иметь в	1	1
337	в смысловом	2	1
338	не можем	1	1
339	чем же	1	1
340	в кругу	1	1
341	отношения к	4	1
342	ее как	1	1
343	к иной	2	1
344	и богаче	1	1
345	только с	2	1
346	они лишены	1	1
347	одной из	1	1
348	и наконец	5	1
349	шире и	1	1
350	с той	1	1
351	есть не	1	1
352	в формах	1	1
353	необходимые предпосылки	1	1
354	вместе с	2	1
355	например о	1	1
356	мир не	1	1
357	и внутренне	2	1
358	в бытовой	3	1
359	отношение к	4	1
360	например в	5	1
361	до его	1	1
362	из него	2	1
363	а лишь	2	1
364	к различным	2	1
365	единство этих	1	1
366	конечно в	2	1
367	мир в	1	1
368	индивидуальный характер	1	1
369	чтобы стать	1	1
370	и притом	1	1
371	здесь нет	1	1
372	особенно в	2	1
373	в сторону	1	1
374	и времени	1	1
375	которая на	1	1
376	и шире	1	1
377	говорить и	1	1
378	к началу	1	1
379	изложения и	1	1
380	или на	2	1
381	сознания в	1	1
382	еще более	2	1
383	только два	1	1
384	и характер	1	1
385	не с	3	1
386	этих героев	1	1
387	человека но	1	1
388	этом и	1	1
389	мысли и	1	1
390	за пределы	2	1
391	зависимости от	4	1
392	в новом	2	1
393	и вторая	1	1
394	по преимуществу	1	1
395	принадлежащих к	1	1
396	от времени	1	1
397	говорящего и	2	1
398	между двумя	1	1
399	и ответ	1	1
400	нашего восприятия	1	1
401	интенции автора	1	1
402	и внутренняя	1	1
403	которое может	1	1
404	языка и	9	1
405	с ее	2	1
406	от любого	1	1
407	как мы	7	1
408	характер ее	1	1
409	все время	1	1
410	другими словами	1	1
411	это и	2	1
412	что при	1	1
413	с которым	2	1
414	мире а	1	1
415	как вещь	2	1
416	и говорить	1	1
417	что не	1	1
418	в прошлом	2	1
419	с легкой	1	1
420	человек и	14	1
421	героя однако	1	1
422	именно как	2	1
423	для нее	1	1
424	в отношении	4	1
425	в нее	2	1
426	но уже	1	1
427	и от	3	1
428	и социально	1	1
429	историческом так	1	1
430	и о	1	1
431	о художественном	1	1
432	и время	1	1
433	для того	2	1
434	когда она	1	1
435	того же	1	1
436	автора и	2	1
437	не исключает	1	1
438	индивида как	1	1
439	в романе	46	1
440	связано с	3	1
441	во все	1	1
442	в одной	1	1
443	направлен на	1	1
444	ни в	4	1
445	и потому	7	1
446	должно быть	1	1
447	эти три	1	1
448	всяком случае	2	1
449	соединяется с	1	1
450	до достоевского	1	1
451	в последнем	1	1
452	и рождается	1	1
453	глубоко и	3	1
454	человеком как	1	1
455	однако при	1	1
456	или менее	2	1
457	не о	1	1
458	это было	1	1
459	от этих	1	1
460	человеку и	1	1
461	в основе	4	1
462	лиц не	1	1
463	может иметь	3	1
464	и психологическом	1	1
465	xix века	4	1
466	однако и	1	1
467	более или	2	1
468	и оно	2	1
469	как только	1	1
470	даже не	1	1
471	в виду	1	1
472	и социальные	1	1
473	в толпе	2	1
474	всего предшествующего	1	1
475	своем собственном	1	1
476	еще раз	3	1
477	в зависимости	4	1
478	не всегда	2	1
479	xx века	1	1
480	на этом	3	1
481	без исключения	1	1
482	бы и	3	1
483	как будет	1	1
484	в этих	7	1
485	и иных	4	1
486	евгении онегине	1	1
487	тем и	1	1
488	как сказано	1	1
489	дело не	1	1
490	во всей	1	1
491	оно всегда	1	1
492	слова и	8	1
493	не для	1	1
494	он говорит	1	1
495	а его	1	1
496	в едином	1	1
497	как для	3	1
498	возможно и	2	1
499	поскольку она	1	1
500	бы она	1	1
501	оно непрерывно	1	1
502	но оно	2	1
503	и образ	2	1
504	с одним	2	1
505	с собой	1	1
506	может существенно	1	1
507	героя но	1	1
508	также и	2	1
509	не просто	1	1
510	для последующего	1	1
511	и она	1	1
512	не могут	5	1
513	освободиться от	1	1
514	быть и	3	1
515	ведь и	2	1
516	о себе	1	1
517	которое нельзя	1	1
518	героя его	1	1
519	лишь с	1	1
520	мы всегда	1	1
521	во всяком	3	1
522	иных основаниях	1	1
523	и среди	1	1
524	в такой	1	1
525	с которой	1	1
526	слова но	1	1
527	его не	4	1
528	все это	16	1
529	о слове	7	1
530	от их	1	1
531	слов не	1	1
532	не предполагает	1	1
533	всей ее	1	1
534	чем не	2	1
535	не должны	1	1
536	одного и	1	1
537	к этому	1	1
538	ряде случаев	1	1
539	своих персонажей	1	1
540	на роль	2	1
541	она в	1	1
542	быть в	1	1
543	и как	3	1
544	и особенно	2	1
545	себя самого	1	1
546	границе между	2	1
547	тем что	1	1
548	здесь именно	1	1
549	то она	1	1
550	а именно	2	1
551	создает ощущение	1	1
552	среди других	1	1
553	и смысл	1	1
554	с их	3	1
555	еще в	1	1
556	совершенно иной	1	1
557	также в	1	1
558	слова является	1	1
559	из существеннейших	2	1
560	проникновения в	1	1
561	так называемые	1	1
562	обстоит дело	2	1
563	одно без	1	1
