N	2gram	Nazirov_Tv_1	Analitik
366	в войне	1	1
367	в своей	4	1
368	к истории	1	1
369	а от	1	1
370	место в	3	1
371	однако этот	1	1
372	свободу от	2	1
373	себе а	1	1
374	мысли и	4	1
375	от себя	1	1
376	традиции все	1	1
377	за минуту	1	1
378	художественного мира	1	1
379	времени не	1	1
380	роднит их	1	1
381	в диалоге	1	1
382	автора этой	1	1
383	свобода и	1	1
384	на всю	1	1
385	для этого	1	1
386	он выступает	1	1
387	трагический герой	1	1
388	мотива в	1	1
389	он как	1	1
390	с ним	3	1
391	у кого	1	1
392	этой повести	1	1
393	на него	1	1
394	в основе	2	1
395	от жизни	2	1
396	у него	7	1
397	свободы и	2	1
398	кстати что	1	1
399	через него	1	1
400	казалось бы	1	1
401	народной жизни	1	1
402	и приводит	1	1
403	иными словами	2	1
404	и чувства	1	1
405	потому что	5	1
406	к живой	1	1
407	со своим	1	1
408	связи с	1	1
409	как будто	5	1
410	они же	1	1
411	же его	1	1
412	за ними	1	1
413	не вправе	1	1
414	при такой	1	1
415	в бою	1	1
416	у нас	1	1
417	сюжета в	1	1
418	и далее	2	1
419	уже о	1	1
420	не могут	1	1
421	мечтает о	1	1
422	бы он	1	1
423	неоднократно отмечалось	1	1
424	время они	1	1
425	и о	1	1
426	для всего	1	1
427	в средневековой	2	1
428	реальной действительности	1	1
429	ли с	2	1
430	нет никакой	1	1
431	культуры и	1	1
432	мнение что	1	1
433	что у	1	1
434	своего достоинства	1	1
435	жизни на	1	1
436	особенно в	1	1
437	по природе	6	1
438	живет в	2	1
439	и религии	1	1
440	иногда в	1	1
441	личности на	1	1
442	ко всему	1	1
443	учение о	1	1
444	момента и	1	1
445	к языку	1	1
446	самим собой	4	1
447	глубине души	1	1
448	и должно	1	1
449	его художественной	1	1
450	в самой	1	1
451	одного из	2	1
452	все его	1	1
453	мы понимаем	1	1
454	же исторична	1	1
455	и авторской	1	1
456	уже цитированному	1	1
457	связь между	1	1
458	жизни но	1	1
459	от них	1	1
460	автор как	1	1
461	отметить что	1	1
462	во всей	2	1
463	вслед за	2	1
464	тем более	1	1
465	резко отличается	1	1
466	художественном мире	1	1
467	от свободы	1	1
468	подробностями и	1	1
469	того что	3	1
470	герой в	2	1
471	я был	1	1
472	чувствовал в	1	1
473	тот же	2	1
474	одной из	4	1
475	с ними	1	1
476	и роман	1	1
477	произведения то	1	1
478	по этому	1	1
479	в творческую	1	1
480	за ней	1	1
481	человека с	2	1
482	так что	2	1
483	человеческой личности	3	1
484	сколько в	1	1
485	завершение в	1	1
486	его совесть	1	1
487	по законам	1	1
488	слова не	1	1
489	по выражению	1	1
490	его и	1	1
491	глаза и	1	1
492	ту или	1	1
493	ибо он	1	1
494	мы знаем	1	1
495	одно из	1	1
496	и их	1	1
497	ведь это	1	1
498	могло бы	1	1
499	в современном	2	1
500	вовсе не	5	1
501	к ним	1	1
502	человек как	3	1
503	то у	1	1
504	и делает	1	1
505	лишь один	1	1
506	не противоречит	1	1
507	героя или	1	1
508	он же	1	1
509	что на	1	1
510	этой проблемы	2	1
511	до сих	1	1
512	может и	1	1
513	как у	1	1
514	ее в	3	1
515	к роману	1	1
516	к которому	1	1
517	чем он	1	1
518	на чем	1	1
519	это все	1	1
520	наконец в	1	1
521	было и	1	1
522	а с	1	1
523	мира это	1	1
524	выстрел и	1	1
525	себя и	1	1
526	героев и	3	1
527	превращается в	1	1
528	он только	1	1
529	зависит от	2	1
530	на этот	1	1
531	не знает	2	1
532	стремится к	3	1
533	есть лишь	1	1
534	и милостиво	1	1
535	сюжетное движение	1	1
536	его собственной	1	1
537	когда же	1	1
538	рассчитан на	1	1
539	принципиально новой	1	1
540	в одно	2	1
541	читателя что	1	1
542	человека как	2	1
543	из биографии	1	1
544	с помощью	1	1
545	по нашему	5	1
546	иван петрович	1	1
547	до этого	2	1
548	исторична как	1	1
549	к себе	1	1
550	в исходной	1	1
551	в цикле	1	1
552	и мир	2	1
553	рассказчиком и	1	1
554	в область	1	1
555	а если	1	1
556	ведет к	2	1
557	было положено	1	1
558	в литературе	2	1
559	с лизой	1	1
560	с этой	1	1
561	действительности не	1	1
562	художественное произведение	1	1
563	известном смысле	1	1
564	сих пор	1	1
565	но это	5	1
566	между прочим	1	1
567	так ли	2	1
568	и тогда	1	1
569	мы по	1	1
570	в книге	3	1
571	это уже	5	1
572	в сферу	1	1
573	в мировой	1	1
574	всего они	1	1
575	живет и	1	1
576	уже на	1	1
577	искусства как	1	1
578	для автора	2	1
579	в связи	1	1
580	сколько бы	1	1
581	обращается к	1	1
582	это указание	1	1
583	от него	1	1
584	своих героев	3	1
585	мы должны	1	1
586	хотя бы	5	1
587	места в	1	1
588	вообще оказывается	1	1
589	но если	3	1
590	утверждал что	3	1
591	пришел в	1	1
592	тезис о	1	1
593	цели не	1	1
594	в стихах	2	1
595	не обладает	1	1
596	жизни в	6	1
597	наконец не	1	1
598	этот вопрос	1	1
599	картину мира	1	1
600	активный в	1	1
601	только как	1	1
602	и внутренне	1	1
603	от всех	1	1
604	их с	1	1
605	к его	1	1
606	автора в	1	1
607	не что	1	1
608	оно не	1	1
609	пассаж из	1	1
610	героя в	1	1
611	словами у	1	1
612	обстоятельств но	1	1
613	жизнь в	1	1
614	жизни и	3	1
615	к этой	1	1
616	и другие	3	1
617	в своих	5	1
618	честное слово	1	1
