N	2gram	Nazirov_Tr_1	Problema
99	например в	1	3
100	на них	1	3
101	значение для	1	3
102	в целом	4	3
103	он не	2	3
104	творца и	1	3
105	в мире	3	3
106	а как	2	3
107	несмотря на	5	3
108	том что	4	3
109	тем не	1	3
110	как его	1	3
111	же время	6	3
112	или как	1	3
113	в применении	1	3
114	и это	2	3
115	и от	1	3
116	в дальнейшем	5	3
117	и должно	1	3
118	как нечто	1	3
119	с одной	1	3
120	в известной	2	3
121	и должна	1	3
122	входят в	1	3
123	и даже	4	3
124	его как	1	3
125	применении к	1	3
126	и на	7	3
127	но это	4	3
128	все это	4	3
129	не является	1	3
130	у в	1	3
131	от него	1	3
132	и все	4	3
133	в таком	2	3
134	и есть	1	2
135	в котором	1	2
136	проникает в	1	2
137	не вполне	1	2
138	я не	4	2
139	и он	3	2
140	столь же	2	2
141	в чем	1	2
142	с его	2	2
143	но как	1	2
144	с совершенно	1	2
145	ивана карамазова	2	2
146	в истории	1	2
147	отнесены к	1	2
148	что это	5	2
149	бы не	1	2
150	а к	1	2
151	на этом	1	2
152	здесь мы	1	2
153	лишь в	1	2
154	и при	1	2
155	где на	1	2
156	не могли	1	2
157	раз и	2	2
158	что эта	1	2
159	она не	1	2
160	одна из	2	2
161	того чтобы	1	2
162	в самой	1	2
163	связь и	1	2
164	во всем	1	2
165	связи с	1	2
166	к себе	1	2
167	не могут	2	2
168	что оно	1	2
169	что все	2	2
170	и здесь	2	2
171	в другом	1	2
172	и что	4	2
173	к личности	1	2
174	в каких	1	2
175	того что	1	2
176	в двух	1	2
177	нуждается в	1	2
178	что он	6	2
179	и ее	2	2
180	в виде	2	2
181	что и	2	2
182	тем что	2	2
183	в особенности	1	2
184	не было	1	2
185	в россии	1	2
186	в связи	1	2
187	в частности	2	2
188	как это	3	2
189	деятельность не	1	2
190	для понимания	1	2
191	формы по	1	2
192	эстетика как	1	2
193	по поводу	2	2
194	и эта	1	2
195	а между	1	1
196	в сфере	1	1
197	человека и	1	1
198	всех видах	1	1
199	а из	1	1
200	это и	1	1
201	от самого	1	1
202	в первом	2	1
203	но главное	3	1
204	исходит из	1	1
205	и за	2	1
206	и могут	1	1
207	который в	2	1
208	из подполья	1	1
209	которую я	1	1
210	что уже	1	1
211	вопрос о	2	1
212	на себя	1	1
213	с ее	3	1
214	принципиальный отказ	1	1
215	подчеркнуть что	1	1
216	роман и	1	1
217	что иногда	1	1
218	отказ от	1	1
219	в противовес	1	1
220	значение и	1	1
221	в общем	1	1
222	это самое	1	1
223	выглядит в	1	1
224	но несмотря	1	1
225	имеет в	2	1
226	именно эта	1	1
227	то в	1	1
228	работать и	1	1
229	бы и	2	1
230	и я	2	1
231	его а	1	1
232	в этой	4	1
233	но он	1	1
234	только один	1	1
235	имеет для	1	1
236	как он	1	1
237	если он	1	1
238	не могла	1	1
239	она все	2	1
240	и если	1	1
241	которой не	1	1
242	не как	1	1
243	душу и	1	1
244	и вот	1	1
245	теперь еще	1	1
246	от нее	1	1
247	как ницше	1	1
248	это было	1	1
249	которым все	1	1
250	борьбе за	1	1
251	нет в	2	1
252	и кончает	1	1
253	выражают его	1	1
254	быть понят	1	1
255	этого не	1	1
256	с тем	2	1
257	и прямо	1	1
258	обратимся к	1	1
259	но я	1	1
260	особым образом	1	1
261	где мы	1	1
262	по сравнению	1	1
263	к одному	1	1
264	этого чувства	1	1
265	по себе	1	1
266	тому что	1	1
267	вплоть до	1	1
268	не раз	1	1
269	это чувство	1	1
270	что с	3	1
271	и начинает	1	1
272	словами о	1	1
273	идет в	1	1
274	и всегда	1	1
275	ориентация на	1	1
276	не нужен	1	1
277	ли это	1	1
278	в момент	1	1
279	свободы ибо	1	1
280	его с	1	1
281	быть отнесены	1	1
282	как некое	1	1
283	всего этого	1	1
284	первого же	2	1
285	умирает в	1	1
286	на нее	1	1
287	было в	2	1
288	мог бы	3	1
289	в одном	2	1
290	известной мере	1	1
291	что под	1	1
292	это как	1	1
293	собою но	1	1
294	но может	1	1
295	без которой	1	1
296	часто и	1	1
297	для нас	1	1
298	а также	1	1
299	мы понимаем	1	1
300	уже чисто	1	1
301	в глазах	2	1
302	рассказом о	1	1
303	между этими	2	1
304	же взгляда	1	1
305	всегда с	1	1
306	именно на	1	1
307	человека с	1	1
308	и теперь	1	1
309	есть в	1	1
310	уже не	2	1
311	только на	1	1
312	и чисто	1	1
313	в душе	2	1
314	для него	3	1
315	не для	1	1
316	с этими	1	1
317	ее не	1	1
318	к ним	1	1
319	друг друга	2	1
320	не просто	2	1
321	значение только	1	1
322	страдания детей	1	1
323	мир на	1	1
324	чувствует себя	1	1
325	чисто эстетической	1	1
326	с другим	1	1
327	именно в	1	1
328	личности героя	1	1
329	виде и	1	1
330	обратиться к	1	1
331	только что	1	1
332	а на	1	1
333	на этот	1	1
334	до конца	2	1
335	власти и	1	1
336	с которым	1	1
337	все время	1	1
338	одну из	1	1
339	о чем	3	1
340	и вне	1	1
341	и психологически	1	1
342	отметим лишь	1	1
343	вместе с	1	1
344	так же	4	1
345	и особенно	1	1
346	до этого	1	1
347	ведется в	1	1
348	но этот	1	1
349	если так	1	1
350	для искусства	2	1
351	видит в	1	1
352	сравнению с	1	1
353	необходимо подчеркнуть	1	1
354	в той	1	1
355	смысле этого	1	1
356	и первое	1	1
357	быть не	1	1
358	есть и	1	1
359	этого слова	1	1
360	она как	2	1
361	здесь есть	1	1
362	рассказа но	1	1
363	это уже	2	1
364	сам же	1	1
365	к тому	2	1
366	в результате	1	1
367	к счастью	1	1
368	это может	1	1
369	бы в	1	1
370	и которое	1	1
371	я в	1	1
372	жизни в	1	1
373	но эта	2	1
374	но если	1	1
375	в иной	1	1
376	большое значение	1	1
377	объект для	1	1
378	в которой	1	1
379	к этой	1	1
380	с первого	2	1
381	это в	1	1
382	это понятие	1	1
