N	2gram	Tiupa_Disk_2	Problemy
121	и это	2	3
122	и до	1	3
123	той же	2	3
124	мы имеем	2	3
125	отношение к	2	3
126	отличие от	12	3
127	друга и	1	3
128	в той	2	3
129	в своем	5	3
130	в условиях	1	3
131	из этих	3	3
132	в этой	4	3
133	но именно	1	3
134	не к	2	3
135	их в	2	3
136	на этом	1	3
137	в мире	11	3
138	рассказ в	2	3
139	далеко не	2	3
140	такой же	2	3
141	но если	1	3
142	и их	1	3
143	в своей	6	3
144	в отличие	12	3
145	не как	1	3
146	установка на	1	3
147	в повести	1	3
148	она не	1	3
149	дело в	2	3
150	но здесь	2	3
151	по своей	6	3
152	на него	1	3
153	и несколько	1	3
154	не могут	1	3
155	числе и	1	3
156	с ее	2	3
157	но при	2	3
158	чужой речи	1	3
159	чем у	1	3
160	и т.д	1	3
161	никак не	1	3
162	и что	1	3
163	и во	1	3
164	и только	1	3
165	слов и	1	3
166	в формах	2	3
167	отличается от	1	3
168	устной речи	1	3
169	себя в	6	3
170	только на	1	3
171	что и	2	3
172	бытия и	2	3
173	тем что	1	3
174	и даже	1	3
175	с другой	5	3
176	себя и	1	3
177	более того	1	3
178	к своему	2	3
179	эпистолярная форма	1	3
180	что же	2	3
181	но для	1	3
182	и для	2	3
183	еще более	1	3
184	другой стороны	2	3
185	того же	2	3
186	героя в	5	3
187	а между	1	2
188	же как	2	2
189	он ничего	1	2
190	вопрос о	1	2
191	героя но	1	2
192	не была	1	2
193	он как	1	2
194	собою не	2	2
195	не нужно	2	2
196	он сам	1	2
197	установку на	2	2
198	там и	1	2
199	друг на	1	2
200	если в	1	2
201	в одной	1	2
202	вот как	1	2
203	стороны и	2	2
204	когда он	1	2
205	и как	3	2
206	не было	3	2
207	себе как	1	2
208	бы не	1	2
209	так в	1	2
210	но на	1	2
211	время и	1	2
212	должна быть	2	2
213	свое время	2	2
214	у пушкина	2	2
215	но все	1	2
216	об этом	1	2
217	высказывания и	1	2
218	лишь в	1	2
219	на почве	2	2
220	например рассказ	1	2
221	на друга	1	2
222	и само	1	2
223	которую он	1	2
224	в которых	1	2
225	могло бы	1	2
226	и другого	2	2
227	не менее	7	2
228	одном из	3	2
229	в слово	1	2
230	того как	1	2
231	одна из	1	2
232	но она	3	2
233	того и	2	2
234	ничего не	1	2
235	жизни не	2	2
236	его речи	1	2
237	к ней	1	2
238	своей природе	1	2
239	выпадает из	1	2
240	могут быть	3	2
241	к тому	1	2
242	той или	3	2
243	указывает на	1	2
244	людей в	1	2
245	языка и	1	2
246	в другом	3	2
247	времени и	2	2
248	живет в	2	2
249	остановимся на	1	2
250	с ним	1	2
251	как выражение	1	2
252	между тем	2	2
253	от них	1	2
254	тем как	1	2
255	в языке	2	2
256	здесь в	3	2
257	и следовательно	1	2
258	и всякое	2	2
259	что вот	1	2
260	но с	1	2
261	и одновременно	2	2
262	и так	1	2
263	поэтому и	1	2
264	двух точек	1	2
265	так что	1	2
266	раз в	1	2
267	и они	1	2
268	героя с	1	2
269	в поэзии	1	2
270	слова не	2	2
271	для него	5	2
272	а в	2	2
273	авторского слова	1	2
274	рассказ от	1	2
275	в других	1	2
276	к самому	1	2
277	или иной	3	2
278	для этого	1	2
279	на этот	1	2
280	пожалуй и	2	2
281	в рассказе	4	2
282	его как	1	2
283	там где	1	2
284	в одно	1	2
285	вместе с	2	2
286	в строгом	3	2
287	в данном	7	2
288	к жизни	3	2
289	человек с	1	2
290	главного героя	1	2
291	при всем	1	2
292	то будет	1	2
293	в результате	2	2
294	в литературной	1	2
295	его жизнь	1	2
296	не дает	1	2
297	более глубокое	1	2
298	сказать что	1	2
299	в свое	2	2
300	к другим	1	2
301	как слово	1	2
302	в античности	1	2
303	во всяком	1	2
304	я и	4	1
305	обращено к	1	1
306	направленность на	2	1
307	повестях белкина	2	1
308	чтобы не	1	1
309	и то	4	1
310	в чужой	1	1
311	когда внутреннее	1	1
312	и есть	1	1
313	перед лицом	2	1
314	по преимуществу	2	1
315	к рассказу	1	1
316	жизни здесь	1	1
317	и могут	1	1
318	всей ее	1	1
319	устная интонация	1	1
320	на материале	1	1
321	в повестях	2	1
322	хвалы и	2	1
323	входит в	2	1
324	их поступки	1	1
325	собой как	1	1
326	этом не	1	1
327	высказывания в	1	1
328	совпадает с	2	1
329	принадлежит к	3	1
330	не вполне	1	1
331	и чужого	2	1
332	от друга	1	1
333	из того	1	1
334	в некотором	1	1
335	начала в	1	1
336	это время	1	1
337	в ней	2	1
338	его по-своему	1	1
339	из той	1	1
340	время в	2	1
341	события в	1	1
342	в сюжете	1	1
343	в нашем	1	1
344	иного рода	1	1
345	автором как	1	1
346	как правило	1	1
347	эта особенность	1	1
348	человеческих отношений	1	1
349	в новом	1	1
350	лица с	1	1
351	рассказчика в	1	1
352	друг от	1	1
353	своей жанровой	2	1
354	в собственном	1	1
355	характер и	1	1
356	речи именно	1	1
357	вследствие чего	1	1
358	рассказа но	1	1
359	что как	2	1
360	позиция исключает	1	1
361	слова эта	1	1
362	художественного мира	1	1
363	на какое-нибудь	1	1
364	ней в	1	1
365	первых двух	1	1
366	в одних	1	1
367	однако не	1	1
368	просто как	1	1
369	себе не	1	1
370	и пространства	1	1
371	со своей	1	1
372	под ней	1	1
373	в целом	2	1
374	рассказ о	2	1
375	и отношения	1	1
376	с их	2	1
377	но прежде	1	1
378	в ее	1	1
379	к миру	1	1
380	человек не	1	1
381	одному из	1	1
382	читателя в	1	1
383	и еще	1	1
384	первого лица	1	1
385	он должен	1	1
386	в силу	1	1
387	в первом	1	1
388	к собственному	1	1
389	туман и	1	1
390	такова например	1	1
391	не бывает	1	1
392	одно и	2	1
393	сознание и	1	1
394	его в	3	1
395	для нее	1	1
396	и иных	1	1
397	не совпадает	1	1
398	отождествляется с	1	1
399	лишь на	1	1
400	этот человек	2	1
401	не соответствует	1	1
402	реальности и	2	1
403	вводит в	1	1
404	в них	3	1
405	она и	1	1
406	полифонического романа	1	1
407	жизни то	1	1
408	несмотря на	1	1
409	речевой манере	1	1
410	жизни но	3	1
411	духовной жизни	1	1
412	можно только	1	1
413	во второй	1	1
414	при изучении	1	1
415	это ощущение	1	1
416	я его	1	1
417	в такой	1	1
418	не изучены	1	1
419	место в	2	1
420	мы в	1	1
421	не столько	3	1
422	оно живет	1	1
423	другом и	1	1
424	обращение к	2	1
425	тем самым	6	1
426	даже в	1	1
427	а вот	1	1
428	при всех	1	1
429	вплоть до	1	1
430	но они	1	1
431	виду что	1	1
432	самого начала	1	1
433	мысли в	1	1
434	дело не	1	1
435	мышления и	1	1
436	взгляд может	1	1
437	первая часть	1	1
438	к этим	1	1
439	отрешиться от	1	1
440	и имеет	1	1
441	в самых	1	1
442	чтобы стать	1	1
443	о них	1	1
444	вмещающего в	1	1
445	и всегда	1	1
446	всего на	1	1
447	на практике	1	1
448	раннего творчества	1	1
449	не столь	2	1
450	как будто	3	1
451	становится объектом	1	1
452	что на	2	1
453	к читателю	1	1
454	в области	2	1
455	настоящего времени	1	1
456	интонации и	2	1
457	начиная с	1	1
458	человека в	4	1
459	хвала и	5	1
460	только еще	1	1
461	всего в	1	1
462	значительной степени	1	1
463	его с	1	1
464	частной жизни	2	1
465	в переходе	1	1
466	им в	1	1
467	данном случае	6	1
468	здесь также	1	1
469	из главных	1	1
470	эпизода в	1	1
471	от времени	1	1
472	с самого	1	1
473	исторической ситуации	1	1
474	в пределе	3	1
475	сознания с	1	1
476	роль в	4	1
477	что может	1	1
478	не с	2	1
479	собой в	1	1
480	отсюда и	2	1
481	и воспроизводится	1	1
482	еще в	3	1
483	поэтому в	1	1
484	в эпоху	1	1
485	сообщение о	1	1
486	художественного образа	1	1
487	один человек	1	1
488	с человеком	1	1
489	раскрывается не	1	1
490	часто и	1	1
491	произведения как	2	1
492	жизни имеют	1	1
493	не был	1	1
494	и герой	1	1
495	т.п в	1	1
496	один голос	1	1
497	может не	1	1
498	в значительной	1	1
499	он его	1	1
500	с теми	1	1
501	воздействия на	1	1
502	о влиянии	1	1
503	как жанр	1	1
504	во втором	1	1
505	на одном	1	1
506	и брань	1	1
507	века и	1	1
508	в жизнь	1	1
509	и полное	1	1
510	как объект	1	1
511	быть и	1	1
512	своему собственному	1	1
513	один из	1	1
514	себя с	2	1
515	целое в	1	1
516	романа и	2	1
517	слово функционирует	1	1
518	с каждым	1	1
519	в какой	1	1
520	для себя	2	1
521	художественной литературе	1	1
522	в литературу	1	1
523	приходит в	1	1
524	и далекое	1	1
525	точка зрения	1	1
526	с одной	4	1
527	с которыми	1	1
528	человека с	1	1
529	менее очевидна	1	1
530	термин в	1	1
531	к своим	2	1
532	всяком случае	1	1
533	в прозе	1	1
534	при всей	7	1
535	не о	2	1
536	близко к	1	1
537	может служить	1	1
538	реплики в	1	1
539	рассказа и	1	1
540	жизни в	3	1
541	из двух	3	1
542	одной стороны	4	1
543	со стороны	10	1
544	и героиня	1	1
545	именно в	2	1
546	а с	5	1
547	и др	1	1
548	адресата к	4	1
549	ориентированы на	1	1
550	точке зрения	1	1
551	данного высказывания	1	1
552	как рассказ	2	1
553	в некоторых	1	1
554	в соответствии	2	1
555	в любой	1	1
556	не между	1	1
557	не на	2	1
558	человек в	1	1
559	из героев	1	1
560	на возможность	1	1
561	но есть	1	1
562	и ты	1	1
563	и слово	1	1
564	может иметь	2	1
565	именно поэтому	1	1
566	в сторону	1	1
567	к лицу	1	1
568	как это	1	1
569	а завтра	1	1
570	речь не	1	1
571	в биографическом	1	1
572	слово рассказа	1	1
573	и оценки	1	1
574	о возможности	1	1
575	этого типа	1	1
576	лицом к	1	1
577	и там	1	1
578	рассказа в	2	1
579	в мир	1	1
580	в форме	1	1
581	аристотелевском смысле	1	1
582	и другой	1	1
583	пределах одной	1	1
584	в это	1	1
585	и смерти	1	1
586	неожиданно и	1	1
587	этом случае	2	1
588	является для	1	1
589	своей жизни	1	1
590	о мире	1	1
591	наше понимание	1	1
592	в книге	1	1
593	высказыванием и	1	1
594	известной степени	1	1
595	не знаем	1	1
596	живет и	1	1
597	мысли не	1	1
598	и брани	1	1
599	образа и	1	1
600	героя никогда	1	1
601	мира и	4	1
602	утрачивает свое	1	1
603	своей собственной	1	1
604	а к	2	1
605	совершенно иной	1	1
606	обращается к	1	1
607	себя самого	1	1
608	я в	5	1
609	ни было	1	1
610	определяется его	1	1
611	не есть	1	1
612	на их	1	1
613	с ней	2	1
614	в частности	12	1
615	жизни а	3	1
616	все люди	2	1
617	одновременно и	1	1
618	в аристотелевском	1	1
619	слово там	1	1
620	же может	1	1
621	можно назвать	4	1
622	в своих	6	1
623	это в	2	1
624	прямой речи	1	1
625	который не	2	1
626	к этому	4	1
627	как на	3	1
