N	2gram	Trubetskoy_1	VLabPisa
243	что для	3	2
244	естественно что	2	2
245	зависит от	2	2
246	не об	1	2
247	воплощение в	1	2
248	и потому	3	2
249	из которых	5	2
250	в течение	2	2
251	самого себя	7	2
252	образом по	1	2
253	и некоторые	1	2
254	сих пор	5	2
255	того или	2	2
256	между прочим	1	2
257	этом и	2	2
258	но для	2	2
259	можно было	4	2
260	многие из	1	2
261	не подлежит	2	2
262	все они	3	2
263	а в	5	2
264	а о	1	2
265	понимать как	1	2
266	не быть	1	2
267	к его	1	2
268	отметить что	2	2
269	в своих	6	2
270	они не	1	2
271	а между	5	1
272	вряд ли	3	1
273	речь идет	2	1
274	говоря о	2	1
275	в сфере	1	1
276	с новыми	1	1
277	исключительно к	1	1
278	и без	1	1
279	стоящих перед	1	1
280	самом деле	7	1
281	применении к	1	1
282	силы и	1	1
283	тот или	1	1
284	оно может	1	1
285	он всегда	1	1
286	что эти	1	1
287	противном случае	1	1
288	должна быть	2	1
289	быть достигнуто	1	1
290	смотреть на	4	1
291	для достижения	1	1
292	действительность или	1	1
293	неизбежно приводит	1	1
294	как мы	1	1
295	вопрос о	5	1
296	они могут	1	1
297	но она	2	1
298	в деле	1	1
299	на себя	2	1
300	как орудие	1	1
301	приходит к	3	1
302	и заменять	1	1
303	к общему	1	1
304	проявляется в	2	1
305	свою очередь	1	1
306	и то	4	1
307	а другие	1	1
308	собой в	1	1
309	он был	1	1
310	между собой	5	1
311	не был	1	1
312	во имя	5	1
313	по своему	1	1
314	работой его	1	1
315	а только	1	1
316	значение и	1	1
317	только тогда	1	1
318	себе и	4	1
319	в свои	1	1
320	сама по	2	1
321	результате этого	1	1
322	которые не	1	1
323	в истории	1	1
324	что во	1	1
325	что ее	1	1
326	путем не	1	1
327	является тем	1	1
328	целый ряд	2	1
329	что по	1	1
330	и наконец	2	1
331	не являются	1	1
332	тон и	1	1
333	то в	3	1
334	привести к	1	1
335	а во-вторых	2	1
336	формы в	1	1
337	сущности и	1	1
338	художников и	1	1
339	что так	1	1
340	без ее	1	1
341	всего необходимо	1	1
342	тому же	1	1
343	связи между	1	1
344	на то	5	1
345	если он	1	1
346	но на	1	1
347	же но	1	1
348	говоря только	1	1
349	и если	7	1
350	на его	1	1
351	как оно	1	1
352	время и	1	1
353	да и	3	1
354	идет дальше	1	1
355	творца и	1	1
356	уже не	2	1
357	что может	3	1
358	его можно	1	1
359	время она	1	1
360	заключает в	1	1
361	этим самым	1	1
362	оно и	1	1
363	борьбы и	1	1
364	или целиком	1	1
365	то есть	1	1
366	входит в	1	1
367	те или	1	1
368	на почве	2	1
369	то все	1	1
370	чаще всего	1	1
371	материал для	1	1
372	тех черт	1	1
373	для них	3	1
374	однако при	1	1
375	и способностей	1	1
376	этого не	2	1
377	с этой	1	1
378	и следовало	1	1
379	как видно	1	1
380	которой он	4	1
381	несмотря на	3	1
382	на этот	1	1
383	в этих	2	1
384	он должен	5	1
385	на свою	1	1
386	собой не	1	1
387	которые для	1	1
388	признать что	6	1
389	второй вид	1	1
390	которых каждая	1	1
391	друг другу	2	1
392	и эти	1	1
393	освободиться от	1	1
394	задачи и	1	1
395	и технического	1	1
396	в таких	2	1
397	что эта	1	1
398	без того	1	1
399	плод только	1	1
400	на себе	1	1
401	иметь в	1	1
402	но только	1	1
403	та или	1	1
404	не могло	1	1
405	может только	3	1
406	для творчества	1	1
407	казалось бы	1	1
408	это то	1	1
409	к ней	1	1
410	от него	2	1
411	друг друга	3	1
412	как не	1	1
413	соотношения между	1	1
414	только с	2	1
415	как будто	2	1
416	в основе	1	1
417	если только	2	1
418	одну и	1	1
419	раз навсегда	2	1
420	наконец что	1	1
421	в применении	1	1
422	и это	1	1
423	его способностей	1	1
424	два вида	1	1
425	проявления этой	1	1
426	но по	1	1
427	с ее	1	1
428	и многие	1	1
429	данном случае	3	1
430	всегда были	1	1
431	это для	1	1
432	что у	1	1
433	и ту	1	1
434	остается только	1	1
435	по сравнению	1	1
436	мы в	1	1
437	о котором	3	1
438	для этого	3	1
439	с ним	2	1
440	а по	1	1
441	на него	1	1
442	и что	2	1
443	для нас	2	1
444	по их	1	1
445	помощи которых	1	1
446	работа по	2	1
447	подлежит сомнению	1	1
448	под именем	1	1
449	и во	3	1
450	особой формой	1	1
451	всего этого	1	1
452	в свете	1	1
453	в русском	1	1
454	мы хотим	1	1
455	к сознанию	1	1
456	и следует	1	1
457	наконец и	1	1
458	дело так	1	1
459	быть и	2	1
460	обе эти	1	1
461	каждого человека	1	1
462	согласиться с	2	1
463	этих черт	1	1
464	воплощения в	1	1
465	мы определили	1	1
466	реальную действительность	1	1
467	же и	1	1
468	к какому	1	1
469	свидетельства о	1	1
470	конечно не	5	1
471	при этих	1	1
472	только на	2	1
473	какие реальные	1	1
474	в виде	3	1
475	в начале	2	1
476	возможность хотя	1	1
477	еще одну	1	1
478	или даже	1	1
479	в данной	1	1
480	данного человека	1	1
481	и других	1	1
482	он отстаивает	1	1
483	конечно нет	1	1
484	его и	2	1
485	к творчеству	1	1
486	к каким	1	1
487	роль и	1	1
488	это обстоятельство	1	1
489	теснейшим образом	1	1
490	ни в	2	1
491	в известной	1	1
492	очевидно также	1	1
493	не для	1	1
494	в состоянии	1	1
495	себя от	3	1
496	идет в	1	1
497	при отсутствии	2	1
498	тем что	3	1
499	и вместе	2	1
500	это положение	1	1
501	о своей	1	1
502	следует подчеркнуть	1	1
503	связаны с	1	1
504	его себе	1	1
505	человека а	1	1
506	в свою	1	1
507	как же	1	1
508	следовало ожидать	1	1
509	себя и	5	1
510	не существуют	2	1
511	связано с	1	1
512	поскольку она	1	1
513	а наоборот	1	1
514	однако и	1	1
515	на эту	2	1
516	самого начала	1	1
517	со своими	1	1
518	особенно часто	1	1
519	при той	1	1
520	если не	2	1
521	бы чрезвычайно	1	1
522	может иметь	1	1
523	представить себе	2	1
524	индивидуальный характер	1	1
525	в духе	1	1
526	их к	2	1
527	в данном	7	1
528	а если	1	1
529	это его	1	1
530	бы его	2	1
531	должно быть	3	1
532	сейчас же	1	1
533	благодаря этому	2	1
534	является для	1	1
535	совершенно очевидно	2	1
536	только для	2	1
537	но это	2	1
538	поэтому что	1	1
539	стоит только	2	1
540	в противном	1	1
541	первый вид	2	1
542	идея на	1	1
543	происходит в	1	1
544	этому и	1	1
545	это как	1	1
546	ее и	1	1
547	у некоторых	1	1
548	деятельность в	1	1
549	и все	1	1
550	той или	3	1
551	и ни	3	1
552	ни к	7	1
553	творчества таким	1	1
554	потому что	5	1
555	сомнению что	1	1
556	которых он	1	1
557	или не	1	1
558	хотя в	1	1
559	личности и	1	1
560	если все	1	1
561	к ее	1	1
562	приходится признать	1	1
563	из тех	1	1
564	это в	2	1
565	совершенно не	2	1
566	или иного	2	1
567	начале этой	1	1
568	этот последний	1	1
569	есть и	2	1
570	есть то	1	1
571	к этой	4	1
572	от которой	1	1
573	можно назвать	1	1
574	в таком	2	1
