N	2gram	Propp_Isto_1	Narrotol
100	еще одна	2	3
101	бы то	2	3
102	в ее	2	3
103	что они	5	3
104	хотя и	1	3
105	когда он	6	3
106	что это	8	3
107	из этих	1	3
108	не есть	2	3
109	он не	2	3
110	то ни	2	3
111	обратимся к	1	3
112	тем не	6	3
113	бы быть	3	3
114	не менее	6	3
115	в то	3	3
116	тем что	3	3
117	одна из	2	3
118	на него	4	3
119	никогда не	14	3
120	на себя	1	3
121	по своей	2	3
122	этом отношении	1	3
123	могут быть	4	3
124	как мы	3	3
125	сводится к	1	3
126	на том	1	3
127	не с	3	3
128	о ней	1	3
129	столь же	2	3
130	в конечном	2	3
131	восходит к	5	3
132	между тем	2	3
133	а именно	4	3
134	один из	4	3
135	из них	3	3
136	в прошлом	1	3
137	и даже	4	3
138	даже не	2	3
139	не обязательно	1	3
140	а с	2	3
141	как будто	4	3
142	не существует	2	3
143	что в	12	3
144	будто бы	3	3
145	ни было	2	3
146	отношения к	2	2
147	одним из	2	2
148	например в	5	2
149	и потому	2	2
150	оно может	2	2
151	должна быть	5	2
152	который в	1	2
153	мы имеем	13	2
154	говорить о	1	2
155	ему в	3	2
156	между собой	4	2
157	иное как	1	2
158	время в	1	2
159	но как	1	2
160	не то	4	2
161	или иное	1	2
162	первый взгляд	2	2
163	независимо от	1	2
164	что именно	1	2
165	в своем	5	2
166	в полном	1	2
167	более или	5	2
168	в противоположность	1	2
169	все эти	4	2
170	бы не	1	2
171	и тот	2	2
172	всей его	1	2
173	та же	1	2
174	ключ к	3	2
175	они в	1	2
176	не как	3	2
177	подобно тому	1	2
178	именно это	2	2
179	значительной степени	1	2
180	матери или	1	2
181	а по	2	2
182	его в	6	2
183	того или	1	2
184	это не	7	2
185	несмотря на	1	2
186	на первый	2	2
187	или менее	5	2
188	и сейчас	1	2
189	героя из	2	2
190	однако в	2	2
191	даже в	4	2
192	вплоть до	1	2
193	а иногда	2	2
194	она не	1	2
195	что иное	1	2
196	ничего не	2	2
197	имеем дело	1	2
198	при всем	1	2
199	как раз	2	2
200	страны мертвых	1	2
201	когда мы	2	2
202	здесь совершенно	1	2
203	оно не	1	2
204	утверждать что	3	2
205	приходит к	1	2
206	происходит и	1	2
207	в пределах	4	2
208	приводит к	2	2
209	и когда	2	2
210	что у	1	2
211	можно было	5	2
212	или в	5	2
213	один человек	1	2
214	только бы	1	2
215	в значительной	1	2
216	во всей	2	2
217	и только	2	2
218	идет по	1	2
219	дело с	2	2
220	может оказаться	3	2
221	вероятности и	1	2
222	и ее	1	2
223	в сказании	2	2
224	каждый из	1	2
225	одно из	1	2
226	для него	2	2
227	или даже	3	2
228	сами по	1	2
229	представляют собой	6	2
230	к которому	5	2
231	была и	1	2
232	и др	7	2
233	говорит о	2	2
234	выступает в	1	2
235	не было	1	2
236	не на	2	2
237	зависит от	2	2
238	его как	2	2
239	его по	1	2
240	не всегда	8	2
241	а если	1	2
242	наряду с	3	2
243	тому как	1	2
244	по существу	5	2
245	только о	1	2
246	что мы	7	2
247	и для	4	2
248	в связи	4	2
249	у нее	1	2
250	она может	1	2
251	в результате	1	2
252	которая в	1	2
253	совершенно иной	1	2
254	и все	1	2
255	прошлого и	2	2
256	хотя в	1	2
257	нами не	1	2
258	этот способ	1	2
259	это все	1	2
260	между ними	2	2
261	совершенно не	1	2
262	в иной	4	2
263	жизни а	1	2
264	или иного	1	2
265	первом случае	1	2
266	не что	1	2
267	этого слова	1	2
268	себе не	1	2
269	в какой	3	2
270	так же	7	2
271	точно так	3	2
272	в роли	1	2
273	они не	4	2
274	событий в	1	2
275	с природой	2	1
276	неотделима от	1	1
277	также и	3	1
278	переходит к	1	1
279	наших дней	1	1
280	на самом	1	1
281	он может	1	1
282	и есть	1	1
283	них как	1	1
284	она все	1	1
285	и больше	1	1
286	едва ли	1	1
287	в году	1	1
288	уже по	1	1
289	по его	2	1
290	есть не	1	1
291	часто бывает	1	1
292	связаны между	2	1
293	героя но	1	1
294	он как	1	1
295	есть нечто	1	1
296	но она	1	1
297	в некотором	2	1
298	и со	1	1
299	в целом	2	1
300	не знают	3	1
301	меньшей степени	1	1
302	изменение в	1	1
303	к своему	2	1
304	себе а	1	1
305	на другом	1	1
306	целое и	2	1
307	объекта или	1	1
308	во всех	2	1
309	там и	3	1
310	одним словом	4	1
311	иметь в	1	1
312	совсем не	1	1
313	и три	1	1
314	о смерти	6	1
315	мы будем	5	1
316	легко может	2	1
317	мешает ему	1	1
318	а он	1	1
319	иногда и	1	1
320	как специальная	1	1
321	может считаться	1	1
322	один и	2	1
323	узнает о	1	1
324	это одно	1	1
325	из уст	1	1
326	что как	1	1
327	не сливаются	1	1
328	вспомним что	1	1
329	как нам	1	1
330	нельзя было	1	1
331	могли бы	3	1
332	и к	1	1
333	в действительности	2	1
334	как таковое	1	1
335	от этого	2	1
336	шире и	1	1
337	даже если	1	1
338	но по	1	1
339	и чрезвычайно	1	1
340	ни один	6	1
341	а во-вторых	1	1
342	будет сказано	1	1
343	тоже не	2	1
344	рассказ о	1	1
345	всем его	1	1
346	также может	1	1
347	сливаются в	1	1
348	из его	1	1
349	претендует на	1	1
350	так сказать	1	1
351	этим создается	1	1
352	общения с	1	1
353	ей в	1	1
354	это явление	2	1
355	и миф	2	1
356	различные формы	2	1
357	же здесь	1	1
358	в понимании	1	1
359	том чтобы	2	1
360	у читателя	1	1
361	факт который	1	1
362	содержит в	1	1
363	и ситуации	1	1
364	какой бы	1	1
365	его от	1	1
366	волшебная сказка	4	1
367	на наш	1	1
368	и по	3	1
369	на этом	3	1
370	встречаются в	1	1
371	или иных	1	1
372	от других	1	1
373	таким образом	8	1
374	здесь мы	7	1
375	в совершенно	1	1
376	в другом	3	1
377	об этом	4	1
378	мы уже	1	1
379	этом смысле	1	1
380	с начала	1	1
381	должен был	3	1
382	смерть и	2	1
383	но уже	2	1
384	в них	1	1
385	в историческом	1	1
386	также не	1	1
387	соответствии с	1	1
388	мы видели	2	1
389	в чистом	2	1
390	мы не	10	1
391	каковыми являлись	1	1
392	в один	1	1
393	и тогда	3	1
394	и конец	2	1
395	что данный	2	1
396	что если	2	1
397	таким же	1	1
398	на данный	1	1
399	в котором	3	1
400	в их	3	1
401	часто не	1	1
402	представляла собой	1	1
403	в которых	1	1
404	от его	1	1
405	всякий раз	1	1
406	в сказке	44	1
407	слова в	1	1
408	для изучения	6	1
409	образом и	1	1
410	но он	1	1
411	над ними	1	1
412	разные формы	1	1
413	источник и	1	1
414	и более	1	1
415	их в	5	1
416	не могли	1	1
417	в конце	1	1
418	тому чтобы	1	1
419	что этот	2	1
420	и то	1	1
421	приводят к	1	1
422	смерти что	1	1
423	оказывается более	1	1
424	чистом виде	2	1
425	до известной	1	1
426	дело не	5	1
427	дело в	3	1
428	в русской	2	1
429	материала в	1	1
430	это еще	1	1
431	вытекает из	1	1
432	почему в	1	1
433	царских детях	2	1
434	именно с	1	1
435	детей и	4	1
436	к концу	1	1
437	к ней	1	1
438	от начала	1	1
439	связь и	1	1
440	на природу	2	1
441	потому что	4	1
442	в книге	3	1
443	не по	2	1
444	в области	2	1
445	о царских	2	1
446	ему не	1	1
447	с другом	3	1
448	а как	1	1
449	у нас	1	1
450	и оно	1	1
451	очень часто	3	1
452	в глухом	1	1
453	не могут	2	1
454	мы узнаем	1	1
455	волшебной сказки	10	1
456	же самое	3	1
457	что оно	1	1
458	здесь пока	1	1
459	он видит	1	1
460	правильнее будет	1	1
461	у себя	2	1
462	в виду	1	1
463	и от	2	1
464	мысль о	2	1
465	только то	1	1
466	зрения не	1	1
467	или нескольких	1	1
468	слова а	1	1
469	здесь как	1	1
470	живет в	2	1
471	в непосредственном	1	1
472	было и	1	1
473	с героем	2	1
474	тот же	2	1
475	строго говоря	1	1
476	на них	2	1
477	если бы	8	1
478	с ним	2	1
479	же было	1	1
480	на ту	1	1
481	и здесь	7	1
482	в самой	1	1
483	внимание на	1	1
484	разнообразных формах	1	1
485	мертвых а	1	1
486	там же	2	1
487	не событиям	1	1
488	нас в	2	1
489	если например	1	1
490	этот момент	2	1
491	что и	6	1
492	них в	1	1
493	и поехал	1	1
494	это принципиально	1	1
495	у всех	1	1
496	если это	1	1
497	может иметь	1	1
498	героический эпос	1	1
499	того что	4	1
500	в современной	3	1
501	герой в	1	1
502	с появлением	1	1
503	мы увидим	10	1
504	с соответствующими	1	1
505	или же	1	1
506	не мешает	1	1
507	однако с	1	1
508	до наших	1	1
509	античности и	2	1
510	и у	1	1
511	история или	1	1
512	ее а	1	1
513	то и	2	1
514	в начале	3	1
515	в понятие	2	1
516	то увидел	1	1
517	не дает	2	1
518	ответ на	2	1
519	в этнографии	4	1
520	его и	2	1
521	обряд инициации	1	1
522	на своего	1	1
523	ни с	1	1
524	или один	1	1
525	не так	2	1
526	искать в	1	1
527	никто не	2	1
528	согласно которой	1	1
529	половой зрелости	3	1
530	мира или	1	1
531	вовсе не	2	1
532	мы можем	1	1
533	само по	2	1
534	достаточно напомнить	1	1
535	конца в	1	1
536	иной связи	1	1
537	можно но	1	1
538	он живет	1	1
539	до сих	5	1
540	здесь в	2	1
541	чем он	1	1
542	же о	1	1
543	и знает	2	1
544	точке зрения	1	1
545	в соответствии	1	1
546	и пр	4	1
547	же обстоит	2	1
548	ритуальными действиями	1	1
549	ничем не	1	1
550	как о	2	1
551	когда она	1	1
552	и уже	1	1
553	деталей и	1	1
554	связь с	4	1
555	нет ничего	1	1
556	не удается	1	1
557	надо было	1	1
558	редко и	1	1
559	от рассмотрения	1	1
560	к жизни	1	1
561	дает нам	1	1
562	сказано ниже	1	1
563	истории не	1	1
564	это за	3	1
565	в тех	2	1
566	быть только	1	1
567	друг с	4	1
568	чтобы определить	1	1
569	заставить ее	1	1
570	дело здесь	1	1
571	быть не	1	1
572	в это	1	1
573	сих пор	5	1
574	чрезвычайно важный	1	1
575	не будем	5	1
576	к двум	1	1
577	процесс не	1	1
578	истории но	1	1
579	тому или	1	1
580	всего в	2	1
581	тех или	1	1
582	сближение но	1	1
583	культурной жизни	1	1
584	известной степени	1	1
585	именно такого	1	1
586	на большую	1	1
587	нас нет	1	1
588	для нас	13	1
589	это может	1	1
590	как уже	2	1
591	бы он	1	1
592	напомнить что	1	1
593	а может	1	1
594	в поле	1	1
595	не должен	5	1
596	но это	4	1
597	в мировом	1	1
598	обстоит дело	4	1
599	обратиться к	1	1
600	в системе	1	1
601	характере героя	1	1
602	здесь только	1	1
603	вопрос как	1	1
604	все еще	1	1
605	не знает	5	1
606	вступления в	1	1
607	порой в	1	1
608	и составляют	2	1
609	в небе	1	1
610	не у	1	1
611	жизни мы	1	1
612	где он	1	1
613	быть признана	1	1
614	здесь обычно	1	1
615	это было	2	1
616	в античности	1	1
617	от которой	1	1
618	все основные	1	1
619	можно назвать	2	1
620	собственно говоря	1	1
