N	2gram	Ircho_Kome_3	Analitik
264	идет о	3	1
265	здесь и	2	1
266	в первом	1	1
267	к другому	1	1
268	отношения между	1	1
269	намек на	1	1
270	побуждает его	1	1
271	с более	1	1
272	именно к	1	1
273	не слишком	2	1
274	всех троих	1	1
275	своему герою	1	1
276	я не	1	1
277	из того	3	1
278	они были	1	1
279	контексте легко	1	1
280	самой своей	1	1
281	что начальные	1	1
282	в сцене	1	1
283	то его	1	1
284	и сами	1	1
285	взгляде на	1	1
286	в чем	1	1
287	тем как	1	1
288	там и	1	1
289	сказать и	1	1
290	не требует	1	1
291	и всякий	1	1
292	очевидно что	1	1
293	рассказывает как	1	1
294	тут же	4	1
295	независимо от	1	1
296	возникает между	1	1
297	из уст	1	1
298	от до	1	1
299	на человека	1	1
300	короче говоря	1	1
301	третий раз	1	1
302	когда он	4	1
303	и наконец	1	1
304	и тот	3	1
305	тем же	3	1
306	более или	1	1
307	моментов в	1	1
308	не последовательность	1	1
309	не приходится	2	1
310	в которой	3	1
311	так или	2	1
312	следует понимать	1	1
313	все эти	1	1
314	бы не	2	1
315	из этих	1	1
316	которые в	1	1
317	еще один	1	1
318	раз в	2	1
319	текста не	2	1
320	и те	1	1
321	как он	3	1
322	после чего	2	1
323	его конце	1	1
324	быть только	1	1
325	в нем	3	1
326	в статье	1	1
327	всё это	1	1
328	очень кстати	1	1
329	в первую	1	1
330	к одному	1	1
331	не к	1	1
332	не как	2	1
333	в силу	2	1
334	свое время	1	1
335	на жизнь	1	1
336	чтобы в	2	1
337	целого ряда	1	1
338	и по	1	1
339	его можно	1	1
340	человека в	2	1
341	в каждом	1	1
342	об этом	7	1
343	волосы и	1	1
344	времени и	1	1
345	является по-видимому	1	1
346	первую очередь	1	1
347	в глазах	8	1
348	это не	2	1
349	ко второму	1	1
350	в ином	1	1
351	ни в	10	1
352	в них	3	1
353	все равно	3	1
354	далеко не	3	1
355	этого не	1	1
356	со своими	1	1
357	и себя	1	1
358	такой же	1	1
359	нисколько не	3	1
360	в восприятии	1	1
361	в понимании	1	1
362	но если	3	1
363	таким же	1	1
364	этой связи	2	1
365	в следующем	1	1
366	это делает	1	1
367	страсти и	1	1
368	жизнь и	1	1
369	умереть если	1	1
370	прийти к	1	1
371	была названа	1	1
372	что я	1	1
373	вплоть до	2	1
374	других как	1	1
375	для данного	1	1
376	времени не	1	1
377	не считает	2	1
378	обмен репликами	1	1
379	обращение к	1	1
380	не его	1	1
381	далека от	1	1
382	всякий другой	1	1
383	однако в	4	1
384	том же	1	1
385	эпизодов с	1	1
386	и системы	1	1
387	а вот	1	1
388	и вся	1	1
389	тому что	2	1
390	было с	1	1
391	это случается	1	1
392	виду что	1	1
393	в ночном	1	1
394	лишь два	1	1
395	он с	1	1
396	смысл его	1	1
397	вся его	1	1
398	что ни	3	1
399	ему жизни	1	1
400	всего на	1	1
401	я во	1	1
402	по своей	1	1
403	на левом	1	1
404	потому что	10	1
405	связи с	5	1
406	что впрочем	1	1
407	до смерти	2	1
408	с другом	1	1
409	смертельную опасность	1	1
410	как теперь	1	1
411	предположение о	1	1
412	об изгнании	1	1
413	если он	2	1
414	выход из	1	1
415	похож на	1	1
416	же самое	3	1
417	на улицу	2	1
418	случае с	1	1
419	бы он	3	1
420	указывает на	1	1
421	он оказывается	1	1
422	что при	1	1
423	отказаться от	2	1
424	если же	2	1
425	о них	1	1
426	и о	2	1
427	в виду	2	1
428	свою очередь	6	1
429	но при	2	1
430	в ее	3	1
431	здесь также	1	1
432	в образе	2	1
433	с собой	1	1
434	в отношении	4	1
435	она была	2	1
436	из одного	1	1
437	диалога с	1	1
438	и здесь	4	1
439	в другом	2	1
440	на вопрос	2	1
441	ему известной	1	1
442	и что	6	1
443	что его	5	1
444	все его	1	1
445	может не	1	1
446	отличаются от	1	1
447	восходит к	1	1
448	а напротив	1	1
449	каждом из	1	1
450	к нему	5	1
451	с его	3	1
452	путь к	1	1
453	или иначе	2	1
454	от них	1	1
455	комедии и	3	1
456	складывается из	1	1
457	себя от	2	1
458	них в	1	1
459	не будучи	1	1
460	в третий	1	1
461	что здесь	1	1
462	рассуждение о	1	1
463	стороны других	1	1
464	сразу же	4	1
465	мы видим	1	1
466	тот же	2	1
467	текста первый	1	1
468	менее в	1	1
469	в основном	1	1
470	дело с	3	1
471	нуждается в	2	1
472	которых на	1	1
473	в какой	3	1
474	хотя бы	4	1
475	реагирует на	1	1
476	и после	2	1
477	который в	3	1
478	погиб от	1	1
479	на несколько	1	1
480	и ее	2	1
481	не мешает	2	1
482	все они	1	1
483	человека с	1	1
484	внимание что	1	1
485	переживания и	1	1
486	уже в	2	1
487	больше не	1	1
488	в действие	1	1
489	в начале	3	1
490	принадлежащих к	1	1
491	как более	1	1
492	нет я	1	1
493	у того	3	1
494	его и	1	1
495	за ним	2	1
496	этот раз	2	1
497	счастью в	1	1
498	сам не	1	1
499	оказывается вполне	1	1
500	пока не	1	1
501	так как	11	1
502	к ним	3	1
503	может служить	1	1
504	себе и	1	1
505	как его	1	1
506	это первый	1	1
507	другой и	1	1
508	когда бы	1	1
509	к самому	1	1
510	где в	1	1
511	и речи	4	1
512	даже не	3	1
513	самом его	1	1
514	он без	1	1
515	хоть и	2	1
516	на ее	3	1
517	не наделен	1	1
518	в свою	7	1
519	себя и	2	1
520	готовность к	2	1
521	нового времени	2	1
522	близко к	1	1
523	у меня	1	1
524	к женщине	1	1
525	понимать как	1	1
526	же точно	1	1
527	а так	1	1
528	не допускает	1	1
529	разговор с	1	1
530	хотя он	1	1
531	ближе к	2	1
532	если не	3	1
533	в связи	4	1
534	колею но	1	1
535	было в	1	1
536	материал для	1	1
537	поскольку за	1	1
538	эти слова	1	1
539	себя за	1	1
540	представляется совершенно	2	1
541	до этого	2	1
542	и потому	1	1
543	относятся к	1	1
544	в присутствии	2	1
545	обратил внимание	1	1
546	для обозначения	2	1
547	в тех	1	1
548	или менее	1	1
549	для человека	1	1
550	стороны и	2	1
551	да и	1	1
552	можно принять	1	1
553	друг с	1	1
554	с тремя	1	1
555	исходя из	2	1
556	и там	1	1
557	с этой	3	1
558	еще раз	1	1
559	была очень	1	1
560	будет и	1	1
561	человека который	2	1
562	остается один	1	1
563	и звучит	1	1
564	на которой	1	1
565	только для	2	1
566	с этими	1	1
567	перед нами	1	1
568	остается в	2	1
569	другой как	1	1
570	не является	4	1
571	известной степени	2	1
572	и ушел	1	1
573	вероятно в	1	1
574	на волоске	1	1
575	прежде чем	3	1
576	как на	1	1
577	его не	2	1
578	своей собственной	1	1
579	человек и	1	1
580	себя самого	1	1
581	к счастью	1	1
582	для нас	1	1
583	отметить еще	1	1
584	к этой	2	1
585	тем более	4	1
586	и как	1	1
587	ни к	1	1
588	только что	7	1
589	все остальные	2	1
590	отношении к	1	1
591	отрекается от	1	1
592	а о	2	1
593	с ней	1	1
594	совершенно не	2	1
595	что ты	2	1
596	из этого	2	1
597	в свое	2	1
598	ли он	1	1
599	самое что	1	1
600	на это	3	1
601	этой точки	1	1
602	это в	2	1
603	они относятся	1	1
604	значение в	1	1
