N	2gram	Vinokur_St_3	Mirosoze
186	когда мы	1	2
187	могут быть	2	2
188	отличается от	4	2
189	всего в	4	2
190	его с	1	2
191	в наше	1	2
192	него как	1	2
193	должен быть	2	2
194	смысле в	1	2
195	он мог	1	2
196	то время	4	2
197	и что	3	2
198	и когда	1	2
199	разного рода	1	2
200	с ним	1	2
201	о том	8	2
202	может не	1	2
203	и во	2	2
204	движения в	2	2
205	человека как	1	2
206	и она	1	2
207	же можно	1	2
208	мы видим	4	2
209	жизни и	1	2
210	не стал	1	2
211	даже и	1	2
212	для того	2	2
213	до сих	2	2
214	этом пути	1	2
215	связано с	5	2
216	его как	3	2
217	долгое время	1	2
218	о чем	1	2
219	он и	2	2
220	в той	1	2
221	как бы	6	2
222	том смысле	2	2
223	быть не	2	2
224	и нет	1	2
225	в начале	4	2
226	и для	4	2
227	бы в	1	2
228	я хотел	1	2
229	своих героев	1	2
230	конце концов	3	2
231	отношении к	1	2
232	в свою	2	2
233	сказать что	4	2
234	эти слова	1	2
235	к этой	2	2
236	к этому	3	2
237	все что	1	2
238	я и	3	1
239	ту же	1	1
240	и т	8	1
241	по отдельным	1	1
242	и то	1	1
243	начале xix	3	1
244	он более	1	1
245	на самом	1	1
246	сил и	1	1
247	переход от	1	1
248	и до	1	1
249	был и	1	1
250	но те	1	1
251	с темой	1	1
252	из всех	1	1
253	мы имеем	5	1
254	мы не	2	1
255	не во	1	1
256	ни у	1	1
257	стихотворениям можно	1	1
258	те отношения	1	1
259	начинается с	1	1
260	исторической эпохи	2	1
261	он принадлежал	1	1
262	ему в	1	1
263	то это	1	1
264	связано и	1	1
265	еще не	2	1
266	за это	1	1
267	себя а	1	1
268	во всех	2	1
269	тем как	2	1
270	то мы	1	1
271	трагедию не	1	1
272	самом деле	2	1
273	россии и	2	1
274	отказ от	2	1
275	темам он	1	1
276	в сторону	1	1
277	тех же	1	1
278	если в	2	1
279	культуру и	1	1
280	иногда и	1	1
281	что они	2	1
282	которые не	1	1
283	как говорит	1	1
284	этот центральный	1	1
285	в одной	2	1
286	что совершается	1	1
287	это был	2	1
288	склонность к	1	1
289	но некоторое	1	1
290	говорит что	5	1
291	его к	2	1
292	в каком-то	1	1
293	что же	1	1
294	говорят о	1	1
295	интересно что	6	1
296	имеем в	2	1
297	во многих	2	1
298	и трагедии	1	1
299	это связано	3	1
300	этим связано	1	1
301	судьбу эта	1	1
302	и почему	1	1
303	всех этих	3	1
304	смертной казни	2	1
305	не связан	1	1
306	этого вопроса	1	1
307	него есть	2	1
308	в плане	2	1
309	этой темы	2	1
310	его от	1	1
311	все с	1	1
312	в каждом	4	1
313	подход к	1	1
314	как они	1	1
315	александра i	1	1
316	в состоянии	1	1
317	указывали на	1	1
318	была в	1	1
319	к другу	1	1
320	говорил что	5	1
321	первый и	1	1
322	знает что	1	1
323	это было	8	1
324	употреблялось в	1	1
325	связываются с	1	1
326	с начала	1	1
327	как такие	1	1
328	связанным с	2	1
329	которым он	1	1
330	любви в	1	1
331	а что	1	1
332	человек который	1	1
333	к последней	1	1
334	основывается на	1	1
335	не больше	1	1
336	нисколько не	1	1
337	во время	3	1
338	что такое	7	1
339	можно найти	2	1
340	в такой	2	1
341	эта тема	2	1
342	но у	1	1
343	понимал что	2	1
344	что я	3	1
345	ответить на	1	1
346	быть он	1	1
347	сам же	1	1
348	точку зрения	2	1
349	делает его	1	1
350	но во	1	1
351	творчества и	1	1
352	и эти	1	1
353	и более	3	1
354	бы быть	1	1
355	для россии	4	1
356	вовсе не	2	1
357	сам он	2	1
358	почти все	1	1
359	если и	2	1
360	в отношении	2	1
361	не менее	2	1
362	не раз	1	1
363	вплоть до	1	1
364	чтобы иметь	1	1
365	а иногда	1	1
366	еще до	1	1
367	что ему	1	1
368	в русской	6	1
369	пушкина но	3	1
370	и именно	1	1
371	для кого	1	1
372	не могло	1	1
373	для творчества	1	1
374	так много	1	1
375	казалось бы	1	1
376	с одним	1	1
377	такая же	1	1
378	у шекспира	5	1
379	а лишь	1	1
380	же он	1	1
381	ничто не	1	1
382	что русский	2	1
383	в церковном	1	1
384	исторического процесса	2	1
385	в области	6	1
386	не потому	2	1
387	от того	2	1
388	всему этому	1	1
389	и оно	1	1
390	все то	1	1
391	в духе	2	1
392	нет ни	1	1
393	протяжении всего	1	1
394	как человек	1	1
395	быть назван	2	1
396	всегда в	1	1
397	приходит к	1	1
398	можно и	1	1
399	и о	1	1
400	еще мальчиком	1	1
401	на нем	1	1
402	всегда были	1	1
403	и этим	1	1
404	очень существенно	1	1
405	в пределах	1	1
406	так в	1	1
407	свои силы	1	1
408	не столько	2	1
409	и необходимости	1	1
410	и сам	1	1
411	история была	1	1
412	в образе	1	1
413	можно было	1	1
414	так и	5	1
415	в нескольких	1	1
416	судьбу человека	1	1
417	к западной	1	1
418	она была	1	1
419	является в	1	1
420	поэтому в	1	1
421	в эпоху	1	1
422	свободной и	1	1
423	из одного	1	1
424	к прошлому	1	1
425	в содержании	1	1
426	означает что	1	1
427	об этом	5	1
428	в разных	1	1
429	связанная с	1	1
430	находится в	1	1
431	а к	1	1
432	каждый раз	2	1
433	вражда к	1	1
434	одного из	2	1
435	не стоит	1	1
436	в значительной	1	1
437	заключается в	2	1
438	идет к	1	1
439	от них	2	1
440	был обращен	1	1
441	он принужден	1	1
442	во всей	1	1
443	и только	2	1
444	вообще и	1	1
445	которая и	1	1
446	также в	1	1
447	все время	2	1
448	и наконец	3	1
449	он хочет	2	1
450	моменты в	1	1
451	одной из	2	1
452	характерно для	1	1
453	ли он	1	1
454	была для	1	1
455	трагедии и	2	1
456	то он	2	1
457	наше время	1	1
458	что как	1	1
459	между тем	6	1
460	в обществе	1	1
461	между этими	1	1
462	и ее	2	1
463	так что	11	1
464	с нею	1	1
465	литературы в	1	1
466	которому он	1	1
467	говорить об	1	1
468	то и	2	1
469	стоит еще	1	1
470	ответ на	5	1
471	он принадлежит	1	1
472	истории для	1	1
473	всяком случае	4	1
474	что она	1	1
475	цели и	2	1
476	в одном	1	1
477	т п	6	1
478	произведения и	2	1
479	как его	1	1
480	идет в	1	1
481	характерны для	1	1
482	рядом с	1	1
483	бы из	1	1
484	русской поэзии	2	1
485	связан с	3	1
486	не были	1	1
487	и из	1	1
488	влияние на	1	1
489	как у	1	1
490	и русская	1	1
491	по своим	1	1
492	а именно	1	1
493	к которому	3	1
494	действующих лиц	4	1
495	очень интересно	1	1
496	это непременно	1	1
497	и др	4	1
498	русской истории	2	1
499	системы и	1	1
500	что не	2	1
501	или этот	1	1
502	говорит о	1	1
503	нужно сказать	2	1
504	тесно связано	1	1
505	не на	2	1
506	может создать	2	1
507	свое собственное	1	1
508	если не	1	1
509	все более	2	1
510	вступает в	1	1
511	в частности	1	1
512	историю как	1	1
513	подхода к	1	1
514	к жизни	1	1
515	знать что	1	1
516	в течение	4	1
517	наряду с	1	1
518	связаны с	1	1
519	прошлому а	1	1
520	к образу	1	1
521	западной европе	1	1
522	когда она	1	1
523	это его	1	1
524	трагическое столкновение	1	1
525	это гораздо	1	1
526	общества в	2	1
527	в это	2	1
528	более и	2	1
529	этой трагедии	4	1
530	что мы	3	1
531	но это	4	1
532	о его	1	1
533	это выражение	2	1
534	в смысле	4	1
535	протяжении всей	1	1
536	процесса в	1	1
537	совершается в	1	1
538	об отношении	1	1
539	это он	1	1
540	на большую	1	1
541	но также	2	1
542	особого рода	1	1
543	целый ряд	1	1
544	бы он	1	1
545	или нет	1	1
546	находит свое	3	1
547	тем более	3	1
548	о двух	1	1
549	теряет свою	1	1
550	не одну	1	1
551	давно уже	1	1
552	в период	1	1
553	отношением к	1	1
554	но этот	1	1
555	ко всему	1	1
556	на это	2	1
557	можно назвать	4	1
558	пути к	1	1
559	не давала	1	1
560	в своих	8	1
561	с первого	1	1
562	и эта	1	1
563	только одного	1	1
564	так же	1	1
565	во всяком	4	1
566	он часто	1	1
567	они не	1	1
568	которая не	1	1
569	смысле что	1	1
