N	2gram	Tiupa_Vved_1	Komedia
281	утра до	1	1
282	в пятом	2	1
283	в первом	2	1
284	и до	1	1
285	в зависимости	1	1
286	и должен	1	1
287	мы имеем	5	1
288	и само	1	1
289	со многими	1	1
290	проблематики в	1	1
291	именно к	1	1
292	начинается с	1	1
293	на глазах	1	1
294	становится совершенно	1	1
295	детей хотя	1	1
296	принадлежит к	3	1
297	своему герою	1	1
298	в изложении	2	1
299	не сводится	4	1
300	детей не	1	1
301	если говорить	1	1
302	зависимости от	1	1
303	первого и	2	1
304	это время	2	1
305	имя и	1	1
306	он сам	1	1
307	все эти	1	1
308	взгляде на	1	1
309	и главное	1	1
310	но не	5	1
311	но как	1	1
312	к которой	1	1
313	в сторону	1	1
314	не входит	1	1
315	если в	2	1
316	ответ на	1	1
317	должны были	2	1
318	друг от	1	1
319	событий а	1	1
320	в е	2	1
321	к сожалению	1	1
322	относится к	1	1
323	которые не	1	1
324	к точке	2	1
325	в истории	1	1
326	в одной	2	1
327	если она	2	1
328	как к	1	1
329	основания полагать	1	1
330	перед нами	6	1
331	как уже	1	1
332	и наконец	2	1
333	более или	2	1
334	в этот	2	1
335	для которого	3	1
336	из жизни	2	1
337	в нашем	6	1
338	из этих	3	1
339	еще один	1	1
340	отца ее	1	1
341	которое постепенно	1	1
342	в случае	2	1
343	главное в	1	1
344	образом для	1	1
345	по крайней	1	1
346	еще раньше	1	1
347	которой не	1	1
348	чтобы они	1	1
349	в восприятии	1	1
350	к одному	1	1
351	не к	4	1
352	уже говорилось	1	1
353	том чтобы	2	1
354	ее из	1	1
355	нашего времени	2	1
356	на жизнь	1	1
357	картины мира	5	1
358	на этом	1	1
359	замуж не	1	1
360	в нее	1	1
361	что все	1	1
362	же не	1	1
363	поскольку все	1	1
364	значение в	1	1
365	той же	1	1
366	них не	1	1
367	себя не	1	1
368	после обеда	1	1
369	хватает только	1	1
370	которого не	1	1
371	известно что	1	1
372	эпизода как	1	1
373	и тем	2	1
374	материал для	1	1
375	или ситуации	1	1
376	участие в	1	1
377	его и	1	1
378	для них	3	1
379	он является	2	1
380	соответствии с	6	1
381	этого персонажа	1	1
382	этого не	1	1
383	не всегда	2	1
384	с еще	1	1
385	сказать не	1	1
386	от своего	1	1
387	раз не	1	1
388	человек и	1	1
389	в следующем	1	1
390	это делает	1	1
391	место в	2	1
392	не столько	4	1
393	в отличие	2	1
394	что я	1	1
395	стало быть	7	1
396	сам же	1	1
397	его тайну	1	1
398	но он	1	1
399	говорит с	1	1
400	обращение к	1	1
401	том же	1	1
402	а вот	1	1
403	ее не	2	1
404	с которой	1	1
405	текста и	3	1
406	того как	1	1
407	и притом	1	1
408	на себе	1	1
409	подавляющее большинство	1	1
410	человека по	1	1
411	не могло	2	1
412	на котором	1	1
413	находятся в	1	1
414	всего на	1	1
415	и по	3	1
416	до вечера	1	1
417	по своей	3	1
418	во всем	1	1
419	и теперь	1	1
420	со своим	1	1
421	детьми и	4	1
422	в сознании	4	1
423	действия но	2	1
424	что на	2	1
425	ли это	2	1
426	точке зрения	1	1
427	похожи на	1	1
428	из рассмотрения	1	1
429	следует рассматривать	1	1
430	детей в	2	1
431	все то	1	1
432	жизни которая	1	1
433	могут быть	4	1
434	числе и	1	1
435	указывает на	1	1
436	здесь мы	1	1
437	о них	3	1
438	подобно тому	2	1
439	от друга	1	1
440	и сами	2	1
441	и сын	1	1
442	и от	2	1
443	быть вполне	1	1
444	а тот	1	1
445	действия и	1	1
446	она только	1	1
447	как с	1	1
448	что у	1	1
449	с собой	1	1
450	те же	2	1
451	времени и	7	1
452	особенно в	1	1
453	мог бы	1	1
454	к его	3	1
455	когда в	2	1
456	вошел в	1	1
457	своему происхождению	1	1
458	к первому	1	1
459	это только	2	1
460	строго говоря	2	1
461	из одного	1	1
462	в настоящее	1	1
463	с утра	1	1
464	сводится к	4	1
465	ситуации и	3	1
466	то они	1	1
467	и та	1	1
468	настоящее время	1	1
469	никак не	2	1
470	короткий разговор	1	1
471	его жизни	1	1
472	основе своей	1	1
473	восходит к	2	1
474	то в	1	1
475	путь к	1	1
476	которой было	1	1
477	которых в	1	1
478	от них	1	1
479	во втором	2	1
480	но несомненно	1	1
481	этом и	2	1
482	крайней мере	1	1
483	сюжетная схема	2	1
484	вслед за	2	1
485	персонажей и	2	1
486	в греческой	1	1
487	о положении	1	1
488	иначе в	1	1
489	сказать и	1	1
490	системы персонажей	1	1
491	и она	1	1
492	своей природе	2	1
493	же ему	1	1
494	но так	1	1
495	себя с	1	1
496	рассуждение о	1	1
497	мы видим	1	1
498	с появлением	2	1
499	только в	6	1
500	реагирует на	1	1
501	впрочем и	1	1
502	во времени	2	1
503	об их	1	1
504	персонажей которые	1	1
505	в текст	1	1
506	и у	1	1
507	только на	1	1
508	ни одного	1	1
509	в нашей	1	1
510	действующего лица	1	1
511	как более	1	1
512	сходятся в	1	1
513	не сам	1	1
514	и их	1	1
515	в новом	1	1
516	может служить	4	1
517	как его	2	1
518	так долго	1	1
519	следует признать	4	1
520	где в	3	1
521	в финале	2	1
522	своим появлением	1	1
523	а именно	1	1
524	с той	1	1
525	действующих лиц	2	1
526	этому времени	1	1
527	и последующих	1	1
528	было и	1	1
529	а с	2	1
530	в соответствии	6	1
531	превращается в	1	1
532	детей а	1	1
533	не на	1	1
534	суде и	1	1
535	от их	1	1
536	однако и	2	1
537	событие о	1	1
538	в слове	3	1
539	сближает его	1	1
540	было в	1	1
541	именно поэтому	1	1
542	этот рассказ	1	1
543	на фоне	2	1
544	человек в	1	1
545	в далеком	1	1
546	он без	1	1
547	суждений о	1	1
548	уж не	1	1
549	самой своей	1	1
550	и потому	1	1
551	человеческое чувство	1	1
552	о возможности	1	1
553	в моей	1	1
554	такого рода	16	1
555	тому как	2	1
556	в ответ	1	1
557	быть только	2	1
558	в мир	1	1
559	да и	1	1
560	в первой	1	1
561	ведет не	1	1
562	на свете	1	1
563	ко мне	1	1
564	быть не	4	1
565	персонажей в	1	1
566	приобретает в	2	1
567	можно сказать	4	1
568	а то	2	1
569	сына на	1	1
570	а что	1	1
571	котором он	2	1
572	или в	1	1
573	в другой	1	1
574	о котором	2	1
575	а к	3	1
576	на первый	1	1
577	для нас	2	1
578	могли бы	1	1
579	или менее	2	1
580	ситуации а	1	1
581	у них	1	1
582	в этих	3	1
583	не должен	1	1
584	все они	2	1
585	можно спорить	1	1
586	хотя в	1	1
587	бы на	1	1
588	отношении к	1	1
589	к любви	1	1
590	жизни в	4	1
591	от ее	1	1
592	он предоставляет	1	1
593	на смену	2	1
594	сказать что	1	1
595	и только	1	1
596	это на	1	1
597	жизни а	1	1
598	первом случае	1	1
599	подобная трактовка	1	1
600	жизнь в	1	1
601	об этих	1	1
602	жизни и	7	1
603	о каких-либо	1	1
604	по поводу	2	1
605	можно назвать	1	1
606	том числе	1	1
607	они не	1	1
608	удач и	1	1
