N	2gram	Tiupa_Hudo_1	Problema
434	с их	2	1
435	звук в	1	1
436	отношений не	1	1
437	как уже	2	1
438	или иную	1	1
439	вещи но	1	1
440	видения мира	1	1
441	для которого	2	1
442	отношение как	1	1
443	в литературном	1	1
444	что это	1	1
445	одном случае	1	1
446	лингвистических единиц	1	1
447	без ее	1	1
448	в известном	1	1
449	данном контексте	2	1
450	позицию в	1	1
451	семантики лингвистических	1	1
452	и те	1	1
453	если он	1	1
454	все человеческие	1	1
455	корнями в	1	1
456	для общения	2	1
457	не могла	1	1
458	говоря только	1	1
459	с чем	1	1
460	не следует	4	1
461	в нем	5	1
462	порядка в	4	1
463	в реальной	1	1
464	определенный смысл	1	1
465	отношений между	1	1
466	в силу	1	1
467	его значением	1	1
468	из виду	2	1
469	определенного смысла	1	1
470	для понимания	2	1
471	на земле	1	1
472	можно даже	1	1
473	на этом	1	1
474	себя самой	1	1
475	сейчас только	1	1
476	подход к	1	1
477	могла бы	2	1
478	в другом	3	1
479	внешняя а	1	1
480	времени и	2	1
481	это не	2	1
482	на почве	3	1
483	но их	3	1
484	должен был	1	1
485	основания для	1	1
486	ту или	1	1
487	бы для	1	1
488	или попросту	1	1
489	все моменты	1	1
490	его носителя	1	1
491	согласен с	1	1
492	все внутреннее	1	1
493	языке поэтому	1	1
494	другим и	2	1
495	речи всегда	1	1
496	в узком	3	1
497	сам и	1	1
498	современное литературоведение	1	1
499	всего только	1	1
500	место в	4	1
501	все и	1	1
502	на каждом	1	1
503	говорил о	1	1
504	до последнего	1	1
505	образом и	2	1
506	для данного	1	1
507	и меньше	1	1
508	ни было	1	1
509	не могли	1	1
510	и наоборот	1	1
511	не должно	1	1
512	бы быть	1	1
513	нас к	1	1
514	отношения например	1	1
515	из тех	2	1
516	из нас	1	1
517	если в	1	1
518	является или	1	1
519	иметь в	1	1
520	например не	1	1
521	никогда не	2	1
522	не всякий	1	1
523	жизни не	1	1
524	обратим внимание	1	1
525	мира и	2	1
526	этих двух	2	1
527	предстает перед	1	1
528	во всей	3	1
529	по своей	7	1
530	и его	12	1
531	и теперь	1	1
532	что речь	1	1
533	речи по	1	1
534	даже самая	2	1
535	является ни	1	1
536	чего-то такого	1	1
537	человека с	3	1
538	в момент	2	1
539	взятое в	1	1
540	смысловой контекст	1	1
541	в каждом	1	1
542	вещей в	1	1
543	знаки языка	1	1
544	если нет	1	1
545	с ее	5	1
546	как один	1	1
547	к нам	1	1
548	самим собою	2	1
549	как система	2	1
550	в собственном	1	1
551	или для	1	1
552	то время	1	1
553	вопрос что	1	1
554	на объект	1	1
555	переход к	1	1
556	на нее	1	1
557	нам уже	1	1
558	к языку	1	1
559	с ним	2	1
560	это существенно	1	1
561	в порядке	2	1
562	в состав	6	1
563	не означает	1	1
564	как ее	1	1
565	становится сама	1	1
566	и который	2	1
567	каждого знака	1	1
568	может не	1	1
569	времени в	2	1
570	одно слово	3	1
571	мы понимаем	1	1
572	том его	1	1
573	каждом из	1	1
574	смысле не	1	1
575	между тем	4	1
576	также еще	1	1
577	однако с	2	1
578	эти два	1	1
579	хотя по	1	1
580	только такие	1	1
581	чем и	3	1
582	иной мере	1	1
583	о своих	1	1
584	языка мы	1	1
585	не несет	1	1
586	именно знаком	1	1
587	из видов	1	1
588	но с	1	1
589	и одновременно	5	1
590	знаков в	2	1
591	речь о	1	1
592	одной из	2	1
593	дело с	1	1
594	что даже	1	1
595	в какой	2	1
596	например так	1	1
597	тем или	1	1
598	то в	2	1
599	том о	1	1
600	самые разнообразные	1	1
601	язык а	1	1
602	все они	1	1
603	даже вовсе	1	1
604	без этого	1	1
605	и любые	2	1
606	но во	2	1
607	раз в	1	1
608	ничего нельзя	1	1
609	о чем-то	1	1
610	то чему	1	1
611	но для	1	1
612	единицы и	1	1
613	речи может	1	1
614	в известной	1	1
615	слова в	2	1
616	в одном	2	1
617	в пространстве	2	1
618	и со	1	1
619	художественная литература	1	1
620	перед собой	1	1
621	к ним	1	1
622	быть так	1	1
623	внутреннее и	1	1
624	момент для	1	1
625	образом что	1	1
626	о каком	1	1
627	общей теории	1	1
628	в сфере	1	1
629	со стороны	2	1
630	в общественном	1	1
631	именно в	2	1
632	являются только	1	1
633	было и	2	1
634	а с	2	1
635	себя и	2	1
636	нового времени	2	1
637	больше и	1	1
638	говорит о	1	1
639	бы никакого	1	1
640	превращается в	2	1
641	а на	5	1
642	не на	3	1
643	и специфическом	1	1
644	однако и	1	1
645	языка не	1	1
646	быть определен	1	1
647	мира в	2	1
648	и любое	1	1
649	как элемент	1	1
650	нет никаких	1	1
651	только к	1	1
652	к его	2	1
653	и потому	2	1
654	как это	5	1
655	поэтому не	1	1
656	к своему	1	1
657	в пределах	3	1
658	среди прочих	1	1
659	уходит своими	1	1
660	чувства и	1	1
661	мыслится как	1	1
662	и формы	1	1
663	сказать не	1	1
664	известном смысле	1	1
665	действительность в	1	1
666	и самих	1	1
667	о его	1	1
668	в аспекте	2	1
669	в более	1	1
670	ее можно	1	1
671	в следующей	1	1
672	этих случаях	1	1
673	всех таких	1	1
674	для автора	2	1
675	тем и	1	1
676	отношений и	1	1
677	видно из	1	1
678	именно такого	1	1
679	особого рода	5	1
680	это может	1	1
681	полноты и	1	1
682	пришлось бы	1	1
683	которая предполагает	1	1
684	же в	1	1
685	субъективно оно	1	1
686	но всегда	1	1
687	его элементом	1	1
688	его лишь	1	1
689	но всякий	1	1
690	не быть	1	1
691	и внутренне	1	1
692	была бы	3	1
693	речи и	3	1
694	в литературе	1	1
695	действия или	1	1
696	самых значительных	1	1
697	речи как	1	1
698	но каждая	1	1
699	ее в	2	1
700	можно назвать	1	1
701	они не	1	1
