N	2gram	Propp_Isto_4	Vladivir
488	слова а	1	1
489	как с	1	1
490	и перед	1	1
491	с собой	5	1
492	на нее	1	1
493	своего брата	1	1
494	за то	1	1
495	стороны не	1	1
496	ясно что	1	1
497	особенно в	1	1
498	здесь нет	1	1
499	еще не	6	1
500	том как	2	1
501	могла быть	1	1
502	собой и	1	1
503	для этого	1	1
504	в отдельные	1	1
505	он здесь	1	1
506	а ныне	1	1
507	на вопрос	3	1
508	все его	1	1
509	на таком	1	1
510	меня за	1	1
511	двух сторон	1	1
512	и легче	1	1
513	раньше чем	5	1
514	в древнем	1	1
515	которое однако	2	1
516	тотчас же	1	1
517	представления о	3	1
518	и об	1	1
519	в него	1	1
520	в лице	2	1
521	это несомненно	1	1
522	таков например	2	1
523	в современной	2	1
524	у своего	1	1
525	что здесь	7	1
526	но с	1	1
527	но тот	1	1
528	части его	1	1
529	что только	1	1
530	можно считать	2	1
531	этот вопрос	2	1
532	что даже	1	1
533	как нечто	3	1
534	два года	2	1
535	до нас	1	1
536	и раньше	1	1
537	и тем	2	1
538	в качестве	7	1
539	же он	4	1
540	к которой	1	1
541	человека с	3	1
542	с двумя	1	1
543	можно установить	1	1
544	если мы	1	1
545	только на	1	1
546	его по	1	1
547	при помощи	10	1
548	и других	3	1
549	из них	2	1
550	несомненно в	1	1
551	и их	2	1
552	религии но	1	1
553	представлений о	2	1
554	в одном	5	1
555	здесь перед	1	1
556	с этими	2	1
557	к ним	2	1
558	заметить что	1	1
559	как раз	1	1
560	тем что	5	1
561	есть следствие	1	1
562	ты не	1	1
563	перешли в	1	1
564	до сих	5	1
565	на ее	1	1
566	говорится но	1	1
567	говорить и	1	1
568	обратиться к	1	1
569	его из	1	1
570	то и	1	1
571	вот в	1	1
572	а на	4	1
573	и мне	1	1
574	ничем не	1	1
575	мы и	1	1
576	у его	1	1
577	ниже в	2	1
578	человеческой жизни	1	1
579	понятие о	1	1
580	что мы	3	1
581	того с	1	1
582	до этого	1	1
583	его как	2	1
584	над ним	1	1
585	к своему	3	1
586	не могут	2	1
587	мы опять	2	1
588	он говорит	2	1
589	находит в	1	1
590	в общих	1	1
591	нужно прибавить	1	1
592	но сам	1	1
593	есть только	3	1
594	перед нами	3	1
595	найти много	1	1
596	содержат в	1	1
597	впрочем это	1	1
598	не что	3	1
599	и всей	1	1
600	в мир	1	1
601	человек всегда	1	1
602	действительно ли	1	1
603	который он	1	1
604	довольно много	1	1
605	на ногах	2	1
606	этом случае	3	1
607	человека который	1	1
608	сих пор	5	1
609	я от	1	1
610	но для	2	1
611	которых он	1	1
612	являются не	1	1
613	нельзя сказать	1	1
614	в другое	1	1
615	от него	2	1
616	у них	1	1
617	полагать что	1	1
618	год или	1	1
619	ни к	1	1
620	он стал	2	1
621	он во	1	1
622	бы на	1	1
623	врагов и	2	1
624	быть и	1	1
625	между ними	3	1
626	только как	1	1
627	со мной	2	1
628	и красоты	1	1
629	и никому	1	1
630	мы увидим	3	1
631	пока не	1	1
632	большей частью	3	1
633	как воплощение	1	1
634	но эти	1	1
635	и другие	3	1
636	после его	1	1
637	от огня	1	1
638	он часто	1	1
639	том числе	1	1
640	они не	1	1
