N	2gram	Losev_Dial_1	EvropaiC
423	нет и	1	1
424	можно представить	1	1
425	некоторое сходство	1	1
426	первый взгляд	1	1
427	если она	3	1
428	как в	2	1
429	что именно	2	1
430	этому надо	1	1
431	что ее	1	1
432	помнить что	2	1
433	перед нами	1	1
434	кроме того	1	1
435	от чистой	1	1
436	и как	7	1
437	его к	1	1
438	тем же	1	1
439	есть ли	1	1
440	для ее	1	1
441	и отчасти	1	1
442	от самого	3	1
443	не приходится	1	1
444	мы получаем	2	1
445	привыкшие к	1	1
446	самой природе	1	1
447	не могла	1	1
448	его если	1	1
449	весь свой	1	1
450	и положительный	1	1
451	главным образом	1	1
452	если для	2	1
453	но именно	1	1
454	после этого	1	1
455	раз навсегда	1	1
456	на одну	1	1
457	и еще	3	1
458	идеи и	5	1
459	к одному	1	1
460	с максимально	1	1
461	и вот	6	1
462	людей и	1	1
463	лишь с	1	1
464	наконец совсем	1	1
465	одному и	1	1
466	одно и	4	1
467	людей которые	1	1
468	наука не	10	1
469	тут не	4	1
470	в каждом	2	1
471	больше всего	1	1
472	здесь мы	1	1
473	историю какого-нибудь	1	1
474	тем в	1	1
475	друг в	1	1
476	указывали на	1	1
477	и наивно	1	1
478	всех указанных	1	1
479	для своей	1	1
480	зрения на	1	1
481	это было	2	1
482	тут надо	3	1
483	с другими	2	1
484	наконец для	1	1
485	уже знаем	1	1
486	он есть	4	1
487	характер не	1	1
488	надо считать	2	1
489	и тем	1	1
490	есть всегда	4	1
491	чаще всего	2	1
492	кажется что	1	1
493	она и	1	1
494	но лишь	4	1
495	этого не	1	1
496	а за	1	1
497	почему мы	1	1
498	этом я	1	1
499	производит впечатление	1	1
500	в чистом	1	1
501	наука в	1	1
502	в развитии	1	1
503	насущных потребностей	1	1
504	нее и	1	1
505	как бороться	1	1
506	в своей	2	1
507	что такое	10	1
508	нас не	2	1
509	можно найти	2	1
510	как все	1	1
511	нами два	1	1
512	большей степени	1	1
513	не к	1	1
514	свой смысл	2	1
515	что я	3	1
516	и нужно	1	1
517	для всякого	2	1
518	и другого	2	1
519	и той	1	1
520	эта не	1	1
521	наконец как	1	1
522	но он	1	1
523	и следа	1	1
524	конечно такое	1	1
525	друг другу	3	1
526	по крайней	4	1
527	и эти	1	1
528	в корне	2	1
529	ставит себя	1	1
530	на всю	4	1
531	того кто	2	1
532	будем всматриваться	1	1
533	самым фактом	1	1
534	будут считать	1	1
535	в отношении	5	1
536	каждого отдельного	1	1
537	вещи не	1	1
538	чистом виде	1	1
539	стоит в	1	1
540	ничего такого	2	1
541	есть нечто	10	1
542	и другое	2	1
543	самого начала	1	1
544	как о	2	1
545	не имеет	15	1
546	это нам	2	1
547	в науке	3	1
548	и притом	4	1
549	я буду	1	1
550	но принципиально	1	1
551	здесь люди	1	1
552	тогда и	1	1
553	иметь в	3	1
554	та или	3	1
555	и мало	2	1
556	может только	1	1
557	вытекает из	1	1
558	и неизменно	1	1
559	дело в	1	1
560	больше чем	1	1
561	именно с	1	1
562	этого общего	1	1
563	они являются	1	1
564	бы все	2	1
565	к ней	4	1
566	ни тем	1	1
567	на природу	1	1
568	и его	1	1
569	же он	2	1
570	и развиваться	1	1
571	и свою	1	1
572	только с	3	1
573	впрочем тут	1	1
574	ли это	3	1
575	не потому	1	1
576	может показаться	1	1
577	или ином	1	1
578	будем понимать	1	1
579	была всегда	1	1
580	над другими	1	1
581	и заключается	1	1
582	часто в	1	1
583	относиться к	3	1
584	же отношение	1	1
585	есть только	5	1
586	не знаем	1	1
587	да и	6	1
588	только еще	1	1
589	всего что	1	1
590	даже без	1	1
591	правда не	1	1
592	они вовсе	1	1
593	своего развития	1	1
594	но при	1	1
595	вывод что	1	1
596	на нем	2	1
597	здесь не	1	1
598	не могу	4	1
599	факт не	1	1
600	мысль о	1	1
601	каждый раз	1	1
602	об отношении	5	1
603	с самого	1	1
604	то время	1	1
605	так в	1	1
606	как с	2	1
607	и которую	1	1
608	котором мы	1	1
609	самого понятия	1	1
610	отдельные части	1	1
611	можно только	2	1
612	не были	1	1
613	всех возможных	1	1
614	не лучше	2	1
615	основана на	1	1
616	своей собственной	1	1
617	ничего не	17	1
618	или иной	3	1
619	говорят что	1	1
620	мы всегда	1	1
621	быть в	2	1
622	которые несмотря	1	1
623	и та	3	1
624	язык и	1	1
625	но мы	1	1
626	никак не	6	1
627	и просто	1	1
628	на точку	2	1
629	или иная	3	1
630	том или	2	1
631	силой так	1	1
632	для той	2	1
633	ним и	1	1
634	этом и	1	1
635	более близкие	1	1
636	крайней мере	4	1
637	от этих	1	1
638	и подобных	1	1
639	и следовательно	2	1
640	или может	1	1
641	но тут	1	1
642	вот тут-то	1	1
643	эти последние	2	1
644	наконец и	1	1
645	в современной	2	1
646	как из	1	1
647	и история	1	1
648	один из	3	1
649	совсем не	1	1
650	мы видим	4	1
651	этой религии	1	1
652	вступить в	1	1
653	найдем что	1	1
654	как нечто	1	1
655	поэтому и	2	1
656	бы ни	1	1
657	высшее и	1	1
658	в качестве	2	1
659	как проявление	1	1
660	же и	2	1
661	уже не	2	1
662	уже в	1	1
663	вопроса о	1	1
664	только на	3	1
665	а то	1	1
666	прямого отношения	1	1
667	но совершенно	1	1
668	у того	1	1
669	который как	1	1
670	для другой	1	1
671	мы находим	7	1
672	отрицательный но	1	1
673	для меня	4	1
674	ее не	1	1
675	случае не	3	1
676	заметить что	2	1
677	их именно	1	1
678	ее на	2	1
679	указание на	1	1
680	даже и	3	1
681	бы это	1	1
682	смотря по	1	1
683	были бы	2	1
684	именно как	2	1
685	ней и	1	1
686	и даже	13	1
687	в данный	1	1
688	с другим	1	1
689	же часто	1	1
690	чтобы заметить	1	1
691	а именно	1	1
692	эти две	1	1
693	что тот	1	1
694	будет ли	1	1
695	и между	1	1
696	как же	5	1
697	еще и	3	1
698	к его	1	1
699	с ней	2	1
700	буду считать	1	1
701	и пр	5	1
702	была самая	1	1
703	а на	1	1
704	может ли	1	1
705	себе никаких	1	1
706	а не	14	1
707	зависит от	1	1
708	так когда	1	1
709	вопрос можно	1	1
710	и оно	1	1
711	когда она	1	1
712	он и	2	1
713	то не	2	1
714	голову не	1	1
715	эта идея	1	1
716	а сразу	1	1
717	смысл что	1	1
718	никому и	1	1
719	поэтому если	1	1
720	из собственного	1	1
721	а если	1	1
722	наряду с	1	1
723	если они	1	1
724	данной эпохи	1	1
725	могут быть	3	1
726	а потом	5	1
727	эти вопросы	1	1
728	все одинаково	1	1
729	этой стороны	2	1
730	же самое	1	1
731	объективен и	2	1
732	понятий и	1	1
733	она должна	2	1
734	всего в	1	1
735	и часто	1	1
736	в правильности	1	1
737	ли в	1	1
738	много но	2	1
739	тогда не	1	1
740	непосредственного восприятия	1	1
741	достаточно упомянуть	1	1
742	и перед	1	1
743	лишь из	1	1
744	развития и	1	1
745	лишь как	2	1
746	которого она	1	1
747	или нет	3	1
748	еще более	3	1
749	находим в	2	1
750	всматриваться в	2	1
751	или не	5	1
752	пришла к	1	1
753	жизни в	1	1
754	психики и	1	1
755	трех типов	1	1
756	сказать что	10	1
757	последнем случае	1	1
758	не быть	1	1
759	была бы	3	1
760	что ни	3	1
761	всем этом	1	1
762	в голову	1	1
763	жизни народов	1	1
764	и эта	2	1
765	с такой	1	1
766	точно так	2	1
