N	2gram	Vinokur_Ku_3	Russkaja
215	и более	3	2
216	для нее	1	2
217	тому что	4	2
218	она не	3	2
219	только для	2	2
220	данном вопросе	1	2
221	в таких	2	2
222	культурной жизни	1	2
223	что с	1	2
224	для нас	4	2
225	следовательно и	1	2
226	весь смысл	1	2
227	как будто	1	2
228	в области	14	2
229	если только	1	2
230	отличается от	2	2
231	понять что	1	2
232	которых каждый	1	2
233	если же	2	2
234	и о	4	2
235	от друга	1	2
236	культуры и	1	2
237	ясно что	4	2
238	это только	1	2
239	и должно	5	2
240	и что	7	2
241	это потому	1	2
242	были бы	4	2
243	от него	1	2
244	к нему	1	2
245	это в	2	2
246	речь шла	1	2
247	отметить что	3	2
248	быть и	1	2
249	сделать это	1	2
250	время когда	1	2
251	этот вопрос	3	2
252	совершенно не	5	2
253	по этому	1	2
254	уже не	8	2
255	в начале	1	2
256	является не	1	2
257	к единой	1	2
258	не так	3	2
259	центр тяжести	1	2
260	представить себе	1	2
261	ни в	3	2
262	чтобы она	1	2
263	не о	2	2
264	только с	1	2
265	при отсутствии	1	2
266	и вместе	1	2
267	а с	3	2
268	естественно что	3	2
269	в некоторых	2	2
270	зависит от	1	2
271	а не	11	2
272	на эту	1	2
273	совершенно очевидно	1	2
274	в частности	2	2
275	так же	2	2
276	или иного	3	2
277	отношения к	1	2
278	есть и	1	2
279	но это	5	2
280	от нас	2	2
281	но для	3	2
282	остается в	2	2
283	если не	1	2
284	и от	1	2
285	в результате	3	2
286	чтобы понять	2	2
287	не должен	1	2
288	отношении к	1	2
289	на это	1	2
290	тем самым	4	2
291	в силе	1	1
292	в сфере	1	1
293	и действительно	3	1
294	того же	4	1
295	сплошь и	3	1
296	эта опасность	1	1
297	но тогда	1	1
298	тех же	4	1
299	это и	3	1
300	идет о	1	1
301	на деле	1	1
302	ту же	1	1
303	можно лишь	1	1
304	что эти	2	1
305	противном случае	1	1
306	с таким	1	1
307	со своей	1	1
308	к созданию	1	1
309	в зависимости	7	1
310	также и	5	1
311	лишь тогда	1	1
312	есть не	3	1
313	на тех	1	1
314	для достижения	1	1
315	всему этому	1	1
316	мы не	3	1
317	же как	1	1
318	и ничего	1	1
319	на место	1	1
320	у себя	1	1
321	такое положение	1	1
322	в сущности	4	1
323	в деле	1	1
324	в полной	1	1
325	которое в	2	1
326	при переходе	1	1
327	формы в	1	1
328	без всякого	1	1
329	стоят на	1	1
330	чтобы во-первых	1	1
331	столь же	4	1
332	непонятными для	1	1
333	подходе к	1	1
334	подходить к	1	1
335	заключается не	2	1
336	и вопрос	2	1
337	в область	2	1
338	к этому	1	1
339	отказ от	1	1
340	но как	3	1
341	а только	1	1
342	точка зрения	4	1
343	значение и	1	1
344	русского языка	7	1
345	только тогда	4	1
346	в общем	6	1
347	очевидно что	3	1
348	которые не	1	1
349	что во	1	1
350	в одной	1	1
351	что касается	1	1
352	в противном	1	1
353	перед нами	1	1
354	это отнюдь	1	1
355	когда он	2	1
356	для которой	1	1
357	имеет в	2	1
358	этой цели	1	1
359	есть самое	1	1
360	если о	1	1
361	в смысл	1	1
362	и конечно	1	1
363	еще на	2	1
364	в которой	1	1
365	или для	1	1
366	ни один	1	1
367	бы не	3	1
368	все недостатки	1	1
369	и признание	1	1
370	то и	2	1
371	им в	1	1
372	образом при	1	1
373	тому же	3	1
374	если он	1	1
375	но на	3	1
376	духовной культуры	1	1
377	своим собственным	1	1
378	то легко	1	1
379	как оно	1	1
380	не могла	1	1
381	вообще возможно	1	1
382	тем не	9	1
383	а скорее	1	1
384	от которого	1	1
385	однако при	1	1
386	есть дело	1	1
387	же это	2	1
388	в принципе	1	1
389	мало того	1	1
390	должен поставить	1	1
391	постольку поскольку	1	1
392	лишь с	4	1
393	но дело	1	1
394	так например	1	1
395	находит себе	1	1
396	но все	2	1
397	это конечно	2	1
398	в одну	1	1
399	здесь мы	1	1
400	тем же	2	1
401	вот та	1	1
402	и неизбежно	1	1
403	не трудно	3	1
404	а по	1	1
405	или даже	1	1
406	от степени	1	1
407	в данной	3	1
408	на каком	1	1
409	входит в	1	1
410	заключается в	4	1
411	те или	1	1
412	не умеет	1	1
413	с другими	2	1
414	это не	3	1
415	которая как	1	1
416	и мы	1	1
417	практически не	1	1
418	чаще всего	1	1
419	и рядом	3	1
420	созданию нового	1	1
421	этого слова	4	1
422	но вся	1	1
423	все равно	1	1
424	и следовало	1	1
425	не всегда	1	1
426	для чего	1	1
427	друга в	1	1
428	как сказано	1	1
429	становится и	2	1
430	нет и	1	1
431	принадлежит в	1	1
432	иначе говоря	2	1
433	такой же	2	1
434	и того	2	1
435	от культуры	1	1
436	одного и	2	1
437	мысли что	1	1
438	что значит	4	1
439	переносится в	1	1
440	будет как	1	1
441	шла о	1	1
442	в такой	1	1
443	и без	2	1
444	решать вопрос	1	1
445	бы привести	2	1
446	бы к	1	1
447	на ряду	1	1
448	не столько	4	1
449	представление о	1	1
450	сделано в	1	1
451	оказывается что	1	1
452	в которых	3	1
453	мы теперь	1	1
454	нельзя было	1	1
455	только такой	1	1
456	для данного	1	1
457	очевидно также	1	1
458	по крайней	1	1
459	бы о	1	1
460	на другую	1	1
461	который мы	1	1
462	видеть что	1	1
463	вовсе не	5	1
464	даже в	1	1
465	же мы	4	1
466	самого факта	1	1
467	задачи и	1	1
468	ему как	1	1
469	если и	2	1
470	очень старая	1	1
471	не менее	12	1
472	к такой	2	1
473	мы были	1	1
474	или что	1	1
475	есть подлинная	1	1
476	полного и	1	1
477	ее с	1	1
478	к новым	2	1
479	на себе	1	1
480	на него	3	1
481	не по	3	1
482	в основе	1	1
483	при наличности	1	1
484	говорить что	3	1
485	но только	1	1
486	проблема и	2	1
487	к иностранным	2	1
488	это же	1	1
489	только не	1	1
490	в какую-то	1	1
491	казалось бы	1	1
492	возможно и	1	1
493	именно с	1	1
494	таким путем	1	1
495	бы все	1	1
496	более что	2	1
497	этих задач	1	1
498	над русским	1	1
499	тем легче	1	1
500	чем ближе	1	1
501	что на	3	1
502	или иных	1	1
503	с определенным	1	1
504	из предыдущего	1	1
505	упомянутой выше	1	1
506	народа он	1	1
507	могут быть	6	1
508	сказать только	1	1
509	которые открываются	1	1
510	же самое	1	1
511	должны быть	1	1
512	всего в	1	1
513	все свое	1	1
514	путем будет	1	1
515	от которой	1	1
516	но вряд	1	1
517	благополучно и	1	1
518	из всего	2	1
519	как мы	5	1
520	но по	1	1
521	как не	1	1
522	свою очередь	1	1
523	к общему	1	1
524	и говорить	2	1
525	всего этого	3	1
526	в ее	4	1
527	не могло	1	1
528	совершенно ясно	2	1
529	языка и	2	1
530	в собственном	1	1
531	только то	3	1
532	ряду с	1	1
533	до самого	1	1
534	о самой	1	1
535	так и	6	1
536	те же	7	1
537	мог бы	2	1
538	сказано выше	3	1
539	самых различных	1	1
540	мы в	1	1
541	и образец	1	1
542	отрицать что	1	1
543	нас и	1	1
544	вот это	1	1
545	может в	1	1
546	другом месте	1	1
547	же должны	1	1
548	язык и	2	1
549	никак не	2	1
550	данном частном	1	1
551	одного из	1	1
552	и просто	1	1
553	можно сказать	2	1
554	в различных	2	1
555	с другой	7	1
556	на точку	2	1
557	а во	1	1
558	которые и	3	1
559	недоразумению так	1	1
560	от них	1	1
561	убедимся что	1	1
562	внешним образом	1	1
563	и предрассудков	1	1
564	крайней мере	1	1
565	чем и	1	1
566	и писать	1	1
567	состоящая в	1	1
568	интеллигенции и	2	1
569	в русском	2	1
570	может иметь	3	1
571	совершенно ином	1	1
572	и следует	2	1
573	эти последние	2	1
574	он есть	1	1
575	дело так	1	1
576	по своей	1	1
577	один из	4	1
578	а если	1	1
579	и дело	1	1
580	с ними	1	1
581	их даже	1	1
582	может оказаться	2	1
583	они могут	1	1
584	тот или	2	1
585	же и	1	1
586	в сторону	1	1
587	культурой и	1	1
588	и политической	1	1
589	если мы	7	1
590	вопроса о	3	1
591	о подготовке	1	1
592	только такое	1	1
593	здесь же	1	1
594	а то	2	1
595	этой новой	1	1
596	об отдельных	1	1
597	и обратно	1	1
598	конечно нет	1	1
599	за ним	1	1
600	он имеет	2	1
601	мы знаем	1	1
602	не радоваться	2	1
603	и их	1	1
604	в известной	1	1
605	могло бы	3	1
606	случае когда	3	1
607	не для	1	1
608	мы рассмотрели	1	1
609	связано с	1	1
610	и будет	1	1
611	то у	2	1
612	и экономической	1	1
613	превращается в	1	1
614	само собой	1	1
615	этой задачи	1	1
616	это будет	1	1
617	и придают	1	1
618	с общим	1	1
619	за ними	1	1
620	себе представить	2	1
621	следует подчеркнуть	2	1
622	может ли	1	1
623	говорить и	3	1
624	по своим	1	1
625	всякого другого	1	1
626	в странах	1	1
627	собой разумеется	1	1
628	и прежде	1	1
629	как же	3	1
630	еще и	2	1
631	что не	4	1
632	без особых	1	1
633	а на	1	1
634	на этот	2	1
635	которых мы	1	1
636	а наоборот	1	1
637	на которых	5	1
638	задачи а	1	1
639	в свете	2	1
640	понятие о	2	1
641	случае лишь	1	1
642	именно так	2	1
643	не об	1	1
644	наличности в	1	1
645	в связи	5	1
646	как элемент	1	1
647	следовало бы	1	1
648	в самой	1	1
649	как это	7	1
650	речь не	1	1
651	а самый	1	1
652	по своему	2	1
653	той и	1	1
654	смысле этого	2	1
655	также как	1	1
656	когда же	1	1
657	области внутренней	1	1
658	понял что	2	1
659	где это	1	1
660	на ней	1	1
661	громадное количество	1	1
662	в игнорировании	1	1
663	быть не	2	1
664	материал для	2	1
665	с этой	3	1
666	поэтому что	1	1
667	между прочим	8	1
668	такую картину	1	1
669	себе еще	1	1
670	с большой	1	1
671	тех или	1	1
672	которых он	1	1
673	к внешней	1	1
674	исключительно от	1	1
675	и представления	1	1
676	которая в	1	1
677	в те	1	1
678	к постижению	1	1
679	тем более	5	1
680	от всякого	1	1
681	к самому	1	1
682	нами не	1	1
683	а о	1	1
684	в свою	1	1
685	стать на	3	1
686	и поскольку	1	1
687	две или	1	1
688	к его	2	1
689	отношению к	2	1
690	для большинства	2	1
691	идеал и	1	1
692	только они	1	1
693	ни на	2	1
694	и культура	1	1
695	том числе	2	1
696	они не	3	1
