N	2gram	Berdyaev_V_1	Problema
327	есть то	1	1
328	которое может	1	1
329	здесь есть	1	1
330	о мире	1	1
331	не существует	1	1
332	к тому	3	1
333	в результате	1	1
334	мира и	1	1
335	которая в	1	1
336	к счастью	3	1
337	ее и	2	1
338	бы в	1	1
339	личность есть	1	1
340	вообще в	1	1
341	я в	1	1
342	жизни в	1	1
343	в которой	1	1
344	жизни и	3	1
345	нет что	1	1
346	это в	1	1
347	им и	1	1
