N	2gram	Potebnia_M_1	DiskursI
141	в различных	1	2
142	служит для	2	2
143	но как	3	2
144	за пределы	2	2
145	себя в	1	2
146	стороны и	2	2
147	что касается	1	2
148	хотя и	3	2
149	когда он	1	2
150	сознания в	2	2
151	с понятием	2	2
152	более или	1	2
153	в противоположность	1	2
154	то ли	1	2
155	в тех	1	2
156	в этой	3	2
157	так сказать	2	2
158	по словам	1	2
159	не следует	5	2
160	подобно тому	3	2
161	и по	6	2
162	на этом	1	2
163	так например	3	2
164	в каждом	4	2
165	могла бы	2	2
166	различие между	1	2
167	не сможет	1	2
168	того или	1	2
169	и тем	3	2
170	к области	1	2
171	не всегда	1	2
172	одного и	2	2
173	или менее	1	2
174	в г	2	2
175	при встрече	1	2
176	и без	3	2
177	мысли и	9	2
178	по крайней	2	2
179	и предполагает	1	2
180	возможно только	5	2
181	то с	1	2
182	по мере	6	2
183	не менее	6	2
184	что с	1	2
185	в науке	1	2
186	не могло	3	2
187	как формы	1	2
188	и его	5	2
189	крайней мере	2	2
190	уже о	1	2
191	сомнение в	1	2
192	значительной степени	2	2
193	мысли о	4	2
194	не есть	10	2
195	оно не	3	2
196	не ограничивается	2	2
197	как мы	2	2
198	с ее	2	2
199	говоря уже	1	2
200	языка и	17	2
201	что делает	1	2
202	приводит к	1	2
203	на том	1	2
204	в другом	1	2
205	было в	1	2
206	и вообще	3	2
207	в построении	1	2
208	о нем	1	2
209	во всяком	3	2
210	и что	10	2
211	одного из	2	2
212	это было	1	2
213	народного творчества	1	2
214	и во	3	2
215	к различным	1	2
216	и представляет	1	2
217	дело с	1	2
218	в какой	1	2
219	в разные	2	2
220	и ее	1	2
221	есть в	2	2
222	уже в	1	2
223	или даже	3	2
224	по выражению	1	2
225	и понимание	3	2
226	к мысли	2	2
227	слова в	2	2
228	в одном	8	2
229	сами по	1	2
230	в современном	1	2
231	как его	1	2
232	заметить что	2	2
233	никогда не	4	2
234	к которому	3	2
235	обратить внимание	1	2
236	более того	1	2
237	зависит от	5	2
238	его как	1	2
239	то она	2	2
240	более чем	1	2
241	что же	2	2
242	смысл в	1	2
243	в начале	2	2
244	к другим	2	2
245	говорящего и	1	2
246	не имея	1	2
247	или в	2	2
248	о котором	3	2
249	и все	3	2
250	не более	4	2
251	будто бы	1	2
252	указывает на	1	2
253	хотя в	3	2
254	не говоря	1	2
255	что даже	2	2
256	речи как	1	2
257	они не	1	2
258	к этому	1	2
259	человеческой речи	1	1
260	слова является	1	1
261	таком случае	2	1
262	чтобы не	2	1
263	сам по	1	1
264	и то	3	1
265	самом деле	1	1
266	на самом	1	1
267	разных степеней	1	1
268	переход от	1	1
269	состояний в	1	1
270	чего не	1	1
271	от своей	1	1
272	из его	1	1
273	видеть в	2	1
274	во-первых в	2	1
275	той же	3	1
276	языка которое	1	1
277	человеком и	3	1
278	из своих	1	1
279	в полной	1	1
280	но уже	2	1
281	из того	2	1
282	они были	1	1
283	форм в	1	1
284	язык вообще	3	1
285	себе а	1	1
286	самом исполнении	1	1
287	на них	1	1
288	значении и	1	1
289	ее к	1	1
290	а только	4	1
291	не то	1	1
292	только потому	3	1
293	себе и	1	1
294	мы называем	2	1
295	отличаются от	1	1
296	что они	1	1
297	вследствие чего	1	1
298	что во	2	1
299	же с	7	1
300	независимо от	6	1
301	его на	2	1
302	с их	1	1
303	и нет	1	1
304	там же	9	1
305	в противном	3	1
306	вопросом о	2	1
307	него других	1	1
308	тем же	2	1
309	следующим образом	1	1
310	лицу с	1	1
311	есть его	1	1
312	и условными	1	1
313	в которой	2	1
314	что это	3	1
315	таковы например	1	1
316	образом и	2	1
317	он в	1	1
318	в нашем	1	1
319	из этих	4	1
320	и пространства	1	1
321	мифа и	1	1
322	что к	2	1
323	но его	1	1
324	на то	2	1
325	их действия	1	1
326	человек не	1	1
327	быть только	5	1
328	этот процесс	1	1
329	что она	1	1
330	противном случае	3	1
331	она еще	1	1
332	том в	1	1
333	он не	3	1
334	к одному	2	1
335	в понятии	2	1
336	из виду	1	1
337	нашего времени	1	1
338	что ни	1	1
339	может существовать	1	1
340	актов речи	1	1
341	как нельзя	1	1
342	одно и	1	1
343	но все	2	1
344	положения что	1	1
345	не будет	2	1
346	где нет	1	1
347	и может	2	1
348	в мире	3	1
349	на все	2	1
350	при помощи	2	1
351	и других	4	1
352	с другими	1	1
353	от одного	1	1
354	человека только	1	1
355	может стать	1	1
356	которая как	1	1
357	то все	2	1
358	этом смысле	4	1
359	в психологических	1	1
360	например для	1	1
361	в жизни	3	1
362	могут представиться	1	1
363	эмпиризма и	1	1
364	нечто общее	1	1
365	для них	2	1
366	же образом	1	1
367	состояний как	1	1
368	о которых	2	1
369	с этой	2	1
370	с тем	5	1
371	в слове	8	1
372	со своими	1	1
373	мы видели	4	1
374	искать не	1	1
375	оно имеет	1	1
376	но язык	2	1
377	мы не	10	1
378	слова и	4	1
379	не мог	3	1
380	только тем	2	1
381	в этих	7	1
382	во время	1	1
383	и при	3	1
384	стремление не	1	1
385	что такое	1	1
386	таким же	2	1
387	заключать в	1	1
388	а как	2	1
389	с точки	3	1
390	общее потому	2	1
391	как произведение	1	1
392	не столько	1	1
393	что до	2	1
394	должны были	1	1
395	в памяти	1	1
396	обнаруживается в	2	1
397	нам только	1	1
398	его к	2	1
399	тем не	6	1
400	и эти	1	1
401	слушающий не	1	1
402	и более	2	1
403	не могли	2	1
404	том и	2	1
405	вместе со	1	1
406	если и	2	1
407	тем самым	4	1
408	как можно	1	1
409	виду что	1	1
410	она могла	1	1
411	самого начала	3	1
412	то чего	2	1
413	не имеет	5	1
414	дело в	2	1
415	и притом	4	1
416	особенности как	1	1
417	не по	4	1
418	образом в	1	1
419	но только	1	1
420	для всего	1	1
421	в отношениях	2	1
422	не вполне	1	1
423	для всех	5	1
424	не все	2	1
425	языка это	1	1
426	во всем	4	1
427	это слово	1	1
428	личного творчества	1	1
429	и теперь	1	1
430	на него	3	1
431	как будто	2	1
432	этом отношении	1	1
433	и делает	1	1
434	которому мы	1	1
435	что на	6	1
436	в каком	6	1
437	точке зрения	2	1
438	понятие как	1	1
439	и оно	1	1
440	к прежнему	1	1
441	уже были	1	1
442	не могут	4	1
443	и должно	2	1
444	когда мы	2	1
445	и вполне	1	1
446	в категориях	1	1
447	про себя	1	1
448	и другим	1	1
449	его с	2	1
450	отказаться от	1	1
451	если же	5	1
452	и это	3	1
453	к индивидуальной	1	1
454	своего развития	1	1
455	значения и	1	1
456	развития как	1	1
457	здесь не	1	1
458	и от	3	1
459	мысль о	2	1
460	только то	2	1
461	с самого	3	1
462	мнение что	1	1
463	с языком	2	1
464	те же	1	1
465	он говорит	1	1
466	мог бы	2	1
467	том как	3	1
468	мыслью и	2	1
469	не исчерпывается	1	1
470	если бы	14	1
471	в словах	3	1
472	из одного	3	1
473	деятельности в	2	1
474	к языку	2	1
475	но такая	2	1
476	сложившиеся в	2	1
477	вся ее	2	1
478	развития в	1	1
479	к одной	3	1
480	при котором	2	1
481	все прочие	1	1
482	иное значение	1	1
483	этого сказать	1	1
484	и исторический	1	1
485	утверждает что	2	1
486	на что	2	1
487	что его	1	1
488	нас в	1	1
489	не заключает	1	1
490	должно было	1	1
491	к истине	1	1
492	к нему	1	1
493	а потому	10	1
494	вслед за	1	1
495	наконец в	1	1
496	в теории	2	1
497	а его	3	1
498	еще только	2	1
499	и мы	1	1
500	это приводит	1	1
501	при самом	4	1
502	в формах	1	1
503	и постепенно	1	1
504	с ними	1	1
505	пришел к	1	1
506	вообще может	1	1
507	известного рода	1	1
508	деятельности по	2	1
509	в народе	2	1
510	которое мы	2	1
511	по мнению	3	1
512	или же	3	1
513	столетия и	1	1
514	к категориям	1	1
515	стороны он	1	1
516	употребление языка	1	1
517	только при	2	1
518	с двумя	1	1
519	не имеют	5	1
520	удовольствия но	1	1
521	вопроса о	2	1
522	только на	3	1
523	разные времена	2	1
524	языка возможно	1	1
525	то и	7	1
526	следовало бы	1	1
527	в виде	1	1
528	различия в	2	1
529	если в	1	1
530	связан в	1	1
531	слова не	2	1
532	человеческой деятельности	1	1
533	в известном	1	1
534	но для	1	1
535	за ним	2	1
536	очевидно что	3	1
537	и их	3	1
538	всяком случае	1	1
539	а понимание	1	1
540	в прошлом	1	1
541	очевидно не	1	1
542	может служить	1	1
543	друг друга	5	1
544	мы можем	2	1
545	не выходя	1	1
546	следует понимать	1	1
547	мы назвали	1	1
548	или напротив	1	1
549	для сохранения	1	1
550	значение чем	1	1
551	с участием	1	1
552	но эти	2	1
553	между которыми	1	1
554	в области	1	1
555	с другим	3	1
556	до сих	1	1
557	в разнообразии	1	1
558	этим путем	1	1
559	что человек	5	1
560	в каких	1	1
561	было бы	12	1
562	еще и	1	1
563	себя и	1	1
564	о ее	1	1
565	его из	1	1
566	зависит и	1	1
567	к более	1	1
568	только по	2	1
569	от этого	1	1
570	которое как	1	1
571	отношения в	1	1
572	бы назвать	1	1
573	ничем не	1	1
574	не на	1	1
575	которое по	1	1
576	речи это	1	1
577	что так	1	1
578	этом основании	1	1
579	разных местах	1	1
580	в одно	2	1
581	несмотря на	5	1
582	в связи	1	1
583	к сознанию	2	1
584	к лицу	1	1
585	но оно	3	1
586	в творчестве	1	1
587	вместе с	8	1
588	только его	1	1
589	членораздельных звуков	1	1
590	приводит в	1	1
591	их к	2	1
592	чем то	1	1
593	его собственной	1	1
594	лицом к	1	1
595	что всякое	1	1
596	да и	1	1
597	народный стих	1	1
598	направленного на	1	1
599	остается неизменным	1	1
600	предполагает в	2	1
601	не создает	2	1
602	для говорящих	1	1
603	таких актов	1	1
604	этого слова	1	1
605	только о	1	1
606	аналогии с	1	1
607	сих пор	1	1
608	как предмет	2	1
609	о его	2	1
610	природу и	1	1
611	в чем	1	1
612	в смысле	4	1
613	при всем	1	1
614	это новое	1	1
615	не достигает	1	1
616	при таком	4	1
617	не существует	2	1
618	от субъекта	1	1
619	понятно что	1	1
620	обнаруживается не	1	1
621	в результате	1	1
622	вопрос о	4	1
623	развития и	3	1
624	самое понимание	1	1
625	от того	4	1
626	тем более	2	1
627	мы должны	3	1
628	но это	5	1
629	лежит в	1	1
630	сказать нельзя	1	1
631	могли быть	1	1
632	отношением к	1	1
633	как нечто	1	1
634	речи и	10	1
635	быть признано	1	1
636	их с	1	1
637	и составляют	1	1
638	всех других	1	1
639	в голову	1	1
640	и другие	1	1
641	посредством слова	6	1
642	событий в	1	1
643	следует сказать	1	1
644	в таком	5	1
645	другое в	1	1
