N	2gram	Berdyaev_V_1	Myshleni
236	таким же	1	1
237	наших дней	1	1
238	этому же	1	1
239	еще с	1	1
240	и сделали	1	1
241	что я	3	1
242	что сделал	1	1
243	что было	2	1
244	по крайней	1	1
245	это дело	2	1
246	и великого	1	1
247	сознания или	1	1
248	раз и	1	1
249	на котором	1	1
250	и именно	1	1
251	есть путь	1	1
252	и всегда	1	1
253	говорят что	1	1
254	под этим	2	1
255	природы в	1	1
256	пути и	1	1
257	вот что	1	1
258	в сознании	1	1
259	вот в	1	1
260	в образах	1	1
261	ставит в	1	1
262	себя только	1	1
263	оно не	3	1
264	что человек	1	1
265	из всего	1	1
266	бы сделать	1	1
267	как не	3	1
268	не существует	1	1
269	к нам	2	1
270	на вершине	1	1
271	и говорит	1	1
272	во главе	2	1
273	образование в	1	1
274	живет в	1	1
275	что от	2	1
276	находится в	1	1
277	но к	1	1
278	которого не	1	1
279	мы указывали	1	1
280	но нет	1	1
281	что и	3	1
282	я вижу	1	1
283	это не	2	1
284	в форме	2	1
285	хотел бы	1	1
286	лишь к	1	1
287	это основной	1	1
288	это факт	1	1
289	и последнее	2	1
290	мы увидим	1	1
291	самом элементарном	1	1
292	в вопросе	3	1
293	которой так	1	1
294	по этому	3	1
295	тем чтобы	1	1
296	по законам	1	1
297	сознания так	1	1
298	слова не	1	1
299	каким образом	1	1
300	искать в	1	1
301	к ним	1	1
302	но что	1	1
303	у него	1	1
304	и никогда	2	1
305	бы все	1	1
306	ни для	1	1
307	в руки	1	1
308	и вместе	1	1
309	наконец не	1	1
310	не были	1	1
311	ней и	1	1
312	мы это	2	1
313	этом пути	1	1
314	что тот	1	1
315	что не	4	1
316	не нужна	3	1
317	к человеку	1	1
318	них и	1	1
319	не было	3	1
320	у человека	1	1
321	мы скажем	1	1
322	ничем не	1	1
323	сознания от	2	1
324	в недостаточной	1	1
325	вопросе о	2	1
326	это значит	1	1
327	бы вынести	1	1
328	только несколько	1	1
329	или всех	1	1
330	в одно	1	1
331	когда я	2	1
332	оно ни	1	1
333	для чего	1	1
334	стороны в	1	1
335	для них	2	1
336	с которыми	1	1
337	их к	1	1
338	нет еще	2	1
339	и столь	1	1
340	к жизни	1	1
341	у самого	1	1
342	человек с	1	1
343	чтобы сделать	2	1
344	общественной жизни	1	1
345	и новой	1	1
346	сознании и	1	1
347	но с	1	1
348	крайней мере	1	1
349	и для	3	1
350	от слова	1	1
351	указать на	1	1
352	это как	1	1
353	в силах	4	1
354	человек и	1	1
355	а к	2	1
356	у них	1	1
357	конце концов	1	1
358	основанное на	1	1
359	можно признать	1	1
360	потребность в	1	1
361	на части	1	1
362	к ее	1	1
363	связь с	1	1
364	не быть	1	1
365	другая его	1	1
366	как искать	1	1
367	есть и	1	1
368	ли они	1	1
369	и другие	1	1
370	это в	1	1
371	все что	4	1
