N	2gram	Nazirov_Tv_1	Sovremen
201	человека как	2	1
202	к которому	1	1
203	значит что	2	1
204	к нему	1	1
205	форму и	1	1
206	более и	1	1
207	известном смысле	1	1
208	один из	4	1
209	кроме того	1	1
210	одной из	4	1
211	главе мы	1	1
212	в действительности	1	1
213	только в	5	1
214	положение в	1	1
215	для ее	1	1
216	в этот	1	1
217	за собой	1	1
218	метода не	1	1
219	та же	4	1
220	в известном	1	1
221	этот вопрос	1	1
222	и у	2	1
223	и те	1	1
224	только на	2	1
225	вследствие этого	1	1
226	и если	1	1
227	а это	1	1
228	по самому	2	1
229	он не	8	1
230	его и	1	1
231	этом с	1	1
232	и их	1	1
233	центр тяжести	1	1
234	к одному	1	1
235	сами по	1	1
236	у читателя	1	1
237	вовсе не	5	1
238	для них	1	1
239	но что	1	1
240	не случайно	4	1
241	заключает в	1	1
242	в основу	1	1
243	науки в	1	1
244	это значит	1	1
245	не будет	2	1
246	а затем	2	1
247	нет нужды	1	1
248	одной стороны	1	1
249	живой жизни	2	1
250	или скажем	1	1
251	чем в	1	1
252	до сих	1	1
253	с другой	3	1
254	как у	1	1
255	дома и	1	1
256	современная наука	1	1
257	самом конце	1	1
258	именно в	2	1
259	должен был	1	1
260	весь мир	1	1
261	элементов и	1	1
262	ни в	1	1
263	но затем	1	1
264	не было	1	1
265	все равно	1	1
266	на которых	1	1
267	на друга	1	1
268	еще за	1	1
269	одна и	1	1
270	бы ее	1	1
271	жизни но	1	1
272	на эту	4	1
273	элемента в	1	1
274	их на	1	1
275	в связи	1	1
276	том что	11	1
277	все более	2	1
278	но если	3	1
279	так же	3	1
280	означало бы	1	1
281	схема его	1	1
282	представление о	3	1
283	и красота	2	1
284	xix века	6	1
285	в область	1	1
286	в данном	2	1
287	но эта	1	1
288	по крайней	2	1
289	и более	1	1
290	важную роль	1	1
291	человек с	1	1
292	жизни в	6	1
293	если нет	1	1
294	по себе	1	1
295	в своем	4	1
296	еще раз	1	1
297	сих пор	1	1
298	с ним	3	1
299	что эта	1	1
300	она не	1	1
301	что с	1	1
302	и тогда	1	1
303	не имеет	1	1
304	дело в	3	1
305	поэтому совершенно	1	1
306	в процессе	1	1
307	это уже	5	1
308	уже на	1	1
309	но только	2	1
310	и от	4	1
311	он с	1	1
312	только не	1	1
313	никогда не	3	1
314	или в	2	1
315	все свои	1	1
316	читателя что	1	1
317	это как	3	1
318	человек и	1	1
319	хотя и	3	1
320	жизни не	1	1
321	видим что	1	1
322	все они	1	1
323	и его	6	1
324	к живой	1	1
325	века с	2	1
326	связи с	1	1
327	ни было	1	1
328	же в	1	1
329	но это	5	1
330	этой области	1	1
331	всеми его	1	1
332	и из	1	1
333	ли это	1	1
334	не знает	2	1
335	сказать что	2	1
336	равно как	1	1
337	в духе	2	1
338	не что	1	1
339	свободы и	2	1
340	сравнительно с	1	1
341	человека в	6	1
342	в то	15	1
343	отметить что	1	1
344	мы по	1	1
345	в какой	1	1
346	просто не	3	1
347	и сильным	1	1
348	в своих	5	1
349	какая-нибудь одна	1	1
350	и снова	1	1
