N	2gram	Losev_Dial_1	SlovoVZh
355	же деле	1	1
356	своем значении	1	1
357	сознание и	1	1
358	в другом	2	1
359	сознания нет	1	1
360	зрения на	1	1
361	и из	3	1
362	или наконец	1	1
363	должно быть	3	1
364	говорить и	1	1
365	и мы	5	1
366	было бы	12	1
367	этом смысле	3	1
368	не находится	1	1
369	имеет и	1	1
370	и тем	1	1
371	один и	1	1
372	кажется что	1	1
373	но есть	2	1
374	что для	3	1
375	говорит о	5	1
376	для них	1	1
377	но уже	2	1
378	люди не	1	1
379	не было	6	1
380	а с	2	1
381	не знает	2	1
382	все равно	3	1
383	далеко не	1	1
384	и самый	1	1
385	в ее	1	1
386	не привнося	2	1
387	не всегда	1	1
388	он имеет	1	1
389	одна и	2	1
390	нам совершенно	1	1
391	несмотря на	10	1
392	они являются	1	1
393	наука до	1	1
394	при более	1	1
395	о чем	2	1
396	форма и	1	1
397	же не	1	1
398	и тогда	2	1
399	со всей	2	1
400	и становится	1	1
401	или менее	3	1
402	формы для	1	1
403	но если	5	1
404	в частности	2	1
405	видели в	1	1
406	то он	2	1
407	нас не	2	1
408	именно и	1	1
409	и без	1	1
410	как одно	1	1
411	то есть	1	1
412	к одному	1	1
413	свой смысл	2	1
414	не могут	1	1
415	только об	1	1
416	так мы	1	1
417	что я	3	1
418	и другого	2	1
419	наряду с	1	1
420	этого содержания	1	1
421	ни была	1	1
422	но эта	3	1
423	которые в	1	1
424	всегда имеет	1	1
425	сами по	1	1
426	одному и	1	1
427	по крайней	4	1
428	из этой	1	1
429	того кто	2	1
430	и почти	3	1
431	мы еще	1	1
432	что например	1	1
433	для нее	2	1
434	зрения и	1	1
435	или хотя	2	1
436	эти вопросы	1	1
437	и вся	1	1
438	на другое	1	1
439	и тому	1	1
440	по мере	2	1
441	природу и	1	1
442	вне ее	1	1
443	самого начала	1	1
444	как о	2	1
445	для эстетики	1	1
446	искусством и	1	1
447	в науке	3	1
448	она должна	2	1
449	тех или	3	1
450	не является	3	1
451	непосредственно и	1	1
452	в основе	3	1
453	только одна	1	1
454	время как	2	1
455	конечно эта	1	1
456	уже на	1	1
457	при таком	1	1
458	того чтобы	1	1
459	чем не	1	1
460	не существует	7	1
461	это мы	4	1
462	в результате	1	1
463	в коем	1	1
464	человек и	1	1
465	чтобы убедиться	1	1
466	только и	4	1
467	в качестве	2	1
468	имеем дело	1	1
469	же время	4	1
470	от него	4	1
471	было на	1	1
472	еще более	3	1
473	тем более	2	1
474	не должен	1	1
475	как явление	1	1
476	мы должны	5	1
477	ровно ничего	5	1
478	по своей	1	1
479	дана в	3	1
480	а лишь	3	1
481	это та	1	1
482	них и	1	1
483	же он	2	1
484	связи с	1	1
485	можно только	2	1
486	не нужен	1	1
487	науке о	1	1
488	в искусстве	1	1
489	здесь же	1	1
490	случае нельзя	1	1
491	это уже	1	1
492	уже и	3	1
493	как будто	1	1
494	этом отношении	2	1
495	не нуждается	5	1
496	жизни в	1	1
497	себе с	1	1
498	приближается к	1	1
499	может и	4	1
500	больше того	4	1
501	и третье	1	1
502	с ней	2	1
503	только как	2	1
504	явление или	1	1
505	и оно	1	1
506	и сейчас	2	1
507	когда мы	1	1
508	именно такую	1	1
509	есть только	5	1
510	строй и	1	1
511	я и	1	1
512	должны быть	1	1
513	в определенную	1	1
514	можно сравнить	1	1
515	того о	1	1
516	что оно	5	1
517	к другим	1	1
518	пространстве и	2	1
519	суждения и	1	1
520	и эта	2	1
521	но смягченная	1	1
522	как некая	2	1
523	в таком	1	1
524	во всяком	4	1
525	они не	1	1
526	к тому	4	1
