N	2gram	Potebnia_M_4	Tragedij
127	в виде	2	2
128	в душе	1	2
129	не так	2	2
130	в известной	1	2
131	в одном	4	2
132	друг друга	2	2
133	тем что	10	2
134	как же	4	2
135	только к	1	2
136	под влиянием	1	2
137	было в	3	2
138	с первого	1	2
139	в данном	4	2
140	от всего	1	2
141	потому что	33	2
142	состоит из	1	2
143	в частности	1	2
144	только о	2	2
145	по поводу	4	2
146	по сей	1	2
147	во сне	2	2
148	в таком	4	2
149	точно так	2	2
150	а между	4	1
151	ли мы	1	1
152	ту же	3	1
153	также что	1	1
154	и т	7	1
155	одним из	1	1
156	например в	3	1
157	в сфере	1	1
158	обращается в	1	1
159	от самой	1	1
160	человека и	3	1
161	сам по	4	1
162	а из	1	1
163	и др	2	1
164	самом деле	3	1
165	можно выразиться	1	1
166	к своей	1	1
167	на деле	2	1
168	и есть	3	1
169	загробной жизни	1	1
170	в мыслях	1	1
171	должна быть	1	1
172	не думает	1	1
173	той же	3	1
174	то для	1	1
175	не встречает	1	1
176	в шутку	1	1
177	и новые	1	1
178	слов как	2	1
179	идеи не	1	1
180	не вполне	2	1
181	ему в	1	1
182	в виду	3	1
183	в ней	2	1
184	себе этого	1	1
185	в xix	1	1
186	без которой	1	1
187	быть в	1	1
188	или от	3	1
189	в чем	1	1
190	во всех	1	1
191	мысль что	3	1
192	но не	1	1
193	могло быть	1	1
194	но как	1	1
195	значение и	2	1
196	тогда как	4	1
197	за пределы	1	1
198	в истории	4	1
199	мысль о	6	1
200	неизмеримо более	1	1
201	и хотя	3	1
202	то в	3	1
203	в которой	6	1
204	при создании	1	1
205	он в	1	1
206	бы не	3	1
207	уважения к	1	1
208	и отношения	1	1
209	имеет для	5	1
210	только один	1	1
211	этого образа	1	1
212	жизнь как	1	1
213	если он	1	1
214	человек не	2	1
215	и если	3	1
216	вообще не	1	1
217	по-видимому не	2	1
218	так сказать	5	1
219	перестает быть	1	1
220	и еще	1	1
221	не значит	2	1
222	к одному	3	1
223	не как	2	1
224	этого лица	1	1
225	и по	3	1
226	на этом	1	1
227	таким образом	24	1
228	от нее	1	1
229	здесь мы	2	1
230	из предшествующего	1	1
231	в другом	1	1
232	видит что	1	1
233	и чтобы	1	1
234	на все	1	1
235	лишь в	3	1
236	это было	2	1
237	заключается в	1	1
238	известно что	6	1
239	быть не	2	1
240	а это	1	1
241	из первых	1	1
242	этом мы	2	1
243	но уже	3	1
244	в них	3	1
245	всю жизнь	1	1
246	когда я	7	1
247	говорится о	2	1
248	ведет к	3	1
249	в развитии	1	1
250	и прямо	1	1
251	же мысль	1	1
252	обратимся к	1	1
253	перед собой	1	1
254	но если	1	1
255	и при	2	1
256	в своей	1	1
257	этой связи	1	1
258	как искусство	3	1
259	к истории	1	1
260	взгляд на	1	1
261	в такой	1	1
262	в котором	4	1
263	значение для	1	1
264	стало быть	8	1
265	но он	1	1
266	тем не	4	1
267	на мысль	4	1
268	на всю	1	1
269	по себе	11	1
270	тому что	2	1
271	нет тайн	1	1
272	и прозе	1	1
273	перед собою	2	1
274	не менее	5	1
275	играть в	1	1
276	что эта	1	1
277	она не	2	1
278	вместе и	2	1
279	самого начала	2	1
280	на котором	4	1
281	того как	6	1
282	например что	2	1
283	значение этого	2	1
284	только не	3	1
285	как во	1	1
286	судя по	2	1
287	в самой	2	1
288	нечто большее	1	1
289	или как	1	1
290	и притом	2	1
291	к ней	2	1
292	связь и	2	1
293	для нас	14	1
294	особое значение	1	1
295	связи с	3	1
296	без слов	1	1
297	что на	2	1
298	в области	2	1
299	перед ним	1	1
300	никакого значения	2	1
301	значение только	1	1
302	разрушает эту	1	1
303	могут быть	7	1
304	уже было	2	1
305	его с	1	1
306	указывает на	2	1
307	не есть	9	1
308	свое значение	1	1
309	что при	1	1
310	утверждать что	1	1
311	в применении	1	1
312	с образом	1	1
313	образы и	3	1
314	как мы	2	1
315	и о	4	1
316	того чтобы	4	1
317	с самого	1	1
318	роль в	1	1
319	человека с	1	1
320	чтобы разъяснить	1	1
321	x у	1	1
322	можно было	2	1
323	на нее	3	1
324	когда его	1	1
325	случае что	1	1
326	передается и	1	1
327	на них	1	1
328	быть может	4	1
329	своего происхождения	2	1
330	но становится	1	1
331	а по	1	1
332	себя а	1	1
333	это происходит	1	1
334	на вопрос	4	1
335	знает но	1	1
336	но мы	2	1
337	после того	2	1
338	а также	1	1
339	нас от	1	1
340	внешней формы	1	1
341	от него	2	1
342	все в	2	1
343	связь между	3	1
344	доходит до	1	1
345	между тем	9	1
346	стояли на	1	1
347	я вижу	2	1
348	в форме	1	1
349	для самого	2	1
350	того что	14	1
351	он есть	1	1
352	при самом	1	1
353	мы видим	2	1
354	с ними	3	1
355	ответа на	1	1
356	что даже	2	1
357	этом состоит	1	1
358	только в	15	1
359	во всем	1	1
360	как нечто	1	1
361	в обществе	2	1
362	важной и	1	1
363	с одной	1	1
364	именно на	2	1
365	лишь бы	1	1
366	эти образы	2	1
367	есть в	5	1
368	носит в	1	1
369	так можно	1	1
370	мы бы	2	1
371	только на	4	1
372	дело с	1	1
373	чтобы он	1	1
374	свидетельствует о	1	1
375	но самое	2	1
376	в понятие	2	1
377	но от	1	1
378	на столе	1	1
379	одно из	1	1
380	и их	3	1
381	всяком случае	3	1
382	могло бы	1	1
383	слова в	3	1
384	т п	4	1
385	ее не	3	1
386	к ним	2	1
387	ту сторону	1	1
388	и вместе	3	1
389	рядом с	1	1
390	даже не	2	1
391	с другим	1	1
392	вопрос об	1	1
393	именно в	3	1
394	что не	6	1
395	не было	12	1
396	на этот	2	1
397	частью его	1	1
398	в ребенке	2	1
399	а не	12	1
400	с которым	2	1
401	именно так	1	1
402	его как	1	1
403	не быть	1	1
404	этом случае	5	1
405	в связи	1	1
406	вместо ответа	1	1
407	виде в	2	1
408	более чем	3	1
409	вспомнить что	1	1
410	эти слова	1	1
411	вместе с	6	1
412	до этого	3	1
413	ко всем	3	1
414	и потому	10	1
415	эта связь	2	1
416	в человеке	1	1
417	не из	5	1
418	xix века	1	1
419	если так	2	1
420	всего предшествующего	1	1
421	в той	4	1
422	смысле этого	1	1
423	него есть	1	1
424	для понимания	2	1
425	этого слова	7	1
426	от литературных	1	1
427	из трех	1	1
428	известной степени	3	1
429	тем и	6	1
430	при таком	1	1
431	об отношении	2	1
432	в двух	2	1
433	о нем	1	1
434	из себя	2	1
435	бы в	2	1
436	и совершенно	1	1
437	хотя бы	4	1
438	только что	3	1
439	я в	2	1
440	имеет целью	1	1
441	из тех	2	1
442	как есть	1	1
443	что под	1	1
444	есть и	2	1
445	может ли	1	1
446	в голову	2	1
447	но еще	1	1
448	а нечто	2	1
449	и эта	1	1
450	это в	1	1
451	во всяком	5	1
