N	2gram	Tiupa_Hudo_2	Komedia
269	в поисках	1	1
270	отнюдь не	2	1
271	с собой	2	1
272	в своем	5	1
273	потребность в	2	1
274	в полном	1	1
275	когда он	1	1
276	его к	1	1
277	нового и	1	1
278	и к	2	1
279	до высшей	1	1
280	самом начале	1	1
281	над собой	1	1
282	и недовольство	1	1
283	говорится в	2	1
284	за все	1	1
285	то в	4	1
286	за собой	1	1
287	жизни к	1	1
288	всего лишь	3	1
289	из жизни	1	1
290	что это	5	1
291	так или	1	1
292	представляет собой	1	1
293	он в	1	1
294	что же	2	1
295	бы не	3	1
296	из этих	2	1
297	приводит к	2	1
298	только на	5	1
299	остановиться на	1	1
300	и тот	1	1
301	быть объяснена	1	1
302	самую суть	1	1
303	роль в	2	1
304	ее как	1	1
305	как он	3	1
306	претендует на	1	1
307	не могла	5	1
308	что одна	1	1
309	в поэтике	1	1
310	к миру	1	1
311	от которого	2	1
312	готовности к	1	1
313	состоит в	7	1
314	по существу	1	1
315	у читателя	1	1
316	не могли	1	1
317	подобно тому	4	1
318	людей и	1	1
319	что она	7	1
320	последнее слово	1	1
321	но все	1	1
322	человека в	4	1
323	значительной степени	1	1
324	на мать	1	1
325	что все	3	1
326	же не	2	1
327	им как	1	1
328	об этом	7	1
329	а его	1	1
330	то есть	1	1
331	зрения на	2	1
332	это было	2	1
333	дома и	1	1
334	перед нами	11	1
335	любовь к	1	1
336	в жизни	8	1
337	становится свидетелем	2	1
338	видно как	1	1
339	а с	3	1
340	соответствии с	3	1
341	в самую	1	1
342	всю жизнь	1	1
343	и уже	4	1
344	которой он	1	1
345	которой на	1	1
346	жизни но	1	1
347	с такой	2	1
348	пародия на	4	1
349	слова и	1	1
350	в этих	3	1
351	в ходе	1	1
352	женщин и	1	1
353	а как	2	1
354	наших дней	1	1
355	в город	1	1
356	он понимал	1	1
357	в мы	1	1
358	читателю то	1	1
359	стало быть	1	1
360	мнения и	1	1
361	теми же	1	1
362	видно что	1	1
363	и более	1	1
364	абсолютная истина	1	1
365	том же	1	1
366	по себе	1	1
367	не была	1	1
368	чувствовала себя	3	1
369	тому что	4	1
370	вызывает сомнений	1	1
371	она могла	1	1
372	и другое	1	1
373	самого начала	1	1
374	если в	2	1
375	на себе	1	1
376	и сама	4	1
377	своего героя	1	1
378	не по	2	1
379	не вызывает	1	1
380	того чтобы	4	1
381	чем не	1	1
382	видят в	1	1
383	к концу	1	1
384	в тексте	5	1
385	следует что	1	1
386	не столь	1	1
387	что на	3	1
388	ему не	1	1
389	может показаться	1	1
390	и для	2	1
391	по своим	1	1
392	к себе	3	1
393	лермонтова не	1	1
394	еще одна	2	1
395	решающая роль	1	1
396	узнаем о	1	1
397	его с	1	1
398	в поле	1	1
399	в каждом	1	1
400	времени или	1	1
401	такова в	1	1
402	и это	3	1
403	трагедия скажем	1	1
404	литературного творчества	1	1
405	в театре	1	1
406	от друга	1	1
407	но при	3	1
408	это только	1	1
409	данном случае	2	1
410	особенно в	1	1
411	с самого	1	1
412	говорить о	2	1
413	в дальнейшем	1	1
414	и когда	1	1
415	можно было	3	1
416	те же	2	1
417	каждого из	1	1
418	участия в	1	1
419	иногда в	1	1
420	когда в	3	1
421	по ее	1	1
422	мира и	1	1
423	наше внимание	1	1
424	жизнь и	1	1
425	в последней	2	1
426	один человек	2	1
427	с ним	7	1
428	в каждой	1	1
429	одно это	2	1
430	о ней	1	1
431	о нем	2	1
432	упускать из	1	1
433	не означает	1	1
434	в драматическом	1	1
435	и внутреннее	1	1
436	и что	1	1
437	в глаза	1	1
438	объяснение в	1	1
439	все его	3	1
440	размышляя о	1	1
441	в значительной	1	1
442	как было	1	1
443	это была	3	1
444	жизни он	2	1
445	жили в	1	1
446	на ее	3	1
447	в родном	3	1
448	ко всей	1	1
449	борьбе с	1	1
450	что хотел	1	1
451	и только	2	1
452	даже для	1	1
453	наконец в	1	1
454	внешнее и	1	1
455	различия между	2	1
456	которая как	1	1
457	места и	1	1
458	того что	1	1
459	сразу же	1	1
460	в двух	2	1
461	идет по	2	1
462	дело с	2	1
463	нуждается в	2	1
464	за столом	1	1
465	всю ее	1	1
466	но ни	1	1
467	хотя бы	2	1
468	здесь ни	1	1
469	течение всей	1	1
470	согласно которой	1	1
471	во времени	1	1
472	за ней	1	1
473	себя в	8	1
474	так что	1	1
475	в т	2	1
476	оказывается в	1	1
477	завершение в	1	1
478	ни одного	2	1
479	больше не	1	1
480	же из	1	1
481	со временем	1	1
482	действующего лица	1	1
483	не принимает	1	1
484	личностью в	2	1
485	в душе	8	1
486	собой на	1	1
487	за ним	1	1
488	где бы	1	1
489	к своим	1	1
490	по случаю	1	1
491	себе в	2	1
492	представить себе	1	1
493	среди которых	1	1
494	о которой	2	1
495	не видеть	2	1
496	может служить	1	1
497	не случайно	10	1
498	от того	1	1
499	на том	1	1
500	ее на	2	1
501	разговоре с	2	1
502	для того	4	1
503	друг от	1	1
504	и толстой	1	1
505	на уровне	1	1
506	простой народ	1	1
507	нам не	1	1
508	или иначе	1	1
509	последнего в	1	1
510	этого человека	1	1
511	не вспомнить	2	1
512	этой роли	1	1
513	воспоминания о	1	1
514	на которых	1	1
515	противоречие между	2	1
516	в соответствии	3	1
517	превращается в	4	1
518	вторая половина	1	1
519	именно так	2	1
520	человек есть	1	1
521	долгое время	1	1
522	о чем	8	1
523	своего друга	1	1
524	стороны в	1	1
525	и она	1	1
526	эти слова	1	1
527	и а	2	1
528	и потому	1	1
529	в разговоре	1	1
530	в данном	2	1
531	к жизни	1	1
532	мы узнаем	1	1
533	в той	1	1
534	тому как	4	1
535	в ответ	3	1
536	есть мера	1	1
537	как бы	5	1
538	а потом	1	1
539	сам не	2	1
540	из облаков	1	1
541	в это	3	1
542	с этой	1	1
543	в условиях	1	1
544	о его	2	1
545	что нет	1	1
546	спор о	1	1
547	со всей	2	1
548	за его	1	1
549	ее внешней	1	1
550	вспомнить что	1	1
551	это уже	2	1
552	в духе	2	1
553	в третьем	1	1
554	бы в	1	1
555	еще более	1	1
556	но зато	1	1
557	ты это	1	1
558	мы ничего	1	1
559	каких-то людей	1	1
560	которым можно	1	1
561	обстоит дело	1	1
562	отношении к	1	1
563	в общем	1	1
564	бы с	2	1
565	и выявляется	1	1
566	сообщения о	1	1
567	деревья и	1	1
568	с ней	1	1
569	не знает	1	1
570	сказать что	2	1
571	но чем	1	1
572	совершенно не	1	1
573	не замечать	1	1
574	ли он	2	1
575	ориентации на	1	1
576	на это	1	1
577	жизни и	6	1
578	человека к	1	1
579	к этой	1	1
580	и другие	5	1
581	и эта	2	1
582	это в	1	1
583	гораздо более	2	1
584	как на	2	1
585	в таком	1	1
586	в роли	2	1
587	том числе	1	1
