N	2gram	Savitsky_P_1	Narrotol
211	далеко не	1	1
212	на основании	1	1
213	в ее	2	1
214	с тем	3	1
215	но каждый	1	1
216	и само	1	1
217	ведет к	1	1
218	может идти	1	1
219	нисколько не	1	1
220	есть некоторая	1	1
221	или менее	1	1
222	отрыве от	1	1
223	в котором	4	1
224	с точки	3	1
225	в которых	5	1
226	идти в	1	1
227	теми же	1	1
228	что было	1	1
229	и наоборот	1	1
230	в предыдущем	1	1
231	что эта	1	1
232	своих интересов	1	1
233	внимание к	1	1
234	что происходит	1	1
235	для каждого	1	1
236	которая неизбежно	1	1
237	своего существования	1	1
238	с и	1	1
239	и уже	1	1
240	они являются	1	1
241	это сделать	1	1
242	в перспективе	2	1
243	это от	1	1
244	с другом	1	1
245	охватывает собою	1	1
246	в момент	1	1
247	церкви в	1	1
248	могут быть	3	1
249	по характеру	2	1
250	подчеркнуть что	1	1
251	должен быть	1	1
252	средств в	1	1
253	как по	1	1
254	только то	1	1
255	свидетельство о	1	1
256	из двух	1	1
257	на нее	1	1
258	не с	1	1
259	ясно что	1	1
260	живет в	1	1
261	осуществляется в	2	1
262	с собой	1	1
263	смысла она	1	1
264	какой она	1	1
265	является в	2	1
266	и вся	1	1
267	это но	1	1
268	и здесь	1	1
269	для нас	2	1
270	в значительной	2	1
271	в отрыве	1	1
272	во всех	2	1
273	что и	1	1
274	не более	1	1
275	к истине	1	1
276	вслед за	3	1
277	также в	1	1
278	в преодолении	1	1
279	и мы	2	1
280	в формах	1	1
281	тот же	3	1
282	взывает к	1	1
283	бы из	1	1
284	бы ни	2	1
285	их не	1	1
286	с одной	3	1
287	но о	2	1
288	уже в	1	1
289	в душе	1	1
290	представить себе	1	1
291	само по	1	1
292	в случаях	1	1
293	не просто	1	1
294	в последние	2	1
295	на будущее	1	1
296	в исторической	1	1
297	в делах	1	1
298	он живет	1	1
299	который не	1	1
300	чем тот	1	1
301	для этого	1	1
302	а с	1	1
303	выступает в	1	1
304	одной стороны	3	1
305	там где	1	1
306	на фоне	1	1
307	в творчестве	1	1
308	так же	1	1
309	из мира	1	1
310	и потому	4	1
311	в рамках	1	1
312	над ним	1	1
313	в церковь	1	1
314	она есть	3	1
315	наряду с	3	1
316	и смысла	1	1
317	ней не	2	1
318	все это	2	1
319	есть знак	1	1
320	числе и	1	1
321	и где	1	1
322	случаях когда	1	1
323	о котором	1	1
324	еще более	2	1
325	тем более	2	1
326	отношении к	5	1
327	поскольку не	1	1
328	взгляда на	2	1
329	действие которое	1	1
330	более или	1	1
331	частности в	1	1
332	к этой	1	1
333	русской литературы	1	1
334	том числе	2	1
335	они не	1	1
