N	2gram	Bakhtin_Fr_2	KFilosof
273	к этому	1	2
274	говоря о	1	1
275	также и	3	1
276	человека и	3	1
277	целого и	2	1
278	утверждение что	1	1
279	в эстетике	2	1
280	в средние	9	1
281	тем же	1	1
282	здесь и	1	1
283	как необходимый	1	1
284	всем что	2	1
285	и до	4	1
286	моменты его	1	1
287	что эти	1	1
288	видеть в	2	1
289	действительности и	1	1
290	отношения к	4	1
291	шире и	1	1
292	свой мир	1	1
293	мы уже	6	1
294	той же	1	1
295	из всех	1	1
296	здесь нам	1	1
297	но никто	1	1
298	не делает	1	1
299	бы что	1	1
300	что уже	1	1
301	единство и	1	1
302	время от	1	1
303	науки и	1	1
304	он как	2	1
305	его только	2	1
306	вся система	1	1
307	и ее	1	1
308	как я	1	1
309	конечно и	1	1
310	выхода в	1	1
311	и он	1	1
312	всех сторон	1	1
313	целом есть	1	1
314	не был	3	1
315	включенный в	1	1
316	в различных	1	1
317	и мира	1	1
318	в нашем	2	1
319	как если	1	1
320	мы будем	1	1
321	рождение и	1	1
322	за которую	1	1
323	в истории	6	1
324	выйти из	1	1
325	которую и	1	1
326	относятся к	1	1
327	хотя и	2	1
328	и наконец	1	1
329	и к	4	1
330	где все	1	1
331	в самом	3	1
332	в которой	1	1
333	а чисто	1	1
334	мою жизнь	1	1
335	есть для	2	1
336	на то	2	1
337	их а	1	1
338	перевести его	1	1
339	этот процесс	4	1
340	на его	2	1
341	жива и	1	1
342	главным образом	1	1
343	оно было	1	1
344	было с	1	1
345	перестает быть	2	1
346	образом и	1	1
347	но прежде	3	1
348	содержит в	2	1
349	их в	3	1
350	единственный факт	1	1
351	его от	1	1
352	и по	1	1
353	на этом	1	1
354	будем говорить	1	1
355	значительной степени	2	1
356	этом последнем	1	1
357	том же	1	1
358	с соответствующим	1	1
359	а затем	3	1
360	было конечно	2	1
361	об этом	1	1
362	связанных с	3	1
363	и с	6	1
364	а их	1	1
365	то есть	32	1
366	он есть	1	1
367	связанная с	2	1
368	к миру	1	1
369	должен был	2	1
370	и рядом	1	1
371	говорить в	1	1
372	политики и	1	1
373	нашего исследования	1	1
374	освободиться от	1	1
375	были в	2	1
376	одна и	1	1
377	несмотря на	3	1
378	все моменты	1	1
379	чем в	1	1
380	элемента в	1	1
381	в один	1	1
382	не мог	1	1
383	лучше всего	1	1
384	в этих	4	1
385	контекст в	1	1
386	его сила	1	1
387	художественного творчества	1	1
388	понятен и	1	1
389	и отчетливый	1	1
390	не становится	1	1
391	всяком случае	2	1
392	то для	1	1
393	своих моментах	1	1
394	от времени	1	1
395	свой смысл	1	1
396	направлен на	3	1
397	значение для	1	1
398	культуры можно	1	1
399	выходит из	1	1
400	не будем	1	1
401	совершенно иначе	1	1
402	исключительно на	1	1
403	но он	6	1
404	творчества и	1	1
405	над всеми	1	1
406	новое и	1	1
407	к каждому	1	1
408	сознании в	1	1
409	в отношении	2	1
410	она не	1	1
411	как о	1	1
412	здесь лишь	1	1
413	одна из	4	1
414	первая часть	1	1
415	здесь на	1	1
416	и имеет	1	1
417	определенного и	1	1
418	для всего	1	1
419	только не	1	1
420	слово и	1	1
421	он пытается	1	1
422	этих последних	3	1
423	место это	1	1
424	определения как	1	1
425	существенная связь	2	1
426	отдельного человека	1	1
427	мире и	3	1
428	к этим	3	1
429	и теперь	1	1
430	здесь же	2	1
431	то этот	1	1
432	не является	1	1
433	точке зрения	1	1
434	только от	1	1
435	есть только	1	1
436	во все	2	1
437	конца в	1	1
438	всего в	1	1
439	к тому	1	1
440	т.е к	1	1
441	жизни этих	1	1
442	всего что	2	1
443	имеет место	1	1
444	существенный момент	1	1
445	правда не	1	1
446	своего развития	3	1
447	и о	4	1
448	с ее	3	1
449	что все	1	1
450	как не	1	1
451	и завершенное	1	1
452	стороне и	1	1
453	средних веков	2	1
454	и от	1	1
455	характер и	4	1
456	бы действительно	1	1
457	него самого	1	1
458	культуры на	1	1
459	являются лишь	1	1
460	именно момент	1	1
461	что может	1	1
462	особенно в	2	1
463	подойти к	1	1
464	можно только	1	1
465	поэтому в	1	1
466	в настоящее	1	1
467	и даже	2	1
468	но эту	1	1
469	образом в	1	1
470	и смерть	1	1
471	и начало	1	1
472	на все	3	1
473	другими словами	3	1
474	настоящее время	1	1
475	второй половине	1	1
476	к действительности	1	1
477	только за	1	1
478	можно сказать	2	1
479	в значительной	3	1
480	ни на	1	1
481	и во	4	1
482	а во	1	1
483	и новое	1	1
484	как высшую	1	1
485	необходимый момент	1	1
486	существенного для	1	1
487	нуждается в	2	1
488	подлежит сомнению	1	1
489	но нельзя	1	1
490	уже во	2	1
491	если это	1	1
492	к ней	2	1
493	в лучшем	1	1
494	и справедливости	1	1
495	в литературе	6	1
496	ровно ничего	1	1
497	жизнь на	1	1
498	один из	7	1
499	мы видим	1	1
500	одной из	2	1
501	в какой	1	1
502	и кажется	1	1
503	поэтому и	1	1
504	оживает и	1	1
505	биологический и	1	1
506	в большинстве	1	1
507	только на	1	1
508	нужно еще	1	1
509	только тогда	1	1
510	и чисто	4	1
511	большинстве случаев	1	1
512	которому и	1	1
513	в данной	1	1
514	одно из	1	1
515	христа в	1	1
516	себе в	2	1
517	никто не	2	1
518	наше время	1	1
519	переведены в	1	1
520	так как	6	1
521	мы можем	2	1
522	как раз	1	1
523	смерти и	4	1
524	но из	1	1
525	чувствует себя	1	1
526	и которым	1	1
527	она и	1	1
528	и теоретически	1	1
529	и т.п	11	1
530	здесь в	6	1
531	и самая	1	1
532	во второй	1	1
533	и др	9	1
534	нового времени	4	1
535	притом не	1	1
536	превращается в	3	1
537	и своего	2	1
538	моментов и	1	1
539	он становится	1	1
540	здесь этот	1	1
541	связь с	3	1
542	отношение ко	1	1
543	эти слова	1	1
544	вместе с	2	1
545	отдельных областей	1	1
546	книге о	2	1
547	в духе	4	1
548	этого момента	2	1
549	из которых	1	1
550	еще на	1	1
551	над ним	1	1
552	ли его	1	1
553	момент как	1	1
554	и всей	1	1
555	истины в	1	1
556	это значит	1	1
557	в человеке	1	1
558	и менее	1	1
559	он начинает	1	1
560	здесь анализ	1	1
561	своей жизни	1	1
562	о его	1	1
563	самого и	1	1
564	любовь с	1	1
565	вне его	1	1
566	ее можно	1	1
567	и единого	1	1
568	для выражения	1	1
569	ведь можно	1	1
570	его никогда	1	1
571	не существует	1	1
572	не подлежит	2	1
573	такие которые	1	1
574	приобретает значение	1	1
575	всего можно	1	1
576	в эту	5	1
577	не более	1	1
578	мы должны	2	1
579	творчества но	2	1
580	все они	1	1
581	же в	3	1
582	за этим	1	1
583	но оно	1	1
584	с ней	1	1
585	поэтому мы	1	1
586	средние века	8	1
587	равно как	1	1
588	того же	1	1
589	является и	1	1
590	одновременно и	1	1
591	культуры в	1	1
592	включает в	2	1
593	но эти	3	1
594	ее в	2	1
595	и будущего	1	1
596	по поводу	2	1
597	это в	2	1
598	не превращается	1	1
599	во всяком	2	1
600	все что	2	1
