N	2gram	Tiupa_Anal_2	Literetu
217	вплоть до	1	2
218	дело не	2	2
219	мышления и	1	2
220	жизни не	1	2
221	лермонтовское нет	1	2
222	и является	4	2
223	в сознании	4	2
224	замкнутого круга	1	2
225	как будто	3	2
226	этом отношении	3	2
227	коммуникативном событии	1	2
228	могут быть	10	2
229	этой причине	1	2
230	к тому	7	2
231	в поле	4	2
232	объект и	1	2
233	байрон я	1	2
234	в себя	4	2
235	но при	1	2
236	своем составе	3	2
237	самим собою	1	2
238	для читателя	2	2
239	классического реализма	2	2
240	художественной практики	1	2
241	роль в	2	2
242	читателя в	4	2
243	обращаясь к	2	2
244	по этой	1	2
245	в мире	6	2
246	м.л гаспарова	1	2
247	имеется в	1	2
248	различного рода	1	2
249	или иной	3	2
250	является по	1	2
251	в другом	1	2
252	о том	7	2
253	оставляет места	1	2
254	с одной	5	2
255	воздействия на	1	2
256	между тем	2	2
257	хотя бы	1	2
258	от автора	2	2
259	в текст	2	2
260	только на	3	2
261	то и	1	2
262	нет я	1	2
263	по выражению	2	2
264	сознание читателя	1	2
265	для него	4	2
266	не случайно	8	2
267	тем что	3	2
268	с действительностью	2	2
269	одной стороны	4	2
270	внутреннего я	2	2
271	за пределы	4	2
272	нового времени	1	2
273	превращается в	2	2
274	этого не	1	2
275	одну из	2	2
276	не тот	1	2
277	художественного целого	7	2
278	культуре уединенного	1	2
279	и м	2	2
280	оказывается не	2	2
281	эстетического адресата	2	2
282	в столь	2	2
283	ты в	1	2
284	тому как	3	2
285	культуре и	1	2
286	текста как	2	2
287	я от	1	2
288	можно было	3	2
289	но одновременно	1	2
290	не является	1	2
291	и рецептивного	1	2
292	объекта и	2	2
293	этого рода	2	2
294	своей собственной	1	2
295	особого рода	2	2
296	тем более	1	2
297	все они	1	2
298	своей внутренней	1	2
299	в равной	1	2
300	не есть	2	2
301	героя как	1	2
302	своей уединенности	1	2
303	отношению к	4	2
304	ко всему	1	2
305	на это	1	2
306	по поводу	3	2
307	для адекватного	1	1
308	как известно	1	1
309	о печорине	1	1
310	с жизнью	1	1
311	мечты в	1	1
312	тамани и	1	1
313	диалоге с	1	1
314	идет о	1	1
315	креативного и	1	1
316	перед лицом	2	1
317	между двумя	4	1
318	к другому	1	1
319	на две	3	1
320	проникает в	1	1
321	можно лишь	1	1
322	сам автор	1	1
323	жизни здесь	1	1
324	неявным образом	1	1
325	соотнесенности с	1	1
326	и за	3	1
327	который в	1	1
328	есть не	1	1
329	я как	2	1
330	почему мы	1	1
331	из коммуникативного	1	1
332	в становлении	1	1
333	художественного произведения	2	1
334	жизненной позиции	3	1
335	в полной	1	1
336	максимыч в	1	1
337	но даже	1	1
338	ему в	3	1
339	счете к	1	1
340	отступление от	1	1
341	и он	2	1
342	жизни столь	1	1
343	субъекта объекта	2	1
344	рецептивное сознание	1	1
345	он был	2	1
346	быть в	1	1
347	жизни однако	1	1
348	в чем	1	1
349	бытие человека	1	1
350	тем как	1	1
351	во внешнем	1	1
352	появляется и	1	1
353	практически все	1	1
354	в сторону	5	1
355	ответ на	3	1
356	себя его	1	1
357	показательный пример	1	1
358	и будет	1	1
359	тут же	1	1
360	смежные темы	1	1
361	один и	1	1
362	и эстетического	1	1
363	особую значимость	2	1
364	в центре	3	1
365	для всех	2	1
366	о жизни	2	1
367	однако не	1	1
368	перед нами	1	1
369	в особый	1	1
370	на человека	1	1
371	данности текста	1	1
372	как уже	3	1
373	этом контексте	2	1
374	значимость приобретает	1	1
375	и как	1	1
376	писал что	1	1
377	имеет в	1	1
378	не мне	2	1
379	вулича и	10	1
380	в противоположность	2	1
381	в концовке	1	1
382	с действительной	1	1
383	художественного мира	2	1
384	со своей	1	1
385	себе как	1	1
386	в которой	1	1
387	себя к	1	1
388	это открытие	1	1
389	он в	4	1
390	в нашем	3	1
391	однако как	2	1
392	а напротив	1	1
393	после чего	1	1
394	не приводит	1	1
395	на то	2	1
396	за рамки	1	1
397	вследствие этого	2	1
398	так сказать	1	1
399	при рассмотрении	1	1
400	по словам	1	1
401	в статье	1	1
402	а скорее	1	1
403	он не	2	1
404	от которого	2	1
405	характеризуется тем	1	1
406	ключ к	3	1
407	в диалоге	2	1
408	фактор художественного	1	1
409	для хроникера	1	1
410	в понимании	1	1
411	свою собственную	1	1
412	едва ли	3	1
413	идеи и	1	1
414	к одному	1	1
415	и читателя	3	1
416	это голос	1	1
417	коллективного бессознательного	1	1
418	в начале	1	1
419	прочим и	1	1
420	почти исключительно	1	1
421	уже говорилось	4	1
422	у читателя	1	1
423	художественном языке	1	1
424	и более	1	1
425	чтобы в	1	1
426	то самое	1	1
427	в творческом	1	1
428	целом как	1	1
429	целого ряда	1	1
430	и по	1	1
431	так например	2	1
432	или иных	2	1
433	в борьбе	2	1
434	эпоха классического	1	1
435	нуждающейся в	1	1
436	человека в	1	1
437	действительной жизнью	1	1
438	значительной степени	2	1
439	я вам	1	1
440	в одну	2	1
441	в каждом	1	1
442	мне в	1	1
443	оно и	1	1
444	а затем	2	1
445	а то	2	1
446	самого автора	1	1
447	и неизбежно	1	1
448	а их	1	1
449	полной мере	1	1
450	это было	2	1
451	в глазах	1	1
452	эту минуту	1	1
453	сторона бытия	1	1
454	смерть и	1	1
455	в них	1	1
456	он же	2	1
457	текста а	2	1
458	соответствии с	2	1
459	этого персонажа	2	1
460	но лишь	1	1
461	в ее	1	1
462	мы имеем	3	1
463	глазами и	1	1
464	другой к	1	1
465	художественном восприятии	1	1
466	иначе говоря	11	1
467	такой же	1	1
468	автора и	3	1
469	в один	4	1
470	который как	1	1
471	со всей	1	1
472	с более	1	1
473	максиму максимычу	5	1
474	сердца в	1	1
475	игру и	1	1
476	в эту	3	1
477	в этих	2	1
478	м.м бахтин	1	1
479	во второй	4	1
480	этой связи	1	1
481	представить себе	1	1
482	в следующем	1	1
483	это делает	1	1
484	в отношении	1	1
485	которого является	1	1
486	к предмету	2	1
487	вспять к	1	1
488	этого в	1	1
489	тот кто	2	1
490	который всегда	1	1
491	по крайней	3	1
492	намного превышает	1	1
493	если бы	3	1
494	я героя	1	1
495	бы но	1	1
496	вовсе не	2	1
497	а вот	1	1
498	на свободу	1	1
499	случае в	3	1
500	произведения как	2	1
501	эстетической природы	1	1
502	мира не	1	1
503	художественных впечатлений	1	1
504	она не	2	1
505	рамках определенной	1	1
506	мы вынуждены	1	1
507	и объясняются	1	1
508	как о	3	1
509	не имеет	2	1
510	тогда когда	1	1
511	текста и	2	1
512	и сама	1	1
513	на него	2	1
514	концепция личности	1	1
515	текста но	2	1
516	художественном тексте	1	1
517	говорить о	6	1
518	художественное высказывание	1	1
519	о них	1	1
520	собственно художественной	1	1
521	но только	1	1
522	это еще	1	1
523	на котором	2	1
524	от чужого	1	1
525	и соответственно	1	1
526	имеем дело	3	1
527	при наличии	1	1
528	сколь и	1	1
529	это именно	2	1
530	княжны мери	1	1
531	другой стороны	2	1
532	тех или	2	1
533	для нас	1	1
534	же слова	1	1
535	о нем	1	1
536	другого но	2	1
537	с автором	1	1
538	культурной общности	1	1
539	самой этой	1	1
540	только с	1	1
541	что ведет	1	1
542	уже и	2	1
543	субъекта художественной	1	1
544	может приобретать	1	1
545	с другом	1	1
546	целого в	2	1
547	данного произведения	2	1
548	мы узнаем	2	1
549	здесь далеко	1	1
550	одного сознания	1	1
551	указание на	1	1
552	отличается от	1	1
553	глубине своей	1	1
554	узнаем о	1	1
555	имеет место	4	1
556	что при	1	1
557	отказаться от	1	1
558	рецептивного сознаний	1	1
559	одним и	1	1
560	рецептивного сознания	1	1
561	на вопрос	1	1
562	в ситуации	3	1
563	следует отнести	1	1
564	как мы	3	1
565	производить впечатление	1	1
566	свою очередь	1	1
567	исторически наиболее	2	1
568	как один	1	1
569	повседневного существования	1	1
570	в произведении	2	1
571	и взаимодействие	1	1
572	что может	1	1
573	или в	3	1
574	с самим	3	1
575	каждого из	1	1
576	собой в	2	1
577	участия в	1	1
578	свой другой	1	1
579	результат а	1	1
580	а все	1	1
581	строго говоря	2	1
582	в диалог	1	1
583	равной мере	1	1
584	в словах	3	1
585	роевого сознания	1	1
586	и произведение	1	1
587	они возникают	1	1
588	и здесь	1	1
589	не был	3	1
590	и т.д	3	1
591	нам представляется	1	1
592	второй половине	1	1
593	и внутреннее	1	1
594	разумеется в	1	1
595	никак не	2	1
596	и что	1	1
597	очевидно что	1	1
598	можно сказать	4	1
599	поле текста	1	1
600	не позволяет	2	1
601	в значительной	2	1
602	на основе	2	1
603	как теперь	1	1
604	к нему	1	1
605	во всех	4	1
606	том или	2	1
607	путь к	1	1
608	от них	1	1
609	и во	2	1
610	м.л гаспаров	2	1
611	борьба с	3	1
612	интертекстуальные связи	1	1
613	и взаимодействия	1	1
614	что же	1	1
615	крайней мере	3	1
616	в.м маркович	2	1
617	непосредственно в	1	1
618	вслед за	2	1
619	герой нашего	1	1
620	в художественной	1	1
621	к личности	1	1
622	очевидным образом	2	1
623	я во	1	1
624	не мешает	1	1
625	это всегда	1	1
626	это приводит	1	1
627	доминантной роли	1	1
628	в литературе	1	1
629	в заключительной	1	1
630	автора героя	1	1
631	тот же	1	1
632	одной из	3	1
633	перемещается в	1	1
634	что даже	1	1
635	в какой	1	1
636	в соотносительности	1	1
637	место лишь	1	1
638	между этими	1	1
639	в литературоведении	1	1
640	своего собственного	2	1
641	точной характеристике	1	1
642	это ни	1	1
643	со своим	3	1
644	теперь уже	1	1
645	борьбы с	3	1
646	в поэзии	2	1
647	оно в	1	1
648	первого лица	1	1
649	свидетельствует о	2	1
650	как писал	2	1
651	за ним	1	1
652	не так	4	1
653	жизнь для	1	1
654	пока не	1	1
655	открытием другого	1	1
656	это место	1	1
657	слова в	1	1
658	художественное восприятие	2	1
659	в котором	2	1
660	в одном	2	1
661	ср лермонтовское	1	1
662	себя от	1	1
663	так как	1	1
664	не о	2	1
665	может служить	1	1
666	отношении к	1	1
667	читателем в	1	1
668	или ином	2	1
669	внутреннее я	1	1
670	бы это	1	1
671	представляют собой	2	1
672	полноценное художественное	1	1
673	ничему не	1	1
674	определенной культурной	1	1
675	что и	3	1
676	другого и	2	1
677	может и	1	1
678	хоть и	1	1
679	как субъект	1	1
680	если говорить	2	1
681	нельзя сказать	1	1
682	именно в	3	1
683	к эффекту	1	1
684	я был	1	1
685	с той	2	1
686	может показаться	1	1
687	другого что	1	1
688	во внешней	1	1
689	в воображении	1	1
690	себя и	1	1
691	не удивительно	3	1
692	в соответствии	2	1
693	рассказа о	1	1
694	более того	1	1
695	в рассказе	1	1
696	синтаксических конструкций	1	1
697	личности в	1	1
698	перекликается с	2	1
699	ниже в	1	1
700	впрочем в	1	1
701	есть лишь	1	1
702	автор счел	1	1
703	или с	1	1
704	душевной жизни	1	1
705	прямо на	1	1
706	если не	1	1
707	и если	3	1
708	в последней	1	1
709	эти слова	1	1
710	но особенно	1	1
711	что легко	1	1
712	в акте	1	1
713	текста в	6	1
714	однако для	1	1
715	жизни но	2	1
716	к своему	2	1
717	ударение на	4	1
718	установкой на	1	1
719	целом ряде	1	1
720	я так	1	1
721	однако эти	1	1
722	и на	6	1
723	эстетического дискурса	3	1
724	в ответ	2	1
725	и ритмически	3	1
726	все той	2	1
727	в первой	3	1
728	по существу	2	1
729	ни парадоксально	1	1
730	сам не	1	1
731	как речь	1	1
732	действительной жизни	1	1
733	открытие другого	1	1
734	в состоянии	2	1
735	на смежные	1	1
736	с ее	2	1
737	этот не	1	1
738	места и	1	1
739	художественности в	2	1
740	и о	1	1
741	только для	1	1
742	при условии	1	1
743	о его	4	1
744	между прочим	1	1
745	естественно не	1	1
746	уже было	1	1
747	максим максимыч	8	1
748	см ниже	1	1
749	фразы и	1	1
750	освобождаясь от	1	1
751	не имея	1	1
752	для автора	1	1
753	при таком	2	1
754	парадигму художественности	1	1
755	на внутреннюю	1	1
756	и другими	2	1
757	эстетического отношения	1	1
758	себя самого	1	1
759	к чужому	1	1
760	от него	1	1
761	и все	3	1
762	собственно говоря	2	1
763	не будучи	1	1
764	необходимое для	1	1
765	субъектом и	2	1
766	надо полагать	1	1
767	только что	1	1
768	могли быть	1	1
769	как человек	1	1
770	в стихах	1	1
771	в общем	2	1
772	субъекта уединенного	2	1
773	от первого	1	1
774	в свою	1	1
775	в ходе	4	1
776	в романе	1	1
777	героя и	1	1
778	с ней	1	1
779	персонажи в	2	1
780	не знает	3	1
781	сказать что	2	1
782	дискурса она	1	1
783	состоит из	1	1
784	была бы	2	1
785	совершенно не	1	1
786	из этого	1	1
787	авторитарное сознание	1	1
788	диалог согласия	1	1
789	в действительности	3	1
790	собой лишь	1	1
791	к этой	1	1
792	в роли	2	1
793	вместе с	2	1
794	к этому	2	1
795	значение в	1	1
796	и особенно	4	1
797	все что	2	1
