N	2gram	Potebnia_M_3	StatiiOP
593	то и	6	1
594	где между	1	1
595	в ту	1	1
596	с которым	1	1
597	не подлежит	2	1
598	многих подобных	1	1
599	при некотором	1	1
600	его собственной	1	1
601	и слово	6	1
602	не те	1	1
603	форма слова	4	1
604	было в	1	1
605	имея в	1	1
606	но оно	6	1
607	образ который	3	1
608	почти ничего	1	1
609	на который	1	1
610	время с	1	1
611	на чем	2	1
612	формул и	1	1
613	общего с	1	1
614	некотором внимании	1	1
615	по своим	1	1
616	что первая	1	1
617	если оно	1	1
618	уже без	1	1
619	что же	2	1
620	своими глазами	1	1
621	из разных	1	1
622	самого себя	3	1
623	к образу	1	1
624	действие и	1	1
625	да и	1	1
626	говоря уже	1	1
627	слов в	2	1
628	я с	1	1
629	жизни в	1	1
630	быть не	2	1
631	на пути	1	1
632	нечто совершенно	1	1
633	впрочем не	1	1
634	на существование	1	1
635	можно однако	1	1
636	самого и	1	1
637	нисколько не	1	1
638	в более	1	1
639	что вряд	1	1
640	уже на	2	1
641	как материал	1	1
642	не существует	3	1
643	и от	4	1
644	или в	3	1
645	что оно	11	1
646	а все	1	1
647	слова имеют	1	1
648	бы даже	1	1
649	невозможна без	1	1
650	к одной	3	1
651	то не	2	1
652	для нас	20	1
653	от него	2	1
654	и все	3	1
655	бы в	2	1
656	язык не	2	1
657	что конечно	3	1
658	этом можно	1	1
659	же в	2	1
660	в свою	3	1
661	материал но	1	1
662	входить в	1	1
663	к самому	1	1
664	между ними	1	1
665	не говоря	3	1
666	что многие	1	1
667	по одному	1	1
668	но этот	2	1
669	понимать что	1	1
670	едва ли	1	1
671	в последнем	3	1
672	я это	1	1
673	отношению к	5	1
674	сам в	1	1
675	в голову	1	1
676	жизни и	2	1
677	но эти	1	1
678	заметить что	3	1
679	как слово	3	1
680	я могу	1	1
681	можно назвать	1	1
682	в таком	3	1
683	точно так	12	1
684	все что	4	1
685	ничего общего	2	1
686	гораздо более	1	1
687	которая не	2	1
688	смысле что	1	1
