N	2gram	Medvedev_F_2	formyVre
231	по самому	1	2
232	вера в	1	2
233	этих мотивов	1	2
234	и еще	1	2
235	не как	4	2
236	уже не	7	2
237	его от	4	2
238	и по	2	2
239	самим собой	1	2
240	ясно что	1	2
241	было бы	6	2
242	на почве	9	2
243	с необходимостью	1	2
244	бы совершенно	2	2
245	нет в	1	2
246	рядом с	1	2
247	были в	1	2
248	чем в	1	2
249	здесь все	1	2
250	автора и	1	2
251	места в	1	2
252	для него	7	2
253	в своей	7	2
254	лежат в	1	2
255	он должен	1	2
256	с точки	7	2
257	место в	3	2
258	не к	2	2
259	в отличие	2	2
260	но он	1	2
261	друг другу	1	2
262	по себе	7	2
263	раз и	4	2
264	его целом	1	2
265	самого начала	2	2
266	дело в	1	2
267	никогда не	2	2
268	была сделана	1	2
269	это то	1	2
270	к ней	1	2
271	в другую	1	2
272	и является	1	2
273	во всем	1	2
274	так называемый	1	2
275	по функциям	1	2
276	эта логика	1	2
277	случая и	1	2
278	в каком	1	2
279	конкретным и	1	2
280	сюжета и	3	2
281	есть только	2	2
282	во все	1	2
283	той или	1	2
284	оно не	4	2
285	во всякой	1	2
286	всего этого	5	2
287	с самого	2	2
288	и иные	2	2
289	те же	1	2
290	во многом	1	2
291	можно только	1	2
292	с ним	2	2
293	единства и	2	2
294	в значительной	3	2
295	и были	1	2
296	во втором	7	2
297	на развитие	1	2
298	там где	4	2
299	не зная	1	2
300	того что	3	2
301	этом романе	1	2
302	быть и	3	2
303	важное значение	1	2
304	уже в	2	2
305	если мы	5	2
306	речи в	1	2
307	никто не	1	2
308	совершенно безразлично	2	2
309	он весь	1	2
310	не для	1	2
311	с этими	1	2
312	от различных	1	2
313	отношение к	2	2
314	к ним	1	2
315	не о	4	2
316	отличие от	2	2
317	тем что	8	2
318	лишь один	1	2
319	и даже	4	2
320	даже не	2	2
321	с другой	3	2
322	не обязательно	1	2
323	далеко не	1	2
324	и прежде	3	2
325	в некоторых	4	2
326	одной стороны	1	2
327	на литературу	2	2
328	он становится	3	2
329	быть конечно	2	2
330	с помощью	10	2
331	вступает в	1	2
332	но оно	1	2
333	их к	3	2
334	к своему	1	2
335	влияния на	1	2
336	в данном	1	2
337	слагается из	1	2
338	слова и	7	2
339	но для	1	2
340	здесь в	1	2
341	в более	1	2
342	не является	3	2
343	и может	3	2
344	для превращения	1	2
345	как она	2	2
346	для нас	1	2
347	лишь как	4	2
348	мы должны	1	2
349	ее основных	1	2
350	хотя бы	6	2
351	ее в	2	2
352	или не	1	2
353	была бы	3	2
354	совершенно не	4	2
355	равно как	2	2
356	в свою	1	2
357	на один	2	2
358	нет но	1	2
359	время не	1	2
360	в которой	2	2
361	и эта	1	2
362	можно назвать	1	2
363	и развертывается	1	1
364	и наиболее	1	1
365	одним из	1	1
366	до него	1	1
367	наших теоретических	1	1
368	начинается с	1	1
369	функции в	2	1
370	и через	1	1
371	связана с	1	1
372	с исторической	1	1
373	все остальное	4	1
374	нравов и	1	1
375	его здесь	2	1
376	идет о	2	1
377	слова эта	1	1
378	и есть	1	1
379	тем же	3	1
380	его же	1	1
381	п все	1	1
382	высшей степени	4	1
383	когда это	1	1
384	объясняется и	1	1
385	иметь место	1	1
386	в зависимости	3	1
387	всей ее	1	1
388	мы имеем	1	1
389	и само	1	1
390	бы в	5	1
391	при анализе	2	1
392	этого нет	1	1
393	теперь мы	1	1
394	нам в	1	1
395	иногда прямо	1	1
396	конститутивным моментом	1	1
397	разрешения этой	1	1
398	который был	1	1
399	не вполне	1	1
400	из того	1	1
401	не происходит	2	1
402	и действовали	1	1
403	зависимости от	3	1
404	в народных	1	1
405	таково основное	1	1
406	быть никаких	1	1
407	учение об	1	1
408	сплетается с	1	1
409	он был	2	1
410	именно этого	1	1
411	первый план	2	1
412	события в	1	1
413	самом деле	8	1
414	данном случае	1	1
415	то он	1	1
416	они имеют	1	1
417	но как	2	1
418	в противоречии	1	1
419	значение можно	1	1
420	менее всего	3	1
421	вступают в	1	1
422	п такая	1	1
423	место занимают	1	1
424	не оказалось	2	1
425	проблема истории	1	1
426	его развития	1	1
427	и поэтому	1	1
428	работа в	1	1
429	независимо от	4	1
430	значение его	1	1
431	более и	1	1
432	однако не	3	1
433	перед нами	2	1
434	его специфической	1	1
435	а каждый	2	1
436	и наконец	4	1
437	и сам	1	1
438	слова он	1	1
439	увидим что	1	1
440	литературы в	1	1
441	развития это	1	1
442	тяготеет к	1	1
443	целого произведения	1	1
444	не приходится	3	1
445	та же	2	1
446	что это	3	1
447	бы не	1	1
448	или во	1	1
449	из этих	3	1
450	которые в	1	1
451	где все	1	1
452	и резко	1	1
453	отчасти и	1	1
454	в этой	6	1
455	и тот	1	1
456	имеем в	1	1
457	на то	1	1
458	смыслом и	1	1
459	не могла	1	1
460	и пространство	2	1
461	не следует	4	1
462	связанные с	1	1
463	сказать в	1	1
464	оно было	1	1
465	стремится к	1	1
466	она входит	1	1
467	литературных произведений	2	1
468	нее и	1	1
469	в понимании	2	1
470	а вовсе	1	1
471	функции и	1	1
472	в корне	7	1
473	осуществляется путем	1	1
474	и нового	2	1
475	в плане	2	1
476	особенно важное	1	1
477	встречаются в	1	1
478	без исключения	2	1
479	других областях	1	1
480	значительной степени	3	1
481	могла бы	1	1
482	как они	4	1
483	в первых	1	1
484	главным образом	3	1
485	определенном направлении	1	1
486	знаем не	1	1
487	особенности в	2	1
488	и особого	1	1
489	это было	3	1
490	особенно в	3	1
491	моменты в	1	1
492	к определенным	1	1
493	и основные	1	1
494	например с	1	1
495	подходы и	1	1
496	охарактеризованного нами	1	1
497	то увидим	1	1
498	ближе к	1	1
499	в ином	3	1
500	такие события	1	1
501	и понимание	1	1
502	основные моменты	1	1
503	в высшей	4	1
504	в самую	1	1
505	лишенным всяких	1	1
506	нигде не	2	1
507	очень важное	1	1
508	сливалась с	1	1
509	форма и	1	1
510	должно быть	2	1
511	и некоторые	1	1
512	лучше всего	2	1
513	в эту	1	1
514	этом случае	1	1
515	и при	1	1
516	и правильно	3	1
517	выступает на	1	1
518	нас не	1	1
519	всяком случае	5	1
520	быть названы	1	1
521	не столько	4	1
522	в первый	5	1
523	не путем	1	1
524	должны были	2	1
525	является только	1	1
526	своему существу	1	1
527	как их	2	1
528	широком и	1	1
529	и более	2	1
530	специфические особенности	3	1
531	не должно	1	1
532	и приобрела	1	1
533	для нее	2	1
534	возвращается к	1	1
535	так называемого	1	1
536	связей с	1	1
537	же мы	1	1
538	быть лишь	1	1
539	материала ни	1	1
540	случае в	1	1
541	того если	1	1
542	до известной	3	1
543	и функции	2	1
544	она не	2	1
545	иной раз	1	1
546	виду что	1	1
547	как о	4	1
548	правда в	2	1
549	как его	2	1
550	но характерно	1	1
551	и имеет	1	1
552	которых и	1	1
553	все без	2	1
554	находится в	2	1
555	анализа этих	1	1
556	нет места	1	1
557	бы между	1	1
558	помощи которой	1	1
559	и осмысливаются	1	1
560	в русском	1	1
561	на те	1	1
562	ровно ничего	1	1
563	самому своему	1	1
564	отношение и	1	1
565	здесь же	1	1
566	произведениях например	1	1
567	историей все	1	1
568	эта проблема	1	1
569	и со	1	1
570	у нас	1	1
571	не оказать	1	1
572	пока не	1	1
573	и определений	1	1
574	и такие	1	1
575	похож на	1	1
576	как только	1	1
577	отличается от	1	1
578	должны быть	1	1
579	более существенной	1	1
580	всего в	2	1
581	здесь они	1	1
582	этого и	1	1
583	что оно	4	1
584	его с	3	1
585	как изнанка	1	1
586	различных типов	1	1
587	для его	1	1
588	они и	1	1
589	канона и	1	1
590	в каждом	1	1
591	на проблеме	3	1
592	бы дело	1	1
593	поставить вопрос	2	1
594	него как	1	1
595	где впервые	1	1
596	существенное значение	1	1
597	же так	1	1
598	свою очередь	1	1
599	и сами	1	1
600	след в	1	1
601	представителем этого	1	1
602	изучения и	3	1
603	эти свойства	2	1
604	нет никакой	1	1
605	уже с	1	1
606	и этим	2	1
607	правильно но	1	1
608	во главе	1	1
609	степени и	1	1
610	так в	3	1
611	приводит к	2	1
612	увидим далее	1	1
613	и совершенно	2	1
614	в другом	1	1
615	необходимо учесть	1	1
616	с собой	1	1
617	из всего	3	1
618	было в	2	1
619	и которые	1	1
620	в последующих	1	1
621	событие как	1	1
622	этим в	1	1
623	в эпоху	2	1
624	смысле и	1	1
625	образом в	1	1
626	тем чем	1	1
627	и вещи	1	1
628	жанрах и	1	1
629	и здесь	3	1
630	является существенным	1	1
631	что самая	1	1
632	о том	1	1
633	существенной и	1	1
634	и являются	1	1
635	все содержание	2	1
636	иное значение	1	1
637	последнем счете	1	1
638	вне всякой	1	1
639	развертывается в	2	1
640	события его	1	1
641	препятствия и	1	1
642	все в	1	1
643	всего на	1	1
644	чуждость этого	1	1
645	от них	1	1
646	не чувствует	1	1
647	моментами и	1	1
648	сюда же	1	1
649	и только	5	1
650	но нельзя	1	1
651	из одних	1	1
652	в теории	4	1
653	у всех	1	1
654	и смысл	1	1
655	значение лишь	2	1
656	может иметь	1	1
657	этой отрицательной	1	1
658	и дело	1	1
659	тот же	1	1
660	сфер и	1	1
661	изучать ее	1	1
662	что он	5	1
663	мы увидим	1	1
664	что даже	1	1
665	должен быть	1	1
666	не имеющих	1	1
667	оторвано от	1	1
668	в литературу	1	1
669	от оков	1	1
670	их не	1	1
671	жить и	1	1
672	по этому	2	1
673	точка зрения	1	1
674	в эти	1	1
675	что из	1	1
676	так что	1	1
677	ведь в	1	1
678	его существенных	1	1
679	события и	1	1
680	с нею	2	1
681	решающее значение	1	1
682	в большинстве	4	1
683	поэтому же	1	1
684	этого понятия	1	1
685	что во	1	1
686	является не	2	1
687	от других	1	1
688	этому вопросу	1	1
689	почти полностью	1	1
690	или даже	2	1
691	при помощи	2	1
692	из них	4	1
693	действие романа	1	1
694	человека на	1	1
695	нем частично	1	1
696	него нет	1	1
697	ведь это	1	1
698	сами по	2	1
699	моментов в	1	1
700	произведения и	3	1
701	богов и	1	1
702	бытия и	1	1
703	вовсе ничего	1	1
704	и оценки	1	1
705	деле и	1	1
706	на деле	1	1
707	произведениями искусства	1	1
708	других же	1	1
709	это будет	1	1
710	говорим о	2	1
711	с другим	1	1
712	и нельзя	1	1
713	в каких	2	1
714	являются только	2	1
715	характерно для	1	1
716	об образе	1	1
717	здесь эта	1	1
718	сама по	1	1
719	на отдельные	1	1
720	говорит о	1	1
721	то и	3	1
722	а на	1	1
723	а наоборот	3	1
724	ряду развития	1	1
725	и самый	1	1
726	не на	1	1
727	находились в	1	1
728	и литературного	2	1
729	о чем	1	1
730	этой игры	1	1
731	существу и	1	1
732	если не	1	1
733	все более	2	1
734	из разветвлений	1	1
735	мы говорим	4	1
736	и приобретает	1	1
737	литературы но	1	1
738	возможно лишь	1	1
739	нового не	1	1
740	в последнем	1	1
741	смысле этого	1	1
742	характерно здесь	1	1
743	типа как	1	1
744	в тех	2	1
745	от нормального	1	1
746	остановимся прежде	1	1
747	в словах	1	1
748	нашего анализа	1	1
749	процессе разрешения	1	1
750	об особенностях	1	1
751	и нетворческим	1	1
752	нем как	2	1
753	не создает	1	1
754	этого слова	1	1
755	событие которое	1	1
756	и оно	1	1
757	ведь и	1	1
758	не характеризуют	1	1
759	к другим	2	1
760	вопрос в	1	1
761	этих положений	1	1
762	известной степени	4	1
763	выражением того	1	1
764	не похож	1	1
765	могло не	1	1
766	тем и	2	1
767	не существует	1	1
768	и от	2	1
769	узком смысле	1	1
770	и пространстве	1	1
771	только определенные	1	1
772	или другой	1	1
773	в данное	1	1
774	на первый	2	1
775	но эти	1	1
776	от него	2	1
777	из себя	1	1
778	и ни	1	1
779	жанр и	1	1
780	же оно	1	1
781	все они	1	1
782	этих элементов	2	1
783	не обладает	1	1
784	его к	1	1
785	всецело определяется	1	1
786	с ними	2	1
787	слово в	2	1
788	этот вопрос	2	1
789	от всех	2	1
790	перестали быть	2	1
791	является и	1	1
792	того на	1	1
793	даже просто	1	1
794	героя в	1	1
795	раз за	1	1
796	в искусстве	2	1
797	в своих	1	1
798	все основные	1	1
799	выработанных в	1	1
800	и последовательная	1	1
801	он лишь	1	1
802	им и	1	1
803	гораздо более	1	1
