N	2gram	Propp_Russ_1	Myslijsy
319	можно назвать	1	2
320	ту же	1	1
321	чтобы не	1	1
322	и действительно	1	1
323	значении этого	1	1
324	тех же	1	1
325	переход от	2	1
326	и так	1	1
327	в определенные	1	1
328	по которым	1	1
329	и до	2	1
330	должна быть	1	1
331	собственном смысле	1	1
332	видеть в	1	1
333	чем именно	1	1
334	и за	1	1
335	и могут	1	1
336	мы уже	1	1
337	из всех	1	1
338	она показывает	1	1
339	что между	1	1
340	которую мы	1	1
341	исключительная принадлежность	1	1
342	есть при	1	1
343	из своих	1	1
344	этом не	1	1
345	на каждом	3	1
346	они связаны	1	1
347	они были	2	1
348	для наших	2	1
349	так а	1	1
350	в отличие	1	1
351	ему с	1	1
352	отсюда можно	1	1
353	при сравнении	1	1
354	но этого	1	1
355	не без	1	1
356	друг к	2	1
357	это видно	1	1
358	одном и	1	1
359	ответ на	1	1
360	должны были	2	1
361	себе и	1	1
362	отличие от	1	1
363	разница в	1	1
364	значение имеет	1	1
365	вероятно потому	1	1
366	в истории	1	1
367	будет для	1	1
368	что именно	2	1
369	она как	1	1
370	однако не	1	1
371	перед нами	1	1
372	по форме	1	1
373	что по	4	1
374	и наконец	1	1
375	никаких следов	1	1
376	от этого	1	1
377	в этот	10	1
378	следует поставить	1	1
379	по народному	1	1
380	и и	2	1
381	только на	3	1
382	его и	2	1
383	тому же	1	1
384	по-видимому не	1	1
385	солнца а	1	1
386	которого в	2	1
387	он не	1	1
388	на том	1	1
389	он должен	1	1
390	не к	1	1
391	том чтобы	1	1
392	и связанные	2	1
393	что одно	1	1
394	его от	2	1
395	прежде чем	1	1
396	объяснить его	1	1
397	том же	2	1
398	смысле в	1	1
399	так называемым	1	1
400	как они	2	1
401	же не	2	1
402	об этом	9	1
403	связанных с	1	1
404	и с	2	1
405	к другу	2	1
406	к заключению	1	1
407	теми которые	1	1
408	входит в	4	1
409	голода и	1	1
410	известно что	1	1
411	но их	1	1
412	слов для	1	1
413	ни в	1	1
414	к корню	2	1
415	не всегда	1	1
416	мы видели	1	1
417	оно имеет	1	1
418	чем в	2	1
419	в развитии	1	1
420	можно считать	1	1
421	форма и	1	1
422	переиначивает и	1	1
423	что значит	1	1
424	или вообще	1	1
425	можно сказать	1	1
426	был уже	1	1
427	таким же	3	1
428	и без	1	1
429	с точки	3	1
430	в их	4	1
431	народной поэзии	3	1
432	в которых	5	1
433	что я	1	1
434	на место	1	1
435	дает в	1	1
436	не будем	3	1
437	который мы	1	1
438	которые в	1	1
439	начнем с	1	1
440	такую же	1	1
441	теми же	1	1
442	и эти	1	1
443	и более	2	1
444	обозначения одного	1	1
445	сам он	1	1
446	значение слова	1	1
447	виду что	1	1
448	и время	1	1
449	для каждого	1	1
450	известно также	1	1
451	значению слова	1	1
452	дело в	1	1
453	в языках	1	1
454	к этим	1	1
455	связано в	1	1
456	что чем	1	1
457	в самых	1	1
458	можем предположить	1	1
459	славянских языках	1	1
460	мы указали	1	1
461	и всегда	1	1
462	по-видимому представляет	1	1
463	не имели	1	1
464	вероятно что	1	1
465	ничего не	3	1
466	слова как	1	1
467	или как	1	1
468	ср наше	1	1
469	все стороны	1	1
470	это слово	1	1
471	до того	2	1
472	доказать что	1	1
473	не потому	1	1
474	начиная с	3	1
475	следует еще	1	1
476	она имела	1	1
477	и сам	1	1
478	песни не	1	1
479	содержанием и	1	1
480	требования и	1	1
481	и другой	3	1
482	для такого	1	1
483	к тому	4	1
484	основаны на	2	1
485	души а	1	1
486	их происхождения	1	1
487	слова с	1	1
488	поэзии как	1	1
489	день и	2	1
490	из чего	1	1
491	ничего общего	2	1
492	же корень	1	1
493	не ограничивается	1	1
494	из всего	1	1
495	песни но	1	1
496	как мы	10	1
497	был его	1	1
498	эти представления	2	1
499	только при	1	1
500	не могло	1	1
501	из приведенных	3	1
502	такой взгляд	1	1
503	мы наблюдаем	2	1
504	если они	1	1
505	как знак	1	1
506	этим в	1	1
507	к тем	3	1
508	что дело	1	1
509	на них	1	1
510	чтобы вызвать	1	1
511	можно объяснить	2	1
512	это влияние	1	1
513	именно с	2	1
514	и та	1	1
515	при котором	1	1
516	никак не	1	1
517	что каждый	1	1
518	подобные же	1	1
519	на что	2	1
520	и просто	1	1
521	других языках	1	1
522	первоначально было	1	1
523	важнее для	1	1
524	за самый	1	1
525	при исследовании	1	1
526	во втором	1	1
527	не более	1	1
528	имеют более	1	1
529	время между	1	1
530	же можно	1	1
531	к нему	1	1
532	что здесь	1	1
533	д и	1	1
534	всякого рода	3	1
535	находилось в	1	1
536	оно связано	1	1
537	для себя	1	1
538	к их	1	1
539	представления в	1	1
540	вот все	1	1
541	их не	2	1
542	который в	1	1
543	в большинстве	2	1
544	в значении	1	1
545	же от	1	1
546	они могли	2	1
547	времени когда	1	1
548	признаков как	1	1
549	большинстве случаев	2	1
550	есть когда	1	1
551	не связанных	1	1
552	совсем другое	1	1
553	когда еще	1	1
554	представить себе	1	1
555	нами как	1	1
556	этом мы	1	1
557	с этими	1	1
558	нашем сознании	1	1
559	к ним	3	1
560	не о	1	1
561	может служить	1	1
562	только с	1	1
563	должны будем	1	1
564	каждый из	1	1
565	умершие в	1	1
566	следует признать	1	1
567	они становятся	1	1
568	г д	1	1
569	в особенности	2	1
570	не были	2	1
571	так не	1	1
572	не раньше	1	1
573	связаны с	3	1
574	несколько примеров	1	1
575	когда по	1	1
576	во второй	1	1
577	по всей	1	1
578	и др	4	1
579	происходит при	1	1
580	имеет ничего	1	1
581	собой слова	1	1
582	и непосредственно	2	1
583	могут нас	1	1
584	его как	2	1
585	на основании	1	1
586	и том	1	1
587	объяснения не	1	1
588	уже давно	1	1
589	чаще других	1	1
590	можно будет	1	1
591	таких представлений	1	1
592	которое в	1	1
593	некоторые из	1	1
594	относятся к	2	1
595	же с	1	1
596	вопрос этот	1	1
597	многих случаях	2	1
598	п а	1	1
599	но такое	1	1
600	легко заметить	1	1
601	может так	1	1
602	в течение	5	1
603	в той	1	1
604	есть разница	1	1
605	в первой	1	1
606	как средство	1	1
607	ни одно	2	1
608	значит что	2	1
609	имеют только	1	1
610	это к	1	1
611	потом на	1	1
612	этом случае	5	1
613	и о	1	1
614	чтобы сделать	1	1
615	не отличается	1	1
616	но для	1	1
617	между собой	2	1
618	же значение	1	1
619	рассматривать как	1	1
620	сходство с	2	1
621	в более	2	1
622	при таком	1	1
623	которого они	1	1
624	это как	1	1
625	тот кто	1	1
626	это часто	1	1
627	что касается	1	1
628	сходство в	1	1
629	на такой	1	1
630	того времени	1	1
631	иначе чем	1	1
632	его к	2	1
633	в народной	2	1
634	слово в	1	1
635	но эта	1	1
636	это на	1	1
637	находящихся в	1	1
638	есть и	1	1
639	только о	1	1
640	и самих	1	1
641	через них	1	1
642	в заключение	1	1
643	жизни и	1	1
644	в своих	2	1
645	с г	2	1
646	ясно ощутимое	1	1
