N	2gram	Propp_Morf_1	Myslijsy
242	никем не	1	2
243	и сама	1	2
244	здесь мы	3	2
245	быть не	1	2
246	и притом	1	2
247	отношение к	1	2
248	можно сравнить	2	2
249	иметь в	1	2
250	в таких	2	2
251	вопрос о	7	2
252	не так	1	2
253	что даже	1	2
254	к ней	1	2
255	но мы	3	2
256	и даже	1	2
257	не с	2	2
258	во многих	1	2
259	более и	1	2
260	имеет в	1	2
261	уже по	1	2
262	быть названы	1	2
263	в других	3	2
264	и при	1	2
265	из этого	1	2
266	и его	1	2
267	у нас	2	2
268	что его	2	2
269	же с	1	2
270	или если	1	2
271	не существует	3	2
272	мы должны	3	2
273	в течение	1	2
274	в сущности	3	2
275	можно назвать	3	2
276	в отдельных	3	2
277	что от	1	2
278	что до	1	2
279	значение этого	1	2
280	бы только	1	2
281	это можно	1	2
282	все содержание	1	2
283	об этом	4	2
284	нужно иметь	1	2
285	тому как	5	2
286	что так	1	2
287	теми же	1	2
288	во время	6	2
289	по своему	2	2
290	друг друга	3	2
291	сравнить с	1	2
292	и др	10	2
293	равно как	1	2
294	из нее	1	2
295	не вполне	1	2
296	из которых	3	2
297	наука не	1	2
298	этих случаях	11	2
299	тому что	4	2
300	оно есть	1	2
301	не могут	4	2
302	мы видим	13	2
303	тем как	1	2
304	тех которые	1	2
305	она не	2	2
306	один из	5	2
307	и когда	1	2
308	сила или	1	2
309	он не	3	2
310	в различных	2	2
311	быть и	2	2
312	к первому	1	2
313	с другой	8	2
314	ко второму	1	2
315	подобно тому	6	2
316	акт творчества	1	2
317	что прежде	1	2
318	есть и	4	2
319	на той	2	2
320	за ним	1	2
321	только для	1	2
322	на этот	1	2
323	и у	1	2
324	чем в	1	2
325	в области	1	2
326	которые не	1	2
327	это было	3	2
328	что она	2	2
329	но эта	1	2
330	если мы	5	2
331	точно так	1	2
332	из этих	1	2
333	состоит в	2	2
334	можно было	2	2
335	и как	5	2
336	ни к	2	2
337	самого начала	1	2
338	а если	4	2
339	переносится в	1	1
340	это так	2	1
341	которое будет	1	1
342	к таким	1	1
343	что каждый	1	1
344	может не	1	1
345	форма в	3	1
346	одним из	1	1
347	одна какая-нибудь	1	1
348	которые могут	1	1
349	и совершенно	1	1
350	главным образом	4	1
351	образом и	1	1
352	как при	1	1
353	чего в	1	1
354	но с	1	1
355	а другой	1	1
356	все же	7	1
357	в форме	6	1
358	бы быть	1	1
359	может ли	1	1
360	развитию и	2	1
361	в свое	2	1
362	но для	2	1
363	в другом	2	1
364	в связи	9	1
365	в собственном	3	1
366	мы их	1	1
367	многих других	1	1
368	надо было	1	1
369	на пути	4	1
370	имеет целью	1	1
371	но он	1	1
372	друг к	2	1
373	две формы	1	1
374	а есть	1	1
375	о котором	1	1
376	выводы можно	1	1
377	вслед за	5	1
378	части но	1	1
379	на первый	3	1
380	и животным	1	1
381	эти признаки	1	1
382	перейти к	2	1
383	прежде всего	9	1
384	на эту	1	1
385	начинается с	3	1
386	большого количества	1	1
387	нет в	1	1
388	убедиться что	1	1
389	не по	2	1
390	которым они	1	1
391	можно говорить	1	1
392	огромное количество	1	1
393	на другие	2	1
394	в с	1	1
395	или другими	1	1
396	и количества	1	1
397	применяется и	1	1
398	лишь как	1	1
399	это время	1	1
400	перед нами	10	1
401	разница между	1	1
402	это совершенно	1	1
403	перед ним	1	1
404	что здесь	1	1
405	как с	1	1
406	обращается к	1	1
407	должна быть	1	1
408	в другую	2	1
409	есть но	1	1
410	понятия не	1	1
411	из этой	1	1
412	подобным образом	1	1
413	этим она	2	1
414	было указано	1	1
415	к истории	1	1
416	значение для	1	1
417	образом как	1	1
418	как эта	1	1
419	вопрос на	1	1
420	тем больше	1	1
421	предметов и	1	1
422	настоящее время	3	1
423	из двух	2	1
424	здесь можно	3	1
425	стоит в	1	1
426	его можно	1	1
427	первый взгляд	3	1
428	как нечто	1	1
429	увидим что	1	1
430	вопрос мы	1	1
431	что действительно	2	1
432	как было	1	1
433	дает нам	1	1
434	если это	3	1
435	тесно связаны	1	1
436	под этим	1	1
437	от изучения	1	1
438	весь этот	1	1
439	что эта	2	1
440	не более	1	1
441	если вообще	1	1
442	связана с	3	1
443	оказалось бы	1	1
444	лиц то	1	1
445	как это	3	1
446	не знает	1	1
447	та же	2	1
448	в своей	1	1
449	во всех	4	1
450	горы и	1	1
451	видим как	1	1
452	и наоборот	4	1
453	в самых	2	1
454	из моментов	1	1
455	или как	1	1
456	это значит	1	1
457	то можно	2	1
458	что такой	1	1
459	а потому	1	1
460	еще одно	1	1
461	если не	1	1
462	одно из	1	1
463	всем ее	1	1
464	в подобных	1	1
465	же в	2	1
466	с одной	1	1
467	деле в	1	1
468	были бы	1	1
469	он сам	1	1
470	из первых	2	1
471	значительное количество	1	1
472	но все	3	1
473	для нее	1	1
474	им в	1	1
475	случае если	1	1
476	но не	4	1
477	на что	1	1
478	одной из	1	1
479	такими словами	1	1
480	доказательств что	2	1
481	или же	6	1
482	у царя	1	1
483	только один	1	1
484	происходит на	1	1
485	зависеть от	1	1
486	а для	1	1
487	его жизнь	1	1
488	согласие в	1	1
489	что новые	1	1
490	к различным	2	1
491	самостоятельно и	1	1
492	дело с	1	1
493	как не	1	1
494	ему указывают	1	1
495	она есть	1	1
496	видим что	10	1
497	может считаться	3	1
498	в нашей	1	1
499	в следующей	1	1
500	входит в	2	1
501	состоит из	1	1
502	наблюдение что	1	1
503	раз при	1	1
504	но как	2	1
505	обращается в	4	1
506	явлений и	1	1
507	из ряда	3	1
508	знать что	2	1
509	то не	1	1
510	или наоборот	1	1
511	превращаются в	1	1
512	всей своей	1	1
513	на все	1	1
514	с другим	1	1
515	теми или	1	1
516	вообще не	1	1
517	его место	1	1
518	наоборот но	1	1
519	что этот	1	1
520	слова а	1	1
521	которые в	1	1
522	духа в	1	1
523	во внимание	1	1
524	он может	2	1
525	извне а	1	1
526	собаку и	1	1
527	признаки а	1	1
528	что пока	1	1
529	они и	3	1
530	утверждать что	3	1
531	отличие от	1	1
532	других лиц	1	1
533	может произойти	1	1
534	же она	2	1
535	ее в	1	1
536	можно сделать	2	1
537	более как	1	1
538	них не	1	1
539	приходим к	2	1
540	которых один	1	1
541	из причин	1	1
542	стремления к	1	1
543	ее можно	1	1
544	или в	4	1
545	на одном	1	1
546	можно ограничиться	4	1
547	а подобно	2	1
548	и самая	1	1
549	как свойства	1	1
550	к развитию	1	1
551	но они	1	1
552	в чем	1	1
553	дело в	1	1
554	или выражаясь	1	1
555	причина этого	1	1
556	как во	1	1
557	не все	6	1
558	словами не	1	1
559	нужно помнить	1	1
560	следующим образом	3	1
561	но на	1	1
562	быть сделано	1	1
563	определяет его	1	1
564	как а	1	1
565	в глаза	2	1
566	определить ее	1	1
567	сказать о	2	1
568	этой связи	1	1
569	быть результатом	1	1
570	ничего не	4	1
571	мы получим	1	1
572	что различные	1	1
573	том как	1	1
574	а с	2	1
575	с превращением	1	1
576	на другое	1	1
577	ясно что	5	1
578	или не	3	1
579	которой есть	2	1
580	останавливаясь на	1	1
581	этого момента	3	1
582	ничего общего	1	1
583	в последнем	2	1
584	таких слов	1	1
585	по ней	1	1
586	на двор	1	1
587	не противоречит	1	1
588	что при	2	1
589	и за	2	1
590	взгляд кажется	1	1
591	всех подобных	1	1
592	сравнения а	1	1
593	могло бы	1	1
594	же например	1	1
595	ему в	1	1
596	без всякого	2	1
597	если только	1	1
598	во всем	1	1
599	в пределах	3	1
600	они ни	1	1
601	можно указать	1	1
602	этот элемент	4	1
603	теперь несколько	1	1
604	одной стороны	1	1
605	форма всегда	1	1
606	понятия и	1	1
607	к разным	1	1
608	другой стороны	4	1
609	которой все	1	1
610	исходят из	2	1
611	куда же	1	1
612	вряд ли	2	1
613	в этой	2	1
614	у него	1	1
615	к двум	1	1
616	если она	2	1
617	ли мы	1	1
618	в настоящее	3	1
619	сделать из	2	1
620	это явление	4	1
621	что под	1	1
622	показать что	4	1
623	к девице	1	1
624	быть во	1	1
625	или нет	2	1
626	формы но	1	1
627	идут в	1	1
628	не потому	1	1
629	то для	1	1
630	хотя эти	1	1
631	относится ко	1	1
632	этом отношении	1	1
633	а по	3	1
634	как уже	2	1
635	понятие как	1	1
636	о формах	2	1
637	если он	1	1
638	себе он	1	1
639	основано на	1	1
640	так тесно	1	1
641	и сюда	1	1
642	это положение	2	1
643	два раза	2	1
644	сущности эта	1	1
645	возвращаемся к	1	1
646	формы является	1	1
647	образом если	1	1
648	в качестве	5	1
649	на этом	3	1
650	далеко не	5	1
651	в лесу	1	1
652	многие другие	1	1
653	большую роль	1	1
654	помнить что	1	1
655	и никогда	1	1
656	частью даже	1	1
657	же касается	1	1
658	от тех	1	1
659	до него	1	1
660	скажем что	1	1
661	с самого	1	1
662	же он	1	1
663	и нет	1	1
664	в частности	2	1
665	то время	3	1
666	предмета но	1	1
667	а также	4	1
668	пример в	1	1
669	его не	1	1
670	и затем	4	1
671	такое изучение	1	1
672	связанное с	1	1
673	уже совершенно	1	1
674	подобных случаях	4	1
675	доходит до	1	1
676	здесь только	1	1
677	предполагает уже	1	1
678	ей не	1	1
679	не думает	1	1
680	получает новый	1	1
681	на других	1	1
682	он пользуется	1	1
683	не носит	1	1
684	и красоты	1	1
685	и по-видимому	1	1
686	к другу	2	1
687	что бы	1	1
688	мнение что	1	1
689	им только	1	1
690	то она	1	1
691	очень далеко	1	1
692	что с	1	1
693	благодаря этому	3	1
694	можно утверждать	1	1
695	непосредственно за	1	1
696	как будто	2	1
697	мы обозначим	1	1
698	быть объяснено	1	1
699	имеем в	6	1
700	один для	1	1
701	что существуют	1	1
702	из них	3	1
703	его разработки	1	1
704	вытекает из	1	1
705	на которой	1	1
706	дальнейшему развитию	1	1
707	прибавить к	1	1
708	своей конкретности	1	1
709	и тогда	1	1
710	эта черта	1	1
711	это делается	1	1
712	совершается в	2	1
713	большое количество	1	1
714	потому не	1	1
715	на отношения	1	1
716	в первой	1	1
717	а от	1	1
718	если один	1	1
719	другу и	2	1
720	но если	7	1
721	бы на	1	1
722	как на	1	1
723	нужно заметить	1	1
724	во втором	3	1
