N	2gram	Kanaev_Sov_1	Dialekti
137	только одна	6	3
138	и от	1	3
139	и ни	1	3
140	не знает	1	3
141	только о	1	3
142	все что	1	3
143	же как	1	2
144	а из	1	2
145	для науки	1	2
146	в первом	3	2
147	не имеют	1	2
148	в зависимости	4	2
149	как особого	1	2
150	оно вообще	1	2
151	живое существо	1	2
152	в ней	1	2
153	еще не	3	2
154	на них	1	2
155	бы то	1	2
156	с его	1	2
157	веры но	1	2
158	живых существ	1	2
159	но не	1	2
160	но в	3	2
161	в условиях	5	2
162	из этих	2	2
163	и они	2	2
164	в себе	3	2
165	и если	1	2
166	при этом	3	2
167	и по	2	2
168	на этом	2	2
169	только одно	1	2
170	она и	1	2
171	все равно	1	2
172	этого не	1	2
173	несмотря на	1	2
174	понятия и	1	2
175	же они	1	2
176	всяком случае	2	2
177	от его	1	2
178	их в	4	2
179	же мы	2	2
180	но они	1	2
181	третий день	1	2
182	на котором	2	2
183	только и	1	2
184	очень мало	1	2
185	ничто не	1	2
186	когда мы	3	2
187	могут быть	2	2
188	той или	1	2
189	как мы	2	2
190	раз мы	1	2
191	так в	1	2
192	и вообще	1	2
193	она всегда	1	2
194	и во	2	2
195	в его	2	2
196	природы и	1	2
197	и следовательно	1	2
198	как например	1	2
199	тот или	2	2
200	со всеми	2	2
201	не можем	7	2
202	и у	1	2
203	же в	1	2
204	и чисто	1	2
205	ведь это	3	2
206	у него	2	2
207	именно в	1	2
208	только к	1	2
209	быть только	1	2
210	в природе	1	2
211	но как	1	2
212	нет никаких	1	2
213	и потому	3	2
214	мы говорим	1	2
215	в данном	1	2
216	по существу	1	2
217	но для	1	2
218	и для	1	2
219	все будущее	1	2
220	или в	1	2
221	себя самого	1	2
222	для нас	3	2
223	в одинаковой	1	2
224	а в	4	2
225	совершенно не	2	2
226	но еще	1	2
227	в своих	1	2
228	они не	1	2
229	во всяком	2	2
230	новое время	1	1
231	ли оно	2	1
232	на самом	1	1
233	он может	3	1
234	но тем	1	1
235	идет о	1	1
236	к другому	1	1
237	по преимуществу	1	1
238	быть действительно	1	1
239	по его	1	1
240	для своего	1	1
241	и само	1	1
242	что уже	1	1
243	построения в	1	1
244	которую можно	1	1
245	же мере	1	1
246	во всех	1	1
247	еще одним	1	1
248	друг на	1	1
249	нельзя говорить	1	1
250	конечном счете	1	1
251	более как	1	1
252	и будет	2	1
253	свободы и	1	1
254	его развития	3	1
255	чем же	1	1
256	исходным пунктом	1	1
257	независимо от	1	1
258	опирается на	1	1
259	стороны и	1	1
260	о жизни	2	1
261	с понятием	1	1
262	и наконец	5	1
263	живое от	1	1
264	вот где	1	1
265	именно эта	1	1
266	в этот	1	1
267	чего же	1	1
268	к чему	2	1
269	не приходится	1	1
270	та же	1	1
271	в которой	2	1
272	мира но	1	1
273	если мы	4	1
274	пусть это	1	1
275	только один	2	1
276	но ведь	1	1
277	то этим	1	1
278	по самому	1	1
279	мы можем	6	1
280	свою собственную	2	1
281	же это	4	1
282	никакому сомнению	1	1
283	в корне	1	1
284	всеми ее	1	1
285	раз из	1	1
286	то ни	2	1
287	факт что	1	1
288	и может	1	1
289	в совершенно	1	1
290	в мире	1	1
291	его в	1	1
292	природой и	1	1
293	но самый	1	1
294	в споре	1	1
295	весь мир	1	1
296	в ином	1	1
297	нет в	1	1
298	мы имеем	1	1
299	на друга	1	1
300	которой он	2	1
301	всегда и	1	1
302	жизни но	1	1
303	такой же	2	1
304	объяснение он	1	1
305	и становится	1	1
306	в такой	1	1
307	почти не	1	1
308	бы к	1	1
309	пор в	1	1
310	она в	1	1
311	что вся	1	1
312	представление о	1	1
313	самое что	1	1
314	своему существу	1	1
315	и той	1	1
316	видим не	1	1
317	точку зрения	4	1
318	на другую	1	1
319	без всяких	1	1
320	и более	1	1
321	у читателя	1	1
322	что эта	1	1
323	что с	1	1
324	эти процессы	1	1
325	полного и	1	1
326	от двух	1	1
327	не материальная	1	1
328	одной и	1	1
329	этого явления	1	1
330	жизни не	1	1
331	этих двух	2	1
332	в науке	2	1
333	находиться в	1	1
334	сил что	1	1
335	связи с	1	1
336	поэтому совершенно	1	1
337	эти три	1	1
338	и при	1	1
339	ли это	1	1
340	представлять себе	2	1
341	же необходимо	1	1
342	которых он	1	1
343	в основу	1	1
344	но все	2	1
345	это конечно	1	1
346	же самое	2	1
347	и историей	1	1
348	опыта и	1	1
349	должен быть	1	1
350	диалектического материализма	1	1
351	значении в	1	1
352	с ее	1	1
353	данном случае	1	1
354	он с	1	1
355	во многом	1	1
356	может находиться	1	1
357	должны признать	1	1
358	это во	1	1
359	с ним	1	1
360	мы всегда	1	1
361	только так	2	1
362	и та	1	1
363	что каждый	1	1
364	в вопросах	1	1
365	науке и	1	1
366	машину в	1	1
367	в конечном	1	1
368	вся эта	1	1
369	а потому	1	1
370	не более	1	1
371	вообще и	1	1
372	у всех	3	1
373	тот же	2	1
374	нас есть	1	1
375	одной из	1	1
376	этот вопрос	1	1
377	то он	1	1
378	в общий	1	1
379	ни одного	1	1
380	мы получим	3	1
381	чтобы он	1	1
382	а это	1	1
383	конечно нет	1	1
384	на части	1	1
385	в одном	3	1
386	бы все	1	1
387	науки в	1	1
388	зрения с	1	1
389	живой жизни	1	1
390	до сих	1	1
391	будет ли	1	1
392	к которому	1	1
393	такое же	1	1
394	физико-химическое объяснение	2	1
395	на ней	1	1
396	между ними	1	1
397	от другого	1	1
398	в некоторых	2	1
399	поскольку она	1	1
400	та самая	1	1
401	привилегированное положение	1	1
402	одна и	1	1
403	в связи	1	1
404	вместе с	4	1
405	от неживого	1	1
406	тот факт	1	1
407	в область	1	1
408	в течение	1	1
409	чем в	1	1
410	этим мы	3	1
411	части или	1	1
412	совершенно достаточно	1	1
413	научной мысли	1	1
414	пришлось в	1	1
415	в биологии	1	1
416	сих пор	1	1
417	силу и	1	1
418	здесь в	1	1
419	случае он	1	1
420	не знаем	2	1
421	указать на	1	1
422	его с	1	1
423	в результате	6	1
424	а все	3	1
425	человек и	1	1
426	конечно нельзя	1	1
427	на такой	1	1
428	ни было	1	1
429	природы не	1	1
430	состоит из	3	1
431	определяет собою	1	1
432	стадии своего	1	1
433	что необходимо	1	1
434	своего предмета	2	1
435	просто не	1	1
436	а может	1	1
437	но каким	1	1
438	в процессе	1	1
439	и эта	1	1
440	которая не	1	1
