N	2gram	Losev_Vlad_2	DiskursI
232	к числу	2	1
233	себе не	1	1
234	в этот	1	1
235	то в	5	1
236	гораздо раньше	1	1
237	со своей	2	1
238	в самом	2	1
239	только то	1	1
240	еще на	2	1
241	себе как	1	1
242	в которой	4	1
243	от всеобщего	1	1
244	было уже	1	1
245	в нашем	1	1
246	поэтому и	1	1
247	так в	1	1
248	право на	1	1
249	но без	1	1
250	им в	3	1
251	как у	2	1
252	человек не	2	1
253	теми же	1	1
254	к выводу	1	1
255	три года	2	1
256	так сказать	1	1
257	одному из	1	1
258	пушкина и	1	1
259	и еще	1	1
260	же это	2	1
261	к одному	1	1
262	мир как	1	1
263	его от	1	1
264	на этом	2	1
265	споре с	1	1
266	с этой	4	1
267	таким образом	3	1
268	что является	1	1
269	то ни	1	1
270	мы его	1	1
271	для характеристики	1	1
272	об этом	6	1
273	лишь в	1	1
274	время и	1	1
275	к теории	1	1
276	в жизни	1	1
277	так называемого	1	1
278	xii с	1	1
279	этого не	2	1
280	несмотря на	4	1
281	все моменты	1	1
282	которую он	7	1
283	я его	3	1
284	в такой	1	1
285	со своего	1	1
286	в которых	1	1
287	бы мы	1	1
288	жизни с	2	1
289	где на	2	1
290	своей жизни	3	1
291	тем не	6	1
292	по крайней	4	1
293	а почему	1	1
294	перед ним	1	1
295	том же	3	1
296	что этот	1	1
297	для нее	1	1
298	а вот	2	1
299	случае мы	1	1
300	при всех	1	1
301	вообще но	1	1
302	вплоть до	3	1
303	но они	1	1
304	до известной	1	1
305	она не	2	1
306	с теми	1	1
307	самого начала	1	1
308	как о	1	1
309	дело не	1	1
310	к этим	2	1
311	на него	1	1
312	xix века	1	1
313	другое стихотворение	1	1
314	мы все	1	1
315	в самых	2	1
316	чтобы стать	1	1
317	и всегда	1	1
318	в общих	1	1
319	ничего не	2	1
320	в москву	4	1
321	не вполне	2	1
322	того как	2	1
323	преимущественно на	1	1
324	году как	1	1
325	к ней	3	1
326	и до	2	1
327	во всем	1	1
328	иногда не	1	1
329	из той	1	1
330	ему не	1	1
331	известной степени	1	1
332	ни о	1	1
333	уже о	2	1
334	начиная с	2	1
335	не могут	1	1
336	но все	2	1
337	было у	2	1
338	уже было	1	1
339	к тому	2	1
340	не есть	4	1
341	в полной	1	1
342	также от	1	1
343	утверждать что	1	1
344	году в	1	1
345	приходит к	2	1
346	говоря уже	2	1
347	в в	1	1
348	в собственном	1	1
349	с самого	1	1
350	слова а	1	1
351	как с	1	1
352	бытия как	1	1
353	и сам	2	1
354	этот период	2	1
355	в нескольких	1	1
356	здесь как	1	1
357	в споре	1	1
358	чем у	1	1
359	можно только	1	1
360	расставаться с	1	1
361	поэтому в	1	1
362	считали его	1	1
363	для этого	1	1
364	и даже	10	1
365	с ним	5	1
366	каждый из	1	1
367	все дело	1	1
368	о нем	2	1
369	и здесь	1	1
370	и должно	1	1
371	не был	2	1
372	никак не	3	1
373	и что	5	1
374	может не	1	1
375	нас в	2	1
376	и во	2	1
377	предстает в	1	1
378	по двум	2	1
379	добра и	1	1
380	с нами	2	1
381	вот только	1	1
382	ним и	1	1
383	в глазах	1	1
384	крайней мере	4	1
385	которая и	1	1
386	как мне	1	1
387	не зная	1	1
388	но тут	1	1
389	в современной	1	1
390	уже сказано	1	1
391	в обстоятельствах	1	1
392	с каждым	1	1
393	и быть	1	1
394	жизнь с	1	1
395	б с	1	1
396	до нас	1	1
397	с которыми	4	1
398	так что	5	1
399	же и	2	1
400	для всех	1	1
401	свидетельствуют о	1	1
402	оказывается в	1	1
403	только на	1	1
404	а напротив	1	1
405	ему ты	1	1
406	же из	1	1
407	во втором	1	1
408	в книге	1	1
409	и их	1	1
410	в новом	2	1
411	всяком случае	6	1
412	написанное в	1	1
413	вовсе не	4	1
414	содержание и	1	1
415	поездки в	1	1
416	для меня	4	1
417	друг друга	2	1
418	тем что	1	1
419	к той	2	1
420	мир на	1	1
421	но из	2	1
422	отношения но	1	1
423	того что	5	1
424	является носителем	1	1
425	не были	1	1
426	заключающие в	1	1
427	о своем	2	1
428	еще и	6	1
429	во второй	2	1
430	бытия в	2	1
431	и др	1	1
432	между ними	1	1
433	поэзии и	1	1
434	касается самого	1	1
435	уж и	1	1
436	на этот	4	1
437	до конца	7	1
438	и своим	1	1
439	сколько в	1	1
440	его как	1	1
441	с конца	1	1
442	чем та	1	1
443	все то	1	1
444	что из	1	1
445	и глубоко	1	1
446	равно как	1	1
447	возвращаясь к	1	1
448	как это	7	1
449	в биографическом	1	1
450	сообщение о	1	1
451	бытию в	1	1
452	требует от	1	1
453	человек без	1	1
454	почему он	1	1
455	который становится	1	1
456	по своему	2	1
457	перехода от	1	1
458	мой друг	4	1
459	проще чем	1	1
460	общения с	1	1
461	до его	1	1
462	в мир	1	1
463	да и	3	1
464	в это	4	1
465	даже в	2	1
466	под названием	3	1
467	и от	2	1
468	было сказано	1	1
469	оба они	1	1
470	что касается	3	1
471	но для	1	1
472	при всем	1	1
473	с остальными	1	1
474	но с	1	1
475	в стихотворении	2	1
476	его не	2	1
477	когда он	1	1
478	же к	1	1
479	еще более	3	1
480	и ни	1	1
481	от всего	1	1
482	будто бы	2	1
483	по самой	1	1
484	же в	2	1
485	хотя в	1	1
486	быть и	1	1
487	этом свете	1	1
488	всего на	2	1
489	первых двух	2	1
490	не говоря	3	1
491	сказать что	11	1
492	можно утверждать	1	1
493	характеризует его	1	1
494	бы его	2	1
495	никакого отношения	3	1
496	при изучении	1	1
497	из этого	5	1
498	в какой	1	1
499	ее в	1	1
500	во всяком	6	1
501	том числе	1	1
