N	2gram	Savitsky_E_1	Istorich
346	и другое	1	1
347	в то	16	1
348	тогда когда	2	1
349	и имеет	2	1
350	их из	2	1
351	на восток	2	1
352	быть речи	1	1
353	именно с	1	1
354	находятся в	1	1
355	или иная	1	1
356	они являются	1	1
357	в русском	1	1
358	к ней	4	1
359	можно сказать	4	1
360	со своим	1	1
361	мы бы	1	1
362	доказать что	1	1
363	в основе	1	1
364	или иных	1	1
365	и несколько	1	1
366	только наиболее	1	1
367	других случаях	1	1
368	когда мы	1	1
369	должны быть	1	1
370	с полной	1	1
371	к тому	8	1
372	такое разнообразие	1	1
373	опасными для	1	1
374	что при	1	1
375	и это	1	1
376	с ее	1	1
377	как не	2	1
378	на основе	2	1
379	то время	1	1
380	в пределах	25	1
381	в знании	1	1
382	как с	1	1
383	к первому	1	1
384	во второй	3	1
385	наше внимание	2	1
386	является в	1	1
387	между собой	2	1
388	для этого	1	1
389	с ним	1	1
390	с некоторыми	1	1
391	а к	1	1
392	и вода	1	1
393	внимание на	1	1
394	одного из	1	1
395	мог бы	2	1
396	нас в	1	1
397	а через	1	1
398	которые мы	1	1
399	бы в	2	1
400	но нельзя	1	1
401	тем более	4	1
402	и следовательно	1	1
403	чтобы ответить	1	1
404	быть и	1	1
405	но так	1	1
406	один из	1	1
407	но с	2	1
408	чем это	1	1
409	тот же	1	1
410	речи о	1	1
411	одной из	5	1
412	что даже	1	1
413	который по	1	1
414	чтобы на	1	1
415	можно еще	1	1
416	к какому	1	1
417	не можем	2	1
418	в большинстве	2	1
419	народов не	2	1
420	есть наиболее	1	1
421	в начале	1	1
422	большинстве случаев	3	1
423	очевидно что	3	1
424	несомненно в	1	1
425	был бы	1	1
426	одно из	1	1
427	как их	2	1
428	другую сторону	1	1
429	в ряде	1	1
430	заметить что	2	1
431	не из	3	1
432	к той	2	1
433	которые как	1	1
434	образом к	1	1
435	во власти	2	1
436	представление о	2	1
437	со стороны	5	1
438	или иначе	1	1
439	не обязательно	1	1
440	нельзя сказать	1	1
441	именно в	4	1
442	по своим	3	1
443	эти две	1	1
444	что тот	1	1
445	к которому	1	1
446	как же	2	1
447	цель и	1	1
448	по большей	1	1
449	если мы	1	1
450	и затем	1	1
451	что не	1	1
452	обратиться к	1	1
453	прежде всего	9	1
454	историческое явление	1	1
455	выступает в	1	1
456	связано с	3	1
457	не было	1	1
458	которые не	1	1
459	на которых	1	1
460	у других	1	1
461	зависит от	1	1
462	власти и	1	1
463	понимать как	1	1
464	человеческой жизни	1	1
465	с которым	1	1
466	если этот	2	1
467	долгое время	2	1
468	ли здесь	2	1
469	становится ясным	1	1
470	фигурирует в	1	1
471	даже при	2	1
472	интересно отметить	1	1
473	в центре	1	1
474	или по	2	1
475	имеются в	1	1
476	то можно	1	1
477	вспомним что	1	1
478	в европе	1	1
479	другие не	1	1
480	к жизни	1	1
481	что за	1	1
482	экономическое развитие	2	1
483	что же	2	1
484	и всей	1	1
485	жизни эти	1	1
486	действительно ли	1	1
487	должно происходить	1	1
488	как будто	2	1
489	на пути	1	1
490	они действуют	1	1
491	в более	1	1
492	являются не	1	1
493	она может	1	1
494	в результате	3	1
495	которая в	1	1
496	жизни и	2	1
497	еще более	2	1
498	в большей	1	1
499	силы в	2	1
500	исключительно в	2	1
501	данного народа	3	1
502	бы на	1	1
503	но если	5	1
504	поскольку это	1	1
505	это в	1	1
506	утверждать что	2	1
507	сибири уже	1	1
508	той области	1	1
509	человеческую культуру	1	1
510	это так	3	1
511	в своих	2	1
512	тем самым	5	1
513	который не	1	1
514	как на	3	1
515	том числе	1	1
