N	2gram	Losev_Prob_1	Psycholo
99	сам по	7	4
100	едва ли	2	4
101	есть не	6	4
102	мы имеем	2	4
103	в чем	3	4
104	есть по	4	4
105	с этим	3	4
106	все же	1	4
107	в действительности	3	4
108	и те	1	4
109	в нем	13	4
110	и с	2	4
111	и тем	13	4
112	в жизни	3	4
113	несмотря на	3	4
114	в данном	9	4
115	знаем что	2	4
116	и той	1	4
117	образом и	2	4
118	которые в	2	4
119	сущности говоря	1	4
120	тому что	4	4
121	не имеет	2	4
122	того как	3	4
123	но только	2	4
124	совершенно правильно	1	4
125	ничего не	10	4
126	и до	2	4
127	в сознании	5	4
128	что на	1	4
129	и для	4	4
130	могут быть	2	4
131	тем не	18	4
132	утверждать что	1	4
133	если же	1	4
134	и это	9	4
135	данном случае	8	4
136	и сам	1	4
137	и поэтому	1	4
138	никак не	4	4
139	между тем	2	4
140	которые мы	1	4
141	в языке	1	4
142	мы видим	2	4
143	из них	3	4
144	от того	1	4
145	как это	6	4
146	наряду с	1	4
147	с этой	1	4
148	и все	7	4
149	а в	4	4
150	совершенно не	6	4
151	жизни и	1	4
152	например в	2	3
153	и то	6	3
154	мы не	2	3
155	время как	1	3
156	то это	1	3
157	имеет дело	1	3
158	во всех	7	3
159	но как	6	3
160	а только	5	3
161	в общем	1	3
162	относится к	1	3
163	которые не	3	3
164	нашего сознания	1	3
165	только ее	2	3
166	на нас	1	3
167	и к	1	3
168	но в	14	3
169	он в	2	3
170	думать что	1	3
171	не к	1	3
172	не как	2	3
173	на этом	1	3
174	об этом	10	3
175	это было	2	3
176	показывает что	1	3
177	в своей	8	3
178	это только	2	3
179	в их	4	3
180	представление о	1	3
181	в которых	3	3
182	и другого	1	3
183	но он	3	3
184	том чтобы	1	3
185	в отношении	3	3
186	тогда когда	1	3
187	мы можем	4	3
188	в нас	2	3
189	в каком	3	3
190	не могут	2	3
191	и заключается	2	3
192	само собой	2	3
193	указывает на	14	3
194	отказаться от	1	3
195	с ее	1	3
196	в виду	6	3
197	то время	1	3
198	так и	12	3
199	мы в	3	3
200	для этого	3	3
201	образом в	1	3
202	с другой	3	3
203	бы и	1	3
204	мы должны	5	3
205	значит что	3	3
206	один из	4	3
207	этот вопрос	1	3
208	действующих лиц	2	3
209	и так	2	3
210	и ее	8	3
211	так что	6	3
212	в нашей	1	3
213	что не	3	3
214	и других	1	3
215	и их	1	3
216	сами по	3	3
217	в конце	6	3
218	которых мы	2	3
219	тому как	2	3
220	ни на	4	3
221	того или	2	3
222	по своему	9	3
223	что же	9	3
224	по существу	2	3
225	это значит	1	3
226	в смысле	1	3
227	должны быть	1	3
228	при всем	1	3
229	конце концов	4	3
230	хотя бы	3	3
231	только как	1	3
232	же мы	2	3
233	точно так	4	3
234	равным образом	1	2
235	также и	11	2
236	того же	3	2
237	и без	1	2
238	только потому	3	2
239	не имеют	5	2
240	и этот	1	2
241	еще не	9	2
242	входящих в	1	2
243	из всех	1	2
244	это совершенно	4	2
245	только все	1	2
246	есть нечто	11	2
247	искусства однако	1	2
248	но даже	1	2
249	к своему	1	2
250	бы то	1	2
251	с его	2	2
252	в ее	3	2
253	слишком много	1	2
254	но не	9	2
255	мы будем	2	2
256	явлений и	1	2
257	если в	1	2
258	меньше всего	2	2
259	самое понятие	1	2
260	того не	1	2
261	однако не	3	2
262	указывают на	2	2
263	что по	1	2
264	из самых	1	2
265	в которой	2	2
266	мы получаем	3	2
267	бы не	1	2
268	в себе	15	2
269	как он	4	2
270	что каждая	1	2
271	т д	10	2
272	тем и	2	2
273	или иному	1	2
274	однако он	1	2
275	на его	2	2
276	подобно тому	2	2
277	в каждом	1	2
278	то ни	1	2
279	с другими	2	2
280	и которые	5	2
281	это не	6	2
282	то все	1	2
283	в них	7	2
284	тот самый	1	2
285	смысл и	3	2
286	одного и	2	2
287	не значит	2	2
288	не так	1	2
289	и при	2	2
290	всяком случае	3	2
291	место в	1	2
292	их в	4	2
293	том и	1	2
294	том же	1	2
295	в этих	3	2
296	что этот	2	2
297	для нее	1	2
298	этой области	2	2
299	точно и	1	2
300	вплоть до	1	2
301	своего исследования	1	2
302	и другое	2	2
303	же самую	1	2
304	в процессе	1	2
305	можно получить	1	2
306	того и	1	2
307	его от	3	2
308	и всегда	2	2
309	казалось бы	4	2
310	это то	1	2
311	в самой	3	2
312	учения о	2	2
313	которая не	1	2
314	больше того	1	2
315	не потому	2	2
316	ни в	7	2
317	когда мы	8	2
318	виде как	1	2
319	для такого	2	2
320	что оно	3	2
321	его с	1	2
322	это происходит	1	2
323	оно не	3	2
324	она не	2	2
325	на другой	1	2
326	сводится к	1	2
327	то или	2	2
328	на том	4	2
329	который он	1	2
330	начала и	1	2
331	том как	2	2
332	и вообще	4	2
333	в таком	9	2
334	ничего кроме	1	2
335	и здесь	6	2
336	во всяком	7	2
337	этих двух	1	2
338	которой мы	1	2
339	в его	6	2
340	а потому	2	2
341	и только	4	2
342	в свете	1	2
343	и следовательно	3	2
344	в него	2	2
345	к нему	3	2
346	философии и	4	2
347	как нечто	8	2
348	может оказаться	1	2
349	именно на	3	2
350	говорит о	3	2
351	могло бы	1	2
352	мы находим	2	2
353	вовсе не	35	2
354	с этими	2	2
355	но что	2	2
356	каждый из	1	2
357	в других	5	2
358	имеет значение	1	2
359	на примере	1	2
360	не было	4	2
361	она является	2	2
362	не на	3	2
363	была бы	1	2
364	во внимание	2	2
365	на который	1	2
366	вместе с	2	2
367	из которых	1	2
368	его жизни	1	2
369	есть как	2	2
370	этого факта	1	2
371	при построении	1	2
372	но это	8	2
373	сознании и	4	2
374	тому или	1	2
375	получаем от	1	2
376	и часто	2	2
377	для выражения	1	2
378	не существует	6	2
379	для нас	5	2
380	из себя	1	2
381	тем более	5	2
382	в романе	1	2
383	другой стороны	3	2
384	но когда	2	2
385	на этот	3	2
386	или иного	2	2
387	и от	1	2
388	и фактов	1	2
389	а я	1	2
390	это в	1	2
391	а между	1	1
392	смысле слова	7	1
393	ясно и	2	1
394	если вы	1	1
395	ни его	5	1
396	для этих	2	1
397	одним из	1	1
398	для построения	2	1
399	с с	1	1
400	таком случае	6	1
401	чтобы не	1	1
402	все остальное	1	1
403	он может	1	1
404	что иван	2	1
405	решительно все	1	1
406	тем же	1	1
407	в первом	2	1
408	по преимуществу	2	1
409	уже указывали	1	1
410	и самое	1	1
411	и больше	1	1
412	и должен	1	1
413	отношения к	1	1
414	смотреть на	1	1
415	том насколько	1	1
416	дать точное	1	1
417	не важно	2	1
418	и ничего	2	1
419	что между	1	1
420	почти все	1	1
421	каком случае	3	1
422	должен признать	1	1
423	так чтобы	1	1
424	совсем иное	2	1
425	эстетики и	1	1
426	что иное	2	1
427	оно есть	1	1
428	действительности с	1	1
429	мы и	4	1
430	чрезвычайно сложным	1	1
431	учение об	1	1
432	большей частью	2	1
433	на другом	1	1
434	литературы и	4	1
435	подобного нет	1	1
436	он сам	2	1
437	бы мы	3	1
438	без которого	3	1
439	и эстетики	3	1
440	он строит	1	1
441	есть своя	1	1
442	только тогда	1	1
443	его во	2	1
444	а уже	3	1
445	впервые и	1	1
446	или иное	1	1
447	за пределы	6	1
448	к сожалению	1	1
449	чем же	2	1
450	в истории	4	1
451	общего с	8	1
452	данный момент	1	1
453	под этой	1	1
454	для всех	1	1
455	что ее	1	1
456	им в	1	1
457	кроме того	2	1
458	кто не	1	1
459	с понятием	1	1
460	его к	1	1
461	к числу	1	1
462	более или	3	1
463	мало ли	1	1
464	в противоположность	1	1
465	этой цели	1	1
466	не очень	2	1
467	всякой теории	2	1
468	то в	5	1
469	только то	4	1
470	уже не	3	1
471	не приходится	1	1
472	перестанет быть	2	1
473	говорят о	2	1
474	не хочет	3	1
475	это есть	9	1
476	мы при	1	1
477	себя к	1	1
478	из этих	2	1
479	от действительности	1	1
480	может считаться	1	1
481	нами в	1	1
482	от простого	1	1
483	видим и	1	1
484	они встречаются	1	1
485	тому же	1	1
486	но ведь	3	1
487	если он	1	1
488	как принцип	1	1
489	вообще не	2	1
490	как оно	3	1
491	искусства оказывается	1	1
492	широкое и	1	1
493	их построения	1	1
494	у древних	3	1
495	он должен	2	1
496	идеи и	1	1
497	в силу	1	1
498	и если	6	1
499	в россии	1	1
500	в понятии	2	1
501	или другое	1	1
502	именно к	1	1
503	два раза	1	1
504	имеют ничего	4	1
505	у пушкина	2	1
506	нами теории	2	1
507	что ни	2	1
508	обеспечивает и	1	1
509	так например	1	1
510	ряд отдельных	2	1
511	сам не	1	1
512	в нее	1	1
513	говоря в	1	1
514	одно и	1	1
515	но все	3	1
516	не будет	2	1
517	факт что	1	1
518	в совершенно	1	1
519	другом случае	1	1
520	же касается	3	1
521	в другом	1	1
522	чего он	3	1
523	говорил что	1	1
524	а по	1	1
525	с целью	4	1
526	его в	6	1
527	мы на	1	1
528	подходит к	1	1
529	бы нам	2	1
530	везде и	1	1
531	на почве	1	1
532	что большинство	1	1
533	всем известно	1	1
534	указанием на	1	1
535	но именно	3	1
536	отражение в	1	1
537	вещи а	2	1
538	чтобы этот	1	1
539	жизни человека	1	1
540	он является	1	1
541	является для	1	1
542	как об	1	1
543	романы достоевского	1	1
544	и уже	3	1
545	он и	8	1
546	для чего	2	1
547	мы видели	1	1
548	и было	1	1
549	и чувств	1	1
550	должно быть	2	1
551	потому и	1	1
552	которые я	1	1
553	и различие	1	1
554	и тогда	1	1
555	и того	2	1
556	не указывает	1	1
557	в эту	2	1
558	которая является	2	1
559	бесчисленное количество	1	1
560	но если	2	1
561	сами не	1	1
562	нас не	2	1
563	наших дней	1	1
564	вне всякого	1	1
565	в котором	5	1
566	что всякий	4	1
567	на свою	1	1
568	выходит за	1	1
569	и значит	1	1
570	нему и	1	1
571	является только	1	1
572	искусства не	1	1
573	мир и	1	1
574	самих по	1	1
575	что было	1	1
576	по крайней	2	1
577	этом ничего	1	1
578	всякий другой	1	1
579	есть еще	3	1
580	чтобы это	1	1
581	однако в	2	1
582	происходит от	1	1
583	указанных нами	1	1
584	мы встречаемся	2	1
585	и очень	2	1
586	вещи не	5	1
587	однако уже	2	1
588	что эта	1	1
589	с представлением	1	1
590	деле это	1	1
591	что ему	1	1
592	хотелось бы	1	1
593	дело не	1	1
594	некоторого рода	5	1
595	на котором	1	1
596	дело в	3	1
597	одна из	1	1
598	что их	2	1
599	взятый сам	1	1
600	и искусство	1	1
601	действительности поэтому	1	1
602	о них	1	1
603	что вы	3	1
604	только не	3	1
605	на язык	1	1
606	в качестве	2	1
607	имеем дело	1	1
608	именно с	1	1
609	слов в	1	1
610	мыслей и	1	1
611	произведения а	1	1
612	к ней	1	1
613	и является	7	1
614	же он	1	1
615	связи с	5	1
616	уже и	3	1
617	и делает	3	1
618	в области	2	1
619	только от	1	1
620	на целый	1	1
621	опыт показывает	1	1
622	языке и	1	1
623	количество и	1	1
624	и другим	2	1
625	этого и	1	1
626	о таких	1	1
627	символы в	2	1
628	не есть	29	1
629	в одну	1	1
630	в какое-нибудь	1	1
631	он оказывается	1	1
632	с анализом	1	1
633	должен быть	1	1
634	для себя	3	1
635	они стали	1	1
636	то во	2	1
637	то естественно	1	1
638	как мы	7	1
639	и о	8	1
640	мы конечно	1	1
641	ни стало	1	1
642	для читателя	1	1
643	нет никаких	1	1
644	сознания то	1	1
645	этот роман	1	1
646	и может	2	1
647	на нее	1	1
648	который говорит	1	1
649	не с	1	1
650	здесь как	1	1
651	с собой	2	1
652	часто в	1	1
653	ничего подобного	2	1
654	разного рода	6	1
655	является в	2	1
656	и всякого	1	1
657	на что	2	1
658	смысле и	2	1
659	иное как	2	1
660	все дело	1	1
661	разница между	2	1
662	о нем	3	1
663	каждый раз	1	1
664	и должно	2	1
665	действительности но	4	1
666	нам хотелось	1	1
667	сами того	1	1
668	и просто	1	1
669	можно сказать	5	1
670	основе своей	1	1
671	мы познаем	1	1
672	и во	3	1
673	различие в	3	1
674	аллегоричность и	1	1
675	идет к	1	1
676	было совершенно	1	1
677	этому поводу	3	1
678	переходит в	1	1
679	эти два	1	1
680	ко всей	1	1
681	крайней мере	2	1
682	быть даже	2	1
683	вообще и	4	1
684	которая и	1	1
685	что бы	1	1
686	представления о	1	1
687	как аллегория	1	1
688	и об	1	1
689	мы никогда	3	1
690	в самый	1	1
691	один момент	1	1
692	самой природе	1	1
693	эти последние	2	1
694	раз то	1	1
695	действительности не	1	1
696	этом смысле	6	1
697	сознание которое	2	1
698	которое было	1	1
699	который ее	1	1
700	для таких	1	1
701	которых она	1	1
702	вещи для	1	1
703	собой разумеется	1	1
704	построения но	2	1
705	взывает к	1	1
706	природой и	1	1
707	мы увидим	3	1
708	что даже	1	1
709	что исследователь	1	1
710	он совершенно	1	1
711	надо понимать	1	1
712	что а	2	1
713	не имеющих	2	1
714	которое мы	1	1
715	вещи тем	1	1
716	по этому	3	1
717	со всеми	2	1
718	не то	2	1
719	до наших	1	1
720	с одного	1	1
721	история и	1	1
722	же и	3	1
723	в таких	2	1
724	конечно не	1	1
725	же трудно	1	1
726	вопроса о	2	1
727	этом что	1	1
728	не всякое	7	1
729	всем его	1	1
730	ни одного	1	1
731	стоит на	1	1
732	и теоретическая	1	1
733	свидетельствует о	3	1
734	не обладают	1	1
735	от других	2	1
736	а то	1	1
737	не дает	1	1
738	его и	1	1
739	за ним	1	1
740	является ее	1	1
741	для него	2	1
742	ведь это	2	1
743	и та	1	1
744	прежде всего	10	1
745	свой смысл	1	1
746	ее не	1	1
747	не о	2	1
748	только с	1	1
749	из нее	1	1
750	случае не	3	1
751	она будет	1	1
752	образом не	1	1
753	не просто	23	1
754	к той	1	1
755	мы возьмем	2	1
756	этого понятия	2	1
757	встречаемся с	1	1
758	другое что	1	1
759	со стороны	1	1
760	даже не	1	1
761	в данный	1	1
762	и эту	2	1
763	которые можно	1	1
764	именно в	4	1
765	человека а	2	1
766	мы станем	1	1
767	ощущение вещи	1	1
768	случае есть	1	1
769	нашего исследования	2	1
770	предмета но	2	1
771	больше и	1	1
772	имеет ничего	2	1
773	естественно что	2	1
774	в некоторых	1	1
775	нужно сказать	3	1
776	этот закон	1	1
777	общем и	1	1
778	будем понимать	1	1
779	он только	1	1
780	действительность можно	1	1
781	искусстве не	1	1
782	во что	1	1
783	и считает	1	1
784	его по	1	1
785	существу и	1	1
786	с которым	1	1
787	что мы	13	1
788	совершенно очевидно	1	1
789	под влиянием	1	1
790	его форме	1	1
791	в связи	4	1
792	они все	1	1
793	как именно	2	1
794	принципы и	1	1
795	вещи как	3	1
796	а есть	4	1
797	бы ее	1	1
798	как жизнь	1	1
799	к положительной	1	1
800	которое в	1	1
801	бы это	1	1
802	мы говорим	3	1
803	но пока	1	1
804	поскольку они	1	1
805	быть это	1	1
806	который мы	2	1
807	он будет	2	1
808	она есть	5	1
809	такого рода	7	1
810	мы сразу	1	1
811	может прийти	1	1
812	или менее	3	1
813	вокруг себя	1	1
814	поскольку он	2	1
815	для понимания	1	1
816	этом случае	2	1
817	и нет	1	1
818	нам приходится	1	1
819	здравого смысла	1	1
820	нечто совершенно	1	1
821	понимать не	2	1
822	представляет из	1	1
823	о его	2	1
824	нет ничего	10	1
825	входящее в	1	1
826	от нас	3	1
827	самое существенное	1	1
828	говорить что	2	1
829	этих вещей	1	1
830	указать на	1	1
831	не имея	1	1
832	от той	1	1
833	понимать только	1	1
834	деле что	1	1
835	или в	4	1
836	в результате	2	1
837	которой можно	1	1
838	который является	2	1
839	от него	1	1
840	не более	1	1
841	что из	1	1
842	ни к	1	1
843	будто бы	1	1
844	находим в	1	1
845	только что	2	1
846	о смысле	1	1
847	ни было	1	1
848	хотя в	3	1
849	должны понимать	1	1
850	утверждал что	1	1
851	может и	3	1
852	или других	1	1
853	и эта	1	1
854	понимать как	2	1
855	мы начинаем	1	1
856	не что	2	1
857	что под	1	1
858	в трех	1	1
859	самое и	1	1
860	себе не	3	1
861	себе но	3	1
862	в виде	15	1
863	всем этом	2	1
864	в такое	1	1
865	но еще	2	1
866	образом свидетельствует	1	1
867	однако мы	1	1
868	по поводу	4	1
869	что за	1	1
870	вещи и	12	1
871	это понятие	1	1
872	а самый	1	1
873	тем самым	4	1
874	к этому	1	1
875	не чувственное	2	1
876	ничего общего	11	1
