N	2gram	Tiupa_Lite_2	Hudozhes
536	все то	1	1
537	места для	1	1
538	сравнении с	2	1
539	дискурса в	1	1
540	ли не	4	1
541	в своего	1	1
542	всего что	1	1
543	у истоков	1	1
544	в каждом	2	1
545	рецептивного сознаний	1	1
546	здесь мы	1	1
547	и своя	1	1
548	говорит о	1	1
549	о судьбе	1	1
550	поэту живаго	1	1
551	в ситуации	2	1
552	гегель именовал	1	1
553	характеристике с.с	1	1
554	а перед	1	1
555	как мы	1	1
556	к общему	1	1
557	ни одно	1	1
558	и выступает	1	1
559	создает и	1	1
560	в собственном	1	1
561	своей полноте	1	1
562	мысль о	1	1
563	в особенности	1	1
564	лирического мы	2	1
565	но мы	1	1
566	художественного мышления	5	1
567	на свой	1	1
568	обращаясь к	3	1
569	на нее	1	1
570	сознаний в	1	1
571	это событие	1	1
572	в сочетании	1	1
573	дискурс власти	3	1
574	для этого	2	1
575	творческой воли	1	1
576	следует признать	3	1
577	писатель является	1	1
578	искусства и	1	1
579	исканий и	1	1
580	направленной на	1	1
581	выбора не	1	1
582	воспринимающим сознанием	1	1
583	после того	1	1
584	восходит к	2	1
585	под именем	1	1
586	от всего	1	1
587	на отдельные	1	1
588	сознания к	1	1
589	всегда может	1	1
590	состоит не	1	1
591	путь к	2	1
592	крайней мере	2	1
593	отдельные слова	1	1
594	культуре хх	1	1
595	выступает как	1	1
596	личность является	1	1
597	целого а	1	1
598	художественном мире	2	1
599	ибо жизнь	1	1
600	понимаемой как	1	1
601	счастье существования	1	1
602	в него	2	1
603	систему ценностей	1	1
604	жизнь на	1	1
605	один из	4	1
606	но с	3	1
607	тот же	2	1
608	дело с	1	1
609	уединенного сознания	5	1
610	над собою	1	1
611	даже его	1	1
612	в какой	2	1
613	мастер и	1	1
614	субъекта в	1	1
615	объективной стороной	1	1
616	и маргарита	1	1
617	в перспективе	1	1
618	простой и	1	1
619	к адресату	2	1
620	что ж	1	1
621	по всеохватывающей	1	1
622	и жизни	3	1
623	а после	1	1
624	со всеми	1	1
625	так что	4	1
626	для всех	5	1
627	художественных парадигм	1	1
628	согласно характеристике	1	1
629	личностью своего	1	1
630	а напротив	1	1
631	его лице	2	1
632	в поэзии	3	1
633	других в	1	1
634	то и	3	1
635	бы принадлежать	1	1
636	свидетельствует о	2	1
637	из картины	1	1
638	как писал	2	1
639	мышления и	1	1
640	я люблю	1	1
641	из них	2	1
642	чего бы	1	1
643	есть рассказ	1	1
644	себе в	1	1
645	ведь это	2	1
646	искусство мыслится	1	1
647	мы находим	1	1
648	не для	1	1
649	так как	3	1
650	и от	1	1
651	граница между	2	1
652	бытия и	1	1
653	должен был	1	1
654	читателем в	1	1
655	художественные тексты	1	1
656	по тем	1	1
657	не просто	1	1
658	не было	2	1
659	морального и	1	1
660	он же	1	1
661	некоторыми другими	1	1
662	границы и	1	1
663	и даже	8	1
664	как у	1	1
665	таков что	1	1
666	одновременно не	2	1
667	в бою	2	1
668	и напротив	1	1
669	еще и	1	1
670	наконец в	2	1
671	героя о	1	1
672	души и	1	1
673	перед ним	2	1
674	и души	1	1
675	что не	2	1
676	в хх	4	1
677	к более	1	1
678	она предстает	1	1
679	в соответствии	1	1
680	служить также	1	1
681	литературное произведение	1	1
682	стремится к	1	1
683	всю жизнь	1	1
684	более того	1	1
685	однако и	1	1
686	своей широте	1	1
687	когда же	1	1
688	могут служить	2	1
689	не всегда	1	1
690	не об	1	1
691	имея в	1	1
692	на фоне	5	1
693	есть точка	1	1
694	по рассуждению	1	1
695	вместе с	5	1
696	автора с	1	1
697	центр художественного	1	1
698	я из	1	1
699	личной ответственности	2	1
700	требует от	1	1
701	быть это	1	1
702	не могут	1	1
703	для искусства	1	1
704	он говорит	1	1
705	в хронотопе	1	1
706	отношений не	1	1
707	ты в	2	1
708	одновременно с	1	1
709	тому как	2	1
710	объект эстетического	1	1
711	и вполне	1	1
712	лирического я	3	1
713	никем не	1	1
714	мыслится как	3	1
715	быть не	2	1
716	по собственному	1	1
717	него не	2	1
718	в это	1	1
719	ценность и	1	1
720	точка безумия	1	1
721	с этой	2	1
722	утверждение о	1	1
723	этом случае	2	1
724	и другим	1	1
725	в ранг	1	1
726	всеохватывающей своей	1	1
727	к объекту	2	1
728	своей жизни	1	1
729	как система	1	1
730	приобщения к	1	1
731	все же	2	1
732	о мире	1	1
733	эстетическим объектом	1	1
734	при всем	2	1
735	тех или	1	1
736	за его	1	1
737	еще одна	1	1
738	должен найти	1	1
739	что делает	1	1
740	в пределе	1	1
741	личного бытия	1	1
742	в результате	2	1
743	и иного	1	1
744	адресата а	1	1
745	и трагическое	1	1
746	себя только	1	1
747	например не	1	1
748	для нас	2	1
749	от него	1	1
750	идет не	1	1
751	в третьем	2	1
752	бы в	1	1
753	не более	2	1
754	не будучи	1	1
755	на столь	1	1
756	как явление	1	1
757	это точка	1	1
758	как того	1	1
759	ни было	2	1
760	эстетическому субъекту	1	1
761	же в	2	1
762	можно признать	1	1
763	оказывается всего	1	1
764	нами не	1	1
765	уже отмечалось	1	1
766	о своем	1	1
767	со мной	4	1
768	будущей жизни	1	1
769	на шкале	1	1
770	впервые в	1	1
771	в системе	1	1
772	для художественной	1	1
773	какое-то утверждение	1	1
774	поэт не	2	1
775	жизни а	2	1
776	о литературе	1	1
777	беллетриста не	1	1
778	в сравнении	2	1
779	в свое	2	1
780	который в	1	1
781	одно слово	1	1
782	героя в	2	1
783	к числу	1	1
784	всего в	1	1
785	частности в	1	1
786	сочетании с	1	1
787	которой я	1	1
788	жизни и	4	1
789	судьба в	1	1
790	ее в	1	1
791	в своих	2	1
792	можно назвать	1	1
793	все что	2	1
794	этой точки	1	1
795	они не	1	1
