N	2gram	Berdyaev_N_1	Problemy
248	смысле как	1	1
249	переход к	2	1
250	в основу	1	1
251	от нее	1	1
252	не будет	7	1
253	что все	2	1
254	в платоновском	1	1
255	из них	1	1
256	них не	1	1
257	лишь в	6	1
258	знает что	1	1
259	и мы	4	1
260	должны перейти	1	1
261	роль в	2	1
262	времени что	1	1
263	быть не	1	1
264	оставалось в	1	1
265	истории и	9	1
266	мира с	1	1
267	весь мир	1	1
268	для них	1	1
269	быть только	1	1
270	в высшей	6	1
271	земная жизнь	1	1
272	его принципом	1	1
273	не всегда	1	1
274	платоновском смысле	1	1
275	она неизбежно	1	1
276	не больше	1	1
277	одного и	1	1
278	будет и	2	1
279	что вся	1	1
280	часто не	1	1
281	мир не	1	1
282	место в	2	1
283	не столько	1	1
284	жизни с	1	1
285	своего рода	1	1
286	значение для	1	1
287	том и	2	1
288	времени а	1	1
289	с миром	1	1
290	xviii века	2	1
291	не имеет	4	1
292	русский народ	1	1
293	и имеет	1	1
294	того чтобы	2	1
295	та или	1	1
296	того и	1	1
297	ним она	1	1
298	самой жизни	2	1
299	и весь	2	1
300	или иная	1	1
301	вот что	1	1
302	истории как	1	1
303	не утверждение	1	1
304	то это	1	1
305	в области	1	1
306	в каком	1	1
307	ему не	1	1
308	у нас	1	1
309	в речах	1	1
310	про себя	1	1
311	должны быть	1	1
312	к тому	3	1
313	ведь прежде	1	1
314	все еще	1	1
315	выводы которые	1	1
316	него как	1	1
317	не могли	2	1
318	должен быть	5	1
319	не существует	3	1
320	людей в	1	1
321	ни одно	1	1
322	в ее	3	1
323	воля не	1	1
324	характер и	1	1
325	чтобы быть	1	1
326	то время	1	1
327	переживает кризис	2	1
328	сама идея	1	1
329	и про	1	1
330	и когда	1	1
331	чего он	1	1
332	времени и	2	1
333	по природе	1	1
334	во многом	1	1
335	культуры нового	2	1
336	для этого	2	1
337	в виду	1	1
338	познания и	2	1
339	о том	4	1
340	собрать в	1	1
341	мира а	2	1
342	можно сказать	1	1
343	жизни ни	2	1
344	он стремился	1	1
345	времени в	2	1
346	и всех	1	1
347	духа как	1	1
348	они являются	1	1
349	к своеобразному	1	1
350	и только	1	1
351	последних пределов	1	1
352	вся жизнь	1	1
353	к которому	1	1
354	известном смысле	1	1
355	направлена на	1	1
356	ли он	1	1
357	церковь как	1	1
358	и групп	1	1
359	себя в	2	1
360	вот почему	2	1
361	путь которым	1	1
362	было так	1	1
363	эти черты	1	1
364	него и	1	1
365	всех сферах	3	1
366	к содержанию	2	1
367	борьбу за	1	1
368	и их	1	1
369	центр тяжести	2	1
370	не для	1	1
371	привела к	1	1
372	к ним	3	1
373	бытия и	1	1
374	и рождается	1	1
375	это было	3	1
376	к той	1	1
377	ее на	1	1
378	нет в	1	1
379	перейти к	3	1
380	для того	1	1
381	лишь для	1	1
382	ней и	1	1
383	выходит за	1	1
384	оно лишь	1	1
385	на ее	1	1
386	и быть	1	1
387	что не	1	1
388	а на	1	1
389	ничем не	1	1
390	зависит от	2	1
391	для сознания	1	1
392	жизнь в	1	1
393	и оно	1	1
394	что мы	1	1
395	я называю	2	1
396	вступает в	1	1
397	самая постановка	1	1
398	и она	1	1
399	и особенно	1	1
400	к ложным	1	1
401	конечно есть	1	1
402	на новых	1	1
403	форме он	1	1
404	мысли но	1	1
405	воли к	4	1
406	не знал	2	1
407	от других	1	1
408	такого рода	2	1
409	о человеке	1	1
410	в человеческом	1	1
411	истину и	1	1
412	в состоянии	1	1
413	и религиозном	1	1
414	вступить на	1	1
415	и дух	1	1
416	в более	1	1
417	жизненные вопросы	1	1
418	он видел	1	1
419	человека это	1	1
420	перестать быть	1	1
421	и все	4	1
422	более всего	1	1
423	будто бы	1	1
424	все они	2	1
425	и роста	1	1
426	быть отнесены	1	1
427	лишь те	1	1
428	в свою	1	1
429	в какие	1	1
430	но если	1	1
431	лишь по	1	1
432	возможно лишь	1	1
433	от всех	1	1
434	людей но	1	1
435	и повести	1	1
436	он действует	1	1
437	космоса но	1	1
438	к этой	1	1
439	случае если	1	1
440	значение они	1	1
441	такой же	2	1
