N	2gram	Propp_Russ_1	Formalny
500	и смысла	1	1
501	проблем не	1	1
502	как средство	1	1
503	е на	1	1
504	значит что	2	1
505	форма и	1	1
506	они сами	1	1
507	в это	3	1
508	и всех	1	1
509	поэтому они	1	1
510	этот поток	1	1
511	весь этот	1	1
512	этот не	1	1
513	но даже	2	1
514	весь ход	1	1
515	между прочим	2	1
516	в противном	1	1
517	между собой	2	1
518	кроме того	1	1
519	в более	2	1
520	не является	1	1
521	только одна	1	1
522	и для	2	1
523	или в	2	1
524	которого они	1	1
525	том что	19	1
526	для нас	6	1
527	что некоторые	1	1
528	с понятием	1	1
529	зрения в	1	1
530	его жизнь	1	1
531	в г	4	1
532	они и	2	1
533	и распоряжается	1	1
534	е в	8	1
535	цель и	1	1
536	с ней	2	1
537	этого времени	2	1
538	сказать что	1	1
539	обычно не	2	1
540	в отдельности	2	1
541	при изучении	5	1
542	есть и	1	1
543	и состоит	1	1
544	ли они	1	1
545	также не	1	1
546	к этому	4	1
