N	2gram	Bakhtin_Fr_2	Otkroven
240	из него	1	1
241	и вечно	1	1
242	он раскрывал	2	1
243	людей и	1	1
244	этом отношении	3	1
245	а бездны	1	1
246	лишь к	1	1
247	в совершенно	1	1
248	и даже	2	1
249	он выступает	1	1
250	темам и	1	1
251	и прежде	2	1
252	а это	1	1
253	связанным с	1	1
254	в жизни	4	1
255	кажется что	1	1
256	говорит о	1	1
257	притом не	1	1
258	в них	13	1
259	она и	1	1
260	кто знает	1	1
261	на этот	1	1
262	его было	1	1
263	у его	1	1
264	всегда и	1	1
265	человек в	2	1
266	а ведь	1	1
267	о чем	3	1
268	строгом смысле	1	1
269	так ставится	1	1
270	в мире	2	1
271	для своих	1	1
272	народа и	1	1
273	под влиянием	2	1
274	в царстве	1	1
275	он и	1	1
276	и ему	1	1
277	его образ	1	1
278	которые будут	1	1
279	проникновения в	1	1
280	места в	1	1
281	связь с	3	1
282	другой его	1	1
283	художественного творчества	1	1
284	и без	2	1
285	в котором	1	1
286	в строгом	1	1
287	оказывается что	1	1
288	слишком много	1	1
289	в сферу	1	1
290	эта не	1	1
291	есть на	1	1
292	это есть	1	1
293	страха и	4	1
294	всяком случае	2	1
295	видно что	1	1
296	и более	4	1
297	в конце	2	1
298	друг с	1	1
299	откровение о	1	1
300	и менее	1	1
301	его творчество	1	1
302	завершается в	1	1
303	их было	1	1
304	в отношении	2	1
305	очень существенные	1	1
306	и здесь	1	1
307	сторон его	1	1
308	но это	2	1
309	на своем	1	1
310	природу и	2	1
311	а иногда	1	1
312	она не	1	1
313	в какую-то	1	1
314	дело в	1	1
315	того как	2	1
316	одна из	4	1
317	ближе к	1	1
318	со всей	1	1
319	тому кто	1	1
320	было не	1	1
321	он еще	2	1
322	связанная с	2	1
323	не существует	1	1
324	его творчества	3	1
325	самой жизни	1	1
326	в разных	1	1
327	младенцев в	1	1
328	один только	1	1
329	в форму	1	1
330	бы в	1	1
331	еще более	1	1
332	и ценности	1	1
333	вовлекает в	1	1
334	во всем	3	1
335	творчества но	2	1
336	и дело	1	1
337	природа человека	1	1
338	дома но	1	1
339	своего творчества	1	1
340	еще ничего	1	1
341	иначе чем	1	1
342	ты не	1	1
343	с другом	1	1
344	всего мира	1	1
345	и эта	2	1
346	состоит из	1	1
347	совершенно не	2	1
348	ко всему	2	1
349	но оно	1	1
350	та же	2	1
351	в свое	4	1
352	особенно в	2	1
353	сила и	2	1
354	стремлением к	1	1
355	жизни и	7	1
356	будто бы	1	1
357	всего что	2	1
358	во всяком	2	1
359	указывает на	1	1
360	они и	1	1
361	он видит	2	1
362	в правду	1	1
