N	2gram	Tiupa_Anal_3	Problemy
194	или к	1	2
195	и есть	1	2
196	нам кажется	2	2
197	к другому	1	2
198	по преимуществу	2	2
199	из его	1	2
200	мы уже	1	2
201	вопрос о	1	2
202	совпадает с	1	2
203	на себя	2	2
204	из которых	1	2
205	в ней	2	2
206	отношение к	1	2
207	так что	1	2
208	в истории	1	2
209	в той	2	2
210	с этим	3	2
211	могли бы	2	2
212	и к	4	2
213	в противоположность	2	2
214	второго порядка	2	2
215	момент его	1	2
216	тут и	1	2
217	вследствие этого	1	2
218	на его	2	2
219	всех этих	1	2
220	ни были	1	2
221	войти в	1	2
222	ни был	1	2
223	здесь мы	1	2
224	при этом	11	2
225	художественный образ	1	2
226	дело здесь	1	2
227	между отдельными	1	2
228	в жизни	2	2
229	в один	1	2
230	как достоевский	1	2
231	по ту	1	2
232	произведения в	1	2
233	однако в	5	2
234	но они	2	2
235	как можно	1	2
236	ту сторону	1	2
237	на себе	1	2
238	поэтому в	2	2
239	какой бы	1	2
240	а лишь	1	2
241	со своим	1	2
242	связи с	1	2
243	к себе	1	2
244	для себя	1	2
245	слово такого	1	2
246	данном случае	3	2
247	самим собою	1	2
248	него самого	1	2
249	идет не	1	2
250	голоса в	1	2
251	не возникает	1	2
252	сознания с	1	2
253	и сам	4	2
254	те же	2	2
255	отсюда и	1	2
256	с героем	2	2
257	романов и	1	2
258	именно потому	1	2
259	никак не	1	2
260	не позволяет	1	2
261	от них	1	2
262	а потому	1	2
263	во всей	1	2
264	наконец в	1	2
265	один из	2	2
266	себе еще	1	2
267	тот же	1	2
268	хотя бы	1	2
269	тем или	2	2
270	они могут	1	2
271	и ее	2	2
272	сколько в	1	2
273	в большинстве	2	2
274	ни одного	1	2
275	большинстве случаев	1	2
276	или даже	1	2
277	его и	1	2
278	одно из	1	2
279	ведь это	1	2
280	произведения и	2	2
281	не о	1	2
282	лишь один	1	2
283	и даже	8	2
284	до сих	1	2
285	себя и	1	2
286	на этот	1	2
287	она является	1	2
288	ивана ильича	1	2
289	представляется нам	2	2
290	только как	1	2
291	в данном	4	2
292	в первой	8	2
293	в контексте	2	2
294	с этой	1	2
295	на пути	2	2
296	сих пор	1	2
297	для автора	1	2
298	и от	2	2
299	себя самого	1	2
300	бы он	1	2
301	своих героев	1	2
302	на языке	3	2
303	же в	2	2
304	не есть	4	2
305	этот вопрос	1	2
306	между ними	1	2
307	есть и	1	2
308	жизни и	1	2
309	своего и	1	1
310	всему произведению	1	1
311	получает в	1	1
312	ее до	1	1
313	его внутреннюю	1	1
314	тем же	1	1
315	в первом	2	1
316	из самых	1	1
317	также что	1	1
318	на две	1	1
319	видеть в	2	1
320	едва ли	3	1
321	с таким	1	1
322	собою в	1	1
323	его не	3	1
324	который в	3	1
325	со всех	1	1
326	характеристик и	1	1
327	мы не	3	1
328	на первом	1	1
329	части мы	1	1
330	единство и	1	1
331	оно есть	1	1
332	в полной	1	1
333	на практике	1	1
334	бы ни	1	1
335	не способен	1	1
336	и он	2	1
337	во мне	1	1
338	себе а	1	1
339	героев или	1	1
340	на их	1	1
341	во всех	2	1
342	как если	1	1
343	внешней среды	1	1
344	ответ на	3	1
345	в качестве	12	1
346	а и	4	1
347	формы героя	1	1
348	вступают в	1	1
349	тогда как	20	1
350	что они	3	1
351	сама по	2	1
352	в рамках	3	1
353	независимо от	1	1
354	каждая из	1	1
355	бы действительно	1	1
356	авторская позиция	3	1
357	как нам	5	1
358	что касается	3	1
359	дистанция между	2	1
360	чего нет	1	1
361	хотя и	2	1
362	как уже	2	1
363	и каждое	2	1
364	а перед	1	1
365	от этого	1	1
366	и отчасти	1	1
367	со своей	8	1
368	к художественному	1	1
369	та же	1	1
370	тон в	1	1
371	бы сказать	1	1
372	для данного	1	1
373	из этих	3	1
374	в известном	1	1
375	помимо своей	1	1
376	с изображением	2	1
377	что каждая	1	1
378	не следует	1	1
379	в статье	1	1
380	в случае	5	1
381	время и	1	1
382	к миру	1	1
383	становится героем	1	1
384	и еще	1	1
385	первой части	1	1
386	новой формы	1	1
387	в начале	6	1
388	хотя он	1	1
389	и вот	2	1
390	не друг	1	1
391	или вовсе	1	1
392	и по	2	1
393	его можно	1	1
394	дистанции между	1	1
395	поэтому слово	1	1
396	могла бы	2	1
397	не будет	3	1
398	бы дать	1	1
399	положений для	1	1
400	об этом	2	1
401	сознание не	1	1
402	значимости в	1	1
403	лишь в	5	1
404	заключается в	1	1
405	с самим	2	1
406	роль в	3	1
407	ориентировано на	1	1
408	авторской позиции	2	1
409	на свои	1	1
410	позволяет ему	1	1
411	героя или	1	1
412	мира где	1	1
413	мы имеем	5	1
414	не всегда	3	1
415	динамическое единство	1	1
416	литературных произведений	3	1
417	литературе как	1	1
418	ведет к	1	1
419	потому и	1	1
420	остается в	1	1
421	со всей	1	1
422	одного и	3	1
423	и становится	1	1
424	этих трех	1	1
425	места в	1	1
426	в связь	1	1
427	от своего	1	1
428	или точнее	2	1
429	же если	1	1
430	свою речь	1	1
431	к истории	1	1
432	смысле он	1	1
433	этому пути	1	1
434	место в	1	1
435	не столько	3	1
436	на свою	1	1
437	своего рода	8	1
438	не путем	1	1
439	должны были	1	1
440	строго говоря	1	1
441	жанровое определение	1	1
442	одном из	1	1
443	остается вне	1	1
444	теми же	1	1
445	по крайней	4	1
446	далека от	1	1
447	свобода и	1	1
448	того кто	1	1
449	в устах	1	1
450	слов о	1	1
451	так называемого	1	1
452	как обычно	1	1
453	до известной	3	1
454	отчетливо и	1	1
455	в русской	7	1
456	автора он	1	1
457	дело в	2	1
458	которого он	2	1
459	же его	1	1
460	того чтобы	1	1
461	не могло	1	1
462	только не	3	1
463	или иная	1	1
464	с одним	1	1
465	как момент	1	1
466	словесного выражения	1	1
467	комизм и	1	1
468	автора там	1	1
469	не слышит	1	1
470	в стиле	1	1
471	у нас	1	1
472	приводящего к	1	1
473	в момент	2	1
474	искусства и	1	1
475	своего становления	1	1
476	к тому	6	1
477	все еще	1	1
478	и был	1	1
479	то она	1	1
480	свою очередь	4	1
481	здесь не	3	1
482	в ее	3	1
483	личности и	2	1
484	только при	1	1
485	автора не	1	1
486	это путь	1	1
487	что у	1	1
488	в другом	1	1
489	здесь как	1	1
490	по природе	1	1
491	в борьбе	2	1
492	является в	1	1
493	не характер	1	1
494	для этого	1	1
495	со стороны	9	1
496	бывает в	1	1
497	же автора	1	1
498	может выступать	1	1
499	образом в	1	1
500	как формы	2	1
501	полной мере	1	1
502	первом случае	1	1
503	о том	6	1
504	то во	1	1
505	становится сама	1	1
506	один голос	1	1
507	можно сказать	4	1
508	роман и	1	1
509	и всех	1	1
510	автора ибо	1	1
511	во втором	4	1
512	автор как	1	1
513	отметить что	1	1
514	или напротив	1	1
515	этом как	2	1
516	и только	1	1
517	крайней мере	4	1
518	резко отличается	1	1
519	целого как	2	1
520	рассказа что	1	1
521	того что	1	1
522	к которому	1	1
523	действительности не	1	1
524	известном смысле	1	1
525	установок и	1	1
526	авторской интенции	1	1
527	всякого рода	1	1
528	речь о	1	1
529	художественное единство	2	1
530	одной из	1	1
531	с формой	1	1
532	не появляется	1	1
533	позиции как	1	1
534	то в	2	1
535	обращаться к	1	1
536	позиции и	2	1
537	и так	1	1
538	а с	1	1
539	его героя	1	1
540	по этому	1	1
541	однако с	3	1
542	ткани повествования	1	1
543	себя в	4	1
544	с нею	2	1
545	да еще	1	1
546	лет сряду	1	1
547	или иным	2	1
548	ним не	1	1
549	не все	1	1
550	слова не	1	1
551	двух основных	1	1
552	произведения не	1	1
553	к содержанию	3	1
554	нее в	1	1
555	себе в	1	1
556	и их	1	1
557	могло бы	1	1
558	он становится	1	1
559	не для	2	1
560	к ним	1	1
561	при всей	1	1
562	из нее	1	1
563	случае не	1	1
564	и никогда	1	1
565	повесть о	2	1
566	того или	1	1
567	это было	1	1
568	к той	1	1
569	нет в	1	1
570	для того	1	1
571	лишь для	1	1
572	в особенности	3	1
573	нами не	1	1
574	героев но	1	1
575	героев с	1	1
576	и герой	1	1
577	как у	1	1
578	однако что	4	1
579	и вступает	1	1
580	каждом отдельном	1	1
581	а именно	1	1
582	во второй	7	1
583	данного художественного	1	1
584	к его	1	1
585	что не	3	1
586	только к	2	1
587	зависит от	1	1
588	повести с	1	1
589	жизнь в	1	1
590	своего облика	1	1
591	для их	1	1
592	что мы	2	1
593	в одно	1	1
594	с помощью	1	1
595	вступает в	3	1
596	в частности	12	1
597	вступает с	1	1
598	своей значимости	1	1
599	бы это	1	1
600	от других	1	1
601	искусства его	1	1
602	такого рода	5	1
603	в точке	2	1
604	его поэтики	1	1
605	в чистом	1	1
606	но вы	1	1
607	в тех	2	1
608	выбора в	1	1
609	к жизненному	1	1
610	далеко за	1	1
611	существенных моментах	1	1
612	главного героя	1	1
613	этого слова	2	1
614	и беспокойство	1	1
615	столько в	1	1
616	этом случае	1	1
617	возможность одновременного	1	1
618	высказывания и	1	1
619	в книге	1	1
620	в сферу	1	1
621	известной степени	3	1
622	как такая	1	1
623	как живого	1	1
624	не достигает	1	1
625	и само	1	1
626	самого произведения	2	1
627	самим героем	1	1
628	как рассказчик	1	1
629	большими и	1	1
630	иного рода	1	1
631	е о	2	1
632	и все	2	1
633	и однако	1	1
634	будто бы	1	1
635	все они	2	1
636	ее в	1	1
637	я в	5	1
638	в искусстве	2	1
639	в новый	1	1
640	к самому	1	1
641	может и	1	1
642	а о	1	1
643	в свою	5	1
644	но если	1	1
645	свободой и	1	1
646	от всех	1	1
647	впервые в	3	1
648	этой проблемы	1	1
649	совершенно не	2	1
650	бы быть	1	1
651	же мы	1	1
652	или иного	1	1
653	автору но	1	1
654	себе не	1	1
655	к сверхличному	1	1
656	художественным целым	1	1
657	оказывается уже	2	1
658	к этой	1	1
659	и другие	1	1
660	сущности не	1	1
661	к этому	3	1
662	в таком	1	1
663	слова это	1	1
