N	2gram	Losev_Prob_2	EvropaiC
348	к ним	1	2
349	элементы из	1	2
350	до тех	4	2
351	и только	4	2
352	не было	3	2
353	с общим	1	2
354	однако это	2	2
355	только один	3	2
356	представляет собою	1	2
357	себя и	1	2
358	что для	3	2
359	одной стороны	5	2
360	вопросе о	1	2
361	отнюдь не	5	2
362	ближе к	1	2
363	в одно	2	2
364	будет иметь	3	2
365	для этой	1	2
366	в частности	5	2
367	независимо от	2	2
368	но не	4	2
369	что же	9	2
370	только то	3	2
371	при условии	6	2
372	между прочим	1	2
373	но для	1	2
374	только мы	2	2
375	при таком	2	2
376	в отдельных	1	2
377	это может	1	2
378	и говорить	1	2
379	работы и	1	2
380	не знает	3	2
381	что такие	1	2
382	что под	2	2
383	они не	1	2
384	гораздо более	4	2
385	смысле слова	7	1
386	наконец из	1	1
387	говоря о	1	1
388	предполагает что	4	1
389	и весьма	2	1
390	он может	1	1
391	многих отношениях	1	1
392	науки о	1	1
393	это и	3	1
394	и должны	3	1
395	из самых	2	1
396	не имело	1	1
397	доказательств а	1	1
398	какого-нибудь другого	1	1
399	ведь и	2	1
400	все те	1	1
401	в зависимости	2	1
402	той же	2	1
403	отношения к	1	1
404	есть не	6	1
405	на тех	1	1
406	мы не	7	1
407	что между	1	1
408	которую мы	1	1
409	не во	3	1
410	и тут	4	1
411	только все	1	1
412	единство и	1	1
413	имеет свою	1	1
414	что многие	2	1
415	от своих	1	1
416	такое положение	3	1
417	в учении	1	1
418	время как	1	1
419	отдельных частей	1	1
420	на себя	1	1
421	на практике	1	1
422	я не	1	1
423	только эта	1	1
424	зависимости от	2	1
425	значит и	1	1
426	с большим	1	1
427	большей частью	3	1
428	к своему	1	1
429	и самого	4	1
430	была у	1	1
431	дело заключается	1	1
432	на них	1	1
433	он сам	3	1
434	всем этим	3	1
435	иное как	3	1
436	и общую	1	1
437	так если	1	1
438	с его	1	1
439	необходимо во-первых	1	1
440	только после	1	1
441	не отличается	3	1
442	бы не	3	1
443	а следовательно	1	1
444	не требует	2	1
445	а только	6	1
446	было невозможно	1	1
447	если в	1	1
448	себе и	2	1
449	со стороны	1	1
450	нет и	3	1
451	и свои	2	1
452	которые они	1	1
453	к сожалению	6	1
454	мира в	1	1
455	правильно и	1	1
456	мы дадим	1	1
457	первый взгляд	1	1
458	что во	1	1
459	если она	1	1
460	как в	1	1
461	что именно	1	1
462	есть они	1	1
463	тут уже	1	1
464	перед нами	2	1
465	кроме того	5	1
466	и как	4	1
467	с понятием	2	1
468	тем же	1	1
469	утверждают что	1	1
470	есть ли	1	1
471	общаясь с	1	1
472	и хотя	2	1
473	от самого	2	1
474	от чего	2	1
475	не приходится	1	1
476	мы получаем	1	1
477	возможно что	1	1
478	еще далеко	1	1
479	ни одна	1	1
480	то обстоятельство	1	1
481	нами в	2	1
482	возможен только	1	1
483	себе те	1	1
484	во многих	2	1
485	не могла	1	1
486	если для	1	1
487	но именно	4	1
488	раз навсегда	1	1
489	от которого	1	1
490	новых путей	1	1
491	области не	1	1
492	перестает быть	3	1
493	на одну	1	1
494	и еще	1	1
495	в узком	1	1
496	близким к	1	1
497	но вместе	1	1
498	людей и	1	1
499	чем однако	1	1
500	всех отношениях	1	1
501	тут не	1	1
502	в каждом	1	1
503	здесь мы	3	1
504	другом случае	1	1
505	в каком-нибудь	2	1
506	весьма существенные	1	1
507	а его	1	1
508	не полное	1	1
509	знает что	2	1
510	входит в	2	1
511	это было	2	1
512	с другими	5	1
513	не считают	2	1
514	сейчас в	1	1
515	он есть	1	1
516	каждого из	1	1
517	надеяться на	1	1
518	и тем	4	1
519	ведь в	1	1
520	ведь если	4	1
521	кажется что	1	1
522	прочим в	1	1
523	само собою	1	1
524	как общее	1	1
525	она и	2	1
526	отказываться от	1	1
527	теории все	1	1
528	слова что	1	1
529	которой он	4	1
530	говорили в	2	1
531	в чистом	3	1
532	зато в	1	1
533	и различие	1	1
534	не мог	1	1
535	бы на	1	1
536	что такая	3	1
537	соответствующие им	1	1
538	что такое	18	1
539	нас не	3	1
540	то для	1	1
541	свой смысл	2	1
542	и нужно	1	1
543	для всякого	2	1
544	является только	3	1
545	из области	1	1
546	и той	4	1
547	для многих	1	1
548	и определенной	1	1
549	конечно такое	1	1
550	по крайней	6	1
551	их в	4	1
552	в корне	2	1
553	не тем	1	1
554	как от	1	1
555	с такими	1	1
556	на всю	2	1
557	необходимо чтобы	1	1
558	человека но	2	1
559	дело только	1	1
560	если их	1	1
561	в отношении	4	1
562	чистом виде	3	1
563	а а	6	1
564	даже гораздо	1	1
565	есть нечто	7	1
566	этого тела	1	1
567	и другое	1	1
568	самого начала	2	1
569	для каждого	4	1
570	как о	3	1
571	не имеет	7	1
572	в науке	3	1
573	и притом	3	1
574	я буду	1	1
575	что каждое	1	1
576	иметь в	1	1
577	та или	2	1
578	следовательно и	1	1
579	этого общего	1	1
580	ни другое	1	1
581	если эта	1	1
582	бы все	1	1
583	всех своих	1	1
584	ни тем	2	1
585	это слово	1	1
586	не объективна	2	1
587	и его	1	1
588	со своим	1	1
589	мы бы	3	1
590	и свою	2	1
591	только с	2	1
592	ли это	2	1
593	если только	1	1
594	не потому	1	1
595	может показаться	1	1
596	или ином	2	1
597	как среди	1	1
598	обстоятельство что	1	1
599	гораздо сложнее	1	1
600	уже о	4	1
601	с и	2	1
602	в общую	1	1
603	относиться к	2	1
604	есть только	8	1
605	и другой	1	1
606	не знаем	3	1
607	да и	10	1
608	только еще	1	1
609	числе и	2	1
610	науке весьма	1	1
611	на известное	1	1
612	скорее в	1	1
613	бы он	1	1
614	даже без	1	1
615	как человек	1	1
616	никакого сомнения	1	1
617	этот путь	1	1
618	всегда в	1	1
619	для себя	9	1
620	некоторой степени	1	1
621	изложении мы	1	1
622	но при	2	1
623	на нем	2	1
624	говоря уже	4	1
625	здесь не	2	1
626	без всякого	4	1
627	некоторые другие	1	1
628	представим себе	2	1
629	какое содержание	1	1
630	мысль о	2	1
631	каждый раз	3	1
632	с самого	3	1
633	или для	1	1
634	себя свой	1	1
635	говорили что	1	1
636	то время	1	1
637	вопрос что	1	1
638	роль в	2	1
639	котором мы	1	1
640	о тех	1	1
641	поэтому мы	1	1
642	отличаться от	1	1
643	утверждаем что	1	1
644	самого понятия	1	1
645	же эти	1	1
646	не переставал	1	1
647	можно только	2	1
648	психический процесс	1	1
649	основана на	2	1
650	а эту	2	1
651	собой и	4	1
652	ничего не	10	1
653	или иной	5	1
654	одно это	1	1
655	будет уже	1	1
656	именно человеческая	1	1
657	находится в	1	1
658	говорят что	2	1
659	в состав	1	1
660	скажут что	1	1
661	под всем	1	1
662	и та	1	1
663	время в	1	1
664	язык и	2	1
665	но мы	3	1
666	никак не	11	1
667	что каждый	2	1
668	быть самым	2	1
669	в значительной	3	1
670	с каким-нибудь	1	1
671	или иная	2	1
672	том или	3	1
673	и всю	1	1
674	являются в	1	1
675	которых к	1	1
676	во всей	1	1
677	без которого	1	1
678	только такие	1	1
679	крайней мере	6	1
680	и главное	1	1
681	и следовательно	4	1
682	и всякое	2	1
683	или может	2	1
684	тех пор	4	1
685	один из	3	1
686	и элемент	1	1
687	отдельных единиц	1	1
688	совсем не	7	1
689	менее в	1	1
690	не ставит	1	1
691	как нечто	2	1
692	к их	1	1
693	в разные	2	1
694	поэтому и	1	1
695	самые разнообразные	1	1
696	то эти	1	1
697	за себя	1	1
698	простое и	1	1
699	большим трудом	1	1
700	по этому	3	1
701	тот или	5	1
702	в качестве	2	1
703	же и	2	1
704	для всех	2	1
705	с нею	2	1
706	уже не	8	1
707	уже в	3	1
708	вопроса о	1	1
709	только на	9	1
710	в нашей	3	1
711	свидетельствует о	2	1
712	ее из	1	1
713	которые раньше	2	1
714	а то	1	1
715	другими людьми	2	1
716	конечно нет	1	1
717	здесь будет	1	1
718	будет не	1	1
719	который как	1	1
720	и со	1	1
721	эти понятия	1	1
722	для меня	5	1
723	друг друга	1	1
724	ввиду того	1	1
725	случае не	4	1
726	тем что	4	1
727	мы возьмем	2	1
728	указание на	3	1
729	само собой	1	1
730	даже и	18	1
731	же еще	1	1
732	может рассматриваться	1	1
733	бытовым и	1	1
734	были бы	2	1
735	и профессиональные	1	1
736	именно как	4	1
737	можно но	1	1
738	мог удержаться	1	1
739	и даже	11	1
740	о своей	1	1
741	с другим	1	1
742	а именно	6	1
743	будет ли	1	1
744	это необходимо	2	1
745	как же	4	1
746	еще и	5	1
747	собой а	1	1
748	к его	1	1
749	или о	2	1
750	только к	1	1
751	и люди	1	1
752	те кто	1	1
753	мы утверждаем	1	1
754	только по	2	1
755	деле если	1	1
756	тем чтобы	1	1
757	а на	1	1
758	может ли	3	1
759	до конца	1	1
760	а не	10	1
761	между разными	1	1
762	возьмем например	1	1
763	о каком-то	1	1
764	а так	1	1
765	на эту	2	1
766	тождества между	1	1
767	как элемент	1	1
768	чем отношение	1	1
769	понятиями и	1	1
770	все более	1	1
771	то не	3	1
772	нет ничего	2	1
773	необходимы для	2	1
774	отдаленные эпохи	1	1
775	смысл что	1	1
776	некоторые из	1	1
777	поэтому если	2	1
778	направление в	1	1
779	решение вопроса	1	1
780	мы занимаемся	1	1
781	в область	4	1
782	оно существует	1	1
783	а если	1	1
784	мыслим и	1	1
785	многое из	1	1
786	а потом	1	1
787	ни то	1	1
788	общения с	1	1
789	в тот	1	1
790	из отдельных	2	1
791	мыслится как	1	1
792	требует еще	1	1
793	на пути	1	1
794	и будут	1	1
795	и самих	1	1
796	оба они	1	1
797	и таким	1	1
798	же самое	6	1
799	противоречие с	1	1
800	пока еще	9	1
801	из трех	2	1
802	она должна	2	1
803	в более	1	1
804	вообще говоря	4	1
805	случае между	1	1
806	частей и	1	1
807	не говорить	1	1
808	положение дела	2	1
809	ли в	2	1
810	итак если	1	1
811	но когда	1	1
812	лишь как	1	1
813	еще более	2	1
814	его тем	1	1
815	будто бы	5	1
816	или не	2	1
817	обстоит дело	1	1
818	даже при	1	1
819	не являются	3	1
820	ясно также	2	1
821	отличных от	1	1
822	не говоря	4	1
823	сказать что	24	1
824	не быть	1	1
825	определяет собою	1	1
826	была бы	1	1
827	когда либо	1	1
828	от наших	1	1
829	такое представление	1	1
830	но этот	1	1
831	у животных	1	1
832	мы считаем	2	1
833	что ни	1	1
834	в голову	2	1
835	а может	2	1
836	вполне понятно	1	1
837	ее в	1	1
838	еще менее	1	1
839	в своих	3	1
840	и эта	1	1
841	гораздо ближе	1	1
842	с такой	1	1
843	точно так	3	1
844	том числе	2	1
