N	2gram	Nazirov_Tr_1	Tvorches
636	перед смертью	1	1
637	и достоевским	1	1
638	в книге	1	1
639	этот образ	4	1
640	в бога	1	1
641	на улице	1	1
642	грубость и	1	1
643	для ее	1	1
644	об отношении	1	1
645	в результате	1	1
646	это как	1	1
647	для нас	1	1
648	даже против	1	1
649	xx веке	1	1
650	так выразиться	1	1
651	и оскорбленных	17	1
652	за этим	1	1
653	не есть	1	1
654	по поводу	2	1
655	не быть	1	1
656	совершенно не	1	1
657	виктора гюго	1	1
658	но этот	1	1
659	идея в	1	1
660	романах писателя	1	1
661	в голову	1	1
662	разговоре с	1	1
663	это понятие	1	1
664	по сей	2	1
