N	2gram	Ircho_Kome_3	Formalny
154	в лучшем	1	3
155	один из	3	3
156	в большинстве	1	3
157	и других	1	3
158	и даже	3	3
159	в области	2	3
160	не было	2	3
161	на фоне	1	3
162	ничем не	4	3
163	в основном	1	3
164	она должна	1	3
165	у них	1	3
166	с помощью	4	3
167	между ними	2	3
168	что он	8	3
169	чтобы не	1	2
170	и это	2	2
171	целом так	1	2
172	в зависимости	1	2
173	и должен	1	2
174	входящих в	1	2
175	его не	2	2
176	а как	2	2
177	вопрос о	1	2
178	на кого	1	2
179	не найдем	1	2
180	реагировать на	1	2
181	и всякий	1	2
182	друг от	1	2
183	нет и	4	2
184	за пределы	2	2
185	идет о	3	2
186	с этим	3	2
187	в действительности	1	2
188	от этого	1	2
189	от чего	1	2
190	не приходится	2	2
191	в нашем	1	2
192	и те	1	2
193	не могла	3	2
194	и если	2	2
195	на его	2	2
196	том чтобы	1	2
197	эта же	1	2
198	но все	4	2
199	является конечно	2	2
200	это не	2	2
201	всю свою	1	2
202	действий и	1	2
203	ни в	10	2
204	с тем	4	2
205	нисколько не	3	2
206	не так	3	2
207	таким же	1	2
208	не от	1	2
209	войти в	1	2
210	этой работы	1	2
211	виду что	1	2
212	на него	4	2
213	ничего не	3	2
214	к ней	8	2
215	во всем	1	2
216	от того	2	2
217	от их	1	2
218	еще одна	1	2
219	только здесь	1	2
220	от нее	3	2
221	если же	2	2
222	от друга	1	2
223	приводит к	3	2
224	как с	1	2
225	не с	2	2
226	для всякого	1	2
227	она была	2	2
228	с ним	5	2
229	и что	6	2
230	или на	1	2
231	и лишь	1	2
232	между тем	2	2
233	что и	8	2
234	в другой	1	2
235	не сводится	1	2
236	только в	1	2
237	непосредственно из	1	2
238	если мы	2	2
239	ни одного	1	2
240	не дает	4	2
241	в душе	1	2
242	его и	1	2
243	в одном	2	2
244	и со	2	2
245	в современном	1	2
246	как раз	6	2
247	они становятся	1	2
248	или иначе	2	2
249	не на	1	2
250	все время	2	2
251	была бы	1	2
252	под влиянием	2	2
253	вместе с	9	2
254	и особенно	2	2
255	ко всем	1	2
256	для нашего	1	2
257	одновременно с	1	2
258	из этой	2	2
259	образом на	1	2
260	по существу	2	2
261	прежде чем	3	2
262	в результате	2	2
263	места в	1	2
264	ни было	2	2
265	в своих	2	2
266	отношении к	1	2
267	жизни в	1	2
268	одной из	3	2
269	только как	2	2
270	они были	1	2
271	ко времени	1	2
272	на своем	1	2
273	например в	1	1
274	начинается с	1	1
275	в объяснении	1	1
276	достаточно вспомнить	2	1
277	к вопросу	1	1
278	или к	1	1
279	в первом	1	1
280	из его	2	1
281	едва ли	7	1
282	той же	1	1
283	в и	2	1
284	и само	1	1
285	и наш	1	1
286	а для	1	1
287	х годов	2	1
288	ему в	1	1
289	не оказать	1	1
290	из ее	1	1
291	это время	1	1
292	ней как	1	1
293	не был	1	1
294	говоря уже	1	1
295	в чем	1	1
296	тем как	1	1
297	глаза на	1	1
298	к которой	1	1
299	не входит	1	1
300	мешает ему	2	1
301	и речи	4	1
302	всего это	1	1
303	общего с	1	1
304	бы при	1	1
305	тем он	1	1
306	ней в	2	1
307	что касается	2	1
308	перед нами	1	1
309	этого еще	1	1
310	хотя и	5	1
311	в этот	1	1
312	к идеалу	1	1
313	то в	1	1
314	так или	2	1
315	из этих	1	1
316	как он	3	1
317	на то	3	1
318	быть только	1	1
319	в статье	1	1
320	сказать в	1	1
321	тем не	3	1
322	жизни вовсе	1	1
323	в первой	1	1
324	нее и	1	1
325	состоит в	2	1
326	к одному	1	1
327	о новом	1	1
328	ее своей	1	1
329	нашего времени	1	1
330	том и	1	1
331	чтобы в	2	1
332	прошлого века	1	1
333	теперь с	1	1
334	и по	1	1
335	на этом	1	1
336	людей и	2	1
337	в нее	1	1
338	для всей	1	1
339	должен был	4	1
340	и тем	1	1
341	за ней	2	1
342	материал для	1	1
343	для них	1	1
344	сами эти	1	1
345	он является	1	1
346	нет в	1	1
347	ни одной	2	1
348	далеко не	3	1
349	этого не	1	1
350	он и	2	1
351	это совершенно	1	1
352	такой же	1	1
353	не мог	2	1
354	в восприятии	1	1
355	в этих	1	1
356	что между	1	1
357	в котором	2	1
358	бы к	1	1
359	из которой	2	1
360	этому же	1	1
361	чем более	1	1
362	не столько	1	1
363	в отличие	1	1
364	знаем что	1	1
365	них есть	1	1
366	в силу	2	1
367	такую же	1	1
368	времени не	1	1
369	но он	1	1
370	друг другу	1	1
371	сама она	2	1
372	не знает	3	1
373	и вся	1	1
374	тому что	2	1
375	этом не	1	1
376	случае в	1	1
377	в обоих	1	1
378	самого начала	4	1
379	не имеет	3	1
380	на котором	1	1
381	текста и	1	1
382	если в	1	1
383	и притом	1	1
384	душе и	1	1
385	к этим	1	1
386	но вместе	1	1
387	говорить о	3	1
388	и снова	1	1
389	того чтобы	6	1
390	нем к	1	1
391	остановимся здесь	1	1
392	его от	2	1
393	не лучше	1	1
394	вся его	1	1
395	и без	2	1
396	на себя	4	1
397	своей природе	1	1
398	он хочет	1	1
399	по своей	1	1
400	не останется	1	1
401	потому что	10	1
402	же он	1	1
403	в сознании	1	1
404	фоне этих	1	1
405	на которой	1	1
406	что впрочем	1	1
407	этом отношении	2	1
408	что на	1	1
409	свое собственное	1	1
410	уже о	1	1
411	все то	1	1
412	не могут	2	1
413	могут быть	1	1
414	этом еще	1	1
415	же что	1	1
416	числе и	1	1
417	что при	1	1
418	но сама	1	1
419	ничего общего	1	1
420	правда не	1	1
421	то естественно	1	1
422	и о	2	1
423	и сами	1	1
424	ни одно	1	1
425	быть вполне	1	1
426	то чтобы	1	1
427	с самого	4	1
428	роль в	2	1
429	что у	1	1
430	в образе	2	1
431	было в	1	1
432	здесь нет	4	1
433	мог бы	1	1
434	во многом	1	1
435	остается только	1	1
436	по сравнению	2	1
437	все остальные	2	1
438	здесь снова	1	1
439	из одного	1	1
440	не меньше	1	1
441	могла не	1	1
442	структур в	1	1
443	в другом	2	1
444	того он	1	1
445	язык и	1	1
446	его жизни	1	1
447	одного из	3	1
448	можно сказать	1	1
449	различны в	1	1
450	а также	2	1
451	может не	1	1
452	как нет	1	1
453	но ничего	1	1
454	являются в	1	1
455	от них	1	1
456	и во	2	1
457	должно было	3	1
458	воли совершенно	1	1
459	на одном	1	1
460	положение вещей	2	1
461	вслед за	1	1
462	и подобных	1	1
463	в сравнительно	1	1
464	для самого	1	1
465	пути к	1	1
466	как из	2	1
467	мысли не	1	1
468	к нему	5	1
469	в двух	3	1
470	мы видим	1	1
471	речи о	4	1
472	менее в	1	1
473	были здесь	1	1
474	могло быть	2	1
475	в стороне	1	1
476	переходят к	1	1
477	который в	3	1
478	по мнению	2	1
479	не мешает	2	1
480	так что	6	1
481	к какому	1	1
482	в сторону	1	1
483	не стал	1	1
484	из них	5	1
485	участие в	1	1
486	мы знаем	2	1
487	достаточно назвать	1	1
488	был бы	2	1
489	себе в	3	1
490	ли этот	1	1
491	с этими	1	1
492	так как	11	1
493	как его	1	1
494	у него	4	1
495	меньше чем	2	1
496	отличие от	2	1
497	этим же	1	1
498	в руки	2	1
499	явно не	1	1
500	не были	1	1
501	ней и	1	1
502	выходит за	1	1
503	даже не	3	1
504	в н	1	1
505	на ее	3	1
506	что они	2	1
507	а именно	1	1
508	эти две	1	1
509	а с	1	1
510	относящихся к	1	1
511	содержание его	1	1
512	сюжета или	1	1
513	что не	3	1
514	зрения самого	1	1
515	что для	2	1
516	а на	2	1
517	остается еще	1	1
518	а сам	2	1
519	к своему	2	1
520	однако и	1	1
521	чем на	1	1
522	то по	1	1
523	в слове	1	1
524	для человека	1	1
525	в изучении	1	1
526	сходится с	1	1
527	несмотря на	4	1
528	к его	1	1
529	его на	2	1
530	жизни а	1	1
531	требует от	1	1
532	из которых	2	1
533	трагика и	1	1
534	по своему	3	1
535	по поводу	1	1
536	сравнению с	2	1
537	в сборнике	1	1
538	наряду с	2	1
539	ей и	1	1
540	мы остановимся	1	1
541	тех пор	3	1
542	в это	1	1
543	в реальном	1	1
544	в смысле	1	1
545	между собой	4	1
546	при всем	2	1
547	не является	4	1
548	они так	1	1
549	и для	4	1
550	было ясно	1	1
551	или в	1	1
552	которого они	1	1
553	том что	13	1
554	чтобы понять	1	1
555	к одной	2	1
556	довести до	1	1
557	последнего времени	1	1
558	для нас	1	1
559	из себя	3	1
560	которую он	2	1
561	тем более	4	1
562	не будучи	1	1
563	не должен	1	1
564	ни к	1	1
565	в г	2	1
566	только что	7	1
567	обстоит дело	2	1
568	до тех	3	1
569	быть все	1	1
570	е в	2	1
571	от ее	1	1
572	а о	2	1
573	целое а	1	1
574	с ней	1	1
575	не говоря	1	1
576	руки и	1	1
577	сказать что	1	1
578	другой стороны	2	1
579	обычно не	1	1
580	совершенно не	2	1
581	при изучении	1	1
582	из этого	2	1
583	самом начале	1	1
584	если она	1	1
585	всем этом	1	1
586	можем не	1	1
587	и эта	1	1
588	это в	2	1
589	к этому	6	1
590	этой точки	1	1
591	том числе	1	1
