N	2gram	Bakhtin_Pr_2	NovoeSre
281	нельзя сказать	2	1
282	было бы	5	1
283	в каких	1	1
284	он есть	2	1
285	лишь на	2	1
286	себя и	3	1
287	в отличие	4	1
288	что не	2	1
289	но оно	1	1
290	все слова	1	1
291	связано с	1	1
292	превращается в	2	1
293	нет в	1	1
294	держится не	1	1
295	они не	1	1
296	в этой	1	1
297	не на	4	1
298	не всегда	1	1
299	жизнь в	1	1
300	как ни	1	1
301	только себе	1	1
302	он и	3	1
303	и еще	2	1
304	себя на	2	1
305	менее чем	1	1
306	в эту	3	1
307	в этих	6	1
308	может иметь	1	1
309	во время	4	1
310	особого типа	1	1
311	и особенно	2	1
312	в такой	2	1
313	мы конечно	1	1
314	зачем же	1	1
315	на это	1	1
316	к себе	7	1
317	в котором	6	1
318	что вся	1	1
319	одну из	1	1
320	и мир	1	1
321	дальнейшее развитие	1	1
322	у нас	2	1
323	не удалось	1	1
324	оно должно	2	1
325	и тенденции	1	1
326	в другие	1	1
327	но он	4	1
328	в мир	1	1
329	в предчувствии	1	1
330	их в	4	1
331	духовные силы	1	1
332	что этот	2	1
333	типа не	1	1
334	по себе	11	1
335	в это	1	1
336	в той	5	1
337	и очень	2	1
338	сих пор	7	1
339	так как	4	1
340	есть прежде	1	1
341	должны быть	2	1
342	человека вот	1	1
343	в сущности	9	1
344	может принадлежать	1	1
345	и имеет	1	1
346	было лишь	1	1
347	до сих	7	1
348	из их	1	1
349	совершается в	1	1
350	того и	3	1
351	которая в	1	1
352	не достигается	1	1
353	а к	1	1
354	а во	1	1
355	бы он	2	1
356	явление в	1	1
357	русский народ	1	1
358	изнутри и	1	1
359	и его	8	1
360	есть уже	1	1
361	уже нет	1	1
362	мы переходим	2	1
363	все более	1	1
364	для другого	3	1
365	реально не	1	1
366	и героя	1	1
367	образ человека	2	1
368	или к	1	1
369	в высшем	1	1
370	ему не	1	1
371	но можно	1	1
372	того же	3	1
373	вступить в	1	1
374	жизни а	1	1
375	направлена на	1	1
376	в речах	1	1
377	есть и	3	1
378	про себя	1	1
379	числе и	1	1
380	мысли но	1	1
381	эти слова	1	1
382	он узнает	1	1
383	во всяком	2	1
384	в переходе	1	1
385	свое и	1	1
386	который не	2	1
387	но сама	1	1
388	как на	1	1
389	все что	1	1
390	него как	2	1
391	том числе	1	1
392	он часто	1	1
