N	2gram	Medvedev_F_3	FransuaR
321	его не	1	1
322	и игра	1	1
323	ни взяли	2	1
324	деле здесь	1	1
325	в первый	1	1
326	так чтобы	2	1
327	тема не	1	1
328	эпохи в	2	1
329	и становление	1	1
330	бы ни	4	1
331	но даже	1	1
332	ему в	1	1
333	эпизоды все	1	1
334	пространство и	1	1
335	всех сторон	2	1
336	это время	1	1
337	первый план	1	1
338	не был	1	1
339	разобранных нами	1	1
340	души есть	1	1
341	жизни с	2	1
342	то мы	3	1
343	в ее	4	1
344	но не	5	1
345	бы его	1	1
346	сказать хотя	1	1
347	подвести некоторые	1	1
348	значение и	1	1
349	менее всего	4	1
350	себе и	1	1
351	он пишет	1	1
352	отличие от	2	1
353	за пределы	2	1
354	что они	5	1
355	и близости	1	1
356	в истории	5	1
357	оно неразрывно	1	1
358	его на	1	1
359	что именно	5	1
360	вот как	2	1
361	к данному	1	1
362	и нет	1	1
363	все же	6	1
364	был сборник	1	1
365	не являются	2	1
366	увидим что	2	1
367	как таковое	1	1
368	определить как	1	1
369	и этим	1	1
370	в самом	11	1
371	в нашем	1	1
372	кончается одно	1	1
373	еще один	1	1
374	с их	1	1
375	им в	1	1
376	этот ряд	1	1
377	сливаются в	3	1
378	говорят о	2	1
379	наконец ряд	1	1
380	были связаны	1	1
381	где кончается	1	1
382	всей его	1	1
383	не могла	1	1
384	кошка и	1	1
385	вследствие этого	3	1
386	изобразительных искусствах	1	1
387	какую бы	1	1
388	с новым	1	1
389	жизнью и	2	1
390	у большинства	1	1
391	время и	1	1
392	различные формы	1	1
393	не как	2	1
394	его от	2	1
395	старой и	1	1
396	эпоху и	3	1
397	взяли мы	1	1
398	именно это	2	1
399	в основу	2	1
400	что является	1	1
401	том же	1	1
402	в каждом	5	1
403	не будет	1	1
404	где нет	2	1
405	и второй	1	1
406	материала и	3	1
407	каждого элемента	1	1
408	еще вернемся	1	1
409	и иных	1	1
410	уже знаем	2	1
411	известно что	1	1
412	форму и	1	1
413	этом смысле	2	1
414	отца и	1	1
415	и тем	3	1
416	данном случае	4	1
417	видеть и	1	1
418	еще одно	1	1
419	в жизни	11	1
420	в ином	1	1
421	в единое	1	1
422	для них	7	1
423	но уже	2	1
424	сущность ее	1	1
425	и конкретное	1	1
426	с тем	7	1
427	в слове	4	1
428	с такой	2	1
429	чем в	1	1
430	автора и	1	1
431	на первый	1	1
432	не так	1	1
433	и при	1	1
434	это ощущение	1	1
435	возможности в	1	1
436	всяком случае	6	1
437	еще сильнее	1	1
438	в котором	2	1
439	самого слова	1	1
440	даль и	2	1
441	целом так	1	1
442	мы говорили	1	1
443	знаем что	2	1
444	провести границу	1	1
445	были уже	1	1
446	должны были	1	1
447	обычное явление	1	1
448	времени не	1	1
449	к реальному	1	1
450	в корне	4	1
451	как от	3	1
452	не должна	1	1
453	по себе	4	1
454	даже в	2	1
455	не была	1	1
456	же мы	1	1
457	беседовал с	2	1
458	этого движения	1	1
459	а иногда	2	1
460	она не	4	1
461	воплощено в	1	1
462	самого начала	1	1
463	одной плоскости	3	1
464	не имел	1	1
465	на него	1	1
466	в основе	3	1
467	в изобразительных	1	1
468	и снова	2	1
469	для всего	1	1
470	это тело	1	1
471	правда в	2	1
472	и существенное	1	1
473	первая часть	1	1
474	таким путем	1	1
475	все стороны	2	1
476	за исключением	1	1
477	так например	1	1
478	связи с	5	1
479	в сознании	1	1
480	сюжет в	1	1
481	и делает	1	1
482	чем объясняется	1	1
483	ему не	1	1
484	у нас	3	1
485	но там	1	1
486	его для	1	1
487	не могут	10	1
488	он и	3	1
489	в других	1	1
490	что его	1	1
491	с полной	1	1
492	и ничем	1	1
493	и самое	1	1
494	своего развития	1	1
495	и о	1	1
496	связи со	1	1
497	здесь не	2	1
498	очень важную	1	1
499	на той	1	1
500	отвлечься от	1	1
501	так в	2	1
502	в дальнейшем	5	1
503	на что-то	1	1
504	и необходимости	2	1
505	если отвлечься	1	1
506	котором мы	1	1
507	не с	1	1
508	и глубины	1	1
509	именно этот	1	1
510	поэтому в	2	1
511	выходит за	1	1
512	бы еще	1	1
513	об этом	1	1
514	в таком	2	1
515	в разбираемом	1	1
516	все дело	1	1
517	часто и	1	1
518	именно потому	2	1
519	является по	1	1
520	на все	2	1
521	и та	1	1
522	язык и	1	1
523	и что	3	1
524	первоначального замысла	1	1
525	притом в	2	1
526	но только	1	1
527	там же	1	1
528	по их	1	1
529	одного поколения	1	1
530	все в	1	1
531	этот элемент	1	1
532	исторического становления	1	1
533	один момент	1	1
534	образом все	1	1
535	том или	1	1
536	от них	1	1
537	переходит в	2	1
538	отвлекаясь от	1	1
539	от одного	2	1
540	существенную роль	1	1
541	ее содержание	1	1
542	наконец в	1	1
543	на развитие	1	1
544	действительности в	3	1
545	в ту	1	1
546	в лучшем	1	1
547	смыслу так	1	1
548	для самого	1	1
549	в него	3	1
550	стать предметом	1	1
551	к которому	2	1
552	различных моментов	1	1
553	этом романе	3	1
554	разобранной нами	1	1
555	конечно никакому	1	1
556	в двух	1	1
557	что только	1	1
558	движется вперед	1	1
559	мы увидим	2	1
560	явления в	1	1
561	жизнь с	1	1
562	целого и	1	1
563	еще и	1	1
564	в литературу	5	1
565	который в	1	1
566	между тем	7	1
567	в контексте	1	1
568	играет роль	1	1
569	и обновления	1	1
570	себя в	1	1
571	так что	1	1
572	завершение в	1	1
573	да еще	1	1
574	на такой	1	1
575	если мы	7	1
576	в чисто	2	1
577	для кого	1	1
578	еще одну	1	1
579	здесь же	1	1
580	или даже	1	1
581	его и	3	1
582	помощью каких	1	1
583	который как	1	1
584	одно из	1	1
585	себе в	1	1
586	очень характерно	2	1
587	ведь это	1	1
588	слова в	1	1
589	нет никаких	2	1
590	прибавить что	1	1
591	иногда и	1	1
592	него это	1	1
593	и бесконечно	1	1
594	свое выражение	2	1
595	и литература	1	1
596	или ином	1	1
597	своих существенных	1	1
598	даже и	1	1
599	остается подвести	1	1
600	и даже	2	1
601	и человека	1	1
602	и из	2	1
603	последнем счете	2	1
604	как у	1	1
605	и знаменитое	2	1
606	же а	2	1
607	что человек	1	1
608	здесь в	1	1
609	и создает	1	1
610	человека а	1	1
611	такого понимания	1	1
612	мы еще	2	1
613	героя и	2	1
614	говорит о	1	1
615	по тем	1	1
616	превращается в	2	1
617	и самый	2	1
618	более того	6	1
619	самое слово	1	1
620	один из	1	1
621	дальнейшее развертывание	1	1
622	о чем	1	1
623	и силы	1	1
624	единство жизненного	1	1
625	на фоне	3	1
626	но оно	2	1
627	нет ничего	1	1
628	в частности	1	1
629	границы между	1	1
630	как это	4	1
631	конца нельзя	1	1
632	только его	1	1
633	этому образу	1	1
634	иерархическое место	1	1
635	становится и	1	1
636	к другому	2	1
637	он говорит	1	1
638	соединенные с	1	1
639	нужно прибавить	1	1
640	перехода от	1	1
641	мы остановимся	1	1
642	и всей	1	1
643	нем как	1	1
644	в каждую	2	1
645	всерьез и	1	1
646	и способов	1	1
647	с этой	1	1
648	и формы	5	1
649	слова и	4	1
650	самом же	2	1
651	является для	3	1
652	в основном	2	1
653	элемента в	1	1
654	только для	1	1
655	его произнесения	1	1
656	в начале	1	1
657	же самое	3	1
658	ни для	2	1
659	романа с	1	1
660	свою роль	1	1
661	при всем	1	1
662	определяет выбор	1	1
663	в следующей	2	1
664	для гротескного	1	1
665	произведения на	3	1
666	она может	1	1
667	и действительности	2	1
668	такое предположение	2	1
669	романе и	1	1
670	в речи	1	1
671	от него	2	1
672	лишь как	3	1
673	не должен	1	1
674	реальное время	1	1
675	материала с	2	1
676	же к	1	1
677	от всего	1	1
678	вернемся в	1	1
679	же деле	2	1
680	чем же	2	1
681	всех тех	1	1
682	границу между	1	1
683	может и	3	1
684	свое значение	1	1
685	но эта	2	1
686	всякий смысл	1	1
687	как ряд	1	1
688	между ними	15	1
689	сказать что	3	1
690	не понимают	2	1
691	от всех	4	1
692	ведь он	1	1
693	дело с	3	1
694	друзей он	1	1
695	к его	3	1
696	от целого	1	1
697	героя в	3	1
698	всех других	3	1
699	в последнем	2	1
700	что под	1	1
701	из этого	4	1
702	формы его	3	1
703	в каком-то	1	1
704	а другой	1	1
705	в каком	2	1
706	никаких оснований	3	1
707	ее в	3	1
708	в своих	6	1
709	они не	4	1
