N	2gram	Nazirov_Tv_2	Russkaja
340	и народ	1	1
341	не столько	2	1
342	представление о	7	1
343	в которых	3	1
344	быта и	1	1
345	по крайней	2	1
346	и эти	1	1
347	видеть что	1	1
348	вовсе не	2	1
349	даже в	1	1
350	не менее	2	1
351	из нас	2	1
352	самого начала	1	1
353	хотелось бы	1	1
354	дело в	1	1
355	на себе	1	1
356	на него	2	1
357	в основе	2	1
358	полную свободу	2	1
359	он еще	2	1
360	образом в	1	1
361	но только	1	1
362	себе самом	1	1
363	он с	1	1
364	казалось бы	3	1
365	невозможно но	1	1
366	к ней	1	1
367	что придает	1	1
368	с чертами	1	1
369	особое значение	1	1
370	что на	2	1
371	в подобном	1	1
372	однако это	2	1
373	с определенным	1	1
374	если у	2	1
375	по нашему	4	1
376	стороны и	1	1
377	в духе	4	1
378	нет ни	1	1
379	могут быть	2	1
380	похож на	1	1
381	человека в	3	1
382	совершенно новым	1	1
383	как только	1	1
384	одну и	1	1
385	быть назван	1	1
386	в применении	1	1
387	и это	3	1
388	из всего	1	1
389	как мы	1	1
390	свою очередь	1	1
391	но при	1	1
392	в ее	2	1
393	мысль о	1	1
394	только то	1	1
395	в себя	1	1
396	с самого	1	1
397	это для	1	1
398	роль в	2	1
399	этот тип	1	1
400	что у	4	1
401	и ту	1	1
402	так и	6	1
403	собой в	1	1
404	мог бы	1	1
405	полное представление	1	1
406	быть может	3	1
407	другом месте	1	1
408	одного из	1	1
409	и ставит	1	1
410	в различных	1	1
411	с другой	2	1
412	на точку	1	1
413	а во	2	1
414	совершенно как	1	1
415	переходит в	1	1
416	крайней мере	2	1
417	от этих	1	1
418	в русском	1	1
419	в лице	4	1
420	один из	3	1
421	образом как	1	1
422	с ними	2	1
423	цивилизации в	1	1
424	может оказаться	1	1
425	в обществе	1	1
426	узнаем что	1	1
427	физически и	1	1
428	же он	1	1
429	при внимательном	1	1
430	и у	2	1
431	на свое	1	1
432	называет себя	3	1
433	же у	1	1
434	здесь же	1	1
435	в праве	1	1
436	и других	2	1
437	параллели в	1	1
438	мы знаем	1	1
439	и их	1	1
440	для настоящего	1	1
441	в известной	4	1
442	у этих	1	1
443	бытия и	1	1
444	связано с	1	1
445	другом в	2	1
446	то у	2	1
447	все такие	1	1
448	превращается в	3	1
449	в любви	1	1
450	следует признать	1	1
451	этой задачи	2	1
452	связан с	1	1
453	жизни при	1	1
454	о своей	1	1
455	влияние на	1	1
456	хоть и	1	1
457	русской жизни	1	1
458	к которому	2	1
459	и прежде	1	1
460	души и	1	1
461	что не	3	1
462	а главное	1	1
463	на этот	2	1
464	и гибели	1	1
465	в свете	3	1
466	ясного и	1	1
467	характеров и	2	1
468	то по	1	1
469	этот принцип	1	1
470	из области	1	1
471	в связи	1	1
472	себе всегда	1	1
473	к сознанию	1	1
474	народа на	1	1
475	связь с	2	1
476	эта идея	1	1
477	как это	1	1
478	играют в	1	1
479	человека к	1	1
480	сказанное относится	1	1
481	себя из	1	1
482	встречается у	1	1
483	применении к	1	1
484	его идеи	1	1
485	не видят	1	1
486	когда же	1	1
487	это его	2	1
488	понял что	1	1
489	человек с	1	1
490	на ней	2	1
491	в церкви	1	1
492	с этой	3	1
493	характера в	2	1
494	ничего кроме	1	1
495	числе и	1	1
496	нем самом	1	1
497	к другим	1	1
498	с большой	1	1
499	не является	3	1
500	это как	1	1
501	должны вызывать	1	1
502	своей собственной	1	1
503	человек и	1	1
504	ее и	1	1
505	но когда	1	1
506	себя если	1	1
507	в обстановке	1	1
508	к самому	2	1
509	от ее	2	1
510	может и	1	1
511	а о	1	1
512	в свою	1	1
513	с ней	1	1
514	была бы	1	1
515	но можно	1	1
516	отношению к	3	1
517	у которых	1	1
518	том числе	1	1
