N	2gram	Tiupa_Hudo_1	Dialekti
113	еще не	7	4
114	в его	8	4
115	мы должны	1	4
116	с ними	2	4
117	есть в	1	4
118	ни с	1	4
119	в одном	1	4
120	не о	2	4
121	как раз	4	4
122	отнюдь не	3	4
123	результате которой	1	4
124	в особенности	1	4
125	на свете	1	4
126	но это	1	4
127	один из	4	4
128	бы в	1	4
129	или не	3	4
130	жизни и	5	4
131	но и	5	4
132	и то	1	3
133	только потому	2	3
134	едва ли	3	3
135	личности с	1	3
136	же что	1	3
137	со стороны	3	3
138	есть личность	1	3
139	общего с	1	3
140	как в	8	3
141	с этим	3	3
142	своей и	1	3
143	когда он	1	3
144	но в	5	3
145	от этого	1	3
146	та же	4	3
147	все эти	3	3
148	на этом	3	3
149	от нее	1	3
150	об этом	5	3
151	мы уже	4	3
152	в данном	1	3
153	смысл и	1	3
154	в своей	10	3
155	в их	2	3
156	она в	3	3
157	в предыдущем	1	3
158	только для	2	3
159	иной раз	1	3
160	та или	3	3
161	могут быть	1	3
162	к жизни	5	3
163	и та	1	3
164	этот момент	2	3
165	и об	2	3
166	тотчас же	1	3
167	эти две	1	3
168	в природе	1	3
169	себя и	2	3
170	что не	2	3
171	говорит о	1	3
172	и потому	2	3
173	из которых	1	3
174	от него	3	3
175	с ним	4	3
176	в свою	1	3
177	только о	1	3
178	только не	1	3
179	тем самым	1	3
180	можно назвать	1	3
181	одних и	1	2
182	можно говорить	1	2
183	человека и	1	2
184	и без	1	2
185	тех же	1	2
186	он всегда	1	2
187	ведь и	1	2
188	то самое	1	2
189	что уже	1	2
190	вопрос о	2	2
191	происходит это	1	2
192	есть нечто	1	2
193	не нужно	2	2
194	как вещь	1	2
195	во всех	1	2
196	бы не	1	2
197	но как	2	2
198	есть по	1	2
199	себе и	2	2
200	нет и	1	2
201	чем же	1	2
202	вот как	1	2
203	все же	3	2
204	понять и	1	2
205	в этот	1	2
206	или иную	2	2
207	в самом	4	2
208	в которой	1	2
209	из этих	1	2
210	ни одна	1	2
211	при этом	12	2
212	тем не	4	2
213	с этой	2	2
214	но все	1	2
215	лишь в	3	2
216	истории и	1	2
217	весь мир	1	2
218	но именно	1	2
219	все равно	2	2
220	нашего исследования	1	2
221	между собою	1	2
222	должно быть	2	2
223	нисколько не	1	2
224	том как	3	2
225	имеет ничего	1	2
226	вне всякого	1	2
227	от себя	2	2
228	однако в	2	2
229	для нее	2	2
230	в отношении	1	2
231	не менее	5	2
232	не раз	2	2
233	но они	1	2
234	что эта	1	2
235	и другое	2	2
236	как о	1	2
237	личности которая	1	2
238	никогда не	6	2
239	или иная	3	2
240	и по	3	2
241	ничто не	1	2
242	как будто	4	2
243	может и	3	2
244	что на	2	2
245	не могут	1	2
246	всегда есть	1	2
247	свою очередь	1	2
248	в ее	3	2
249	и когда	3	2
250	мог бы	1	2
251	жизнь и	1	2
252	этой жизни	1	2
253	даже не	1	2
254	находится в	1	2
255	воли и	1	2
256	о нем	3	2
257	в символическом	1	2
258	но мы	1	2
259	никак не	2	2
260	говорить об	2	2
261	эти два	1	2
262	и только	1	2
263	одной из	2	2
264	и так	2	2
265	жизнь личности	1	2
266	в качестве	9	2
267	себя в	4	2
268	же и	1	2
269	и событий	1	2
270	да еще	1	2
271	то и	3	2
272	есть своя	1	2
273	не дает	1	2
274	из них	4	2
275	ту или	2	2
276	никакого отношения	1	2
277	отличие от	1	2
278	тем что	3	2
279	самом же	1	2
280	в целях	1	2
281	не было	4	2
282	и из	1	2
283	или иначе	2	2
284	и тех	1	2
285	и нельзя	1	2
286	с той	2	2
287	же о	1	2
288	когда же	1	2
289	только теперь	1	2
290	в частности	5	2
291	как это	1	2
292	в человеке	2	2
293	к своему	2	2
294	что же	2	2
295	да и	2	2
296	этой точки	1	2
297	мы еще	1	2
298	быть не	1	2
299	в аспекте	5	2
300	и слово	1	2
301	но для	1	2
302	не мог	1	2
303	тут тоже	1	2
304	при таком	1	2
305	солнца и	1	2
306	главным образом	1	2
307	только что	4	2
308	а как	1	2
309	еще ничего	1	2
310	что этот	1	2
311	в свое	1	2
312	того или	2	2
313	я могу	1	2
314	которая не	2	2
315	во всяком	1	2
316	все что	1	2
317	говорили о	1	1
318	а между	1	1
319	смысле слова	1	1
320	речь идет	3	1
321	говоря о	2	1
322	ни души	1	1
323	же как	2	1
324	на самом	2	1
325	всего это	1	1
326	идет о	3	1
327	решительно все	1	1
328	к другому	4	1
329	исходит из	1	1
330	видеть в	1	1
331	и этот	1	1
332	его не	1	1
333	их и	1	1
334	для своего	2	1
335	своими корнями	1	1
336	в каждый	1	1
337	личности мы	1	1
338	но она	1	1
339	от друга	1	1
340	и он	5	1
341	это время	1	1
342	может не	1	1
343	на них	1	1
344	он сам	1	1
345	знаем что	1	1
346	и личность	2	1
347	без которого	1	1
348	не требует	1	1
349	явлений и	1	1
350	к слову	1	1
351	в общем	1	1
352	отношение к	1	1
353	иначе не	1	1
354	тут же	1	1
355	друг от	1	1
356	друга и	1	1
357	и я	1	1
358	зрения в	1	1
359	его я	2	1
360	в одной	2	1
361	это одно	1	1
362	бытия на	1	1
363	вот мы	1	1
364	стороны и	1	1
365	как к	3	1
366	в полном	1	1
367	это тоже	1	1
368	тот же	1	1
369	как характер	1	1
370	где все	1	1
371	жизни есть	1	1
372	с какой	1	1
373	жизни эта	2	1
374	жизни так	2	1
375	достоевского в	1	1
376	не сводимой	1	1
377	о других	1	1
378	и тот	1	1
379	роль в	1	1
380	только один	1	1
381	но ведь	1	1
382	корнями в	1	1
383	может уже	1	1
384	вообще не	1	1
385	как он	2	1
386	и таких	1	1
387	и одна	1	1
388	он не	4	1
389	о которой	1	1
390	когда все	2	1
391	всех этих	1	1
392	в первую	2	1
393	во всемирно-историческом	1	1
394	сердце и	1	1
395	и более	1	1
396	содержит в	1	1
397	же самая	1	1
398	чтобы в	1	1
399	его от	1	1
400	никому не	1	1
401	чем собственно	1	1
402	в нее	1	1
403	не бывает	2	1
404	другое в	1	1
405	думал что	1	1
406	же не	1	1
407	том случае	1	1
408	которой уже	1	1
409	а его	2	1
410	причем все	1	1
411	его в	3	1
412	входит в	1	1
413	ничего удивительного	1	1
414	данном случае	1	1
415	к своим	1	1
416	их как	1	1
417	одна и	1	1
418	можно считать	1	1
419	этом в	1	1
420	такой же	3	1
421	бы на	2	1
422	самих этих	1	1
423	как все	2	1
424	он должен	1	1
425	на месте	1	1
426	в который	1	1
427	личности это	1	1
428	отождествление с	1	1
429	место в	1	1
430	себе а	1	1
431	в отличие	1	1
432	в которых	1	1
433	и другого	1	1
434	подлинный смысл	1	1
435	этих моментов	1	1
436	но он	3	1
437	друг другу	1	1
438	их в	1	1
439	она или	1	1
440	ее объект	1	1
441	тому чтобы	1	1
442	встреча двух	1	1
443	вообще на	1	1
444	личность в	1	1
445	даже в	3	1
446	в землю	2	1
447	сам он	1	1
448	всего его	1	1
449	к мировому	1	1
450	и потом	2	1
451	удивительного в	1	1
452	существует для	1	1
453	вплоть до	1	1
454	то чего	1	1
455	только две	1	1
456	не вызывает	1	1
457	и имеет	1	1
458	нельзя ли	1	1
459	того и	1	1
460	и всегда	1	1
461	как два	1	1
462	одна из	2	1
463	именно с	1	1
464	с детства	1	1
465	и весь	1	1
466	чужой жизни	2	1
467	или как	1	1
468	относиться к	1	1
469	уже невозможно	1	1
470	это так	2	1
471	ты для	1	1
472	такая же	1	1
473	и чувства	1	1
474	связи с	4	1
475	мы помним	1	1
476	когда ему	1	1
477	что нельзя	1	1
478	ему не	2	1
479	а в	7	1
480	бытия как	1	1
481	судьбы и	1	1
482	к себе	5	1
483	с и	2	1
484	в духе	4	1
485	когда мы	1	1
486	и вполне	1	1
487	человека в	6	1
488	жизнью и	2	1
489	всего в	1	1
490	и чужой	1	1
491	он видит	1	1
492	и они	1	1
493	и личности	1	1
494	из их	1	1
495	и которая	1	1
496	приходит к	1	1
497	из всего	1	1
498	как мы	3	1
499	вообще во	1	1
500	чем не	1	1
501	е все	1	1
502	в голову	1	1
503	в пределах	3	1
504	в дальнейшем	1	1
505	на том	2	1
506	ее осуществления	1	1
507	его самого	1	1
508	достаточно чтобы	1	1
509	и себе	1	1
510	можно было	5	1
511	можно понять	1	1
512	форма но	1	1
513	быть может	7	1
514	о котором	2	1
515	о самом	1	1
516	только бы	1	1
517	в личности	1	1
518	говорит об	1	1
519	картина мира	4	1
520	его жизни	2	1
521	с одной	1	1
522	все его	1	1
523	января г	1	1
524	но когда	1	1
525	время не	1	1
526	в эстетической	1	1
527	не могло	1	1
528	мы о	1	1
529	нем не	1	1
530	событий и	1	1
531	во втором	1	1
532	когда оно	1	1
533	и хорошо	1	1
534	в другой	1	1
535	вслед за	1	1
536	все в	1	1
537	не будучи	1	1
538	что бы	1	1
539	к личности	1	1
540	в лучшем	1	1
541	и она	1	1
542	вся жизнь	2	1
543	у которого	1	1
544	в него	2	1
545	но так	1	1
546	одного из	1	1
547	но с	2	1
548	отличаются друг	1	1
549	будто бы	3	1
550	субъекта в	1	1
551	с другим	2	1
552	было и	1	1
553	во времени	1	1
554	их не	1	1
555	принадлежит именно	1	1
556	именно на	1	1
557	века или	1	1
558	на всем	1	1
559	и у	1	1
560	уже в	1	1
561	так можно	1	1
562	личности то	1	1
563	существования и	1	1
564	как кажется	2	1
565	а то	2	1
566	оно всегда	1	1
567	речь в	2	1
568	его и	1	1
569	за ним	2	1
570	в я	4	1
571	одно из	1	1
572	в конце	4	1
573	себя от	1	1
574	ее не	1	1
575	как его	3	1
576	поэтому и	2	1
577	заметить что	2	1
578	не из	1	1
579	которой нет	1	1
580	же деле	1	1
581	с другой	1	1
582	в крыму	1	1
583	дело в	1	1
584	к ее	1	1
585	что для	1	1
586	неотделим от	1	1
587	к человеку	1	1
588	превращается в	3	1
589	них и	1	1
590	церкви и	1	1
591	до конца	2	1
592	однако и	3	1
593	жизнь в	1	1
594	только от	1	1
595	фона в	1	1
596	или с	2	1
597	в связи	3	1
598	человек в	2	1
599	в москве	1	1
600	находит в	1	1
601	видит в	3	1
602	все внимание	1	1
603	он будет	1	1
604	уходит своими	1	1
605	которая будет	1	1
606	в чистом	1	1
607	себя то	1	1
608	его имело	1	1
609	ни то	1	1
610	быть только	1	1
611	ни другое	1	1
612	вокруг себя	1	1
613	в это	2	1
614	он от	1	1
615	в контексте	1	1
616	своей жизни	2	1
617	к двум	1	1
618	ближе к	2	1
619	время нельзя	1	1
620	стремящееся к	1	1
621	не знаем	2	1
622	уже на	1	1
623	до степени	1	1
624	и от	4	1
625	так или	2	1
626	но также	1	1
627	на первый	1	1
628	ее и	1	1
629	оказались бы	1	1
630	то о	2	1
631	не более	1	1
632	аспекте ее	1	1
633	конце концов	1	1
634	вполне достаточно	1	1
635	она же	1	1
636	теперь же	1	1
637	сказано о	1	1
638	хотя в	1	1
639	но вот	1	1
640	давно уже	1	1
641	на фоне	2	1
642	жизни в	6	1
643	нами не	1	1
644	не замечают	1	1
645	о своем	1	1
646	в романе	1	1
647	мыслились не	1	1
648	не знает	2	1
649	остается как	1	1
650	это сознание	1	1
651	легко заметить	2	1
652	из этого	1	1
653	я и	2	1
654	углубляясь в	1	1
655	сущности в	1	1
656	категорий как	1	1
657	о себе	1	1
658	случае если	1	1
659	в своих	3	1
660	не имеющее	1	1
