N	2gram	Vinokur_St_2	Problemy
239	от них	1	2
240	наконец в	3	2
241	по своим	1	2
242	для самого	1	2
243	как например	2	2
244	один из	1	2
245	тот же	1	2
246	хотя бы	3	2
247	эти определения	1	2
248	или же	1	2
249	сколько в	3	2
250	конечно не	1	2
251	то и	1	2
252	ни одного	3	2
253	ни было	2	2
254	одно из	1	2
255	ведь это	1	2
256	не о	1	2
257	имеет значение	1	2
258	и даже	3	2
259	до сих	6	2
260	все время	1	2
261	себя и	1	2
262	месте и	1	2
263	на этот	2	2
264	что из	1	2
265	нет ни	1	2
266	в изображении	1	2
267	в данном	2	2
268	со всею	1	2
269	этого самосознания	1	2
270	для понимания	1	2
271	своего времени	4	2
272	в контексте	1	2
273	с этой	2	2
274	на пути	1	2
275	в условиях	1	2
276	сих пор	5	2
277	можно было	1	2
278	нисколько не	1	2
279	которые были	1	2
280	бы как	1	2
281	и от	1	2
282	бы он	1	2
283	художественного изображения	2	2
284	его жизнь	1	2
285	же в	1	2
286	е в	1	2
287	этот вопрос	2	2
288	между ними	1	2
289	жизни и	1	2
290	но эти	1	2
291	заметить что	1	2
292	не укладывается	1	2
293	тона в	1	1
294	смысле слова	1	1
295	это однако	1	1
296	же как	3	1
297	до него	2	1
298	всего это	1	1
299	с какой-то	1	1
300	тем же	2	1
301	в первом	1	1
302	характерное для	1	1
303	отношения между	1	1
304	мудрено что	1	1
305	своего романа	1	1
306	непосредственный переход	1	1
307	едва ли	1	1
308	его не	3	1
309	их и	1	1
310	из всех	1	1
311	который в	1	1
312	со всех	1	1
313	на тех	1	1
314	нуждаются в	1	1
315	мы не	1	1
316	на первом	2	1
317	есть нечто	1	1
318	склонен объяснять	1	1
319	в полной	2	1
320	бы ни	2	1
321	и он	3	1
322	формы в	1	1
323	которые он	1	1
324	ее составе	1	1
325	оценок и	1	1
326	в создании	1	1
327	друг к	1	1
328	своей работе	1	1
329	ответ на	1	1
330	в качестве	5	1
331	тогда как	2	1
332	нет и	2	1
333	что они	2	1
334	является настолько	1	1
335	из таких	2	1
336	его романа	1	1
337	к сожалению	2	1
338	которые не	3	1
339	независимо от	1	1
340	что именно	2	1
341	его самостоятельность	1	1
342	вот как	1	1
343	до его	1	1
344	что как	1	1
345	для испытания	1	1
346	как нам	1	1
347	что касается	1	1
348	хотя и	4	1
349	в материал	1	1
350	более или	2	1
351	важная и	1	1
352	о самом	1	1
353	за собой	1	1
354	не приходится	4	1
355	точкой зрения	1	1
356	в литературном	1	1
357	что это	3	1
358	не оставляет	1	1
359	из этих	1	1
360	и принципиальной	1	1
361	вопрос в	1	1
362	одно время	1	1
363	в известном	3	1
364	видим и	1	1
365	будто и	1	1
366	этого образа	2	1
367	не превращает	1	1
368	иначе и	1	1
369	как он	2	1
370	и если	1	1
371	вообще не	3	1
372	идей и	1	1
373	не следует	1	1
374	больше всего	2	1
375	в статье	2	1
376	степени является	1	1
377	высшей степени	1	1
378	и еще	1	1
379	глухим к	1	1
380	первой части	2	1
381	сожалению не	1	1
382	и совершенно	1	1
383	к одному	1	1
384	них нет	1	1
385	в начале	3	1
386	иная форма	1	1
387	же порядка	1	1
388	мнение у	1	1
389	и по	3	1
390	прежде чем	1	1
391	одному и	1	1
392	переход к	1	1
393	в основу	1	1
394	не будет	1	1
395	что все	1	1
396	он просто	1	1
397	в совершенно	1	1
398	же касается	1	1
399	об этом	6	1
400	из них	3	1
401	к другу	1	1
402	белинский он	1	1
403	заключается в	1	1
404	с самим	1	1
405	действительности в	1	1
406	не совпадает	1	1
407	роль в	1	1
408	быть не	1	1
409	оставалось в	1	1
410	истории и	2	1
411	был очень	1	1
412	здесь нет	1	1
413	для них	1	1
414	позволяет ему	1	1
415	но уже	1	1
416	в высшей	1	1
417	т д	6	1
418	времени была	1	1
419	действительно не	2	1
420	материал но	1	1
421	все как	1	1
422	было не	1	1
423	или менее	2	1
424	которую он	2	1
425	места в	1	1
426	в связь	1	1
427	от своего	1	1
428	этот замысел	1	1
429	можно найти	1	1
430	к истории	2	1
431	то для	1	1
432	что вся	1	1
433	фактом что	2	1
434	место в	1	1
435	не столько	7	1
436	на свою	1	1
437	существенно нового	1	1
438	своего рода	5	1
439	значение для	1	1
440	одном из	3	1
441	в устах	2	1
442	нею и	1	1
443	при всех	1	1
444	xviii века	2	1
445	в русской	5	1
446	не имеет	2	1
447	наличного материала	1	1
448	который был	1	1
449	дело в	4	1
450	него была	1	1
451	или лучше	2	1
452	которого он	1	1
453	материала в	1	1
454	и именно	3	1
455	иметь в	3	1
456	того чтобы	6	1
457	не могло	3	1
458	только не	2	1
459	не то	3	1
460	вообще нет	2	1
461	рассматривать как	1	1
462	найти в	1	1
463	и всегда	2	1
464	на отношения	1	1
465	замысла а	1	1
466	и лишь	1	1
467	на этом	1	1
468	к концу	1	1
469	это слово	3	1
470	основные принципы	1	1
471	вот что	3	1
472	был так	1	1
473	в области	2	1
474	в каком	2	1
475	ему не	2	1
476	и социального	1	1
477	в стиле	1	1
478	у нас	3	1
479	у меня	3	1
480	предположение о	1	1
481	в трагедии	17	1
482	одно и	1	1
483	в момент	1	1
484	из элементов	1	1
485	весь в	1	1
486	искусства и	2	1
487	разумеется все	1	1
488	сравнительно с	1	1
489	чтобы сделать	2	1
490	которого я	1	1
491	должны быть	1	1
492	для такого	1	1
493	к тому	10	1
494	конкретных литературных	1	1
495	они и	1	1
496	в каждой	1	1
497	не могли	2	1
498	тогда я	1	1
499	но только	1	1
500	первом месте	1	1
501	не существует	1	1
502	свою очередь	1	1
503	и сами	1	1
504	здесь не	1	1
505	не успел	1	1
506	функция этого	1	1
507	в ее	2	1
508	только при	1	1
509	характер и	1	1
510	автор может	1	1
511	стиля а	1	1
512	с самого	3	1
513	лучше сказать	2	1
514	то время	1	1
515	котором мы	1	1
516	о тех	1	1
517	что у	4	1
518	в другом	4	1
519	не трудно	1	1
520	времени и	4	1
521	в борьбе	1	1
522	которая была	2	1
523	во многом	2	1
524	этой мысли	2	1
525	он по	2	1
526	она была	1	1
527	не мудрено	1	1
528	по сравнению	1	1
529	в настоящее	1	1
530	со стороны	2	1
531	своего образа	1	1
532	в содержании	2	1
533	форме в	1	1
534	даже не	1	1
535	образом в	1	1
536	быть особенно	1	1
537	в виду	7	1
538	поэтому она	1	1
539	различных художественных	1	1
540	не существовало	1	1
541	под его	1	1
542	на показ	1	1
543	другом месте	2	1
544	о том	17	1
545	трагедии в	4	1
546	настоящее время	1	1
547	этом произведении	1	1
548	к одной	1	1
549	говорит об	2	1
550	сам а	1	1
551	можно сказать	1	1
552	орудием в	1	1
553	и ставил	1	1
554	и речей	1	1
555	литература о	1	1
556	на которых	1	1
557	того как	7	1
558	если принять	2	1
559	во втором	1	1
560	как его	1	1
561	отметить что	2	1
562	построении образов	1	1
563	этого мировоззрения	1	1
564	в книгу	2	1
565	того что	5	1
566	пушкиным в	14	1
567	к которому	1	1
568	бы эти	1	1
569	известном смысле	1	1
570	способ рассмотрения	1	1
571	согласиться с	1	1
572	одной из	3	1
573	в какой	2	1
574	и действительно	1	1
575	это очень	2	1
576	в самое	1	1
577	а с	3	1
578	по этому	2	1
579	вот почему	1	1
580	с трагедией	2	1
581	с нею	3	1
582	да еще	1	1
583	раскрыто в	1	1
584	а то	1	1
585	это отрицание	1	1
586	борьбу за	1	1
587	нее в	1	1
588	не так	1	1
589	себе в	1	1
590	и их	1	1
591	не находит	1	1
592	могло бы	1	1
593	это предположение	1	1
594	не для	1	1
595	может служить	1	1
596	но что	1	1
597	из нее	3	1
598	случае не	2	1
599	принципиально не	1	1
600	это было	2	1
601	на счет	1	1
602	он почти	1	1
603	нет в	1	1
604	для того	7	1
605	и герои	1	1
606	у которого	1	1
607	в особенности	2	1
608	свою мысль	1	1
609	был действительно	1	1
610	мы привыкли	1	1
611	как у	3	1
612	однако что	1	1
613	строится в	1	1
614	и быть	1	1
615	во второй	1	1
616	к его	1	1
617	были не	2	1
618	в живом	1	1
619	только к	2	1
620	что для	1	1
621	действующими лицами	1	1
622	нужно сказать	1	1
623	не создает	1	1
624	а на	1	1
625	ничем не	1	1
626	и самый	2	1
627	жизнь в	1	1
628	если не	2	1
629	как материал	1	1
630	поэмы или	2	1
631	в руках	1	1
632	в частности	4	1
633	на который	1	1
634	ни на	1	1
635	своей социальной	1	1
636	целиком в	1	1
637	которая для	1	1
638	над ним	1	1
639	к своему	2	1
640	от других	1	1
641	предисловии к	2	1
642	если оно	1	1
643	что за	2	1
644	сравнению с	1	1
645	такого рода	2	1
646	например сцена	2	1
647	в тех	2	1
648	опору в	2	1
649	наконец и	1	1
650	бы его	1	1
651	не сливаются	1	1
652	столько в	2	1
653	этом случае	1	1
654	не раз	2	1
655	роман но	1	1
656	на авторских	1	1
657	в книге	1	1
658	в более	1	1
659	в идеале	1	1
660	что я	2	1
661	у расина	1	1
662	и все	1	1
663	случае и	1	1
664	будто бы	1	1
665	только что	2	1
666	все они	1	1
667	и роста	1	1
668	ее в	2	1
669	мы видели	1	1
670	своего социального	1	1
671	мне кажется	3	1
672	характере и	1	1
673	к самому	1	1
674	в свою	1	1
675	но если	1	1
676	прежде и	1	1
677	совершенно не	2	1
678	не дал	1	1
679	что действие	1	1
680	сам в	1	1
681	на своем	1	1
682	где он	2	1
683	к этой	1	1
684	и другие	2	1
685	к этому	4	1
686	в таком	1	1
687	точно так	1	1
688	такой же	1	1
