N	2gram	Nazirov_Tv_2	VerxiiNi
196	в начале	3	2
197	от бога	1	2
198	и люди	1	2
199	этой задачи	2	2
200	из своих	1	2
201	или иной	1	2
202	именно в	6	2
203	к которому	2	2
204	прежде всего	8	2
205	связано с	1	2
206	превращается в	3	2
207	не было	2	2
208	его смерти	1	2
209	когда же	1	2
210	если не	4	2
211	должна была	1	2
212	уже давно	1	2
213	связь с	2	2
214	и особенно	1	2
215	требует от	1	2
216	и мир	1	2
217	после его	1	2
218	только для	2	2
219	влечет за	2	2
220	этот период	1	2
221	но когда	1	2
222	в эту	1	2
223	в свою	1	2
224	в процессе	2	2
225	сказать что	1	2
226	из этого	2	2
227	с новыми	1	1
228	народ в	1	1
229	как известно	2	1
230	от этой	2	1
231	вряд ли	1	1
232	можно говорить	1	1
233	речь идет	1	1
234	в сфере	1	1
235	таком случае	2	1
236	в этот	2	1
237	начинается с	2	1
238	и через	3	1
239	которого в	1	1
240	а между	1	1
241	самом деле	2	1
242	это и	1	1
243	без идеи	1	1
244	что дает	1	1
245	в среду	1	1
246	и есть	2	1
247	в первом	1	1
248	и до	1	1
249	извне из	1	1
250	и требует	1	1
251	мы уже	1	1
252	той же	1	1
253	заставляет человека	1	1
254	это совершенно	1	1
255	мы не	4	1
256	повседневной жизни	1	1
257	что уже	1	1
258	этом не	1	1
259	мы и	1	1
260	личности с	1	1
261	в традиционном	1	1
262	же что	1	1
263	первого взгляда	1	1
264	было очень	1	1
265	дает им	1	1
266	за это	1	1
267	быть в	1	1
268	что его	2	1
269	в чем	4	1
270	и всякий	1	1
271	по отношению	3	1
272	отличие от	2	1
273	что они	4	1
274	себя в	2	1
275	к стыду	1	1
276	как по	2	1
277	в одной	3	1
278	как в	4	1
279	с их	1	1
280	это был	3	1
281	однако не	1	1
282	и превращается	1	1
283	его к	1	1
284	себе не	1	1
285	и отчасти	3	1
286	то в	1	1
287	разве я	1	1
288	бы с	1	1
289	не был	1	1
290	то время	1	1
291	чуть ли	1	1
292	связанного с	1	1
293	тоже не	2	1
294	думать что	1	1
295	элементов в	1	1
296	если он	5	1
297	так сказать	2	1
298	на его	4	1
299	отцов и	1	1
300	это связано	1	1
301	уже тогда	1	1
302	в первую	1	1
303	объясняется и	1	1
304	к одному	1	1
305	народ не	1	1
306	и более	1	1
307	на земле	1	1
308	что она	4	1
309	человека в	3	1
310	жить в	1	1
311	том же	2	1
312	а по	1	1
313	себя не	1	1
314	его в	3	1
315	входит в	1	1
316	заключается в	1	1
317	первую очередь	1	1
318	это не	7	1
319	было бы	1	1
320	в свой	2	1
321	некоторое представление	1	1
322	не выше	1	1
323	в жизни	1	1
324	… но	1	1
325	ни в	1	1
326	о характере	1	1
327	нет в	1	1
328	имеет лишь	1	1
329	соответствии с	4	1
330	жизни то	1	1
331	его все	1	1
332	как видно	1	1
333	как и	6	1
334	которой не	1	1
335	восходят к	1	1
336	духовной жизни	1	1
337	должно быть	1	1
338	зато в	2	1
339	она была	1	1
340	героем и	2	1
341	перед собой	1	1
342	его образ	1	1
343	ибо не	1	1
344	в ад	1	1
345	от своего	1	1
346	в своей	6	1
347	таким же	1	1
348	интерес и	1	1
349	в такой	2	1
350	в их	3	1
351	место в	3	1
352	однако этот	3	1
353	в отличие	2	1
354	должны были	1	1
355	одном из	2	1
356	но эта	2	1
357	в прямом	1	1
358	их в	2	1
359	не могли	2	1
360	однако в	1	1
361	по себе	1	1
362	не имеющего	1	1
363	даже в	1	1
364	сам он	1	1
365	эта мысль	2	1
366	что с	1	1
367	из нас	2	1
368	у этих	1	1
369	на себе	1	1
370	в идее	1	1
371	над тем	1	1
372	казалось бы	3	1
373	ничего не	4	1
374	способен на	1	1
375	невозможно но	1	1
376	то у	2	1
377	уже говорили	1	1
378	другой стороны	2	1
379	говорить лишь	1	1
380	мире и	1	1
381	в сознании	1	1
382	только с	2	1
383	а мы	1	1
384	однако это	2	1
385	и несколько	1	1
386	у нас	2	1
387	и далее	2	1
388	могут быть	2	1
389	лежит в	1	1
390	сама жизнь	1	1
391	как только	1	1
392	потом с	1	1
393	всего что	1	1
394	смерти и	1	1
395	не есть	1	1
396	ролью в	1	1
397	за свою	1	1
398	на это	1	1
399	для себя	1	1
400	свою очередь	1	1
401	в ее	2	1
402	смерти в	1	1
403	болезни и	1	1
404	только то	1	1
405	в себя	1	1
406	это для	1	1
407	роль в	2	1
408	великих художников	1	1
409	к окончательному	1	1
410	с собой	1	1
411	живет в	1	1
412	чем у	1	1
413	в оскорблении	1	1
414	том как	1	1
415	что от	1	1
416	между собой	1	1
417	он сам	3	1
418	по мере	1	1
419	с ним	3	1
420	против этого	1	1
421	это объясняется	1	1
422	именно потому	1	1
423	и должно	1	1
424	и других	2	1
425	характер этого	1	1
426	здесь уместно	1	1
427	одного из	1	1
428	не стоит	2	1
429	эти традиции	1	1
430	может не	1	1
431	любви к	3	1
432	каждом из	1	1
433	следит за	1	1
434	и лишь	2	1
435	в которую	2	1
436	а у	1	1
437	которые играют	1	1
438	а потому	1	1
439	от этих	1	1
440	в ту	2	1
441	к сознанию	1	1
442	как она	1	1
443	в сферу	1	1
444	известно что	2	1
445	и прежде	1	1
446	смерти она	1	1
447	мы видим	4	1
448	с ними	2	1
449	этот вопрос	3	1
450	друг друга	2	1
451	как нечто	1	1
452	характер не	1	1
453	и ее	2	1
454	или его	1	1
455	и его	9	1
456	прямо не	1	1
457	не можем	1	1
458	и всякая	1	1
459	на этих	1	1
460	при помощи	2	1
461	в ином	1	1
462	в душе	4	1
463	участие в	1	1
464	что сама	1	1
465	мы знаем	1	1
466	не так	2	1
467	и их	1	1
468	рядом деталей	1	1
469	не означает	2	1
470	сами по	1	1
471	играло в	1	1
472	бытия и	1	1
473	у него	6	1
474	не похоже	1	1
475	и никогда	1	1
476	за границу	1	1
477	как раз	1	1
478	тем что	3	1
479	тогда как	3	1
480	случае с	1	1
481	представляют собой	1	1
482	на стороне	4	1
483	до начала	1	1
484	возможно что	1	1
485	для людей	1	1
486	сам себя	1	1
487	такое же	1	1
488	души и	1	1
489	и множество	1	1
490	в самую	1	1
491	в соответствии	4	1
492	зависит от	2	1
493	жизнь в	1	1
494	одну из	1	1
495	действия в	1	1
496	в момент	1	1
497	нет никаких	1	1
498	является его	1	1
499	нет ничего	3	1
500	с дьяволом	1	1
501	него в	2	1
502	эти слова	1	1
503	бунта против	1	1
504	с этим	1	1
505	свою среду	1	1
506	то по	1	1
507	и за	1	1
508	считал что	1	1
509	думать о	1	1
510	человека и	3	1
511	ли не	2	1
512	этого слова	1	1
513	такой же	2	1
514	но это	5	1
515	не замечая	1	1
516	только еще	1	1
517	ничего кроме	1	1
518	под знаком	1	1
519	похоже на	1	1
520	в наше	2	1
521	не является	3	1
522	человека для	1	1
523	его с	1	1
524	это как	1	1
525	большей силой	1	1
526	это уже	2	1
527	находит свое	1	1
528	ни к	2	1
529	но зато	3	1
530	через нее	1	1
531	теперь же	1	1
532	характеры так	1	1
533	указывает на	1	1
534	давно уже	2	1
535	может и	1	1
536	только как	1	1
537	совершенно не	1	1
538	в честь	2	1
539	смешивается с	1	1
540	вся история	1	1
541	в какой-то	1	1
542	в своих	3	1
543	с первого	1	1
544	значение в	1	1
545	и вновь	1	1
