N	2gram	Vinokur_Ku_2	RusskieA
163	для обозначения	2	2
164	что она	3	2
165	в нем	4	2
166	имело место	1	2
167	всех этих	3	2
168	не значит	1	2
169	в силу	7	2
170	его от	1	2
171	в году	2	2
172	в каждом	1	2
173	встречается и	1	2
174	главным образом	3	2
175	и с	7	2
176	к другу	1	2
177	на этой	4	2
178	такой же	1	2
179	этому же	1	2
180	далее в	1	2
181	и более	2	2
182	том же	1	2
183	для этого	3	2
184	этой работы	1	2
185	как можно	2	2
186	она не	2	2
187	у него	3	2
188	именно с	3	2
189	так называемый	1	2
190	но даже	2	2
191	не знали	1	2
192	и здесь	5	2
193	могут быть	4	2
194	области изучения	1	2
195	день и	1	2
196	имеет место	1	2
197	ничего общего	1	2
198	свою очередь	2	2
199	что у	2	2
200	подойти к	1	2
201	что от	1	2
202	составные части	1	2
203	находится в	1	2
204	можно объяснить	1	2
205	на все	2	2
206	русских и	1	2
207	в память	2	2
208	после того	2	2
209	к борьбе	1	2
210	в его	5	2
211	в свете	1	2
212	значит что	1	2
213	не случайно	1	2
214	только у	1	2
215	этот вопрос	6	2
216	в какой	1	2
217	показывают что	1	2
218	их не	2	2
219	так что	1	2
220	сомнений в	1	2
221	в большинстве	1	2
222	борьбы с	1	2
223	за счет	2	2
224	его и	1	2
225	но что	2	2
226	он так	1	2
227	не было	4	2
228	в особенности	4	2
229	чем в	3	2
230	которые можно	1	2
231	но есть	2	2
232	и пр	8	2
233	до конца	3	2
234	не на	2	2
235	а не	10	2
236	и непосредственно	1	2
237	большинстве случаев	2	2
238	стоит в	2	2
239	в частности	2	2
240	и потому	2	2
241	предположить что	1	2
242	там где	5	2
243	в первые	1	2
244	какие же	1	2
245	быть и	1	2
246	только для	2	2
247	между прочим	2	2
248	к вопросу	3	2
249	и для	2	2
250	тем и	1	2
251	на новый	1	2
252	или в	4	2
253	когда он	1	2
254	мы должны	2	2
255	не что	1	2
256	у которых	1	2
257	в своих	2	2
258	ряду явлений	1	1
259	ту же	6	1
260	также и	5	1
261	же как	2	1
262	чтобы не	2	1
263	место при	1	1
264	крестьян и	1	1
265	самом деле	9	1
266	только потому	8	1
267	тех же	2	1
268	значения что	1	1
269	зависимости от	5	1
270	характерное для	2	1
271	по которым	1	1
272	по преимуществу	2	1
273	противном случае	1	1
274	должна быть	5	1
275	по его	1	1
276	приходит к	1	1
277	мы уже	1	1
278	из всех	1	1
279	это объяснение	1	1
280	указать что	1	1
281	что если	2	1
282	не приходится	1	1
283	не исчезли	1	1
284	вопрос о	9	1
285	вторая часть	1	1
286	говорить о	4	1
287	этим словом	1	1
288	основании что	1	1
289	же что	1	1
290	но основные	1	1
291	жизни это	1	1
292	того же	3	1
293	и он	1	1
294	революции в	1	1
295	есть вместе	2	1
296	я рад	1	1
297	в отличие	2	1
298	на них	1	1
299	не был	1	1
300	всего этого	1	1
301	в чем	1	1
302	с его	1	1
303	не без	1	1
304	а следовательно	2	1
305	имеем здесь	1	1
306	на основе	1	1
307	это видно	1	1
308	а только	3	1
309	одном и	1	1
310	не все	3	1
311	в китае	1	1
312	ответ на	2	1
313	по отношению	1	1
314	в общем	1	1
315	очевидно что	2	1
316	нового в	1	1
317	себе и	1	1
318	отличие от	2	1
319	относится к	1	1
320	это имело	1	1
321	общего с	1	1
322	показать что	1	1
323	значение его	1	1
324	вечера и	1	1
325	что касается	2	1
326	однако не	4	1
327	в противном	1	1
328	перед нами	4	1
329	целый ряд	5	1
330	тем же	2	1
331	от этого	2	1
332	значения как	1	1
333	в которой	1	1
334	за это	1	1
335	не оставляет	1	1
336	один от	1	1
337	ни одна	1	1
338	идут в	1	1
339	то и	3	1
340	значение так	1	1
341	вообще а	2	1
342	общеизвестно что	1	1
343	в себе	1	1
344	в употреблении	1	1
345	тому же	1	1
346	в лес	1	1
347	превращен в	1	1
348	на то	4	1
349	в случае	1	1
350	для народа	1	1
351	он не	3	1
352	он должен	1	1
353	социалистической революции	1	1
354	не как	2	1
355	однако он	1	1
356	эта же	1	1
357	русском языке	10	1
358	здесь мы	2	1
359	прочел и	1	1
360	что все	5	1
361	в совершенно	1	1
362	о котором	2	1
363	те же	3	1
364	на почве	1	1
365	некоторые основные	1	1
366	известно что	1	1
367	но их	1	1
368	должен был	1	1
369	и тем	5	1
370	есть несколько	1	1
371	указаний на	1	1
372	ни в	4	1
373	о характере	2	1
374	нет в	1	1
375	в этой	6	1
376	не всегда	2	1
377	он и	2	1
378	мы видели	2	1
379	оно имеет	1	1
380	можно считать	1	1
381	значение как	1	1
382	смысл и	3	1
383	что между	2	1
384	и при	1	1
385	эти сообщения	1	1
386	считать их	1	1
387	никак не	3	1
388	не здесь	1	1
389	особенности же	2	1
390	и без	1	1
391	просто в	1	1
392	языке на	1	1
393	место в	1	1
394	этого вопроса	3	1
395	что я	4	1
396	дает в	1	1
397	точку зрения	1	1
398	которые в	1	1
399	начнем с	1	1
400	и бьет	1	1
401	с такими	1	1
402	и под	1	1
403	оно приводит	1	1
404	пишут и	1	1
405	вне зависимости	1	1
406	что есть	1	1
407	нет того	1	1
408	виду что	1	1
409	в то	4	1
410	хотелось бы	2	1
411	дело не	2	1
412	и прочие	2	1
413	тогда когда	1	1
414	дело в	1	1
415	только из	1	1
416	составные элементы	2	1
417	иметь в	2	1
418	связанными с	1	1
419	значение этого	1	1
420	следовательно и	2	1
421	слова как	3	1
422	исконных форм	1	1
423	явление в	1	1
424	они связаны	1	1
425	iv в	1	1
426	прежде чем	1	1
427	имеет совершенно	1	1
428	и его	3	1
429	доказать что	2	1
430	этом отношении	3	1
431	этот не	1	1
432	не потому	1	1
433	от другого	1	1
434	такие же	1	1
435	тем это	1	1
436	как новые	1	1
437	следует еще	3	1
438	должны быть	2	1
439	слова с	1	1
440	поэзии как	1	1
441	если же	1	1
442	обычно в	1	1
443	смысле в	1	1
444	и это	3	1
445	и о	4	1
446	в виду	3	1
447	данном случае	2	1
448	большей частью	1	1
449	необходимую принадлежность	1	1
450	то время	1	1
451	случайно что	1	1
452	слова а	1	1
453	на том	2	1
454	можно было	9	1
455	есть какие-то	1	1
456	самого понятия	1	1
457	уже на	1	1
458	вопрос этот	2	1
459	связанных с	1	1
460	подобные же	1	1
461	основана на	1	1
462	быть может	1	1
463	если бы	12	1
464	должны признать	1	1
465	собой и	1	1
466	и вообще	2	1
467	споров о	1	1
468	что значит	2	1
469	но здесь	2	1
470	свидетельствует о	1	1
471	сказывается и	1	1
472	из основных	1	1
473	вот почему	3	1
474	это влияние	1	1
475	внимание на	1	1
476	при котором	1	1
477	м и	1	1
478	ли не	2	1
479	и просто	1	1
480	можно сказать	4	1
481	которых к	1	1
482	можно встретить	3	1
483	нас в	1	1
484	нас особенно	1	1
485	к нему	2	1
486	бьет по	1	1
487	говорить об	1	1
488	в форме	3	1
489	кто в	4	1
490	и следовательно	2	1
491	с а	1	1
492	в слово	1	1
493	было бы	15	1
494	не так	1	1
495	что здесь	1	1
496	д и	1	1
497	что очень	1	1
498	обе эти	1	1
499	несколько примеров	1	1
500	тот же	5	1
501	что он	5	1
502	которых они	1	1
503	очень много	1	1
504	он уже	2	1
505	и раньше	1	1
506	это слово	4	1
507	в область	1	1
508	или его	1	1
509	случаи когда	3	1
510	пока это	1	1
511	том чтобы	1	1
512	по другим	1	1
513	своем дневнике	1	1
514	например уже	1	1
515	есть в	3	1
516	рассматриваться как	1	1
517	быть лучше	1	1
518	по очень	1	1
519	наша задача	1	1
520	уже в	3	1
521	или не	1	1
522	что подобного	1	1
523	в нашей	4	1
524	и новым	1	1
525	оставляет сомнений	1	1
526	же в	3	1
527	к словам	1	1
528	только тогда	1	1
529	каким образом	1	1
530	е на	2	1
531	который по	1	1
532	не составляет	1	1
533	всяком случае	5	1
534	нуждается в	2	1
535	более как	1	1
536	даже к	1	1
537	т п	24	1
538	может служить	2	1
539	содержанию своему	1	1
540	заметить что	1	1
541	не могут	5	1
542	на некоторые	1	1
543	от того	4	1
544	хотел бы	1	1
545	в очень	1	1
546	не до	1	1
547	с русским	1	1
548	имеет тот	1	1
549	возможно что	1	1
550	дают в	1	1
551	так не	1	1
552	как у	2	1
553	что дело	1	1
554	совершенно ином	1	1
555	с той	2	1
556	еще и	2	1
557	случай этот	1	1
558	по всей	1	1
559	что не	6	1
560	что для	2	1
561	и народный	1	1
562	составляют необходимую	1	1
563	которых мы	2	1
564	у других	1	1
565	где эти	1	1
566	указывают что	1	1
567	однако и	2	1
568	с которым	1	1
569	жизнь в	1	1
570	подобного рода	5	1
571	к еде	1	1
572	свое внимание	1	1
573	пр и	1	1
574	с немецкими	1	1
575	здесь следует	2	1
576	могут рассматриваться	2	1
577	становится ясным	1	1
578	в одно	1	1
579	мы знаем	4	1
580	если не	1	1
581	так называемых	2	1
582	сюда же	2	1
583	этой же	1	1
584	деле это	1	1
585	смысл который	1	1
586	представить себе	2	1
587	в иных	2	1
588	с общей	2	1
589	первые годы	1	1
590	п а	2	1
591	из которых	3	1
592	в пределах	4	1
593	по своему	1	1
594	в данном	4	1
595	по поводу	2	1
596	который мы	2	1
597	не дают	1	1
598	наряду с	1	1
599	в той	2	1
600	два раза	1	1
601	и было	1	1
602	лишает их	1	1
603	быть не	2	1
604	и том	1	1
605	как только	1	1
606	что мы	6	1
607	дошедшим до	1	1
608	но для	3	1
609	из ряда	1	1
610	подчинить себе	1	1
611	кроме того	1	1
612	же значение	1	1
613	это как	1	1
614	случае он	1	1
615	и все	2	1
616	или такие	1	1
617	не более	2	1
618	только с	1	1
619	зрения в	3	1
620	на более	1	1
621	этом можно	1	1
622	нет никаких	1	1
623	но оно	2	1
624	нам не	2	1
625	в период	1	1
626	слово в	1	1
627	и получают	1	1
628	это все	1	1
629	между ними	1	1
630	не знает	3	1
631	сказать что	4	1
632	только как	2	1
633	с греческим	1	1
634	но можно	2	1
635	это на	1	1
636	легко заметить	1	1
637	оно не	2	1
638	только о	2	1
639	видели в	1	1
640	от слова	3	1
641	ли они	1	1
642	указывают на	1	1
643	именно здесь	1	1
644	они не	1	1
645	как на	1	1
646	точно так	3	1
647	во всяком	5	1
