N	2gram	Propp_Isto_2	OGranits
164	или на	4	1
165	мы имеем	15	1
166	к тем	1	1
167	остается только	1	1
168	и о	1	1
169	мы в	2	1
170	вопрос о	4	1
171	по себе	1	1
172	по мере	3	1
173	как то	1	1
174	и над	1	1
175	его за	1	1
176	связанное с	1	1
177	на себя	1	1
178	с ее	2	1
179	сводится к	1	1
180	то это	6	1
181	не совсем	3	1
182	есть акт	1	1
183	другом месте	2	1
184	и он	1	1
185	другими словами	4	1
186	и что	6	1
187	почему же	1	1
188	еще не	9	1
189	связи со	1	1
190	эту связь	1	1
191	время в	1	1
192	тем как	1	1
193	то мы	2	1
194	природе не	1	1
195	к нему	5	1
196	воздействия на	1	1
197	на самом	2	1
198	но не	2	1
199	этом говорит	2	1
200	точное и	1	1
201	и сквозь	1	1
202	вся эта	1	1
203	высокой и	1	1
204	переходит в	1	1
205	отметить что	1	1
206	тут же	2	1
207	разница в	1	1
208	в другой	4	1
209	в свои	1	1
210	на то	3	1
211	детей и	1	1
212	в истории	1	1
213	в одной	4	1
214	эта связь	3	1
215	не зная	1	1
216	до его	1	1
217	из вас	1	1
218	один из	8	1
219	тех случаях	1	1
220	можем установить	1	1
221	и как	1	1
222	его к	1	1
223	одной из	4	1
224	этот вопрос	1	1
225	что он	24	1
226	который в	1	1
227	так в	3	1
228	в этой	4	1
229	для всех	1	1
230	что к	1	1
231	остановиться на	1	1
232	в дальнейшем	1	1
233	и тот	1	1
234	с одним	3	1
235	можно установить	2	1
236	не можем	1	1
237	нам как	1	1
238	только на	1	1
239	если он	1	1
240	себя и	2	1
241	в нашей	2	1
242	и если	2	1
243	этот момент	1	1
244	является не	2	1
245	что она	5	1
246	и других	1	1
247	же объясняется	1	1
248	его и	4	1
249	превращаются в	1	1
250	уже видели	4	1
251	одно из	2	1
252	не будут	1	1
253	и социальной	2	1
254	никто не	1	1
255	состоит в	2	1
256	как их	1	1
257	сказал что	2	1
258	и один	1	1
259	одном случае	2	1
260	особенно часто	3	1
261	влиянии на	1	1
262	но что	1	1
263	только с	2	1
264	из него	2	1
265	каждый из	1	1
266	еще одну	1	1
267	подобно тому	3	1
268	эта аналогия	1	1
269	отличие от	1	1
270	этим же	2	1
271	и вместе	2	1
272	ее на	1	1
273	этим самым	1	1
274	мы слышим	1	1
275	в особенности	2	1
276	в совершенно	1	1
277	что такой	1	1
278	бы быть	1	1
279	мы это	1	1
280	для своей	1	1
281	и здесь	9	1
282	его в	10	1
283	как к	1	1
284	материала к	1	1
285	его себе	1	1
286	и иных	1	1
287	к которому	5	1
288	и дает	2	1
289	в природе	1	1
290	он все	1	1
291	лежит в	1	1
292	что мы	3	1
293	для них	1	1
294	образом мы	1	1
295	из нее	1	1
296	не было	2	1
297	она и	2	1
298	а на	1	1
299	далеко не	1	1
300	он действительно	1	1
301	у других	1	1
302	не всегда	1	1
303	он и	3	1
304	и вне	1	1
305	отнюдь не	1	1
306	с миром	1	1
307	такой же	2	1
308	здесь она	2	1
309	и вполне	2	1
310	связь с	4	1
311	но если	3	1
312	себе в	1	1
313	эти слова	3	1
314	ко всем	1	1
315	как это	3	1
316	теперь мы	1	1
317	которого является	1	1
318	теперь к	1	1
319	то можно	1	1
320	представление о	2	1
321	себе а	1	1
322	в отличие	1	1
323	в которых	2	1
324	бы что	1	1
325	он говорит	1	1
326	на три	2	1
327	здесь он	1	1
328	к этому	1	1
329	человеческого тела	2	1
330	полно и	1	1
331	должно было	3	1
332	составить предмет	2	1
333	утверждая что	1	1
334	тому как	3	1
335	слова могут	1	1
336	тем не	1	1
337	и более	2	1
338	их в	2	1
339	к следующему	1	1
340	быть не	1	1
341	этого слова	1	1
342	что такое	1	1
343	быть и	1	1
344	до конца	1	1
345	вплоть до	1	1
346	но это	4	1
347	груди и	2	1
348	и оно	1	1
349	обратимся к	2	1
350	виду что	1	1
351	почти никогда	2	1
352	в то	1	1
353	как о	1	1
354	например у	1	1
355	своих руках	1	1
356	одна из	2	1
357	в науке	1	1
358	случаях когда	1	1
359	не знаем	1	1
360	того чтобы	2	1
361	уже на	3	1
362	в самых	1	1
363	иметь в	2	1
364	хотя они	1	1
365	при таком	1	1
366	в разных	2	1
367	однако если	1	1
368	или в	2	1
369	найти в	1	1
370	пр с	1	1
371	или почти	1	1
372	того как	4	1
373	при наличии	1	1
374	то не	2	1
375	который является	1	1
376	ее и	1	1
377	же остается	1	1
378	от него	1	1
379	исторической связи	1	1
380	потому что	9	1
381	связи с	8	1
382	его явления	1	1
383	до того	1	1
384	как исторически	1	1
385	в системе	2	1
386	не вполне	1	1
387	об этом	11	1
388	от первого	1	1
389	не знает	2	1
390	сказать что	2	1
391	среди них	1	1
392	играло роль	1	1
393	мы здесь	6	1
394	но когда	1	1
395	и именно	2	1
396	и часто	2	1
397	когда мы	2	1
398	во все	1	1
399	с его	1	1
400	только о	1	1
401	указать на	1	1
402	следовательно не	2	1
403	вместе с	7	1
404	например в	2	1
405	что при	5	1
406	они не	4	1
