N	2gram	Trubetskoy_1	Mirosoze
103	заключает в	1	3
104	и с	7	3
105	то есть	1	3
106	его в	4	3
107	его личности	1	3
108	в жизни	1	3
109	для них	3	3
110	том что	9	3
111	но если	3	3
112	природы в	1	3
113	к тому	7	3
114	в ее	1	3
115	себя в	4	3
116	конечно не	5	3
117	не так	2	3
118	и их	1	3
119	так как	4	3
120	человека а	1	3
121	– к	1	3
122	себя и	5	3
123	о себе	1	3
124	ко всем	3	3
125	это есть	2	3
126	для человека	1	3
127	должно быть	3	3
128	он должен	5	3
129	для нас	2	3
130	хотя бы	5	3
131	в свете	1	3
132	русские люди	1	3
133	есть и	2	3
134	с новыми	1	2
135	также и	1	2
136	человек только	1	2
137	не хочет	1	2
138	к чему	2	2
139	ни того	1	2
140	есть единственное	1	2
141	вопрос о	5	2
142	о россии	1	2
143	основании что	1	2
144	нем все	1	2
145	или от	2	2
146	по отношению	2	2
147	себе и	4	2
148	а две	1	2
149	человек может	1	2
150	в истории	1	2
151	все же	4	2
152	и как	3	2
153	и к	6	2
154	от этого	1	2
155	и у	1	2
156	все эти	2	2
157	бы не	1	2
158	приводит к	4	2
159	самого себя	7	2
160	только один	1	2
161	вообще не	1	2
162	если бы	6	2
163	с ней	1	2
164	в россии	6	2
165	людей и	2	2
166	тому чтобы	4	2
167	входит в	1	2
168	мира сего	1	2
169	с самим	2	2
170	и мы	1	2
171	ли может	1	2
172	прийти к	1	2
173	место в	2	2
174	оказывается что	1	2
175	том основании	1	2
176	сих пор	5	2
177	любовь к	2	2
178	это особенно	1	2
179	на земле	4	2
180	в то	10	2
181	в основе	1	2
182	того чтобы	8	2
183	по своей	1	2
184	и сама	1	2
185	вне человека	1	2
186	русского человека	1	2
187	есть только	1	2
188	могут быть	1	2
189	отличается от	2	2
190	всего в	1	2
191	должен быть	1	2
192	решить вопрос	1	2
193	и от	2	2
194	и что	2	2
195	и когда	1	2
196	по сравнению	1	2
197	с ним	2	2
198	о своей	1	2
199	о том	7	2
200	может не	3	2
201	и во	3	2
202	и те	2	2
203	движения в	1	2
204	у всех	1	2
205	жизни и	4	2
206	человека с	1	2
207	отношению к	1	2
208	как будто	2	2
209	даже и	2	2
210	для того	6	2
211	до сих	5	2
212	церковь и	1	2
213	связано с	1	2
214	на этот	1	2
215	человеческой жизни	1	2
216	бог есть	1	2
217	человека к	1	2
218	по своему	1	2
219	как бы	4	2
220	быть не	1	2
221	его творчество	1	2
222	в начале	2	2
223	душевной жизни	1	2
224	и для	6	2
225	и человек	2	2
226	она может	3	2
227	сторон в	1	2
228	бы в	1	2
229	конце концов	3	2
230	отношении к	2	2
231	жизни в	5	2
232	в свою	1	2
233	у которых	1	2
234	к этой	4	2
235	к этому	1	2
236	все что	4	2
237	себя как	2	1
238	ту же	1	1
239	и т	3	1
240	не вне	1	1
241	сплошь и	1	1
242	и то	4	1
243	на самом	6	1
244	сил и	3	1
245	вся она	2	1
246	был и	3	1
247	в зависимости	1	1
248	из всех	2	1
249	и всякому	1	1
250	мы не	1	1
251	и ничего	1	1
252	не во	1	1
253	ни у	1	1
254	имеет свою	1	1
255	но она	2	1
256	в деле	1	1
257	оно есть	1	1
258	бы ни	2	1
259	то это	3	1
260	национальной души	1	1
261	и состоит	2	1
262	собой в	1	1
263	еще не	3	1
264	иное как	1	1
265	смотрят на	2	1
266	во всех	5	1
267	природы и	1	1
268	самом деле	7	1
269	друг к	1	1
270	россии и	3	1
271	отказ от	1	1
272	к которой	6	1
273	в сторону	1	1
274	тех же	1	1
275	если в	6	1
276	и действительно	1	1
277	других –	1	1
278	в свои	1	1
279	россия есть	1	1
280	что они	3	1
281	которые не	1	1
282	стало быть	1	1
283	что во	1	1
284	в одной	1	1
285	революция и	1	1
286	кто не	1	1
287	к культуре	2	1
288	жизни нет	1	1
289	силе и	1	1
290	есть самое	1	1
291	искусство и	1	1
292	в смысл	1	1
293	со своей	1	1
294	идет не	1	1
295	того ни	1	1
296	что же	4	1
297	сущности и	1	1
298	это единственная	1	1
299	что ничего	2	1
300	роль в	1	1
301	во многих	2	1
302	но ведь	1	1
303	можно лишь	1	1
304	духовной культуры	1	1
305	что россия	1	1
306	верит в	1	1
307	есть дело	1	1
308	всех этих	3	1
309	к одному	1	1
310	этого вопроса	1	1
311	в силу	2	1
312	к переходу	1	1
313	с таким	1	1
314	европейской культуры	2	1
315	бывает не	1	1
316	лишь с	1	1
317	и заключается	1	1
318	значительной степени	1	1
319	котором она	1	1
320	подход к	1	1
321	в состоянии	1	1
322	человеку или	1	1
323	том случае	4	1
324	к другу	1	1
325	первый и	1	1
326	на все	1	1
327	своей борьбе	1	1
328	не умеет	1	1
329	чтобы все	1	1
330	всю свою	2	1
331	и рядом	1	1
332	с богом	1	1
333	греха и	1	1
334	природы человек	1	1
335	его было	1	1
336	какой-то новой	1	1
337	и вся	1	1
338	культурных ценностей	1	1
339	которой он	4	1
340	всегда и	1	1
341	без этой	1	1
342	хотя в	1	1
343	нисколько не	2	1
344	в царстве	1	1
345	же принципиально	1	1
346	во время	2	1
347	от своего	1	1
348	господа не	1	1
349	что такое	2	1
350	в такой	1	1
351	и без	1	1
352	есть та	1	1
353	истории на	1	1
354	что вся	1	1
355	а где	1	1
356	и ту	1	1
357	должны были	1	1
358	ее он	2	1
359	нельзя было	1	1
360	точку зрения	4	1
361	и эти	1	1
362	и более	2	1
363	войти в	1	1
364	жизни конечно	1	1
365	для россии	2	1
366	вовсе не	1	1
367	человеку не	1	1
368	ему как	1	1
369	если и	1	1
370	с необычайной	1	1
371	не менее	1	1
372	ничего кроме	1	1
373	культурной жизни	2	1
374	человек принадлежит	1	1
375	весь смысл	2	1
376	у кого	1	1
377	он еще	1	1
378	когда они	4	1
379	– от	1	1
380	не могло	1	1
381	себе самом	1	1
382	для творчества	1	1
383	казалось бы	1	1
384	от власти	1	1
385	а во	1	1
386	может в	1	1
387	с одним	1	1
388	во всем	4	1
389	а лишь	4	1
390	же он	1	1
391	хочет быть	1	1
392	только с	2	1
393	в области	2	1
394	от того	4	1
395	всему этому	1	1
396	только от	1	1
397	к себе	2	1
398	в духе	1	1
399	нет ни	1	1
400	одну и	1	1
401	людей в	1	1
402	бы это	1	1
403	которой она	2	1
404	быть назван	1	1
405	от которой	1	1
406	приходит к	3	1
407	из всего	1	1
408	и о	2	1
409	на нем	1	1
410	сравнению со	1	1
411	внутренние противоречия	1	1
412	всегда были	1	1
413	коренным образом	1	1
414	она там	1	1
415	культуры и	2	1
416	не столько	1	1
417	ли вообще	1	1
418	можно было	4	1
419	так и	1	1
420	об этой	1	1
421	основанную на	1	1
422	бы признать	1	1
423	в эпоху	1	1
424	из одного	1	1
425	и даже	2	1
426	об этом	1	1
427	путь ко	1	1
428	в разных	1	1
429	при котором	3	1
430	одного из	1	1
431	это потому	2	1
432	в значительной	3	1
433	заключается в	1	1
434	более глубоко	1	1
435	они вели	2	1
436	путь к	4	1
437	реальную действительность	1	1
438	совершенно как	1	1
439	от них	1	1
440	борьбе с	3	1
441	и только	5	1
442	перед этими	1	1
443	этой любви	1	1
444	и наконец	2	1
445	душой не	1	1
446	мы уже	2	1
447	переносится на	2	1
448	быть и	2	1
449	на которой	2	1
450	одной из	3	1
451	этот вопрос	2	1
452	человека можно	1	1
453	между тем	5	1
454	в обществе	1	1
455	стремиться к	2	1
456	собой он	1	1
457	так что	2	1
458	же и	1	1
459	в россию	2	1
460	с нею	3	1
461	и исторических	1	1
462	то и	1	1
463	в праве	1	1
464	участие в	2	1
465	его и	2	1
466	он принадлежит	1	1
467	не сам	1	1
468	всяком случае	6	1
469	что называли	1	1
470	себя от	3	1
471	ее не	1	1
472	к ним	1	1
473	идет в	1	1
474	создать и	1	1
475	все-таки не	1	1
476	но из	1	1
477	к католичеству	1	1
478	от ее	1	1
479	связан с	1	1
480	влияние на	1	1
481	духовная природа	2	1
482	русской интеллигенции	8	1
483	каждый человек	1	1
484	главное и	1	1
485	русской жизни	1	1
486	по своим	1	1
487	будет ли	2	1
488	к которому	1	1
489	души и	1	1
490	есть подлинная	1	1
491	что не	1	1
492	а на	1	1
493	может ли	1	1
494	стать на	1	1
495	у других	2	1
496	не таков	1	1
497	не на	1	1
498	власти и	1	1
499	хотелось бы	1	1
500	может создать	1	1
501	свое собственное	2	1
502	ближе к	1	1
503	если не	2	1
504	себя на	2	1
505	человек или	1	1
506	отношение человека	1	1
507	в частности	2	1
508	к его	1	1
509	гармонии и	1	1
510	в европе	1	1
511	людей без	1	1
512	он будет	4	1
513	в течение	2	1
514	связаны с	1	1
515	если человек	2	1
516	не видят	1	1
517	это его	1	1
518	да и	3	1
519	человек с	1	1
520	и побольше	1	1
521	которые открываются	1	1
522	и счастливым	1	1
523	является для	1	1
524	своей жизни	1	1
525	только для	2	1
526	но это	2	1
527	к принудительному	1	1
528	от нас	2	1
529	сознании и	1	1
530	перед собой	1	1
531	поэтому для	1	1
532	что только	2	1
533	но когда	1	1
534	целый ряд	2	1
535	себе что	1	1
536	тем более	1	1
537	не должен	2	1
538	ни к	7	1
539	силы в	1	1
540	разных сторон	2	1
541	личности и	1	1
542	если все	1	1
543	от всякого	1	1
544	своего народа	6	1
545	к ее	1	1
546	к какому	1	1
547	возможно лишь	4	1
548	не быть	1	1
549	ко всему	1	1
550	культуры в	3	1
551	есть то	1	1
552	на это	2	1
553	можно назвать	1	1
554	собственной природы	1	1
555	пути к	2	1
556	человека является	1	1
557	случае если	3	1
558	в своих	6	1
559	народ с	1	1
560	так же	2	1
561	во всяком	9	1
562	они не	1	1
