N	2gram	Vinokur_Ku_2	Komedia
450	на поверхность	1	1
451	говорить о	4	1
452	идет речь	1	1
453	помощью к	1	1
454	и когда	1	1
455	на распространение	1	1
456	можно было	9	1
457	те же	3	1
458	это вовсе	1	1
459	подойти к	1	1
460	когда в	2	1
461	ссылки на	1	1
462	наше внимание	1	1
463	содержание которое	1	1
464	отрицать что	1	1
465	предположить что	1	1
466	на вопрос	1	1
467	именно с	3	1
468	и что	8	1
469	почему же	1	1
470	тому подобное	1	1
471	все его	1	1
472	в значительной	1	1
473	ее от	1	1
474	состоит не	1	1
475	я думаю	1	1
476	является ее	1	1
477	может и	1	1
478	отметить что	1	1
479	и только	1	1
480	ее содержание	1	1
481	в середине	1	1
482	партия в	1	1
483	и следовательно	2	1
484	того что	3	1
485	большей или	3	1
486	тех пор	2	1
487	толстого и	1	1
488	идет по	1	1
489	дело с	1	1
490	нуждается в	2	1
491	которых идет	1	1
492	хотя бы	9	1
493	которое мы	1	1
494	наше время	2	1
495	как источника	1	1
496	так что	1	1
497	можно на	1	1
498	в большинстве	1	1
499	ни одного	1	1
500	каким образом	1	1
501	речь в	5	1
502	которым в	1	1
503	представить себе	2	1
504	за помощью	1	1
505	содержания и	1	1
506	в современном	2	1
507	когда приходится	1	1
508	ее не	1	1
509	может служить	2	1
510	не случайно	1	1
511	заметить что	1	1
512	не говорит	2	1
513	в руки	1	1
514	от того	4	1
515	для решения	1	1
516	на том	2	1
517	социальная борьба	1	1
518	для того	9	1
519	в особенности	4	1
520	возможно что	1	1
521	нам не	2	1
522	несколько месяцев	1	1
523	или иначе	3	1
524	на этот	2	1
525	говорить и	2	1
526	для массового	1	1
527	далеко не	1	1
528	и прежде	1	1
529	имело место	1	1
530	и др	1	1
531	в соответствии	3	1
532	превращается в	2	1
533	что поэты	1	1
534	время войны	1	1
535	п т	1	1
536	большинстве случаев	2	1
537	они лишь	1	1
538	своего друга	1	1
539	сложным словом	3	1
540	для этой	2	1
541	так называемых	2	1
542	материалом для	2	1
543	следовало бы	2	1
544	нет никаких	1	1
545	связь с	1	1
546	сплошь да	2	1
547	эти слова	1	1
548	и потому	2	1
549	отсюда и	2	1
550	иной вопрос	1	1
551	первые годы	1	1
552	что именно	1	1
553	на правах	1	1
554	так мы	2	1
555	в разговоре	4	1
556	что теперь	1	1
557	предисловии к	1	1
558	в данном	4	1
559	который мы	2	1
560	в той	2	1
561	на стихи	1	1
562	с тех	1	1
563	как бы	4	1
564	а вслед	1	1
565	в это	1	1
566	материал для	2	1
567	этого слова	5	1
568	с этой	2	1
569	и тому	1	1
570	показывают что	1	1
571	если оно	1	1
572	что нет	1	1
573	не знаем	1	1
574	которые были	1	1
575	с большой	1	1
576	протеста против	2	1
577	в книге	1	1
578	в предисловии	1	1
579	культурной жизни	1	1
580	понять что	2	1
581	чтобы понять	2	1
582	обращается к	1	1
583	у них	1	1
584	бы в	1	1
585	но зато	2	1
586	зрения в	3	1
587	в правление	1	1
588	или меньшей	3	1
589	бы на	2	1
590	в общем	1	1
591	вопрос как	1	1
592	слово в	1	1
593	сообщения о	1	1
594	не знает	3	1
595	сказать что	4	1
596	совершенно не	3	1
597	или что-либо	1	1
598	больше всего	1	1
599	было показано	1	1
600	не замечать	1	1
601	на это	3	1
602	в каком	4	1
603	указывают на	1	1
604	к этой	3	1
605	и другие	1	1
606	именно здесь	1	1
607	это в	2	1
608	прошло и	1	1
609	гораздо более	3	1
610	как на	1	1
611	этой точки	2	1
612	они не	1	1
613	служит то	1	1
