N	2gram	Berdyaev_M_1	KulturaY
273	одной из	1	1
274	иных случаях	1	1
275	ли нам	1	1
276	русское слово	1	1
277	действительно в	1	1
278	всем и	1	1
279	только от	1	1
280	нет в	4	1
281	хуже всего	1	1
282	что как	1	1
283	что вся	1	1
284	в руководстве	1	1
285	сущности и	1	1
286	значит что	4	1
287	это выражение	1	1
288	и их	3	1
289	оно имеет	1	1
290	связан с	1	1
291	не скрывается	1	1
292	ведет к	6	1
293	в нынешнем	1	1
294	это путь	1	1
295	и свободу	2	1
296	нем есть	1	1
297	в период	1	1
298	свет есть	1	1
299	то он	1	1
300	нет никаких	2	1
301	не до	1	1
302	своей книге	1	1
303	нужно было	1	1
304	сих пор	2	1
305	смысле что	1	1
306	нынешнем его	1	1
307	в ее	3	1
308	с темой	1	1
309	ведь не	1	1
310	его и	1	1
311	иное как	1	1
312	мы не	1	1
313	процесса в	1	1
314	до сих	2	1
315	так что	1	1
316	и без	1	1
317	уже на	1	1
318	лежит в	1	1
319	что русский	1	1
320	давно уже	1	1
321	тому чтобы	2	1
322	наряду с	1	1
323	указывать на	1	1
324	жизнь в	1	1
325	и он	12	1
326	не очень	1	1
327	в одном	1	1
328	те которые	9	1
329	одно из	3	1
330	уже совершенно	1	1
331	этот процесс	3	1
332	что только	1	1
333	эти слова	2	1
334	если так	1	1
335	и я	5	1
336	на протяжении	2	1
337	находит свое	1	1
338	же до	1	1
339	был только	1	1
340	за это	1	1
341	этом пути	2	1
342	культурной жизни	1	1
343	не мог	3	1
344	в свете	3	1
345	отношением к	1	1
346	и только	1	1
347	в европе	1	1
348	хочет быть	1	1
349	есть не	4	1
350	не знали	1	1
351	основании что	2	1
352	она есть	1	1
353	русских писателей	3	1
354	он находил	1	1
355	отношение к	4	1
356	для него	11	1
357	в середине	4	1
358	кажется что	1	1
359	к чему	2	1
360	уже с	1	1
361	становится в	1	1
362	не давала	1	1
363	мысли о	2	1
364	одного только	1	1
365	русской интеллигенции	1	1
366	один только	1	1
367	более чем	1	1
368	значительной степени	1	1
369	что иное	1	1
370	основная тема	1	1
371	знать что	1	1
372	в этих	4	1
373	более и	1	1
374	по отношению	2	1
375	что есть	5	1
376	и к	2	1
377	слова а	1	1
378	наука или	1	1
379	из всех	1	1
380	а как	2	1
381	уже теряет	1	1
382	и уж	2	1
383	уверен что	1	1
384	и никто	1	1
385	том только	1	1
386	такова же	1	1
387	с русским	1	1
388	нет и	5	1
389	а что	1	1
390	не стоит	1	1
391	все его	3	1
392	что без	2	1
393	творчества не	1	1
394	он все	1	1
395	лишь по	1	1
396	пишет в	1	1
397	ведь это	2	1
398	л толстой	2	1
399	только с	1	1
400	что составляет	1	1
401	я в	1	1
402	не без	1	1
403	бы так	1	1
404	во всем	1	1
405	во многих	1	1
406	находится в	1	1
407	только может	1	1
408	можно найти	1	1
409	для нашего	1	1
410	относится к	2	1
411	всегда остается	2	1
412	природе своей	1	1
413	всю свою	1	1
414	в каком-то	1	1
415	подойти к	1	1
416	сказать в	1	1
417	поэтому в	1	1
418	он был	14	1
419	к тем	1	1
420	к ним	1	1
421	том смысле	2	1
422	но ведь	1	1
423	должны привести	1	1
424	свое собственное	1	1
425	к другу	1	1
426	новое слово	1	1
427	человек в	9	1
428	суждений о	1	1
429	по своему	2	1
430	это единственная	1	1
431	и когда	2	1
432	к идее	1	1
433	не должен	1	1
434	с того	2	1
435	и др	1	1
436	традиции в	1	1
437	в котором	8	1
438	мы уже	1	1
439	точку зрения	1	1
440	мысли не	1	1
441	сравнению со	1	1
442	что вообще	1	1
443	писателем в	1	1
444	и часто	1	1
445	приходит к	1	1
446	когда он	3	1
447	не сам	1	1
448	и именно	1	1
449	оно есть	1	1
450	не потому	1	1
451	не что	1	1
452	переходит в	15	1
453	есть одно	2	1
454	не отражается	1	1
455	не хотел	3	1
456	у других	1	1
457	у достоевского	42	1
458	не так	3	1
459	если есть	1	1
460	его есть	2	1
461	как к	1	1
462	кто не	1	1
463	должен был	4	1
464	употреблялось в	1	1
465	концов этот	1	1
466	в это	1	1
467	у нее	1	1
468	и как	2	1
469	не раз	1	1
470	это я	1	1
471	и никогда	1	1
472	в ряду	1	1
473	быть и	1	1
474	с его	3	1
475	с какой	1	1
476	время как	2	1
477	наука о	1	1
478	нас в	1	1
479	совершенно новый	1	1
480	отношений и	1	1
481	их есть	1	1
482	в вопросе	1	1
483	если не	1	1
484	от них	1	1
485	у которых	2	1
486	творчества и	1	1
487	быть может	7	1
488	толстого и	1	1
489	только те	1	1
490	так называемый	2	1
491	в такой	1	1
492	о том	2	1
493	но нет	1	1
494	говорит что	1	1
495	ее не	1	1
496	чем он	1	1
497	не нужен	1	1
498	то время	2	1
499	не был	7	1
500	и вся	1	1
501	хотел бы	4	1
502	писателя как	1	1
503	тем более	1	1
504	которая не	1	1
505	говорить об	1	1
506	всех русских	1	1
507	вот оказывается	1	1
508	в него	3	1
509	бы уже	1	1
510	он должен	3	1
511	есть также	2	1
512	русская литература	2	1
513	в эпоху	1	1
514	привести к	4	1
515	все более	1	1
516	исключительно на	1	1
517	смысле в	2	1
518	не иное	1	1
519	но те	1	1
520	чего же	2	1
521	в каждом	1	1
522	они не	1	1
523	себе что	1	1
524	с формальной	1	1
525	все еще	1	1
526	себе и	2	1
527	может уже	1	1
528	она может	2	1
529	бы даже	1	1
530	совершается в	1	1
531	к одному	1	1
532	вообще не	2	1
533	мог бы	4	1
534	а под	1	1
535	не есть	9	1
536	при котором	1	1
