N	2gram	Voloshinov_1	slovoVRo
105	даже и	1	4
106	и др	5	4
107	себя и	2	4
108	с помощью	6	4
109	и мир	1	4
110	случае она	1	4
111	в основном	2	4
112	в смысле	1	4
113	отношении к	3	4
114	слова с	1	4
115	отношению к	11	4
116	оформления и	1	4
117	в таком	1	4
118	ту же	1	3
119	как это	2	3
120	должна быть	5	3
121	единство и	1	3
122	в чем	2	3
123	сама по	1	3
124	стороны и	2	3
125	перед нами	1	3
126	на этом	1	3
127	сознание и	1	3
128	материала и	4	3
129	еще раз	2	3
130	с точки	2	3
131	точку зрения	2	3
132	идеологического творчества	2	3
133	и остается	1	3
134	может конечно	1	3
135	связи с	1	3
136	этом отношении	1	3
137	разрыв между	2	3
138	в ней	6	3
139	к нему	4	3
140	между тем	3	3
141	что и	2	3
142	слов и	1	3
143	быть и	3	3
144	не исчерпывает	1	3
145	или даже	1	3
146	у него	1	3
147	отметить что	1	3
148	рядом с	1	3
149	в особенности	2	3
150	точек зрения	3	3
151	и создает	1	3
152	в свою	1	3
153	в некоторых	3	3
154	если она	1	3
155	как к	3	3
156	но это	2	3
157	слово здесь	1	3
158	что в	2	3
159	истории литературы	2	3
160	хотя бы	5	3
161	сказать что	7	3
162	героя в	1	3
163	во всяком	1	3
164	это и	1	2
165	контекста в	2	2
166	к материалу	4	2
167	ведь и	3	2
168	с таким	1	2
169	мы уже	1	2
170	на материале	2	2
171	мы не	3	2
172	с ее	1	2
173	имеет дело	1	2
174	подчеркнуть что	2	2
175	всех сторон	1	2
176	на них	1	2
177	точка зрения	3	2
178	менее всего	1	2
179	за пределы	4	2
180	не входят	1	2
181	и различные	1	2
182	кроме того	2	2
183	хотя и	1	2
184	как уже	2	2
185	бы только	1	2
186	более или	1	2
187	себе как	1	2
188	лежит на	2	2
189	и политической	1	2
190	в нашем	11	2
191	в себе	3	2
192	его словесные	1	2
193	но прежде	1	2
194	он не	2	2
195	в виде	1	2
196	и более	3	2
197	из него	2	2
198	конечно в	2	2
199	зрения на	1	2
200	зрения и	1	2
201	уже сказано	1	2
202	далеко не	1	2
203	независимо от	2	2
204	и вне	1	2
205	мы видели	1	2
206	автора и	2	2
207	смысл и	2	2
208	или менее	1	2
209	и другие	2	2
210	и художественно	1	2
211	свой смысл	1	2
212	но эта	1	2
213	которые в	1	2
214	и общества	1	2
215	выступает здесь	1	2
216	и проч	3	2
217	тогда когда	2	2
218	дело в	4	2
219	материала в	1	2
220	нашего сознания	2	2
221	того чтобы	1	2
222	чем не	1	2
223	в одном	1	2
224	только и	1	2
225	слова как	1	2
226	а лишь	1	2
227	и поэтическое	2	2
228	входят в	1	2
229	в области	1	2
230	и оно	1	2
231	на границе	3	2
232	свою очередь	1	2
233	языки в	1	2
234	в себя	2	2
235	в рамки	1	2
236	в другом	1	2
237	те же	2	2
238	взаимодействие и	1	2
239	и здесь	2	2
240	на него	2	2
241	о том	3	2
242	и т.п	1	2
243	но мы	2	2
244	влияние на	2	2
245	нуждается в	3	2
246	в форме	2	2
247	еще более	1	2
248	нем и	1	2
249	как например	1	2
250	мы увидим	1	2
251	пор не	1	2
252	всяком случае	1	2
253	где они	1	2
254	уже в	2	2
255	в поэзии	3	2
256	на протяжении	1	2
257	его и	1	2
258	проникает в	1	2
259	в различные	1	2
260	то что	5	2
261	не было	1	2
262	до сих	3	2
263	именно в	1	2
264	них и	1	2
265	более того	2	2
266	его как	2	2
267	как о	1	2
268	не всегда	1	2
269	и слово	2	2
270	вместе с	2	2
271	может стать	2	2
272	в данном	2	2
273	если оно	1	2
274	слов в	1	2
275	материал для	1	2
276	сих пор	3	2
277	известной степени	2	2
278	включает в	1	2
279	в результате	1	2
280	все они	2	2
281	обстоит дело	1	2
282	жизни в	1	2
283	может и	1	2
284	не знает	1	2
285	к его	2	2
286	они не	1	2
287	и оценкой	1	1
288	от этой	2	1
289	другими социальными	1	1
290	не остается	2	1
291	по преимуществу	1	1
292	случае оно	1	1
293	и взаимоотношения	1	1
294	этом направлении	1	1
295	остановимся несколько	1	1
296	со всех	2	1
297	и значение	2	1
298	миру и	1	1
299	и точек	1	1
300	и о	1	1
301	что уже	1	1
302	стиля в	1	1
303	место в	2	1
304	высказывания в	1	1
305	он как	1	1
306	и стиль	1	1
307	само слово	1	1
308	нечего делать	1	1
309	и такой	1	1
310	социальной действительности	1	1
311	полное и	1	1
312	не знают	1	1
313	как не	2	1
314	так называемые	1	1
315	высказывания далее	1	1
316	слово не	1	1
317	к общему	1	1
318	момент в	1	1
319	к вопросам	1	1
320	литературы и	4	1
321	суждения и	1	1
322	не нужно	1	1
323	между собой	2	1
324	то мы	1	1
325	но конечно	2	1
326	друг к	1	1
327	осознает себя	1	1
328	то он	1	1
329	к которой	1	1
330	к ним	2	1
331	характер и	1	1
332	в одной	1	1
333	этого развития	1	1
334	все остальные	1	1
335	нас за	1	1
336	и художественного	1	1
337	увидим что	1	1
338	что слово	2	1
339	не поддающегося	1	1
340	в самом	4	1
341	к художественному	1	1
342	та же	1	1
343	в целом	1	1
344	выражение в	2	1
345	и самый	1	1
346	и те	2	1
347	дальше и	1	1
348	именно этим	1	1
349	что она	1	1
350	по самому	1	1
351	контекст может	1	1
352	и только	1	1
353	как часто	1	1
354	речи в	2	1
355	социальных сил	1	1
356	в корне	2	1
357	ни была	1	1
358	которого и	1	1
359	процессе этого	1	1
360	и по	3	1
361	же две	1	1
362	одно и	2	1
363	к другу	1	1
364	высказывания и	2	1
365	на все	2	1
366	для нее	1	1
367	в последующем	1	1
368	но самый	1	1
369	и тем	1	1
370	высказывание как	2	1
371	но уже	1	1
372	все равно	1	1
373	кругозора и	2	1
374	можем сказать	2	1
375	несмотря на	1	1
376	может идти	1	1
377	может опираться	2	1
378	такой же	2	1
379	здесь конечно	1	1
380	и становится	1	1
381	все элементы	1	1
382	довлеет себе	2	1
383	высказывания как	4	1
384	в своей	3	1
385	сторон и	1	1
386	в такой	3	1
387	и без	1	1
388	она в	1	1
389	себе оно	1	1
390	высказывания самой	1	1
391	от его	1	1
392	этих моментов	1	1
393	не поймет	1	1
394	тем не	3	1
395	произведения в	1	1
396	уже сказали	1	1
397	эпоса трагедии	1	1
398	и герой	3	1
399	форму в	2	1
400	и вся	1	1
401	в двух	1	1
402	окружающей социальной	1	1
403	степень его	1	1
404	лишь косвенно	1	1
405	от чисто	1	1
406	до известной	2	1
407	с которой	1	1
408	самого начала	1	1
409	целостный смысл	2	1
410	и притом	2	1
411	степени их	1	1
412	весь этот	1	1
413	непосредственно и	1	1
414	на высказывание	1	1
415	героев и	2	1
416	опираться на	1	1
417	для всего	1	1
418	и уже	3	1
419	не стремится	1	1
420	ничего не	2	1
421	моментов которые	1	1
422	по своей	1	1
423	она имеет	1	1
424	всей жизни	1	1
425	же он	1	1
426	эти три	1	1
427	или иных	1	1
428	стиль и	1	1
429	его внутренней	1	1
430	если же	2	1
431	как только	2	1
432	сущности как	1	1
433	отношении он	1	1
434	и это	1	1
435	и самое	2	1
436	то она	1	1
437	в виду	5	1
438	точками зрения	1	1
439	с самого	1	1
440	зрения не	1	1
441	дано в	1	1
442	становится лишь	1	1
443	и которые	1	1
444	на которую	1	1
445	из жизненного	1	1
446	это как	3	1
447	разговорного языка	1	1
448	одно из	1	1
449	и особенности	1	1
450	нас и	2	1
451	не на	1	1
452	могут выйти	1	1
453	их но	1	1
454	определенным образом	1	1
455	за пределами	1	1
456	и что	2	1
457	можно сказать	5	1
458	мы понимаем	1	1
459	в игру	1	1
460	к говорящему	2	1
461	тем как	2	1
462	не довлеет	2	1
463	и художественную	1	1
464	и следовательно	5	1
465	знания и	1	1
466	в лучшем	1	1
467	и она	1	1
468	этих языков	1	1
469	самим автором	1	1
470	не зная	1	1
471	того что	3	1
472	все зависит	1	1
473	различных моментов	1	1
474	в формах	2	1
475	его смысла	1	1
476	важное значение	1	1
477	два основных	1	1
478	в поэтическом	1	1
479	в какой	2	1
480	друг друга	1	1
481	именно такой	1	1
482	не имеющих	1	1
483	в обществе	1	1
484	и вражды	2	1
485	и ее	3	1
486	и идеологических	1	1
487	самое содержание	1	1
488	в качестве	1	1
489	не можем	1	1
490	так можно	1	1
491	только на	3	1
492	значение и	1	1
493	к слову	2	1
494	оно всегда	1	1
495	и обратно	1	1
496	но есть	1	1
497	сами по	1	1
498	в пространстве	1	1
499	художественному целому	1	1
500	зрения другого	1	1
501	мы можем	2	1
502	дело и	1	1
503	и рождается	1	1
504	свое выражение	4	1
505	и оценки	2	1
506	характерны для	1	1
507	жизненное слово	1	1
508	и политического	1	1
509	вне произведения	1	1
510	вне ее	1	1
511	оно способно	1	1
512	сознания нет	1	1
513	для правильного	1	1
514	утратит свою	1	1
515	говорить и	1	1
516	речи а	1	1
517	нашем случае	1	1
518	мы еще	1	1
519	что не	4	1
520	говорит о	1	1
521	должно быть	1	1
522	зависит от	2	1
523	самое слово	2	1
524	другой стороны	2	1
525	все время	6	1
526	отнюдь не	5	1
527	взаимоотношения между	1	1
528	оценки и	2	1
529	для этой	1	1
530	все более	1	1
531	вступает в	1	1
532	заложенная в	1	1
533	в частности	1	1
534	все то	1	1
535	сказанные слова	1	1
536	только его	1	1
537	оценки относятся	1	1
538	в неразрывное	1	1
539	его для	1	1
540	определяет его	1	1
541	всех других	1	1
542	или иного	1	1
543	в литературе	4	1
544	быть только	2	1
545	да и	3	1
546	особенно важное	1	1
547	звуковым образом	1	1
548	конкретную и	1	1
549	автором и	2	1
550	три момента	1	1
551	в условиях	2	1
552	других социальных	1	1
553	только для	1	1
554	ситуацию и	1	1
555	и таким	1	1
556	более и	1	1
557	него свое	1	1
558	образом к	1	1
559	тех или	1	1
560	не является	1	1
561	за его	2	1
562	только одна	1	1
563	конечно эта	1	1
564	слова но	2	1
565	живет и	1	1
566	стала возможной	1	1
567	раз подчеркнуть	1	1
568	художественного значения	1	1
569	или иным	1	1
570	речи с	1	1
571	особого рода	1	1
572	речи так	1	1
573	к внешнему	1	1
574	но зато	2	1
575	в который	1	1
576	такой степени	1	1
577	лучшем случае	1	1
578	разобранные нами	1	1
579	только как	1	1
580	обычно не	1	1
581	но этот	2	1
582	выходят за	2	1
583	свои слова	1	1
584	частности в	1	1
585	пространстве и	1	1
586	каждое слово	1	1
587	к этому	2	1
588	жизни другие	1	1
589	слова это	1	1
