N	2gram	Medvedev_U_1	KulturaY
170	вряд ли	3	1
171	в сфере	1	1
172	же как	1	1
173	для себя	1	1
174	и исторические	1	1
175	из самых	1	1
176	элементарным и	1	1
177	она все	1	1
178	противном случае	2	1
179	и индивидуального	1	1
180	поэзии и	1	1
181	тем сам	1	1
182	часто бывает	1	1
183	до крайности	1	1
184	не приходится	2	1
185	методом и	1	1
186	является наиболее	1	1
187	именно к	1	1
188	но даже	2	1
189	мы и	2	1
190	нужно будет	1	1
191	столько же	1	1
192	как науки	1	1
193	в различных	1	1
194	именно этот	1	1
195	не то	1	1
196	которые могли	1	1
197	то содержание	1	1
198	в противном	2	1
199	мы получаем	2	1
200	в известном	1	1
201	имеем в	1	1
202	но прежде	1	1
203	широком смысле	1	1
204	случае все	1	1
205	иначе связанные	1	1
206	не следует	3	1
207	но именно	1	1
208	явно преувеличивает	1	1
209	всех этих	2	1
210	не значит	1	1
211	что еще	1	1
212	теории и	1	1
213	применение в	1	1
214	или иных	2	1
215	тому чтобы	1	1
216	то ни	3	1
217	же не	2	1
218	связанные с	1	1
219	об этом	1	1
220	связанных с	1	1
221	историю литературы	1	1
222	и делает	1	1
223	это много	1	1
224	далеко не	1	1
225	на первый	2	1
226	является с	1	1
227	не самый	1	1
228	но это	2	1
229	но он	1	1
230	друг другу	1	1
231	что этот	1	1
232	теории словесности	1	1
233	литературы как	1	1
234	поэтики и	1	1
235	что ему	1	1
236	в процессе	1	1
237	находятся в	1	1
238	же остается	1	1
239	пушкина но	1	1
240	тех или	2	1
241	возражать против	1	1
242	и форм	1	1
243	приобретая все	1	1
244	своем месте	1	1
245	фактов и	2	1
246	он называет	1	1
247	случайно и	1	1
248	могут быть	2	1
249	получают свое	1	1
250	и свое	1	1
251	этого изучения	1	1
252	и спорить	1	1
253	и исторически	1	1
254	термина не	1	1
255	в словах	1	1
256	даже не	1	1
257	а его	2	1
258	тех кто	1	1
259	к проблемам	1	1
260	осталось бы	1	1
261	нас в	2	1
262	переходит в	1	1
263	в конечном	4	1
264	говорит он	1	1
265	и только	5	1
266	ал блока	1	1
267	приемов и	2	1
268	научного мышления	1	1
269	что только	1	1
270	композиции и	2	1
271	и творчество	1	1
272	и так	1	1
273	конкретную жизнь	1	1
274	таком понимании	1	1
275	это же	1	1
276	с одной	1	1
277	с которыми	1	1
278	литературы в	1	1
279	и у	2	1
280	вопроса о	2	1
281	или даже	1	1
282	его и	2	1
283	для него	3	1
284	содержания и	1	1
285	в конце	2	1
286	в современном	1	1
287	не для	1	1
288	мы можем	1	1
289	но что	1	1
290	не столь	1	1
291	само по	1	1
292	тезис о	1	1
293	как такового	3	1
294	только более	1	1
295	только одним	1	1
296	именно как	2	1
297	одной стороны	1	1
298	сюда же	1	1
299	звуковой формы	1	1
300	было и	1	1
301	в россии	4	1
302	что для	1	1
303	в некоторых	2	1
304	к сожалению	3	1
305	его как	1	1
306	отнюдь не	1	1
307	него не	1	1
308	к лицу	1	1
309	и стилистики	1	1
310	сколько угодно	2	1
311	но тут	1	1
312	чем к	1	1
313	образом на	1	1
314	это значит	1	1
315	к следующему	1	1
316	и стилистических	1	1
317	еще раз	1	1
318	раз обратное	1	1
319	что мы	2	1
320	только для	1	1
321	точно и	1	1
322	но для	1	1
323	которой и	1	1
324	всего лишь	1	1
325	это уже	2	1
326	уже значительно	1	1
327	с проблемой	2	1
328	объекта и	1	1
329	такое понимание	1	1
330	тут мы	1	1
331	гораздо больше	1	1
332	сказать что	1	1
333	только как	1	1
334	которых слово	1	1
335	на своем	1	1
336	и лингвистической	1	1
337	в искусстве	6	1
338	когда нужно	1	1
339	не имеется	1	1
340	невозможна без	1	1
341	к этому	1	1
342	все что	1	1
