N	2gram	Propp_Russ_2	EvropaiC
285	при более	1	2
286	в одно	1	2
287	для этой	3	2
288	все то	2	2
289	него в	1	2
290	независимо от	1	2
291	но не	5	2
292	многих других	1	2
293	этого слова	1	2
294	с этой	2	2
295	говорить что	2	2
296	которые будут	1	2
297	не более	1	2
298	не от	1	2
299	с ними	1	2
300	в свою	1	2
301	что такие	2	2
302	ко всему	1	2
303	быть признана	1	2
304	вопрос мы	1	1
305	в силе	1	1
306	например в	1	1
307	жизни должны	1	1
308	он может	1	1
309	ее до	1	1
310	многих отношениях	1	1
311	это и	2	1
312	из самых	1	1
313	которую они	1	1
314	не имело	1	1
315	смысл этого	1	1
316	и должен	1	1
317	а как	1	1
318	из всего	1	1
319	мы не	6	1
320	что между	1	1
321	не во	1	1
322	на место	1	1
323	из своих	1	1
324	этом не	1	1
325	время как	1	1
326	на себя	2	1
327	причем это	1	1
328	в народных	1	1
329	стороны его	1	1
330	на них	4	1
331	всем этим	1	1
332	иное как	2	1
333	и общую	1	1
334	в различных	1	1
335	его состоит	2	1
336	это имеет	2	1
337	количество таких	1	1
338	присмотреться к	1	1
339	и другие	14	1
340	если в	1	1
341	нет и	1	1
342	по другим	1	1
343	и свои	1	1
344	отличаются от	1	1
345	можно отнести	1	1
346	к сожалению	1	1
347	первый взгляд	1	1
348	если она	2	1
349	как в	7	1
350	что именно	1	1
351	что ее	3	1
352	перед нами	1	1
353	кроме того	2	1
354	тех случаях	1	1
355	и как	2	1
356	по пути	1	1
357	себе на	1	1
358	его к	1	1
359	есть ли	1	1
360	в этот	10	1
361	живут в	2	1
362	возможно что	1	1
363	он в	1	1
364	еще далеко	1	1
365	ни одна	1	1
366	рассказ о	1	1
367	различных народов	1	1
368	возможен только	1	1
369	во многих	9	1
370	из цветов	1	1
371	не могла	1	1
372	чем сильнее	1	1
373	как оно	2	1
374	главным образом	3	1
375	момента когда	1	1
376	после этого	2	1
377	и еще	2	1
378	исходит от	1	1
379	свою силу	1	1
380	но вместе	2	1
381	решить этот	2	1
382	людей и	2	1
383	быть потому	1	1
384	эта же	1	1
385	здесь мы	2	1
386	указывали на	1	1
387	круг в	1	1
388	правильнее было	1	1
389	в каком-нибудь	1	1
390	знает что	1	1
391	входит в	1	1
392	с другими	3	1
393	или просто	2	1
394	не хуже	1	1
395	уже знаем	1	1
396	он есть	2	1
397	чаще всего	1	1
398	то увидим	1	1
399	по всему	1	1
400	рядом с	1	1
401	а за	4	1
402	в развитии	1	1
403	в научной	1	1
404	остается в	1	1
405	их на	1	1
406	в своей	2	1
407	нас не	2	1
408	можно найти	1	1
409	как все	1	1
410	бы к	1	1
411	его мнению	1	1
412	не к	2	1
413	и создавать	1	1
414	как другие	1	1
415	если присмотреться	1	1
416	но он	3	1
417	состоит в	15	1
418	их в	4	1
419	чтобы это	1	1
420	как от	1	1
421	однако в	1	1
422	что этот	1	1
423	на всю	1	1
424	в полосу	1	1
425	случае мы	1	1
426	в европейских	1	1
427	характер в	2	1
428	стоит в	1	1
429	к такой	1	1
430	а а	8	1
431	как о	1	1
432	не имеет	3	1
433	принадлежат к	2	1
434	в науке	1	1
435	и притом	1	1
436	ее с	1	1
437	несколько ниже	1	1
438	не вызывает	1	1
439	иметь в	1	1
440	вытекает из	1	1
441	следовательно и	1	1
442	не имели	2	1
443	дело в	1	1
444	именно с	1	1
445	однако такое	1	1
446	если эта	1	1
447	не принадлежат	2	1
448	к ней	2	1
449	более что	1	1
450	сущность его	1	1
451	на природу	2	1
452	и его	1	1
453	же он	1	1
454	можно рассматривать	1	1
455	только с	1	1
456	поворот к	1	1
457	которая по	1	1
458	не совсем	2	1
459	начиная с	2	1
460	с и	1	1
461	это по	1	1
462	и другой	3	1
463	некоторой степени	1	1
464	разные стороны	1	1
465	для обеспечения	1	1
466	вывод что	2	1
467	на нем	1	1
468	здесь не	1	1
469	и способствует	1	1
470	не могу	1	1
471	без всякого	1	1
472	были у	1	1
473	то время	2	1
474	этих существ	1	1
475	так в	2	1
476	приводит к	1	1
477	поэтому мы	1	1
478	и другими	1	1
479	часть их	1	1
480	можно только	1	1
481	к тем	1	1
482	что от	3	1
483	высокой ступени	1	1
484	основана на	1	1
485	собой и	1	1
486	ничего не	1	1
487	находится в	1	1
488	говорят что	1	1
489	в состав	2	1
490	другом месте	1	1
491	более высокой	1	1
492	за пределами	2	1
493	что каждый	1	1
494	или их	2	1
495	смотрят на	1	1
496	ее от	2	1
497	от них	1	1
498	вся эта	2	1
499	мы указывали	2	1
500	раньше чем	1	1
501	не противоречит	1	1
502	этом и	2	1
503	во всей	1	1
504	в другой	1	1
505	не надо	1	1
506	научной литературе	2	1
507	как объяснить	4	1
508	и следовательно	1	1
509	связь между	2	1
510	в современной	1	1
511	на которой	1	1
512	один из	2	1
513	видели что	4	1
514	идет по	1	1
515	совсем не	2	1
516	этой религии	1	1
517	никакой роли	1	1
518	к их	1	1
519	те которые	1	1
520	в разные	2	1
521	то эти	1	1
522	что так	1	1
523	по этому	2	1
524	под него	1	1
525	а после	1	1
526	в качестве	3	1
527	же и	1	1
528	с нею	1	1
529	уже не	4	1
530	уже в	1	1
531	вопроса о	1	1
532	только на	1	1
533	время этого	1	1
534	на этих	1	1
535	в борьбу	1	1
536	более позднее	2	1
537	за ним	3	1
538	который как	1	1
539	же они	1	1
540	части и	2	1
541	себя от	1	1
542	ее не	1	1
543	друг друга	3	1
544	до некоторой	1	1
545	случае не	1	1
546	заметить что	2	1
547	тем что	3	1
548	ее на	2	1
549	в других	15	1
550	указание на	1	1
551	следует признать	1	1
552	само собой	1	1
553	может рассматриваться	1	1
554	ней и	1	1
555	и даже	1	1
556	с другим	2	1
557	связаны с	3	1
558	а именно	3	1
559	и затем	1	1
560	эта имела	1	1
561	с ней	5	1
562	и пр	2	1
563	это без	1	1
564	на основании	1	1
565	а на	9	1
566	до конца	3	1
567	а не	4	1
568	зависит от	1	1
569	в руках	2	1
570	о каком-то	1	1
571	и оно	1	1
572	а так	1	1
573	на эту	2	1
574	когда же	1	1
575	или с	3	1
576	на которые	1	1
577	могут рассматриваться	1	1
578	тем больше	1	1
579	эти слова	1	1
580	должна была	5	1
581	некоторые из	1	1
582	должен стоять	1	1
583	как за	1	1
584	направление в	1	1
585	в область	1	1
586	к жизни	5	1
587	что за	1	1
588	смысле этого	1	1
589	могут быть	2	1
590	а потом	1	1
591	человек с	1	1
592	быть не	1	1
593	на пути	1	1
594	только для	1	1
595	и таким	1	1
596	в который	1	1
597	все остальные	1	1
598	с элементами	2	1
599	своих предшественников	1	1
600	пока еще	2	1
601	ли в	1	1
602	есть одно	1	1
603	он признает	1	1
604	которого она	1	1
605	нужно чтобы	1	1
606	будто бы	5	1
607	ноги и	1	1
608	и ставят	1	1
609	или не	1	1
610	этих элементов	1	1
611	не являются	1	1
612	лежит представление	1	1
613	в целях	2	1
614	жизни в	2	1
615	месте в	1	1
616	две стороны	1	1
617	сказать что	1	1
618	нет но	1	1
619	всех других	1	1
620	всем этом	1	1
621	а может	1	1
622	увидим что	1	1
623	ее в	8	1
624	в своих	2	1
625	очень редко	1	1
626	и эта	1	1
627	силы на	2	1
628	этой цели	2	1
