N	2gram	Tiupa_Lite_3	Istorich
389	к тому	6	1
390	и женщиной	1	1
391	отличное от	1	1
392	оно не	2	1
393	для себя	2	1
394	в ситуации	2	1
395	более не	1	1
396	вне этого	1	1
397	не могу	2	1
398	второй половине	1	1
399	ребенок до	1	1
400	но мы	1	1
401	вопрос что	1	1
402	и сам	2	1
403	на нее	1	1
404	на заре	1	1
405	не с	2	1
406	можно только	1	1
407	во второй	2	1
408	том как	1	1
409	рода эти	1	1
410	и с	2	1
411	таких примеров	1	1
412	если бы	2	1
413	по мере	1	1
414	теперь уже	1	1
415	к своему	1	1
416	другом месте	1	1
417	можно сказать	2	1
418	а также	4	1
419	и требует	1	1
420	в его	6	1
421	в третьем	3	1
422	во всей	2	1
423	и только	2	1
424	вслед за	3	1
425	именно в	5	1
426	в середине	1	1
427	которая и	1	1
428	в ту	2	1
429	в лице	2	1
430	в самый	2	1
431	тех пор	1	1
432	как например	2	1
433	но так	1	1
434	но с	2	1
435	с появлением	1	1
436	с ними	2	1
437	к их	1	1
438	и действительно	1	1
439	и потому	2	1
440	бытия в	2	1
441	который в	1	1
442	жизни и	3	1
443	богом и	1	1
444	в жизни	8	1
445	в начале	4	1
446	а то	1	1
447	мог стать	2	1
448	за ним	2	1
449	ту или	1	1
450	очевидно что	1	1
451	и их	1	1
452	представлений о	1	1
453	мы рассмотрели	1	1
454	опасность в	1	1
455	к той	1	1
456	без внимания	1	1
457	но из	1	1
458	для того	2	1
459	это будет	2	1
460	из двух	1	1
461	мужчиной и	1	1
462	все новые	1	1
463	на ее	1	1
464	и тех	1	1
465	а эти	1	1
466	для этого	1	1
467	в ряде	1	1
468	мы обычно	1	1
469	а с	1	1
470	просит у	1	1
471	только по	1	1
472	на смену	3	1
473	смысла и	1	1
474	а на	2	1
475	в картине	1	1
476	где его	1	1
477	он отвечает	1	1
478	из героев	1	1
479	а так	2	1
480	борьбу и	1	1
481	о чем	3	1
482	него не	2	1
483	и ты	4	1
484	принадлежности к	1	1
485	все более	2	1
486	я стал	1	1
487	начиная с	1	1
488	из трех	1	1
489	в иных	3	1
490	xix века	2	1
491	далеко еще	1	1
492	есть результат	1	1
493	лицом и	1	1
494	за рамки	1	1
495	с тобой	1	1
496	один день	1	1
497	т п	1	1
498	в книге	1	1
499	и ему	1	1
500	его с	1	1
501	мира и	2	1
502	он за	1	1
503	человек и	1	1
504	и перед	2	1
505	еще более	1	1
506	для его	3	1
507	легко узнается	1	1
508	хотя бы	1	1
509	в мировом	1	1
510	все они	2	1
511	я в	7	1
512	же в	2	1
513	задача это	1	1
514	до ее	1	1
515	черта ее	1	1
516	может и	1	1
517	все еще	3	1
518	героя как	2	1
519	две стороны	1	1
520	есть дар	1	1
521	не знает	2	1
522	для глаз	1	1
523	часто встречается	1	1
524	отношению к	4	1
525	из этого	1	1
526	эти слова	2	1
527	а я	3	1
528	в частности	11	1
529	можно будет	1	1
530	в красном	1	1
531	как на	3	1
532	в таком	1	1
533	силы на	1	1
