N	2gram	Bakhtin_sl_2	EvropaiC
187	к такому	1	2
188	но как	2	2
189	в сторону	1	2
190	вступают в	1	2
191	и там	3	2
192	и те	1	2
193	если он	1	2
194	но на	1	2
195	этот процесс	1	2
196	широком смысле	1	2
197	что она	1	2
198	однако при	1	2
199	и социальной	3	2
200	из него	2	2
201	наше отношение	1	2
202	а это	1	2
203	конечно в	2	2
204	к другу	1	2
205	круга в	1	2
206	то есть	26	2
207	нашем случае	1	2
208	в них	6	2
209	и особенно	2	2
210	и уже	1	2
211	мы видели	2	2
212	такой же	1	2
213	в один	1	2
214	на таких	1	2
215	на первый	1	2
216	в эту	1	2
217	представить себе	1	2
218	на каждом	2	2
219	от времени	1	2
220	точку зрения	3	2
221	что европейская	1	2
222	совершенно иной	1	2
223	и более	2	2
224	она не	6	2
225	этими двумя	1	2
226	тогда когда	2	2
227	одна из	4	2
228	на себе	1	2
229	на него	2	2
230	в процессе	13	2
231	в основе	4	2
232	говорить о	3	2
233	только не	1	2
234	очень мало	1	2
235	на этом	3	2
236	если же	1	2
237	должен быть	2	2
238	как мы	7	2
239	как не	1	2
240	чтобы быть	1	2
241	в себя	2	2
242	на том	1	2
243	и сам	1	2
244	те же	2	2
245	в виду	1	2
246	дальнейшего развития	1	2
247	в другом	2	2
248	другими словами	1	2
249	не стоит	1	2
250	же время	4	2
251	к нему	3	2
252	которой мы	1	2
253	в ту	1	2
254	лишь о	2	2
255	между этими	1	2
256	жизни и	6	2
257	борьбы с	3	2
258	рано или	1	2
259	одно из	1	2
260	для него	7	2
261	всяком случае	2	2
262	вовсе не	10	2
263	к ним	1	2
264	и только	1	2
265	не было	2	2
266	или поздно	1	2
267	себя и	4	2
268	одной стороны	5	2
269	отнюдь не	1	2
270	ближе к	1	2
271	в одно	2	2
272	для этой	1	2
273	в частности	1	2
274	все то	1	2
275	независимо от	2	2
276	но не	6	2
277	этого слова	1	2
278	при условии	1	2
279	это может	1	2
280	и распространение	1	2
281	и говорить	1	2
282	с ними	5	2
283	работы и	2	2
284	не знает	2	2
285	возможно лишь	1	2
286	в свою	3	2
287	ко всему	1	2
288	что под	1	2
289	в эпохи	1	2
290	развития все	1	2
291	они не	2	2
292	гораздо более	1	2
293	и наиболее	1	1
294	себя как	1	1
295	смысле слова	1	1
296	от этой	1	1
297	жило в	1	1
298	например в	5	1
299	мы к	1	1
300	он может	1	1
301	силы и	1	1
302	науки о	1	1
303	это и	2	1
304	и должны	1	1
305	из самых	1	1
306	ведь и	2	1
307	оно было	2	1
308	все те	1	1
309	в зависимости	4	1
310	той же	3	1
311	отношения к	4	1
312	а как	1	1
313	есть не	1	1
314	на тех	1	1
315	она имеет	1	1
316	мы не	2	1
317	единство и	3	1
318	этих частей	1	1
319	ему самому	1	1
320	зависимости от	4	1
321	к своему	9	1
322	и этого	1	1
323	на них	2	1
324	он сам	1	1
325	всем этим	2	1
326	в широком	1	1
327	в различных	2	1
328	поймет и	1	1
329	с его	7	1
330	точками зрения	1	1
331	в создании	1	1
332	а следовательно	1	1
333	помимо этого	1	1
334	благоприятную почву	1	1
335	и другие	2	1
336	и свои	2	1
337	к сожалению	1	1
338	мира в	1	1
339	если она	3	1
340	из возможных	1	1
341	как в	13	1
342	социальными группами	1	1
343	однако не	1	1
344	перед нами	3	1
345	кроме того	2	1
346	и как	3	1
347	как всякая	1	1
348	для ее	1	1
349	его словами	1	1
350	себе как	2	1
351	не приходится	3	1
352	ряде случаев	1	1
353	он в	1	1
354	приведет к	1	1
355	рассказ о	1	1
356	нами в	1	1
357	на его	2	1
358	но именно	1	1
359	и еще	1	1
360	в узком	4	1
361	кажется нам	2	1
362	произведения в	1	1
363	людей и	2	1
364	лишь с	1	1
365	уже сказали	1	1
366	без исключения	1	1
367	одно и	1	1
368	социальной борьбе	1	1
369	других видов	1	1
370	в каждом	1	1
371	больше всего	1	1
372	другом случае	1	1
373	а его	1	1
374	и определить	1	1
375	для своей	1	1
376	зрения на	2	1
377	знает что	1	1
378	входит в	4	1
379	это было	1	1
380	с другими	4	1
381	и тем	1	1
382	чаще всего	1	1
383	ведь если	1	1
384	рядом с	3	1
385	разобранные нами	1	1
386	но лишь	2	1
387	этого не	1	1
388	говорили в	1	1
389	остается в	5	1
390	в своей	1	1
391	что среди	1	1
392	что такое	1	1
393	этого необходимо	1	1
394	он принимает	1	1
395	свой смысл	2	1
396	далее в	2	1
397	но он	2	1
398	не поймет	1	1
399	борьбу с	2	1
400	важную роль	1	1
401	в корне	1	1
402	как от	1	1
403	однако в	2	1
404	человека но	1	1
405	характер в	1	1
406	в отношении	4	1
407	или социальной	1	1
408	самого начала	1	1
409	как о	2	1
410	на котором	2	1
411	и притом	1	1
412	степени их	1	1
413	ее с	1	1
414	иметь в	1	1
415	его всегда	2	1
416	часто все	1	1
417	следовательно и	1	1
418	национальных и	2	1
419	наиболее полно	1	1
420	дело в	2	1
421	таким путем	1	1
422	к ней	2	1
423	всех своих	1	1
424	создается в	1	1
425	уже говорили	1	1
426	это слово	1	1
427	и его	33	1
428	же он	1	1
429	со своим	9	1
430	и свою	1	1
431	только с	2	1
432	их от	1	1
433	именно такой	1	1
434	областях жизни	3	1
435	не знаем	2	1
436	да и	1	1
437	для развития	1	1
438	числе и	1	1
439	живет и	1	1
440	всего что	1	1
441	конца не	1	1
442	этот путь	1	1
443	всегда в	1	1
444	социальных группах	1	1
445	правда не	1	1
446	некоторой степени	1	1
447	оно может	2	1
448	всех сторон	2	1
449	на нем	2	1
450	здесь не	4	1
451	без всякого	2	1
452	из главных	1	1
453	с самого	1	1
454	так в	2	1
455	приводит к	1	1
456	роль в	2	1
457	объединить в	1	1
458	как с	2	1
459	и другими	1	1
460	не были	1	1
461	всех возможных	1	1
462	не исчерпывается	1	1
463	ничего не	1	1
464	или иной	5	1
465	мы всегда	1	1
466	быть в	1	1
467	в состав	3	1
468	язык и	7	1
469	за пределами	1	1
470	но мы	2	1
471	никак не	1	1
472	или их	1	1
473	в значительной	6	1
474	нем не	1	1
475	когда оно	1	1
476	стоит и	1	1
477	ним и	2	1
478	этом и	1	1
479	во всей	1	1
480	ибо у	1	1
481	от этих	1	1
482	и главное	1	1
483	и следовательно	1	1
484	в лучшем	1	1
485	один из	5	1
486	себе еще	1	1
487	видели что	1	1
488	совсем не	1	1
489	менее в	1	1
490	каждом шагу	2	1
491	поэтому и	4	1
492	что так	1	1
493	в качестве	1	1
494	же и	2	1
495	для всех	4	1
496	с нею	1	1
497	на всем	1	1
498	уже не	5	1
499	и политической	2	1
500	уже в	2	1
501	только на	1	1
502	в борьбу	1	1
503	за ним	1	1
504	мы находим	1	1
505	и со	1	1
506	в прошлом	2	1
507	друг друга	1	1
508	до некоторой	1	1
509	случае не	1	1
510	много и	1	1
511	тем что	1	1
512	в других	1	1
513	даже и	4	1
514	параллельно с	2	1
515	науки в	1	1
516	именно как	2	1
517	к совершенно	1	1
518	социальная жизнь	1	1
519	и даже	7	1
520	с другим	1	1
521	культур и	1	1
522	а именно	2	1
523	это необходимо	1	1
524	случаев в	1	1
525	это кажется	1	1
526	и между	2	1
527	к его	2	1
528	и затем	2	1
529	на основании	1	1
530	а на	1	1
531	до конца	17	1
532	психологии а	1	1
533	а не	14	1
534	зависит от	1	1
535	и выше	1	1
536	и оно	2	1
537	когда она	1	1
538	или с	1	1
539	в последующем	1	1
540	на которые	1	1
541	среди других	1	1
542	все более	1	1
543	вступает в	1	1
544	одного национального	1	1
545	эти слова	2	1
546	развитии и	1	1
547	эта идея	2	1
548	всего предшествующего	1	1
549	если они	1	1
550	реальные исторические	1	1
551	могут быть	7	1
552	что одним	1	1
553	общения с	1	1
554	их отношение	1	1
555	национальная культура	1	1
556	дело идет	2	1
557	на пути	1	1
558	только для	1	1
559	лучшем случае	1	1
560	и таким	1	1
561	в который	1	1
562	все остальные	1	1
563	похоже на	1	1
564	мире а	1	1
565	близкий к	1	1
566	в более	2	1
567	на самой	1	1
568	частей и	1	1
569	и часто	3	1
570	образом даже	1	1
571	и среди	1	1
572	ли они	1	1
573	за каждым	1	1
574	словами наше	1	1
575	развития и	1	1
576	или нет	1	1
577	еще более	2	1
578	нужно чтобы	1	1
579	иначе обстоит	1	1
580	идет об	1	1
581	и ставят	1	1
582	обстоит дело	2	1
583	этим он	1	1
584	а были	1	1
585	признания в	1	1
586	жизни в	2	1
587	сказать что	3	1
588	последнем случае	1	1
589	лишь тогда	2	1
590	но этот	1	1
591	это сознание	2	1
592	не замечать	1	1
593	всех других	1	1
594	языка то	3	1
595	проникнуть в	1	1
596	совершенно чужды	1	1
597	увидим что	1	1
598	в своих	1	1
599	отвлекается от	1	1
600	этой цели	1	1
601	том числе	1	1
