N	2gram	Ircho_Kome_2	Hudozhes
325	от своего	1	1
326	свою речь	1	1
327	и без	1	1
328	за которым	1	1
329	в котором	3	1
330	которые лежат	1	1
331	от его	1	1
332	значение для	1	1
333	другом и	1	1
334	друг другу	3	1
335	и меньше	1	1
336	не могли	1	1
337	в конце	2	1
338	том же	1	1
339	игра случая	1	1
340	и одной	1	1
341	между людьми	1	1
342	жизни между	1	1
343	с которой	1	1
344	из нас	1	1
345	она могла	1	1
346	от греч	1	1
347	не имеет	3	1
348	и внутренней	1	1
349	иметь в	1	1
350	в самой	3	1
351	иными словами	1	1
352	и является	1	1
353	и теперь	1	1
354	связи с	3	1
355	из того	1	1
356	не по	4	1
357	и оказывается	1	1
358	как будто	4	1
359	в каком	1	1
360	и здесь	6	1
361	ли не	7	1
362	военных действий	1	1
363	в поле	3	1
364	как следствие	1	1
365	в каждом	3	1
366	на это	2	1
367	говорит о	1	1
368	должен быть	1	1
369	как мы	4	1
370	точно так	1	1
371	та или	1	1
372	ни одно	1	1
373	и служит	1	1
374	только при	1	1
375	его поступки	1	1
376	в собственном	1	1
377	мысль о	1	1
378	действия и	1	1
379	но мы	1	1
380	или для	1	1
381	то время	3	1
382	художественного мышления	2	1
383	на свой	1	1
384	друг перед	1	1
385	обращаясь к	1	1
386	разного рода	1	1
387	последние десятилетия	5	1
388	остановимся на	1	1
389	означает что	1	1
390	творческий путь	1	1
391	не дай	1	1
392	из других	1	1
393	следует признать	2	1
394	возможна только	1	1
395	и поэтому	3	1
396	не означает	1	1
397	внимание на	1	1
398	в драматическом	1	1
399	судьбы здесь	1	1
400	как ее	1	1
401	первого из	1	1
402	после того	2	1
403	это была	1	1
404	служит для	1	1
405	восходит к	4	1
406	под именем	2	1
407	в которую	1	1
408	нуждается в	1	1
409	в другой	2	1
410	выступает как	1	1
411	с матерью	1	1
412	вслед за	2	1
413	каждом из	1	1
414	первых же	1	1
415	по содержанию	2	1
416	с той	2	1
417	один из	5	1
418	поле зрения	2	1
419	обе эти	1	1
420	образов и	1	1
421	мы видим	1	1
422	тот же	2	1
423	дело с	3	1
424	что даже	1	1
425	действующих лиц	5	1
426	в какой	2	1
427	его чувства	1	1
428	до нас	4	1
429	впрочем и	2	1
430	они могут	1	1
431	не происходит	1	1
432	или его	2	1
433	в уста	2	1
434	теперь в	2	1
435	смысл на	1	1
436	с которыми	2	1
437	так что	5	1
438	для всех	3	1
439	человеком который	1	1
440	если говорить	1	1
441	с нею	1	1
442	если мы	1	1
443	то и	1	1
444	действующего лица	1	1
445	свидетельствует о	1	1
446	основе его	1	1
447	из них	7	1
448	что речь	1	1
449	за ним	1	1
450	к каким	1	1
451	представить себе	3	1
452	воспоминании о	1	1
453	мы находим	2	1
454	не для	2	1
455	у нее	2	1
456	так как	4	1
457	и от	4	1
458	тому же	11	1
459	той самой	1	1
460	не просто	1	1
461	им по	1	1
462	не было	3	1
463	он же	1	1
464	в последние	4	1
465	и даже	1	1
466	под определенным	1	1
467	на ее	1	1
468	не обязательно	1	1
469	на чем	1	1
470	наконец в	2	1
471	нередко в	1	1
472	что не	1	1
473	что для	4	1
474	к более	1	1
475	противоречие между	1	1
476	в соответствии	1	1
477	v в	14	1
478	служить также	1	1
479	однако и	1	1
480	с которым	2	1
481	жизнь в	1	1
482	не всегда	2	1
483	что из	2	1
484	в одно	1	1
485	то она	1	1
486	в связи	3	1
487	на фоне	1	1
488	является его	1	1
489	вместе с	9	1
490	в одной	2	1
491	во множестве	1	1
492	одну из	1	1
493	персонажи не	1	1
494	некий общий	1	1
495	он говорит	1	1
496	в область	1	1
497	второй план	1	1
498	одновременно с	2	1
499	но вы	1	1
500	и вполне	1	1
501	да и	3	1
502	в состоянии	1	1
503	жизненную позицию	1	1
504	быть не	1	1
505	в это	2	1
506	с этой	3	1
507	только для	1	1
508	перед другом	1	1
509	все же	4	1
510	характерные для	1	1
511	вместо него	1	1
512	о мире	1	1
513	при всем	3	1
514	является как	1	1
515	каждой из	2	1
516	в более	1	1
517	может служить	1	1
518	если не	2	1
519	того кому	1	1
520	отношений и	1	1
521	и частной	1	1
522	видно из	2	1
523	в результате	1	1
524	о котором	1	1
525	для нас	3	1
526	бы в	2	1
527	не более	2	1
528	в динамике	1	1
529	не будучи	1	1
530	ни было	2	1
531	же в	4	1
532	но если	3	1
533	того времени	3	1
534	но всегда	1	1
535	к самому	1	1
536	имеет в	2	1
537	сообщения о	1	1
538	в системе	1	1
539	поэт не	1	1
540	всего в	2	1
541	частности в	2	1
542	жизни и	3	1
543	котором по	1	1
544	и другие	2	1
545	случае если	1	1
546	по поводу	3	1
547	все что	1	1
548	событий в	1	1
