N	2gram	Berdyaev_V_1	Marksizm
133	людей так	2	2
134	бы и	3	2
135	могут быть	2	2
136	тому что	3	2
137	в тот	1	2
138	она не	1	2
139	не просто	1	2
140	существует лишь	1	2
141	что и	3	2
142	все в	1	2
143	в своих	1	2
144	существует как	1	2
145	мы скажем	1	2
146	что он	4	2
147	должна быть	3	2
148	себе и	1	2
149	в виду	1	2
150	так как	9	2
151	можно было	2	2
152	человека в	1	2
153	что во	3	2
154	идет конечно	1	2
155	жизни но	1	2
156	в своем	1	2
157	нет еще	2	2
158	сделать его	1	1
159	ним уже	1	1
160	времени с	1	1
161	в форме	2	1
162	остается не	1	1
163	и вот	1	1
164	их к	1	1
165	его хотя	1	1
166	его на	1	1
167	жизни все	2	1
168	человек и	1	1
169	говорить о	4	1
170	на пути	1	1
171	и воплощение	1	1
172	искать в	1	1
173	смысле и	1	1
174	бы это	1	1
175	только мы	1	1
176	о духе	1	1
177	в разных	1	1
178	в русском	1	1
179	лишь к	1	1
180	по пути	5	1
181	еще и	1	1
182	лишь как	1	1
183	ее к	1	1
184	и современная	1	1
185	воплощение в	1	1
186	так для	2	1
187	отказаться от	1	1
188	не по	1	1
189	к нему	1	1
190	что это	1	1
191	и они	3	1
192	и так	1	1
193	бы ни	1	1
194	и другие	1	1
195	его способность	1	1
196	как это	1	1
197	более всего	1	1
198	категории не	1	1
199	что я	3	1
200	образом по	1	1
201	это значит	1	1
202	с тем	2	1
203	в одном	1	1
204	а потому	1	1
205	имеет никакой	1	1
206	того как	1	1
207	сознании и	1	1
208	образа в	1	1
209	нашего времени	1	1
210	вместо того	2	1
211	каким образом	1	1
212	или даже	1	1
213	и всех	1	1
214	в образе	4	1
215	но не	2	1
216	из всего	1	1
217	людей в	3	1
218	к жизни	1	1
219	превращается в	3	1
220	отношение к	1	1
221	потому что	4	1
222	но вот	1	1
223	мы же	3	1
224	к полному	1	1
225	человека не	1	1
226	этому же	1	1
227	и очень	1	1
228	что было	2	1
229	но как	1	1
230	у них	1	1
231	это не	2	1
232	того духа	1	1
233	найти в	1	1
234	хотя и	5	1
235	и мир	1	1
236	превращаются в	2	1
237	а его	1	1
238	что есть	5	1
239	средство для	1	1
240	на него	1	1
241	и всегда	1	1
242	и будет	3	1
243	отказ от	1	1
244	но теперь	2	1
245	ко всем	1	1
246	в целом	1	1
247	ее в	2	1
248	чтобы сделать	2	1
249	поскольку он	1	1
250	задача которая	1	1
251	которым можно	2	1
252	этого духа	1	1
253	есть прежде	1	1
254	а между	2	1
255	мы увидим	1	1
256	для нашего	1	1
257	природы в	1	1
258	и быть	1	1
259	наших дней	1	1
260	со своей	1	1
261	перестает быть	1	1
262	о чем	1	1
263	как найти	1	1
264	лишь на	1	1
265	уже не	2	1
266	в силах	4	1
267	мы дадим	1	1
268	лишь художественный	1	1
269	с ними	1	1
270	между собою	1	1
271	и тем	1	1
272	в этой	1	1
273	в мир	1	1
274	значение в	1	1
275	от этой	1	1
276	и своих	1	1
277	значения и	2	1
278	освобождается от	1	1
279	в едином	1	1
280	мы видим	1	1
281	для всякого	1	1
282	тоже не	1	1
283	эти силы	1	1
284	и если	1	1
285	она и	1	1
286	и что	3	1
287	ее и	2	1
288	свое место	1	1
289	их в	3	1
290	человек с	1	1
291	освободиться от	1	1
292	себя и	1	1
293	материалом для	2	1
294	с его	3	1
295	истории и	2	1
296	в которую	1	1
297	в известном	1	1
298	от своей	2	1
299	от них	1	1
300	есть и	1	1
301	но нет	1	1
302	но что	1	1
303	если оно	1	1
304	в духе	2	1
305	все равно	2	1
306	его не	2	1
307	всего в	2	1
308	и до	1	1
309	сознание могло	1	1
310	от труда	1	1
311	дело во	1	1
312	всего можно	1	1
313	его если	1	1
314	в книгах	2	1
315	него не	1	1
316	природу его	1	1
317	и то	2	1
318	в последнем	2	1
319	ли они	1	1
320	будем говорить	1	1
321	уже в	1	1
322	неба и	1	1
323	своей природной	1	1
324	его во	3	1
325	на нее	1	1
326	от необходимости	1	1
327	прибавить к	1	1
328	что мы	4	1
329	могли бы	1	1
330	и по	1	1
331	людей все	1	1
332	в роли	1	1
