N	2gram	Bakhtin_fo_2	Problema
100	о чем	3	6
101	как это	2	6
102	хотя и	3	6
103	совершенно не	1	6
104	не имеют	1	5
105	действительности и	1	5
106	мы уже	9	5
107	в своем	5	5
108	не являются	1	5
109	то в	2	5
110	все равно	1	5
111	далеко не	2	5
112	с тем	2	5
113	в котором	4	5
114	связи с	8	5
115	той или	1	5
116	и которые	1	5
117	можно сказать	2	5
118	есть в	1	5
119	или иной	2	5
120	еще и	1	5
121	не знал	1	5
122	не является	3	5
123	тем более	3	5
124	в их	3	4
125	совсем не	2	4
126	в истории	4	4
127	как в	4	4
128	чем больше	1	4
129	как он	2	4
130	после этого	2	4
131	их в	4	4
132	что тут	1	4
133	вещи в	1	4
134	что всякий	1	4
135	в отдельности	1	4
136	не в	9	4
137	самое время	3	4
138	тому что	1	4
139	и притом	1	4
140	и весь	2	4
141	а в	3	4
142	здесь необходимо	1	4
143	в дальнейшем	5	4
144	если бы	1	4
145	никак не	1	4
146	а также	3	4
147	и только	2	4
148	в литературе	2	4
149	один из	2	4
150	литературе и	1	4
151	мы можем	1	4
152	именно в	2	4
153	и пр	2	4
154	не было	3	4
155	если не	2	4
156	и вообще	1	4
157	и для	9	4
158	в связи	8	4
159	и ни	1	4
160	конце концов	1	4
161	же в	4	4
162	по поводу	1	4
163	он всегда	1	3
164	того же	3	3
165	в чем	1	3
166	в ее	1	3
167	что они	4	3
168	с этим	5	3
169	однако не	1	3
170	учение о	1	3
171	но он	2	3
172	в случае	1	3
173	да и	1	3
174	он не	5	3
175	и еще	1	3
176	его от	1	3
177	но все	1	3
178	что все	2	3
179	о которых	1	3
180	как и	8	3
181	и уже	1	3
182	несмотря на	1	3
183	на этот	1	3
184	нисколько не	1	3
185	смысл и	1	3
186	в этих	3	3
187	точки зрения	10	3
188	с точки	8	3
189	в которых	3	3
190	в отношении	2	3
191	дело в	1	3
192	в самой	2	3
193	или как	1	3
194	прежде чем	3	3
195	и его	12	3
196	и делает	1	3
197	к тому	3	3
198	для себя	1	3
199	мы в	1	3
200	не на	3	3
201	и во	6	3
202	и следовательно	1	3
203	значит что	2	3
204	что здесь	2	3
205	мы увидим	1	3
206	по этому	1	3
207	именно на	1	3
208	уже не	3	3
209	уже в	4	3
210	свидетельствует о	1	3
211	из них	8	3
212	сами по	2	3
213	уже и	1	3
214	до сих	2	3
215	с другой	2	3
216	здесь в	6	3
217	оно не	1	3
218	что не	1	3
219	этих случаях	1	3
220	быть и	2	3
221	сих пор	2	3
222	только для	2	3
223	своему содержанию	1	3
224	в настоящее	1	3
225	чтобы понять	1	3
226	с ним	4	3
227	хотя в	1	3
228	другой стороны	1	3
229	есть и	4	3
230	этого романа	2	2
231	то на	1	2
232	для этих	1	2
233	например в	1	2
234	мы здесь	1	2
235	и потому	2	2
236	по преимуществу	1	2
237	и до	2	2
238	для своего	1	2
239	мы имеем	2	2
240	мы не	1	2
241	что если	1	2
242	в сущности	2	2
243	он сам	1	2
244	с его	1	2
245	мы будем	3	2
246	нет и	3	2
247	кроме того	3	2
248	сказать только	1	2
249	в которой	1	2
250	из этих	4	2
251	вообще не	1	2
252	на его	1	2
253	не значит	1	2
254	а это	1	2
255	и с	6	2
256	это было	1	2
257	всеми своими	1	2
258	бы нам	1	2
259	для чего	2	2
260	должно быть	5	2
261	и того	1	2
262	понятия и	1	2
263	одного и	1	2
264	на первый	3	2
265	не как	1	2
266	образом и	1	2
267	которые в	1	2
268	друг другу	2	2
269	без всяких	1	2
270	однако в	1	2
271	в таких	1	2
272	она не	2	2
273	не имеет	1	2
274	но только	1	2
275	это мы	1	2
276	следовательно и	3	2
277	больше чем	1	2
278	и сама	1	2
279	что будет	1	2
280	не могут	1	2
281	могут быть	2	2
282	для такого	1	2
283	как для	1	2
284	уже на	1	2
285	они вовсе	1	2
286	без всякого	2	2
287	говорили что	1	2
288	мы наблюдаем	3	2
289	с собой	1	2
290	это вовсе	1	2
291	особенно в	2	2
292	и всегда	2	2
293	часто и	1	2
294	и должно	2	2
295	мы вовсе	1	2
296	между тем	1	2
297	на одном	1	2
298	в него	1	2
299	том как	3	2
300	мы видим	2	2
301	и так	2	2
302	поэтому и	1	2
303	xix и	1	2
304	со всеми	2	2
305	в качестве	3	2
306	на этой	1	2
307	не можем	1	2
308	является не	1	2
309	в ряд	9	2
310	свой собственный	1	2
311	для него	3	2
312	ведь это	1	2
313	не для	2	2
314	как его	2	2
315	но что	1	2
316	как такового	1	2
317	в целях	1	2
318	момент в	1	2
319	со всем	1	2
320	которых мы	1	2
321	его как	1	2
322	вместе с	9	2
323	здесь является	1	2
324	без всякой	1	2
325	которые являются	1	2
326	есть как	1	2
327	а потом	2	2
328	по существу	5	2
329	в это	3	2
330	этом случае	2	2
331	же романе	1	2
332	о его	2	2
333	между прочим	1	2
334	имел в	1	2
335	в результате	1	2
336	но когда	1	2
337	особого рода	1	2
338	от всех	1	2
339	ее в	3	2
340	он часто	1	2
341	себя как	1	1
342	дальнейшем мы	2	1
343	ту же	2	1
344	чтобы не	1	1
345	он за	1	1
346	начинается с	1	1
347	его моментов	1	1
348	говорили о	1	1
349	в разные	1	1
350	роль играет	1	1
351	необходимо изучить	1	1
352	из самых	2	1
353	указанных выше	1	1
354	оно было	2	1
355	и больше	1	1
356	был и	1	1
357	отношения к	4	1
358	в погоне	1	1
359	которыми он	1	1
360	которую мы	1	1
361	и свой	1	1
362	имеется и	1	1
363	со смертью	1	1
364	представлением о	1	1
365	время как	1	1
366	в политике	1	1
367	конечно и	1	1
368	имеют место	1	1
369	самой природе	1	1
370	и понятия	1	1
371	это время	1	1
372	вещь в	2	1
373	первый план	2	1
374	оно ни	1	1
375	но конечно	1	1
376	а следовательно	3	1
377	он строит	1	1
378	о смерти	2	1
379	друг на	2	1
380	явлений и	2	1
381	в общем	1	1
382	и никак	1	1
383	погоне за	1	1
384	входили в	2	1
385	чем подробно	1	1
386	и поэтому	1	1
387	тем больше	1	1
388	первый взгляд	1	1
389	все же	6	1
390	этом же	1	1
391	на анализе	2	1
392	на нас	3	1
393	его к	1	1
394	тем же	2	1
395	здесь и	1	1
396	от этого	2	1
397	являются отражением	1	1
398	одновременно с	2	1
399	не знает	2	1
400	бы и	1	1
401	как то	1	1
402	ни один	1	1
403	историческая и	1	1
404	бы не	1	1
405	выражение в	1	1
406	ее как	1	1
407	еще один	1	1
408	им в	1	1
409	ничего и	1	1
410	этих актов	1	1
411	и те	1	1
412	о других	1	1
413	в наших	1	1
414	а вовсе	1	1
415	в мистическом	1	1
416	от греческого	1	1
417	связанные с	5	1
418	в какой-то	1	1
419	мире по	1	1
420	должна быть	1	1
421	времени эти	1	1
422	новое и	3	1
423	говорить особо	1	1
424	чтобы в	1	1
425	на этом	2	1
426	будем говорить	1	1
427	не дающими	1	1
428	одно и	1	1
429	ни для	2	1
430	человека в	6	1
431	а вместе	1	1
432	в каждом	1	1
433	связан с	1	1
434	они должны	1	1
435	в совершенно	3	1
436	другом случае	1	1
437	для изображения	1	1
438	и никакого	1	1
439	является конечно	1	1
440	них не	1	1
441	потусторонний мир	1	1
442	для своей	1	1
443	лишь в	2	1
444	и других	2	1
445	на протяжении	3	1
446	в уже	1	1
447	моменты в	1	1
448	новой жизни	3	1
449	на поверхность	1	1
450	действий и	1	1
451	определенной системы	1	1
452	как об	1	1
453	на друга	2	1
454	со своими	2	1
455	мы видели	2	1
456	романе о	1	1
457	и такая	1	1
458	и было	4	1
459	и тогда	1	1
460	и становится	2	1
461	на значение	1	1
462	во время	10	1
463	именно и	1	1
464	вне всякого	1	1
465	место в	4	1
466	также совершенно	1	1
467	представление о	2	1
468	далеки от	1	1
469	вопрос о	1	1
470	тождество и	1	1
471	если угодно	1	1
472	что было	3	1
473	этом необходимо	1	1
474	т п	11	1
475	самое мы	1	1
476	войти в	1	1
477	чтобы это	1	1
478	уже сказали	3	1
479	общего и	1	1
480	том же	4	1
481	времени а	1	1
482	и почти	2	1
483	из одного	1	1
484	случае мы	1	1
485	сам он	1	1
486	почти все	3	1
487	без него	1	1
488	чистом виде	1	1
489	вплоть до	2	1
490	о значении	1	1
491	иной раз	1	1
492	есть прежде	1	1
493	что ему	1	1
494	о причине	1	1
495	на котором	2	1
496	если в	2	1
497	в основе	6	1
498	о таких	1	1
499	для кого	1	1
500	из него	1	1
501	через него	1	1
502	слово и	1	1
503	правда в	1	1
504	одна из	1	1
505	этих двух	1	1
506	нам важно	1	1
507	так например	1	1
508	быть буквальным	1	1
509	только с	1	1
510	этом отношении	2	1
511	что на	3	1
512	этих образов	2	1
513	очень часто	2	1
514	начиная с	1	1
515	указать на	1	1
516	должны быть	1	1
517	в стихотворении	1	1
518	его с	1	1
519	бы он	1	1
520	того и	1	1
521	если же	1	1
522	где он	1	1
523	с анализом	2	1
524	существует только	1	1
525	здесь еще	3	1
526	должен быть	1	1
527	они стали	1	1
528	всех случаях	1	1
529	вещами и	3	1
530	с ее	1	1
531	сама природа	2	1
532	самим собою	2	1
533	для читателя	1	1
534	нами выше	1	1
535	в символизме	1	1
536	то время	1	1
537	в пределах	5	1
538	и сам	1	1
539	в условиях	1	1
540	здесь как	1	1
541	с самим	1	1
542	связанных с	3	1
543	о природе	1	1
544	имеется в	1	1
545	в скрытой	1	1
546	он был	2	1
547	чертой в	1	1
548	и смерть	4	1
549	находится в	2	1
550	все дело	1	1
551	сводится к	1	1
552	мы это	1	1
553	слишком резко	1	1
554	в другом	3	1
555	внимание на	1	1
556	и та	2	1
557	его жизни	4	1
558	имеет и	1	1
559	утверждает что	2	1
560	требует для	1	1
561	ее и	2	1
562	как нет	1	1
563	доходит до	1	1
564	функций в	1	1
565	и хорошо	1	1
566	говорить и	1	1
567	представления о	1	1
568	и об	1	1
569	в самый	1	1
570	здесь однако	1	1
571	и всего	1	1
572	содержания но	1	1
573	по своей	1	1
574	в греческом	5	1
575	анализ этих	1	1
576	этого ряда	6	1
577	всякого рода	1	1
578	охватить и	1	1
579	были сами	1	1
580	было что	1	1
581	что даже	1	1
582	конец как	1	1
583	в самое	1	1
584	это же	1	1
585	тот или	1	1
586	дана не	1	1
587	себя в	1	1
588	указанные нами	1	1
589	для всех	1	1
590	конечно не	4	1
591	браке о	1	1
592	всем его	1	1
593	вернуться к	1	1
594	есть этот	1	1
595	событий которые	1	1
596	мир в	4	1
597	и их	4	1
598	не понимающей	1	1
599	в прошлом	3	1
600	богов и	1	1
601	каждый из	2	1
602	что то	1	1
603	быть чем-то	1	1
604	смерти и	4	1
605	и строго	1	1
606	к самому	1	1
607	выходит за	1	1
608	сущность этого	1	1
609	на ее	1	1
610	литературу и	1	1
611	этим путем	1	1
612	форме и	1	1
613	мы еще	3	1
614	времени в	7	1
615	больше и	2	1
616	в некоторых	2	1
617	вполне достаточно	1	1
618	в стиле	1	1
619	мы скажем	1	1
620	и самый	2	1
621	и жизни	1	1
622	несколько примеров	1	1
623	человек в	2	1
624	его по	1	1
625	и слово	1	1
626	под влиянием	1	1
627	мира в	3	1
628	иная чем	1	1
629	в одной	2	1
630	скрытой форме	1	1
631	в развернутом	1	1
632	и выше	1	1
633	и к	2	1
634	и глубоко	1	1
635	наряду с	2	1
636	не понимать	1	1
637	в человеческом	1	1
638	это значит	3	1
639	с некоторым	1	1
640	с этой	4	1
641	слова и	3	1
642	в основном	8	1
643	видно что	1	1
644	в смысле	5	1
645	с большой	2	1
646	картину борьбы	1	1
647	и от	2	1
648	а все	1	1
649	которая в	1	1
650	из себя	1	1
651	и самое	4	1
652	иначе он	1	1
653	поэтому все	1	1
654	что по	1	1
655	точностью и	1	1
656	жизни так	1	1
657	все они	3	1
658	романа и	1	1
659	переходить в	1	1
660	тот же	3	1
661	в системе	1	1
662	всего человека	1	1
663	в романе	13	1
664	не быть	2	1
665	имеет место	3	1
666	нет но	1	1
667	мы считаем	1	1
668	одновременно и	1	1
669	ко всему	1	1
670	не выходит	1	1
671	в абстрактном	1	1
672	этих вещей	1	1
673	жизни и	8	1
674	но эти	3	1
675	к этому	3	1
676	как на	2	1
