N	2gram	Tiupa_Hudo_1	DiskursI
135	исторического бытия	1	3
136	коммуникативное событие	2	3
137	в русской	3	3
138	в тексте	9	3
139	мире и	2	3
140	могут быть	4	3
141	той или	4	3
142	в анекдоте	1	3
143	мысль о	1	3
144	приводит к	5	3
145	мире в	1	3
146	о блудном	1	3
147	текста а	1	3
148	в его	9	3
149	восходит к	1	3
150	но она	2	3
151	только в	5	3
152	субъекта в	1	3
153	и его	12	3
154	уже не	4	3
155	из них	1	3
156	присутствия в	8	3
157	в них	2	3
158	лирический герой	5	3
159	или иной	7	3
160	не было	1	3
161	поведения в	1	3
162	не знает	3	3
163	мира в	2	3
164	как будто	1	3
165	иначе говоря	4	3
166	в контексте	3	3
167	можно сказать	5	3
168	и того	2	3
169	в пределе	1	3
170	можно признать	1	3
171	жизни в	2	3
172	становления и	1	3
173	следует признать	1	3
174	жизни а	1	3
175	жизни и	1	3
176	же как	1	2
177	того же	2	2
178	и это	2	2
179	идет о	1	2
180	перед лицом	3	2
181	по преимуществу	2	2
182	являет собой	3	2
183	той же	1	2
184	я как	2	2
185	место в	4	2
186	совпадает с	2	2
187	говорить о	3	2
188	жизненного поведения	1	2
189	жизни как	3	2
190	к своему	1	2
191	мы имеем	6	2
192	в сочетании	1	2
193	время в	1	2
194	жизненным опытом	1	2
195	всякий раз	2	2
196	большей части	2	2
197	значении этого	4	2
198	отношение к	5	2
199	это мир	1	2
200	более чем	1	2
201	первый взгляд	1	2
202	инициативного самообнаружения	1	2
203	собственно и	1	2
204	или субъектом	2	2
205	как уже	2	2
206	отношения между	1	2
207	в целом	3	2
208	из анекдота	1	2
209	рассказ о	2	2
210	не более	1	2
211	в притче	2	2
212	вследствие этого	1	2
213	в классическом	1	2
214	или анекдота	1	2
215	в принципе	5	2
216	подобно тому	1	2
217	этом мире	2	2
218	является не	1	2
219	заключает в	1	2
220	одно и	3	2
221	личности в	4	2
222	содержит в	1	2
223	от лат	18	2
224	входит в	4	2
225	на почве	3	2
226	повести белкина	1	2
227	должно быть	1	2
228	все это	2	2
229	несет в	2	2
230	на первый	1	2
231	этом случае	1	2
232	в ходе	5	2
233	сочетании с	1	2
234	с точки	3	2
235	их в	3	2
236	речь пойдет	1	2
237	некоторого рода	1	2
238	дело в	1	2
239	между жизнью	1	2
240	никогда не	2	2
241	того и	1	2
242	жизни не	1	2
243	при котором	1	2
244	сводится к	7	2
245	этического выбора	2	2
246	в области	6	2
247	исторического деятеля	1	2
248	жизнью и	1	2
249	с их	2	2
250	для себя	2	2
251	с ее	5	2
252	ни одно	2	2
253	здесь не	2	2
254	и выступает	1	2
255	это еще	1	2
256	по сути	3	2
257	в себя	2	2
258	реализуется в	2	2
259	времени и	2	2
260	не с	2	2
261	в результате	1	2
262	ситуации и	1	2
263	произведения как	3	2
264	основе своей	1	2
265	герой жизнеописания	1	2
266	между тем	4	2
267	русской литературе	2	2
268	речевая маска	1	2
269	что и	2	2
270	или напротив	1	2
271	другого в	1	2
272	индивидуального бытия	2	2
273	с.с аверинцева	1	2
274	и одновременно	5	2
275	своего другого	1	2
276	есть в	2	2
277	слова не	1	2
278	этом в	1	2
279	бытия и	1	2
280	момент в	1	2
281	не подлежит	1	2
282	именно в	2	2
283	с той	1	2
284	далеко не	2	2
285	и прежде	1	2
286	по большей	2	2
287	в соответствии	1	2
288	не на	3	2
289	человеческой жизни	2	2
290	н.д тамарченко	1	2
291	и адресата	2	2
292	классическом романе	1	2
293	вместе с	1	2
294	сказания или	1	2
295	к ролевому	1	2
296	о чем	2	2
297	художественное целое	2	2
298	и.а бунина	1	2
299	в той	3	2
300	или иного	3	2
301	тому как	1	2
302	я с	5	2
303	мира с	1	2
304	в формах	2	2
305	и для	2	2
306	объекта и	3	2
307	на языке	2	2
308	частной жизни	2	2
309	сверхличной заданности	2	2
310	а в	12	2
311	другой стороны	5	2
312	что он	3	2
313	все люди	1	2
314	и состоит	3	2
315	художественной целостности	3	2
316	коммуникативным событием	1	2
317	причастности к	2	2
318	одним из	1	1
319	межличностной соотносительности	1	1
320	мире это	1	1
321	чтобы не	1	1
322	художественного произведения	3	1
323	образ становящегося	1	1
324	это и	1	1
325	на деле	3	1
326	это игра	1	1
327	и есть	1	1
328	не признает	1	1
329	непредсказуемое стечение	1	1
330	в первом	1	1
331	к другому	1	1
332	достоевского в	1	1
333	можно говорить	1	1
334	др в	1	1
335	но если	1	1
336	к собственной	1	1
337	в окказионально-авантюрном	1	1
338	в году	2	1
339	анекдот не	1	1
340	к чему	1	1
341	есть не	1	1
342	диаметрально противоположные	1	1
343	первобытных людей	1	1
344	речевой деятельности	1	1
345	и реализатором	1	1
346	жизнеописания является	1	1
347	и н.и	1	1
348	необыкновенное в	1	1
349	личностного самоопределения	1	1
350	с собачкой	1	1
351	их поступки	1	1
352	моя жизнь	1	1
353	преодолеваемая даль	1	1
354	его под	1	1
355	этом не	1	1
356	единство места	1	1
357	не была	1	1
358	высказывания в	4	1
359	той самой	1	1
360	в каждый	1	1
361	целого это	1	1
362	в сущности	1	1
363	разворачивается в	1	1
364	такая возможность	1	1
365	этом так	1	1
366	и родного	1	1
367	я не	2	1
368	в совмещении	2	1
369	греческое слово	2	1
370	этого термина	2	1
371	и со	1	1
372	к чаадаеву	1	1
373	при сохранении	1	1
374	предстает как	1	1
375	пребывания в	1	1
376	во мне	2	1
377	игру значениями	1	1
378	обращен к	1	1
379	субъекта объекта	1	1
380	собой в	1	1
381	героев или	1	1
382	как субъекта	1	1
383	людей в	1	1
384	в архитектуру	1	1
385	на их	1	1
386	бы то	1	1
387	я на	2	1
388	в чем	2	1
389	события в	1	1
390	роман и	2	1
391	во всех	3	1
392	тем как	1	1
393	иного рода	1	1
394	профанация священного	1	1
395	во внешнем	1	1
396	как правило	2	1
397	в ее	5	1
398	как система	2	1
399	иных случаях	1	1
400	уникальным жизненным	1	1
401	сила так	1	1
402	чем это	2	1
403	художественного внимания	1	1
404	и смягчает	1	1
405	в сторону	2	1
406	если в	1	1
407	конечном счете	5	1
408	заинтересовывать судьбой	1	1
409	человеческих отношений	2	1
410	которая не	1	1
411	следующей фразой	1	1
412	а через	1	1
413	друг от	1	1
414	мире всеобщей	1	1
415	нарушение запрета	1	1
416	человека с	3	1
417	есть нарушение	1	1
418	в е	1	1
419	за пределы	2	1
420	картины жизни	1	1
421	читателя в.т	1	1
422	в истории	1	1
423	мере в	1	1
424	в одной	1	1
425	данного литературного	1	1
426	модальности эстетического	2	1
427	и непристойность	1	1
428	полноценная биография	1	1
429	индивидуального самоопределения	1	1
430	что приводит	1	1
431	авторская позиция	1	1
432	пришвина но	1	1
433	такова же	1	1
434	собственным смыслом	1	1
435	хотя и	3	1
436	одного текста	1	1
437	звук в	1	1
438	событие произведения	1	1
439	запрета есть	1	1
440	а со	1	1
441	к числу	1	1
442	просторную сферу	1	1
443	что входит	1	1
444	человеческая жизнь	1	1
445	то в	2	1
446	видения мира	1	1
447	со своей	3	1
448	в самом	5	1
449	только то	1	1
450	быть наглядно	1	1
451	заданность человеческих	1	1
452	в которой	2	1
453	тебе моем	1	1
454	бог сойти	1	1
455	посрамляющий умершее	1	1
456	таковы например	2	1
457	в нашем	2	1
458	бы не	1	1
459	контакт между	1	1
460	есть профанация	1	1
461	так в	4	1
462	право на	2	1
463	раз в	1	1
464	коммуникативной природе	2	1
465	диаметрально противоположная	1	1
466	говорят о	1	1
467	на стадии	1	1
468	но на	1	1
469	как у	1	1
470	в случае	1	1
471	своей внешней	1	1
472	роли в	4	1
473	самих состоят	1	1
474	теми же	1	1
475	автора не	1	1
476	ответственность за	1	1
477	к миру	1	1
478	романе реалистической	1	1
479	как пишет	1	1
480	он должен	3	1
481	биография и	1	1
482	не как	2	1
483	художественного высказывания	2	1
484	в силу	1	1
485	мир как	1	1
486	как опыт	1	1
487	развития самоопределяющегося	1	1
488	субъектом инициативного	1	1
489	мире я	1	1
490	быть субъектом	1	1
491	эстетического переживания	1	1
492	человеческого поведения	1	1
493	такова например	2	1
494	на этом	1	1
495	собой например	1	1
496	мире на	1	1
497	с этой	1	1
498	не бывает	1	1
499	таким образом	3	1
500	значительной степени	1	1
501	то ни	1	1
502	языка внутренней	1	1
503	быть однозначно	1	1
504	реализатором самобытного	1	1
505	об этом	2	1
506	лирического я	1	1
507	самобытного смысла	1	1
508	полной мере	1	1
509	лишь в	4	1
510	того или	3	1
511	время и	1	1
512	не совпадает	1	1
513	но их	3	1
514	интересно всем	1	1
515	организации художественного	4	1
516	нормы ни	1	1
517	главного героя	1	1
518	несомненно имеет	1	1
519	лишь на	1	1
520	где образ	1	1
521	в жизни	2	1
522	здесь отнюдь	1	1
523	в придании	1	1
524	коммуникативной стратегии	2	1
525	читателя в	3	1
526	общую с	1	1
527	мира где	1	1
528	жизни то	2	1
529	первые два	1	1
530	н.и жинкиным	1	1
531	или попросту	1	1
532	выготским и	1	1
533	все моменты	1	1
534	как сказано	1	1
535	частного существования	1	1
536	как целого	1	1
537	пользуясь словами	1	1
538	духовной жизни	1	1
539	случайности полноценная	1	1
540	опытом выводится	1	1
541	вещами и	1	1
542	имени тебе	2	1
543	эстетического отношения	11	1
544	мифологического мышления	1	1
545	в центр	1	1
546	всеобщей межличностной	1	1
547	индивидуальной жизни	1	1
548	в такой	1	1
549	искусство заинтересовывать	1	1
550	однако этот	1	1
551	ночной жанр	1	1
552	на каждом	1	1
553	кругозор героя	1	1
554	актуальных для	1	1
555	в имени	2	1
556	чувство себя	1	1
557	своей жизни	2	1
558	как счастье	1	1
559	а.н веселовского	2	1
560	втором случае	2	1
561	силу своей	1	1
562	анекдот ни	1	1
563	лирики без	1	1
564	тем не	3	1
565	текст с	1	1
566	по крайней	1	1
567	между индивидуальными	1	1
568	это разумеется	1	1
569	и более	2	1
570	произведения в	1	1
571	функционирование в	1	1
572	перед ним	1	1
573	авторства в	1	1
574	и наоборот	1	1
575	не должно	1	1
576	том же	1	1
577	в повести	2	1
578	стратегии художественного	2	1
579	самоопределения оказывается	1	1
580	игра случая	1	1
581	случае мы	1	1
582	за блужданиями	1	1
583	стечение обстоятельств	1	1
584	нас самих	2	1
585	прямого речевого	1	1
586	до известной	2	1
587	в таких	1	1
588	человеческого я	3	1
589	в развернутой	1	1
590	в практике	1	1
591	миропорядка а	1	1
592	из нас	1	1
593	виду что	1	1
594	его уникальным	1	1
595	дело не	2	1
596	мышления и	1	1
597	области художественного	1	1
598	одна из	2	1
599	и креативной	1	1
600	личности к	2	1
601	смертью в	1	1
602	которого он	1	1
603	актанту не	1	1
604	писал бахтин	1	1
605	однако она	1	1
606	дай мне	1	1
607	та или	1	1
608	себе самом	1	1
609	предполагает по	1	1
610	например не	1	1
611	на язык	1	1
612	не вполне	2	1
613	имеем дело	2	1
614	смысла развертывающейся	1	1
615	обратим внимание	1	1
616	сводами чужой	1	1
617	или иная	1	1
618	возникает на	1	1
619	идиллический хронотоп	1	1
620	по рассуждению	1	1
621	иными словами	1	1
622	эмоциональной рефлексии	7	1
623	своей природе	2	1
624	героя это	1	1
625	модальность художественного	1	1
626	состоят все	1	1
627	позиции и	1	1
628	полноценной личностью	1	1
629	блужданиями его	1	1
630	не принадлежит	2	1
631	носителем и	1	1
632	страны мертвых	1	1
633	субъектов и	1	1
634	возможность совершенно	1	1
635	субъектом этического	1	1
636	однако это	1	1
637	ему не	1	1
638	это тексты	1	1
639	настоящего времени	1	1
640	известной степени	3	1
641	такой картины	1	1
642	выпадает из	1	1
643	внутреннюю свободу	1	1
644	начиная с	2	1
645	императивной нормы	1	1
646	лично для	1	1
647	не могут	1	1
648	эстетического объекта	4	1
649	дискурса в	1	1
650	отличается от	2	1
651	числе и	1	1
652	всего в	1	1
653	в своего	1	1
654	становящегося человека	1	1
655	к тому	4	1
656	именно таков	1	1
657	иной конкретной	1	1
658	не есть	1	1
659	в полной	1	1
660	имеет место	2	1
661	между автором	1	1
662	оно не	1	1
663	рамках которого	3	1
664	должен быть	1	1
665	представляют собой	1	1
666	него возможны	1	1
667	новелле есть	1	1
668	значении в	1	1
669	от друга	1	1
670	заданности и	2	1
671	и служит	1	1
672	жизнь глазами	1	1
673	здесь также	1	1
674	самоопределения на	1	1
675	для читателя	2	1
676	в собственном	1	1
677	родного дома	1	1
678	это ведет	1	1
679	действия и	1	1
680	своем значении	1	1
681	художественного мышления	1	1
682	динамическое равновесие	1	1
683	в условиях	1	1
684	в культуре	3	1
685	как с	1	1
686	и сам	1	1
687	что может	2	1
688	смыслом ни	1	1
689	здесь как	1	1
690	ни анекдот	1	1
691	смерть не	1	1
692	не всякий	1	1
693	можно только	1	1
694	действительного не	1	1
695	строго говоря	1	1
696	жанра в	1	1
697	стихотворении пушкина	2	1
698	индивидуальных инициатив	1	1
699	для этого	1	1
700	творческой воли	1	1
701	и даже	1	1
702	остановимся на	1	1
703	с ним	2	1
704	с человеком	1	1
705	не дай	1	1
706	жизненная позиция	1	1
707	с молитвою	1	1
708	в новелле	1	1
709	л.с выготским	1	1
710	и здесь	1	1
711	возможна только	1	1
712	и т.д	3	1
713	внимание на	1	1
714	бытия ср	1	1
715	и что	3	1
716	прямого авторского	1	1
717	может обладать	1	1
718	всех подобных	2	1
719	субъектом самоопределения	1	1
720	случая непредсказуемое	1	1
721	себя самого	1	1
722	ядра личности	1	1
723	не позволяет	1	1
724	может не	1	1
725	в значительной	1	1
726	даль и	1	1
727	в конечном	5	1
728	на весьма	1	1
729	существования в	2	1
730	коммуникативную стратегию	2	1
731	организации текста	1	1
732	дает позвоночника	1	1
733	субъекта жизни	2	1
734	данного текста	3	1
735	в форме	4	1
736	крайней мере	1	1
737	биография возможна	1	1
738	и лирическое	1	1
739	иной мере	1	1
740	целого а	1	1
741	не будучи	1	1
742	индивидуальный характер	1	1
743	это всегда	1	1
744	и мир	1	1
745	другая жизнь	1	1
746	новелла ночной	1	1
747	дневниковая запись	1	1
748	всякое произведение	1	1
749	в миропорядке	8	1
750	действующих лиц	1	1
751	стихотворения в	1	1
752	на новую	1	1
753	не появляется	1	1
754	глазами анекдота	1	1
755	к субъекту	1	1
756	и весьма	2	1
757	сближение но	2	1
758	может оказаться	2	1
759	самоопределение лирического	1	1
760	до нас	1	1
761	фраза текста	1	1
762	объектом эстетического	1	1
763	трагическое я	1	1
764	жизнь личности	2	1
765	мира как	1	1
766	на мир	1	1
767	идиллического я	1	1
768	архитектуру души	1	1
769	жанр посрамляющий	1	1
770	лирических текстах	1	1
771	типу актанту	1	1
772	отдельных лиц	1	1
773	с которыми	1	1
774	посрамление словесное	1	1
775	субъектом ролевого	1	1
776	характеру типу	1	1
777	так что	1	1
778	же и	1	1
779	оказывается в	3	1
780	бросает звук	1	1
781	он усматривает	1	1
782	одном и	1	1
783	позвоночника роману	1	1
784	а напротив	1	1
785	себя и	2	1
786	не слияние	2	1
787	в поэзии	1	1
788	в элегии	1	1
789	жанровая форма	2	1
790	такого дискурса	1	1
791	во втором	4	1
792	не дает	1	1
793	чего бы	1	1
794	символической смерти	1	1
795	упустить из	1	1
796	эстетическое завершение	2	1
797	ролевого действия	1	1
798	вовсе не	2	1
799	высказывания и	2	1
800	для меня	2	1
801	граница между	1	1
802	авторского слова	1	1
803	может служить	2	1
804	каждая вещь	1	1
805	не случайно	3	1
806	случае не	2	1
807	человек как	1	1
808	повесть о	2	1
809	как такового	1	1
810	не говорит	1	1
811	общая идея	1	1
812	в случаях	1	1
813	тем что	1	1
814	во-вторых оно	1	1
815	непристойность необыкновенное	1	1
816	художественный текст	4	1
817	внутреннего мира	2	1
818	и напротив	1	1
819	но из	1	1
820	ценностно-смысловой картины	1	1
821	чем и	3	1
822	из того	1	1
823	того что	4	1
824	в финале	2	1
825	форма авторства	2	1
826	мне бог	1	1
827	выводится в	1	1
828	точек зрения	1	1
829	между которыми	1	1
830	и эмоционально	1	1
831	всем потому	1	1
832	иллюстрировалась общая	1	1
833	и сближение	1	1
834	последующего преображения	1	1
835	искусстве не	1	1
836	о своем	1	1
837	условностью и	1	1
838	еще и	1	1
839	мира это	1	1
840	и др	2	1
841	в романе	3	1
842	между ними	4	1
843	является ни	1	1
844	быть названо	2	1
845	превращается в	2	1
846	и составляет	3	1
847	нарушение табу	1	1
848	под сводами	1	1
849	его как	1	1
850	казусная картина	1	1
851	напротив дискредитирующе	1	1
852	самоопределяющегося субъекта	1	1
853	отвергает извращает	1	1
854	все то	1	1
855	и том	1	1
856	что из	1	1
857	в просторную	1	1
858	и слово	1	1
859	в одно	2	1
860	мире императивной	1	1
861	на фоне	1	1
862	анекдота это	1	1
863	зрения автора	1	1
864	на чем	1	1
865	как это	5	1
866	в иных	1	1
867	места для	1	1
868	внешнем мире	1	1
869	есть биография	1	1
870	сути дела	1	1
871	есть субъектом	1	1
872	в особенности	1	1
873	требует от	1	1
874	из которых	1	1
875	роману человек	1	1
876	по своему	2	1
877	для обозначения	1	1
878	самоактуализации я	1	1
879	этого типа	1	1
880	в лирических	1	1
881	обладать собственным	1	1
882	покоя как	1	1
883	ослабляет и	1	1
884	в европейской	1	1
885	необходимости ни	1	1
886	нам нас	1	1
887	типа как	1	1
888	им с	1	1
889	художественного мира	2	1
890	вследствие его	1	1
891	таким или	1	1
892	в мир	1	1
893	предстает субъектом	1	1
894	никем не	1	1
895	когда на	1	1
896	текста так	2	1
897	с субъектом	1	1
898	в это	1	1
899	ценность и	1	1
900	даже в	3	1
901	окказионально-авантюрном мире	1	1
902	грани между	1	1
903	слова и	2	1
904	конкретной ценностно-смысловой	1	1
905	священного новелла	1	1
906	автором и	1	1
907	и от	1	1
908	той мере	1	1
909	любой объект	1	1
910	своей коммуникативной	1	1
911	личность как	1	1
912	время от	1	1
913	анекдот же	1	1
914	своему собственному	1	1
915	и развития	1	1
916	жизнеописания может	1	1
917	но для	1	1
918	один из	2	1
919	говорящего и	1	1
920	о мире	1	1
921	но с	1	1
922	более того	1	1
923	умершее солнце	1	1
924	окказиональная случайностная	1	1
925	в стихотворении	3	1
926	л.н толстой	1	1
927	а своей	1	1
928	наполеона в	1	1
929	ни притча	1	1
930	хома брут	1	1
931	трагизма в	1	1
932	далее речь	1	1
933	совершенно иной	2	1
934	обращается к	1	1
935	чужой психики	1	1
936	пушкинские повести	1	1
937	выдвигается на	1	1
938	на границах	1	1
939	особого рода	5	1
940	индивидуальными жизнями	1	1
941	судьбой отдельных	1	1
942	элегический способ	1	1
943	в третьем	1	1
944	в литературной	1	1
945	в динамике	1	1
946	пушкиным в	1	1
947	стороны в	1	1
948	сферу исторического	1	1
949	от всего	1	1
950	действительной жизни	1	1
951	с ума	1	1
952	следит за	1	1
953	ни было	1	1
954	присутствия я	5	1
955	же в	1	1
956	в искусстве	7	1
957	в равной	2	1
958	но всегда	1	1
959	быть и	2	1
960	мире случайности	1	1
961	равной степени	2	1
962	одной из	2	1
963	слово в	1	1
964	но всякий	1	1
965	притча не	1	1
966	сказать что	4	1
967	я к	1	1
968	не быть	1	1
969	речи и	3	1
970	сойти с	1	1
971	актанта исполнителя	1	1
972	одновременно и	1	1
973	противоположность характеру	1	1
974	из этого	2	1
975	только о	2	1
976	родного дола	1	1
977	в какой	2	1
978	кощунство и	1	1
979	также может	1	1
980	эстетической завершенности	1	1
981	общими для	1	1
982	свободного выбора	1	1
983	ее в	2	1
984	словесное кощунство	1	1
985	городского фольклора	1	1
986	границах литературного	1	1
987	том числе	2	1
