N	2gram	Losev_Prob_4	slovoVRo
114	отношении к	1	4
115	в таком	6	4
116	как это	3	3
117	единство и	1	3
118	человека и	1	3
119	говорить о	2	3
120	в чем	2	3
121	слова на	1	3
122	сама по	2	3
123	стороны и	2	3
124	перед нами	13	3
125	и как	3	3
126	бы и	3	3
127	с их	1	3
128	с точки	11	3
129	не была	1	3
130	его от	1	3
131	связи с	3	3
132	эта категория	1	3
133	областях жизни	1	3
134	в ней	7	3
135	единый и	1	3
136	глубоко и	3	3
137	а также	6	3
138	к нему	3	3
139	что и	3	3
140	в бытовой	1	3
141	быть и	1	3
142	или даже	4	3
143	у него	1	3
144	рядом с	1	3
145	связан с	1	3
146	здесь в	5	3
147	в свою	1	3
148	стремится к	1	3
149	в романах	2	3
150	как к	1	3
151	в контексте	1	3
152	и от	6	3
153	но это	6	3
154	и часто	1	3
155	что в	3	3
156	из себя	2	3
157	хотя бы	7	3
158	сказать что	7	3
159	во всяком	8	3
160	новое время	1	2
161	можно говорить	1	2
162	одним из	1	2
163	также и	13	2
164	это и	4	2
165	ведь и	1	2
166	мы не	7	2
167	именно к	1	2
168	при его	1	2
169	но она	3	2
170	с ее	2	2
171	на них	1	2
172	не был	1	2
173	оно уже	1	2
174	но как	3	2
175	не все	1	2
176	за пределы	2	2
177	изображения и	1	2
178	с этим	4	2
179	кроме того	4	2
180	хотя и	5	2
181	бы только	1	2
182	более или	2	2
183	себе как	1	2
184	в нашем	12	2
185	в себе	12	2
186	как он	1	2
187	на его	2	2
188	т д	3	2
189	он не	2	2
190	художественном образе	2	2
191	в виде	22	2
192	и более	3	2
193	мировой литературе	1	2
194	здесь это	1	2
195	далеко не	2	2
196	независимо от	3	2
197	чем в	1	2
198	смысл и	1	2
199	или менее	2	2
200	и другие	1	2
201	и при	1	2
202	в их	1	2
203	на каждом	1	2
204	мы сказали	1	2
205	но эта	2	2
206	которые в	1	2
207	и общества	1	2
208	однако в	2	2
209	даже в	1	2
210	не меньше	1	2
211	дело в	2	2
212	которого он	1	2
213	нашего сознания	1	2
214	того чтобы	2	2
215	чем не	1	2
216	в одном	4	2
217	только и	5	2
218	с одним	1	2
219	к ней	2	2
220	входят в	1	2
221	точном смысле	1	2
222	в области	3	2
223	в мировой	1	2
224	отличается от	4	2
225	значение как	1	2
226	и образ	4	2
227	свою очередь	1	2
228	без всякого	4	2
229	этих категорий	1	2
230	в другом	3	2
231	здесь как	4	2
232	особенно в	1	2
233	точности и	1	2
234	и здесь	1	2
235	о том	5	2
236	может не	1	2
237	нуждается в	1	2
238	ним и	1	2
239	еще более	2	2
240	нем и	1	2
241	ни к	2	2
242	речь о	2	2
243	что он	8	2
244	всяком случае	4	2
245	действительность но	1	2
246	со всеми	2	2
247	же и	3	2
248	уже в	4	2
249	в прошлом	1	2
250	для того	3	2
251	то что	15	2
252	не было	3	2
253	до сих	1	2
254	именно в	7	2
255	а именно	2	2
256	и между	1	2
257	для сознания	1	2
258	его как	1	2
259	слова своего	1	2
260	как о	3	2
261	и непосредственно	2	2
262	не всегда	1	2
263	в одно	6	2
264	в связи	3	2
265	входить в	1	2
266	вместе с	5	2
267	и особенно	1	2
268	здесь уже	2	2
269	требует от	1	2
270	в данном	6	2
271	если оно	2	2
272	и нет	1	2
273	сих пор	1	2
274	в смысловом	2	2
275	от нас	2	2
276	не знаем	1	2
277	или в	5	2
278	в результате	8	2
279	и ни	5	2
280	все они	3	2
281	жизни в	2	2
282	только с	1	2
283	не знает	1	2
284	к его	3	2
285	только о	1	2
286	из романа	1	2
287	и наиболее	1	1
288	смысле слова	15	1
289	как известно	1	1
290	своему пределу	2	1
291	в рассмотрение	1	1
292	того же	2	1
293	и борьбу	1	1
294	становится в	1	1
295	силы и	1	1
296	и есть	4	1
297	за собой	2	1
298	его же	1	1
299	по преимуществу	2	1
300	и до	1	1
301	и этот	3	1
302	поскольку она	1	1
303	есть не	6	1
304	от художественного	1	1
305	и о	5	1
306	что уже	1	1
307	поэтическом символе	1	1
308	гуманитарных наук	1	1
309	нам в	1	1
310	сливается в	1	1
311	он как	3	1
312	нас это	1	1
313	обращения с	1	1
314	так называемые	1	1
315	этот как	1	1
316	и говорить	1	1
317	и этого	1	1
318	не нужно	1	1
319	между собой	2	1
320	слова эти	1	1
321	что его	4	1
322	то мы	2	1
323	а следовательно	1	1
324	друг к	1	1
325	совсем не	1	1
326	то он	2	1
327	ивана карамазова	1	1
328	не просто	16	1
329	дело со	1	1
330	романа xix	1	1
331	две основные	1	1
332	чем же	3	1
333	его на	1	1
334	если на	1	1
335	из возможных	1	1
336	романах достоевского	1	1
337	глава iv	1	1
338	могли бы	1	1
339	и всецело	1	1
340	как всякая	1	1
341	и художественного	1	1
342	дориана грея	1	1
343	для ее	2	1
344	или иную	1	1
345	для которого	1	1
346	в самом	2	1
347	в целом	1	1
348	он в	1	1
349	только два	1	1
350	сущности и	1	1
351	действительности а	1	1
352	и самый	1	1
353	в этой	4	1
354	другом случае	2	1
355	говорят о	1	1
356	и те	1	1
357	на то	1	1
358	если он	2	1
359	дело здесь	1	1
360	вообще не	3	1
361	что она	4	1
362	больше всего	1	1
363	но именно	2	1
364	и только	4	1
365	и еще	1	1
366	не значит	1	1
367	в корне	2	1
368	и сам	1	1
369	у пушкина	3	1
370	и по	2	1
371	конца и	1	1
372	с собой	3	1
373	одно и	1	1
374	как таковое	1	1
375	в каждом	1	1
376	художественным образом	3	1
377	для изображения	1	1
378	об этом	6	1
379	к другу	1	1
380	а его	2	1
381	на все	2	1
382	на этой	2	1
383	это было	2	1
384	те или	5	1
385	и чистой	1	1
386	для нее	1	1
387	действительности в	1	1
388	все происходящие	1	1
389	моменты в	1	1
390	претендуют на	1	1
391	и тем	7	1
392	здесь нет	3	1
393	мог бы	1	1
394	но уже	1	1
395	он является	1	1
396	не предмет	2	1
397	о которых	2	1
398	и представить	1	1
399	достоевского и	1	1
400	все равно	3	1
401	в соединении	1	1
402	строятся на	1	1
403	всегда и	1	1
404	несмотря на	4	1
405	как сказано	1	1
406	этого произведения	2	1
407	здесь конечно	2	1
408	мифологических образов	2	1
409	на первый	1	1
410	есть такая	1	1
411	которая является	4	1
412	категории в	2	1
413	в своей	4	1
414	при изучении	1	1
415	к окружающему	1	1
416	сознания но	1	1
417	в такой	1	1
418	и без	6	1
419	с идеей	1	1
420	она в	2	1
421	мы говорили	1	1
422	себе оно	1	1
423	то его	1	1
424	себе а	1	1
425	от его	1	1
426	должны были	1	1
427	мы теперь	1	1
428	сюда явлений	1	1
429	фоне этого	1	1
430	этих моментов	1	1
431	тем не	10	1
432	есть именно	2	1
433	вещей и	1	1
434	и вся	1	1
435	себя не	1	1
436	категория в	1	1
437	лиц и	1	1
438	самого начала	1	1
439	не о	1	1
440	и притом	2	1
441	на себе	3	1
442	весь этот	2	1
443	дело не	3	1
444	иметь в	1	1
445	и уже	1	1
446	здесь может	1	1
447	следовательно и	1	1
448	элемент в	1	1
449	ничего не	1	1
450	действительности но	1	1
451	это то	1	1
452	его об	1	1
453	глава v	1	1
454	это именно	1	1
455	он пел	1	1
456	ее с	1	1
457	по своей	1	1
458	лишь с	1	1
459	это слово	1	1
460	в сознании	3	1
461	достаточно указать	1	1
462	для осуществления	1	1
463	на самой	1	1
464	или иных	3	1
465	от их	1	1
466	являются уже	2	1
467	во все	2	1
468	говорят в	1	1
469	и всех	2	1
470	если же	1	1
471	форме как	1	1
472	числе и	1	1
473	и отдельных	1	1
474	анализа и	1	1
475	как сон	1	1
476	другом типе	1	1
477	символа то	1	1
478	что при	1	1
479	утверждать что	1	1
480	этот путь	2	1
481	символа в	6	1
482	и это	2	1
483	следовательно не	1	1
484	относящихся сюда	1	1
485	как они	2	1
486	также имеет	1	1
487	в виду	6	1
488	всего этого	1	1
489	чтобы быть	1	1
490	нет никакой	4	1
491	и говорит	2	1
492	с самого	1	1
493	и может	2	1
494	примитивная и	1	1
495	эти обстоятельства	1	1
496	на том	1	1
497	результате их	1	1
498	в научном	1	1
499	роман или	1	1
500	всех возможных	1	1
501	основная особенность	2	1
502	поэтому в	1	1
503	в художественный	1	1
504	слова ни	1	1
505	своего собеседника	1	1
506	к пределу	1	1
507	чтобы понять	1	1
508	нас и	1	1
509	путем соответствующих	1	1
510	не на	1	1
511	действительность и	1	1
512	подходы к	1	1
513	другими словами	3	1
514	никак не	4	1
515	с другим	1	1
516	и что	2	1
517	и символ	4	1
518	можно сказать	5	1
519	нас в	1	1
520	или иные	4	1
521	тем или	1	1
522	смысле не	2	1
523	очень близко	1	1
524	тем как	1	1
525	когда оно	1	1
526	соединении с	1	1
527	этот последний	2	1
528	здесь одно	1	1
529	вообще и	1	1
530	в художественной	1	1
531	и об	1	1
532	и она	1	1
533	и отдельные	1	1
534	в самый	1	1
535	мышление и	1	1
536	того что	1	1
537	ни понимать	1	1
538	себе еще	1	1
539	всякого рода	3	1
540	среди других	1	1
541	одной из	4	1
542	в какой	4	1
543	друг друга	2	1
544	не имеющих	1	1
545	никак нельзя	1	1
546	и ее	4	1
547	xix и	1	1
548	здесь с	1	1
549	в качестве	10	1
550	чаще всего	1	1
551	есть чисто	1	1
552	символ не	1	1
553	только на	2	1
554	своим собственным	2	1
555	значение и	1	1
556	а это	3	1
557	единая и	1	1
558	но есть	1	1
559	за ним	2	1
560	портрет дориана	1	1
561	гоголя и	3	1
562	представить себе	2	1
563	в известной	1	1
564	сами по	2	1
565	в конце	2	1
566	с этими	1	1
567	мы можем	3	1
568	случае не	5	1
569	и рождается	1	1
570	жизни на	1	1
571	как раз	4	1
572	тем что	3	1
573	чтобы оно	1	1
574	в других	2	1
575	при их	1	1
576	которые как	3	1
577	предметом изображения	1	1
578	к совершенно	1	1
579	себе представить	1	1
580	начинается это	1	1
581	не обязательно	2	1
582	с той	1	1
583	мы еще	1	1
584	не исключает	1	1
585	что не	4	1
586	говорит о	2	1
587	должно быть	1	1
588	превращается в	1	1
589	нужно сказать	1	1
590	в подлинном	1	1
591	этого не	2	1
592	а наоборот	2	1
593	однако и	1	1
594	другой стороны	6	1
595	именно так	1	1
596	находит для	1	1
597	все время	2	1
598	отнюдь не	10	1
599	ведь для	1	1
600	здесь именно	1	1
601	мы находим	2	1
602	в частности	2	1
603	о себе	3	1
604	в непрерывном	1	1
605	слова то	2	1
606	и начала	2	1
607	поэтому даже	1	1
608	с простой	1	1
609	нет ни	4	1
610	какого бы	1	1
611	который мы	1	1
612	этого типа	1	1
613	какой мере	4	1
614	если они	1	1
615	всех других	2	1
616	романа или	1	1
617	или иного	3	1
618	этого необходимо	1	1
619	в литературе	2	1
620	да и	5	1
621	ней не	1	1
622	находить и	1	1
623	стремящихся к	1	1
624	начала xx	1	1
625	слова есть	1	1
626	у толстого	1	1
627	в условиях	3	1
628	то перед	2	1
629	только для	3	1
630	при условии	2	1
631	того или	3	1
632	однако не	4	1
633	себе все	2	1
634	такой образ	1	1
635	все сливается	1	1
636	образом к	1	1
637	тех или	4	1
638	не является	10	1
639	за его	1	1
640	судьбы и	1	1
641	и времени	1	1
642	слова но	3	1
643	для выражения	1	1
644	но на	1	1
645	сознания и	3	1
646	человека это	1	1
647	развития и	1	1
648	себя самого	1	1
649	и смысл	1	1
650	но зато	1	1
651	же в	4	1
652	уже нет	1	1
653	нисколько не	1	1
654	менее в	1	1
655	в который	1	1
656	к самому	1	1
657	но этот	2	1
658	в символе	6	1
659	бы быть	2	1
660	французской литературе	1	1
661	ко всему	1	1
662	в отдельности	1	1
663	что под	1	1
664	раз со	1	1
665	борьба и	1	1
666	также не	1	1
667	в своих	1	1
668	только не	4	1
669	вносит в	1	1
670	том числе	1	1
671	гораздо более	1	1
672	которая не	3	1
